"('date', '')","('open', 'AXSM')","('high', 'AXSM')","('low', 'AXSM')","('close', 'AXSM')","('volume', 'AXSM')"
2025-09-26 00:00:00+00:00,116.1500015258789,117.83570098876953,115.72000122070312,116.76000213623047,320132
