"('date', '')","('open', 'ABG')","('high', 'ABG')","('low', 'ABG')","('close', 'ABG')","('volume', 'ABG')"
2024-03-01 00:00:00+00:00,209.99000549316406,211.0500030517578,207.2100067138672,209.8000030517578,195600
2024-03-04 00:00:00+00:00,208.9499969482422,211.22999572753906,205.5,205.5,169000
2024-03-05 00:00:00+00:00,204.0800018310547,208.44000244140625,203.75,205.27000427246094,128900
2024-03-06 00:00:00+00:00,206.8800048828125,209.08999633789062,204.60000610351562,206.4199981689453,232300
2024-03-07 00:00:00+00:00,206.83999633789062,210.69000244140625,206.80999755859375,210.14999389648438,162300
2024-03-08 00:00:00+00:00,213.1999969482422,217.47000122070312,209.5399932861328,209.6999969482422,140600
2024-03-11 00:00:00+00:00,208.72000122070312,210.61000061035156,206.25,210.52000427246094,193100
2024-03-12 00:00:00+00:00,210.02999877929688,211.61000061035156,207.89999389648438,210.8699951171875,106100
2024-03-13 00:00:00+00:00,210.33999633789062,214.33999633789062,209.75999450683594,210.42999267578125,175800
2024-03-14 00:00:00+00:00,208.49000549316406,210.27999877929688,202.97999572753906,204.6999969482422,302400
2024-03-15 00:00:00+00:00,204.02999877929688,210.64999389648438,204.02999877929688,210.0,323800
2024-03-18 00:00:00+00:00,211.08999633789062,211.27000427246094,208.05999755859375,208.27000427246094,130900
2024-03-19 00:00:00+00:00,208.47000122070312,210.33999633789062,208.0500030517578,209.2100067138672,127900
2024-03-20 00:00:00+00:00,208.0399932861328,218.9600067138672,208.0399932861328,218.61000061035156,181400
2024-03-21 00:00:00+00:00,219.99000549316406,226.9199981689453,217.39999389648438,224.58999633789062,186700
2024-03-22 00:00:00+00:00,224.55999755859375,225.49000549316406,221.67999267578125,224.00999450683594,159100
2024-03-25 00:00:00+00:00,224.0,225.75999450683594,222.02000427246094,222.6300048828125,82600
2024-03-26 00:00:00+00:00,225.36000061035156,226.89999389648438,223.1999969482422,225.5399932861328,122900
2024-03-27 00:00:00+00:00,228.3000030517578,234.33999633789062,227.02999877929688,233.72999572753906,129700
2024-03-28 00:00:00+00:00,234.80999755859375,236.61000061035156,233.9600067138672,235.77999877929688,183400
2024-04-01 00:00:00+00:00,235.77999877929688,235.77999877929688,232.50999450683594,234.35000610351562,233900
2024-04-02 00:00:00+00:00,230.97000122070312,230.97000122070312,224.27000427246094,226.36000061035156,212900
2024-04-03 00:00:00+00:00,224.52999877929688,227.47999572753906,224.05999755859375,225.63999938964844,126200
2024-04-04 00:00:00+00:00,229.05999755859375,229.05999755859375,221.88999938964844,222.55999755859375,98100
2024-04-05 00:00:00+00:00,221.47000122070312,224.61000061035156,220.67999267578125,224.05999755859375,140100
2024-04-08 00:00:00+00:00,225.99000549316406,227.55999755859375,224.66000366210938,224.82000732421875,75400
2024-04-09 00:00:00+00:00,224.82000732421875,230.8000030517578,224.82000732421875,229.97999572753906,153900
2024-04-10 00:00:00+00:00,225.14999389648438,226.36000061035156,217.8800048828125,220.0399932861328,208200
2024-04-11 00:00:00+00:00,218.19000244140625,220.72999572753906,215.69000244140625,220.3800048828125,147100
2024-04-12 00:00:00+00:00,220.19000244140625,220.19000244140625,216.60000610351562,217.50999450683594,182000
2024-04-15 00:00:00+00:00,218.25,220.13999938964844,214.5399932861328,215.1199951171875,182200
2024-04-16 00:00:00+00:00,214.16000366210938,217.8699951171875,211.8800048828125,216.39999389648438,109600
2024-04-17 00:00:00+00:00,218.24000549316406,218.25,211.5800018310547,211.8699951171875,141500
2024-04-18 00:00:00+00:00,212.91000366210938,216.22999572753906,211.10000610351562,211.49000549316406,143100
2024-04-19 00:00:00+00:00,210.9199981689453,215.4600067138672,210.49000549316406,215.1199951171875,157000
2024-04-22 00:00:00+00:00,215.0800018310547,218.80999755859375,214.5,216.86000061035156,152200
2024-04-23 00:00:00+00:00,218.22999572753906,223.0399932861328,217.6699981689453,222.19000244140625,151400
2024-04-24 00:00:00+00:00,220.25999450683594,225.5,219.6300048828125,221.5399932861328,193900
2024-04-25 00:00:00+00:00,217.3699951171875,218.47000122070312,206.6199951171875,217.1199951171875,321800
2024-04-26 00:00:00+00:00,217.1199951171875,226.47000122070312,217.1199951171875,221.97000122070312,170300
2024-04-29 00:00:00+00:00,222.50999450683594,222.50999450683594,217.75,218.47000122070312,142000
2024-04-30 00:00:00+00:00,215.6699981689453,216.27000427246094,210.08999633789062,210.24000549316406,181700
2024-05-01 00:00:00+00:00,211.5399932861328,215.61000061035156,209.80999755859375,210.63999938964844,199400
2024-05-02 00:00:00+00:00,212.17999267578125,213.4499969482422,208.41000366210938,208.4499969482422,218500
2024-05-03 00:00:00+00:00,211.91000366210938,215.16000366210938,211.02999877929688,213.75,201900
2024-05-06 00:00:00+00:00,216.4199981689453,221.6999969482422,216.4199981689453,221.60000610351562,150000
2024-05-07 00:00:00+00:00,221.72999572753906,223.77000427246094,219.3000030517578,219.3000030517578,134200
2024-05-08 00:00:00+00:00,217.22000122070312,222.2899932861328,217.22000122070312,221.69000244140625,241800
2024-05-09 00:00:00+00:00,221.00999450683594,226.6300048828125,220.30999755859375,226.27999877929688,136100
2024-05-10 00:00:00+00:00,226.82000732421875,226.8300018310547,221.5800018310547,224.82000732421875,137900
2024-05-13 00:00:00+00:00,227.4199981689453,235.67999267578125,227.4199981689453,234.85000610351562,219500
2024-05-14 00:00:00+00:00,240.8699951171875,244.69000244140625,239.75999450683594,242.99000549316406,289700
2024-05-15 00:00:00+00:00,245.08999633789062,245.08999633789062,236.97000122070312,239.72999572753906,152700
2024-05-16 00:00:00+00:00,243.52000427246094,245.14999389648438,238.97000122070312,243.8800048828125,190400
2024-05-17 00:00:00+00:00,243.57000732421875,244.6999969482422,240.6300048828125,241.1300048828125,169000
2024-05-20 00:00:00+00:00,240.13999938964844,242.0,238.5500030517578,239.00999450683594,127600
2024-05-21 00:00:00+00:00,238.02000427246094,240.50999450683594,236.97000122070312,240.0,164000
2024-05-22 00:00:00+00:00,238.58999633789062,240.60000610351562,234.66000366210938,234.75999450683594,137900
2024-05-23 00:00:00+00:00,235.02000427246094,235.02000427246094,227.13999938964844,228.0800018310547,128500
2024-05-24 00:00:00+00:00,230.1300048828125,231.61000061035156,229.60000610351562,231.3000030517578,69100
2024-05-28 00:00:00+00:00,232.22000122070312,234.75,231.39999389648438,232.44000244140625,135100
2024-05-29 00:00:00+00:00,228.30999755859375,230.22999572753906,226.94000244140625,227.38999938964844,127800
2024-05-30 00:00:00+00:00,227.9600067138672,233.99000549316406,227.83999633789062,233.61000061035156,122900
2024-05-31 00:00:00+00:00,235.41000366210938,237.1199951171875,232.8000030517578,235.07000732421875,161000
2024-06-03 00:00:00+00:00,239.58999633789062,243.86000061035156,237.4600067138672,242.72999572753906,189700
2024-06-04 00:00:00+00:00,240.50999450683594,241.77000427246094,236.1199951171875,237.72999572753906,161300
2024-06-05 00:00:00+00:00,237.88999938964844,238.0,233.5500030517578,236.72999572753906,127700
2024-06-06 00:00:00+00:00,234.4199981689453,237.4199981689453,234.4199981689453,235.42999267578125,97000
2024-06-07 00:00:00+00:00,235.5,236.32000732421875,234.05999755859375,234.22000122070312,118400
2024-06-10 00:00:00+00:00,227.0500030517578,232.2100067138672,225.33999633789062,231.4600067138672,173100
2024-06-11 00:00:00+00:00,229.3699951171875,231.77000427246094,225.49000549316406,230.30999755859375,206100
2024-06-12 00:00:00+00:00,238.14999389648438,243.8800048828125,234.02000427246094,234.5399932861328,154000
2024-06-13 00:00:00+00:00,232.6999969482422,234.75999450683594,230.0399932861328,233.36000061035156,110500
2024-06-14 00:00:00+00:00,229.60000610351562,231.3699951171875,225.9600067138672,229.92999267578125,198800
2024-06-17 00:00:00+00:00,228.77000427246094,235.75999450683594,228.47999572753906,235.75,102200
2024-06-18 00:00:00+00:00,234.91000366210938,236.36000061035156,232.5800018310547,233.1199951171875,98500
2024-06-20 00:00:00+00:00,231.16000366210938,233.33999633789062,226.91000366210938,228.22000122070312,262000
2024-06-21 00:00:00+00:00,228.22000122070312,231.0500030517578,226.89999389648438,228.64999389648438,542400
2024-06-24 00:00:00+00:00,229.83999633789062,234.8000030517578,228.4600067138672,229.75999450683594,168000
2024-06-25 00:00:00+00:00,228.22999572753906,228.63999938964844,223.0399932861328,223.66000366210938,276400
2024-06-26 00:00:00+00:00,222.2899932861328,225.86000061035156,221.55999755859375,222.08999633789062,221100
2024-06-27 00:00:00+00:00,222.24000549316406,226.3300018310547,221.74000549316406,226.13999938964844,221300
2024-06-28 00:00:00+00:00,227.82000732421875,230.63999938964844,227.0500030517578,227.8699951171875,304100
2024-07-01 00:00:00+00:00,228.0399932861328,230.02000427246094,225.4199981689453,228.24000549316406,205500
2024-07-02 00:00:00+00:00,229.08999633789062,230.64999389648438,227.13999938964844,227.30999755859375,179600
2024-07-03 00:00:00+00:00,229.19000244140625,229.19000244140625,225.4499969482422,225.61000061035156,118400
2024-07-05 00:00:00+00:00,224.67999267578125,225.69000244140625,222.89999389648438,224.75999450683594,166100
2024-07-08 00:00:00+00:00,227.1699981689453,230.5800018310547,226.0,227.27000427246094,159000
2024-07-09 00:00:00+00:00,225.1199951171875,226.30999755859375,222.35000610351562,222.60000610351562,204900
2024-07-10 00:00:00+00:00,224.24000549316406,228.55999755859375,224.24000549316406,227.27999877929688,160300
2024-07-11 00:00:00+00:00,234.08999633789062,244.47999572753906,234.08999633789062,243.5500030517578,205700
2024-07-12 00:00:00+00:00,245.0,250.14999389648438,244.7899932861328,247.97999572753906,174400
2024-07-15 00:00:00+00:00,247.74000549316406,255.32000732421875,245.75999450683594,249.61000061035156,219200
2024-07-16 00:00:00+00:00,254.50999450683594,259.6700134277344,252.94000244140625,259.6199951171875,236500
2024-07-17 00:00:00+00:00,256.2300109863281,258.010009765625,254.6999969482422,255.83999633789062,187100
2024-07-18 00:00:00+00:00,254.0,258.69000244140625,250.47000122070312,250.91000366210938,171800
2024-07-19 00:00:00+00:00,250.92999267578125,251.5399932861328,244.3800048828125,245.86000061035156,163000
2024-07-22 00:00:00+00:00,246.36000061035156,252.00999450683594,243.52000427246094,251.92999267578125,148100
2024-07-23 00:00:00+00:00,251.0500030517578,251.3800048828125,245.74000549316406,247.3800048828125,159100
2024-07-24 00:00:00+00:00,247.25,254.02000427246094,244.50999450683594,245.02000427246094,221000
2024-07-25 00:00:00+00:00,245.47999572753906,253.14999389648438,245.10000610351562,249.4499969482422,145700
2024-07-26 00:00:00+00:00,252.1999969482422,255.6300048828125,249.44000244140625,254.2100067138672,171000
2024-07-29 00:00:00+00:00,254.97000122070312,257.7099914550781,253.5,255.60000610351562,94700
2024-07-30 00:00:00+00:00,256.3800048828125,258.67999267578125,254.67999267578125,257.19000244140625,131200
2024-07-31 00:00:00+00:00,256.54998779296875,277.1300048828125,255.64999389648438,269.2200012207031,433000
2024-08-01 00:00:00+00:00,271.5899963378906,273.5799865722656,259.4700012207031,263.42999267578125,229500
2024-08-02 00:00:00+00:00,239.75999450683594,242.42999267578125,228.2100067138672,235.35000610351562,324500
2024-08-05 00:00:00+00:00,220.82000732421875,235.25,220.0,230.1699981689453,285000
2024-08-06 00:00:00+00:00,230.39999389648438,235.8300018310547,226.00999450683594,232.6999969482422,138100
2024-08-07 00:00:00+00:00,236.77999877929688,238.22000122070312,227.17999267578125,227.22999572753906,117900
2024-08-08 00:00:00+00:00,230.02999877929688,234.7899932861328,230.02999877929688,234.3000030517578,86000
2024-08-09 00:00:00+00:00,235.3800048828125,235.3800048828125,231.35000610351562,233.9199981689453,91300
2024-08-12 00:00:00+00:00,230.64999389648438,231.22000122070312,226.0500030517578,226.5500030517578,122000
2024-08-13 00:00:00+00:00,227.7100067138672,230.6699981689453,225.69000244140625,229.85000610351562,105300
2024-08-14 00:00:00+00:00,228.86000061035156,228.86000061035156,223.13999938964844,223.2100067138672,122200
2024-08-15 00:00:00+00:00,232.33999633789062,236.27000427246094,230.0399932861328,231.99000549316406,153100
2024-08-16 00:00:00+00:00,231.49000549316406,235.2100067138672,229.4199981689453,230.36000061035156,96600
2024-08-19 00:00:00+00:00,230.3800048828125,231.5,228.66000366210938,230.02999877929688,85600
2024-08-20 00:00:00+00:00,229.02999877929688,230.3699951171875,224.97000122070312,226.25999450683594,100500
2024-08-21 00:00:00+00:00,230.88999938964844,235.6199951171875,229.6699981689453,235.0399932861328,139900
2024-08-22 00:00:00+00:00,235.0399932861328,235.0399932861328,229.7899932861328,230.88999938964844,101500
2024-08-23 00:00:00+00:00,232.91000366210938,242.05999755859375,232.83999633789062,241.77999877929688,147300
2024-08-26 00:00:00+00:00,245.0500030517578,245.9499969482422,243.02999877929688,244.05999755859375,163500
2024-08-27 00:00:00+00:00,243.24000549316406,243.5,239.91000366210938,240.36000061035156,109300
2024-08-28 00:00:00+00:00,238.5399932861328,241.8300018310547,237.41000366210938,241.67999267578125,270900
2024-08-29 00:00:00+00:00,243.85000610351562,243.85000610351562,239.47000122070312,242.1999969482422,152700
2024-08-30 00:00:00+00:00,242.86000061035156,248.22999572753906,240.86000061035156,245.63999938964844,611400
2024-09-03 00:00:00+00:00,242.16000366210938,245.63999938964844,237.72000122070312,237.74000549316406,385600
2024-09-04 00:00:00+00:00,236.22999572753906,237.5399932861328,233.6999969482422,233.72000122070312,374800
2024-09-05 00:00:00+00:00,235.99000549316406,235.99000549316406,229.88999938964844,230.77000427246094,145300
2024-09-06 00:00:00+00:00,229.91000366210938,232.24000549316406,221.5,221.88999938964844,200700
2024-09-09 00:00:00+00:00,222.08999633789062,224.9600067138672,220.22000122070312,223.2100067138672,224900
2024-09-10 00:00:00+00:00,221.86000061035156,223.27999877929688,208.5399932861328,216.52999877929688,294700
2024-09-11 00:00:00+00:00,214.83999633789062,216.47999572753906,211.3000030517578,214.52000427246094,342200
2024-09-12 00:00:00+00:00,215.58999633789062,216.3800048828125,212.5500030517578,212.92999267578125,245300
2024-09-13 00:00:00+00:00,217.67999267578125,223.42999267578125,216.66000366210938,221.6999969482422,272900
2024-09-16 00:00:00+00:00,223.8800048828125,224.66000366210938,219.6699981689453,219.80999755859375,141900
2024-09-17 00:00:00+00:00,223.19000244140625,226.39999389648438,221.83999633789062,222.0500030517578,180800
2024-09-18 00:00:00+00:00,221.86000061035156,228.77000427246094,218.47000122070312,219.9499969482422,287500
2024-09-19 00:00:00+00:00,226.86000061035156,227.57000732421875,221.92999267578125,227.33999633789062,231800
2024-09-20 00:00:00+00:00,225.47999572753906,225.47999572753906,222.91000366210938,224.9499969482422,612200
2024-09-23 00:00:00+00:00,226.77999877929688,229.3699951171875,224.75,227.9499969482422,200900
2024-09-24 00:00:00+00:00,229.97000122070312,231.72000122070312,226.8800048828125,230.24000549316406,420000
2024-09-25 00:00:00+00:00,236.02000427246094,239.02999877929688,231.2899932861328,231.6999969482422,427600
2024-09-26 00:00:00+00:00,234.74000549316406,240.91000366210938,231.6199951171875,238.2100067138672,204200
2024-09-27 00:00:00+00:00,242.02999877929688,246.8000030517578,239.9199981689453,244.35000610351562,181100
2024-09-30 00:00:00+00:00,241.83999633789062,242.9199981689453,236.3300018310547,238.58999633789062,174600
2024-10-01 00:00:00+00:00,236.8000030517578,236.8000030517578,230.3000030517578,233.36000061035156,169900
2024-10-02 00:00:00+00:00,231.52000427246094,233.13999938964844,228.47999572753906,228.64999389648438,111800
2024-10-03 00:00:00+00:00,225.58999633789062,225.58999633789062,221.9600067138672,223.50999450683594,107700
2024-10-04 00:00:00+00:00,229.16000366210938,232.42999267578125,228.4600067138672,231.82000732421875,139600
2024-10-07 00:00:00+00:00,230.07000732421875,230.67999267578125,225.9499969482422,229.00999450683594,106800
2024-10-08 00:00:00+00:00,229.99000549316406,230.6699981689453,224.38999938964844,228.27999877929688,112700
2024-10-09 00:00:00+00:00,227.6999969482422,228.6300048828125,223.42999267578125,223.61000061035156,174700
2024-10-10 00:00:00+00:00,221.30999755859375,223.05999755859375,219.5,221.8300018310547,127700
2024-10-11 00:00:00+00:00,220.7899932861328,224.39999389648438,220.7899932861328,223.1300048828125,299100
2024-10-14 00:00:00+00:00,221.8800048828125,226.0500030517578,221.38999938964844,225.64999389648438,80200
2024-10-15 00:00:00+00:00,224.4499969482422,232.1199951171875,224.4499969482422,225.8300018310547,194600
2024-10-16 00:00:00+00:00,229.5,237.1199951171875,228.77999877929688,234.99000549316406,115600
2024-10-17 00:00:00+00:00,235.05999755859375,235.5399932861328,231.55999755859375,235.27999877929688,109000
2024-10-18 00:00:00+00:00,236.67999267578125,236.67999267578125,233.8000030517578,234.64999389648438,94400
2024-10-21 00:00:00+00:00,235.32000732421875,236.0500030517578,229.77000427246094,229.97000122070312,206400
2024-10-22 00:00:00+00:00,229.9499969482422,229.9499969482422,225.86000061035156,225.89999389648438,115400
2024-10-23 00:00:00+00:00,227.1300048828125,231.82000732421875,227.02000427246094,229.77000427246094,112700
2024-10-24 00:00:00+00:00,229.85000610351562,231.30999755859375,224.22999572753906,225.13999938964844,350100
2024-10-25 00:00:00+00:00,225.39999389648438,228.27999877929688,222.1999969482422,222.8699951171875,193100
2024-10-28 00:00:00+00:00,225.10000610351562,228.50999450683594,221.25,225.5800018310547,830800
2024-10-29 00:00:00+00:00,231.05999755859375,233.1199951171875,223.1699981689453,231.4199981689453,366500
2024-10-30 00:00:00+00:00,228.02000427246094,237.72000122070312,228.02000427246094,233.02999877929688,179500
2024-10-31 00:00:00+00:00,235.36000061035156,235.36000061035156,227.8300018310547,227.83999633789062,149600
2024-11-01 00:00:00+00:00,228.5800018310547,232.94000244140625,226.8300018310547,227.97999572753906,142500
2024-11-04 00:00:00+00:00,227.3800048828125,237.6300048828125,227.3800048828125,236.97999572753906,251300
2024-11-05 00:00:00+00:00,235.14999389648438,242.8699951171875,235.14999389648438,242.0399932861328,166400
2024-11-06 00:00:00+00:00,254.61000061035156,263.3599853515625,254.61000061035156,259.20001220703125,359700
2024-11-07 00:00:00+00:00,257.75,262.8800048828125,256.0899963378906,259.8800048828125,179900
2024-11-08 00:00:00+00:00,261.20001220703125,263.3299865722656,258.3299865722656,260.45001220703125,161900
2024-11-11 00:00:00+00:00,263.1199951171875,266.17999267578125,261.8999938964844,265.75,172200
2024-11-12 00:00:00+00:00,262.3800048828125,263.1099853515625,256.010009765625,258.6600036621094,166600
2024-11-13 00:00:00+00:00,262.7799987792969,266.5199890136719,262.510009765625,264.7900085449219,155200
2024-11-14 00:00:00+00:00,265.1300048828125,267.9200134277344,260.1199951171875,261.6199951171875,131200
2024-11-15 00:00:00+00:00,264.239990234375,264.239990234375,256.3999938964844,258.17999267578125,112300
2024-11-18 00:00:00+00:00,257.989990234375,260.0,255.82000732421875,255.89999389648438,87900
2024-11-19 00:00:00+00:00,251.8800048828125,254.08999633789062,249.74000549316406,250.47000122070312,119100
2024-11-20 00:00:00+00:00,248.1999969482422,251.77999877929688,246.7100067138672,250.47999572753906,133300
2024-11-21 00:00:00+00:00,252.97999572753906,259.3999938964844,252.13999938964844,258.1600036621094,106300
2024-11-22 00:00:00+00:00,258.9800109863281,264.4599914550781,258.9800109863281,261.29998779296875,184800
2024-11-25 00:00:00+00:00,264.70001220703125,276.5799865722656,263.989990234375,266.82000732421875,253800
2024-11-26 00:00:00+00:00,263.75,264.5799865722656,258.42999267578125,263.7200012207031,153200
2024-11-27 00:00:00+00:00,264.20001220703125,267.0400085449219,259.70001220703125,260.0299987792969,162300
2024-11-29 00:00:00+00:00,261.80999755859375,263.75,259.1700134277344,259.8299865722656,66000
2024-12-02 00:00:00+00:00,258.69000244140625,267.0199890136719,257.79998779296875,265.0199890136719,275600
2024-12-03 00:00:00+00:00,265.5899963378906,265.5899963378906,262.4200134277344,265.3500061035156,283600
2024-12-04 00:00:00+00:00,265.6099853515625,267.8399963378906,261.9800109863281,265.3699951171875,123500
2024-12-05 00:00:00+00:00,263.9200134277344,266.19000244140625,258.1000061035156,259.1600036621094,207400
2024-12-06 00:00:00+00:00,261.70001220703125,262.9800109863281,256.0299987792969,258.9800109863281,99700
2024-12-09 00:00:00+00:00,261.5899963378906,261.70001220703125,256.79998779296875,257.260009765625,126400
2024-12-10 00:00:00+00:00,257.55999755859375,258.19000244140625,254.44000244140625,256.739990234375,179700
2024-12-11 00:00:00+00:00,258.4599914550781,259.57000732421875,255.02000427246094,255.6300048828125,164800
2024-12-12 00:00:00+00:00,255.05999755859375,256.94000244140625,253.17999267578125,254.9499969482422,107000
2024-12-13 00:00:00+00:00,254.61000061035156,256.20001220703125,250.57000732421875,253.72000122070312,97600
2024-12-16 00:00:00+00:00,252.55999755859375,257.3900146484375,252.55999755859375,256.6700134277344,159700
2024-12-17 00:00:00+00:00,254.66000366210938,256.8999938964844,251.83999633789062,252.3000030517578,182700
2024-12-18 00:00:00+00:00,253.36000061035156,255.8300018310547,243.42999267578125,243.50999450683594,166000
2024-12-19 00:00:00+00:00,248.7100067138672,249.0,240.69000244140625,243.86000061035156,153800
2024-12-20 00:00:00+00:00,241.61000061035156,249.3800048828125,238.3800048828125,245.77000427246094,658700
2024-12-23 00:00:00+00:00,245.22999572753906,245.22999572753906,240.97999572753906,243.77999877929688,124900
2024-12-24 00:00:00+00:00,243.19000244140625,247.0399932861328,243.0500030517578,247.0399932861328,50000
2024-12-26 00:00:00+00:00,245.6699981689453,249.57000732421875,245.6699981689453,249.27000427246094,64300
2024-12-27 00:00:00+00:00,246.57000732421875,248.0,242.27999877929688,244.52999877929688,86800
2024-12-30 00:00:00+00:00,242.72999572753906,244.64999389648438,238.94000244140625,242.9600067138672,109300
2024-12-31 00:00:00+00:00,243.6699981689453,247.00999450683594,242.77999877929688,243.02999877929688,117700
2025-01-02 00:00:00+00:00,244.44000244140625,246.72000122070312,235.8800048828125,236.4199981689453,179100
2025-01-03 00:00:00+00:00,236.0,238.9499969482422,230.66000366210938,236.92999267578125,124900
2025-01-06 00:00:00+00:00,238.69000244140625,244.3699951171875,235.69000244140625,237.0500030517578,152100
2025-01-07 00:00:00+00:00,239.36000061035156,241.66000366210938,236.6300048828125,241.36000061035156,135400
2025-01-08 00:00:00+00:00,238.8000030517578,243.47999572753906,237.57000732421875,241.99000549316406,103100
2025-01-10 00:00:00+00:00,236.19000244140625,239.86000061035156,235.1699981689453,237.8000030517578,127100
2025-01-13 00:00:00+00:00,234.94000244140625,242.25,233.75999450683594,241.9199981689453,145400
2025-01-14 00:00:00+00:00,242.3800048828125,248.60000610351562,242.3800048828125,248.58999633789062,171300
2025-01-15 00:00:00+00:00,255.92999267578125,255.92999267578125,248.97000122070312,249.8000030517578,218000
2025-01-16 00:00:00+00:00,248.4199981689453,250.25,244.63999938964844,245.36000061035156,338600
2025-01-17 00:00:00+00:00,248.8800048828125,249.75999450683594,244.0500030517578,244.77999877929688,291700
2025-01-21 00:00:00+00:00,248.57000732421875,256.989990234375,247.07000732421875,256.9200134277344,220000
2025-01-22 00:00:00+00:00,256.2200012207031,260.8299865722656,254.60000610351562,256.6099853515625,230100
2025-01-23 00:00:00+00:00,254.8699951171875,261.55999755859375,254.33999633789062,259.8399963378906,115400
2025-01-24 00:00:00+00:00,258.29998779296875,262.04998779296875,258.29998779296875,261.0799865722656,102800
2025-01-27 00:00:00+00:00,262.5,272.0,261.0799865722656,271.1199951171875,191500
2025-01-28 00:00:00+00:00,270.42999267578125,274.5299987792969,269.6400146484375,273.32000732421875,120200
2025-01-29 00:00:00+00:00,272.3500061035156,276.1700134277344,270.3399963378906,274.30999755859375,213600
2025-01-30 00:00:00+00:00,300.0199890136719,312.55999755859375,293.07000732421875,305.8599853515625,915100
