"('date', '')","('open', 'CBNK')","('high', 'CBNK')","('low', 'CBNK')","('close', 'CBNK')","('volume', 'CBNK')"
2018-09-26 00:00:00+00:00,12.318517084143801,12.498556551600098,12.053195430746776,12.12900161743164,987500
2018-09-27 00:00:00+00:00,12.223756052414895,12.223756052414895,11.986861548269795,12.157425880432129,136700
2018-09-28 00:00:00+00:00,12.100576005444829,12.271139494536175,11.939487613088847,12.053196907043457,35900
2018-10-01 00:00:00+00:00,12.07214776563305,12.365897446971747,12.04372066862644,12.119526863098145,28900
2018-10-02 00:00:00+00:00,12.119524259136062,12.214282433706815,12.081621170043945,12.081621170043945,2600
2018-10-03 00:00:00+00:00,12.157427207629043,12.30903956224413,12.081621030321498,12.176379203796387,12100
2018-10-04 00:00:00+00:00,12.176379720256746,12.185854815061386,11.844727002708524,12.100573539733887,15200
2018-10-05 00:00:00+00:00,12.129001799810055,12.17638089312077,11.854204143025155,12.062670707702637,5400
2018-10-08 00:00:00+00:00,11.98686507729539,12.223759651184082,11.98686507729539,12.223759651184082,5400
2018-10-09 00:00:00+00:00,12.223759651184082,12.223759651184082,11.939486885462518,12.223759651184082,2800
2018-10-10 00:00:00+00:00,12.214282292450159,12.214282292450159,11.939484673790082,12.176379203796387,7700
2018-10-11 00:00:00+00:00,11.844727965522885,12.12900161743164,11.844727965522885,12.12900161743164,7000
2018-10-12 00:00:00+00:00,12.223758898947207,12.223758898947207,12.00581633814848,12.12900161743164,6300
2018-10-15 00:00:00+00:00,11.93948615071948,12.176380710029937,11.93948615071948,12.12900161743164,3200
2018-10-16 00:00:00+00:00,12.119522795916145,12.157425880432129,12.081619711400162,12.157425880432129,5400
2018-10-17 00:00:00+00:00,12.034240629834978,12.16690187748133,12.034240629834978,12.157425880432129,4200
2018-10-18 00:00:00+00:00,12.091097168237205,12.129000257329322,12.034242082758567,12.081621170043945,59000
2018-10-19 00:00:00+00:00,11.986865308013376,12.12900259729104,11.93948711526859,11.948962211608887,66300
2018-10-22 00:00:00+00:00,12.16690569369553,12.16690569369553,11.93948711526859,11.948962211608887,8400
2018-10-23 00:00:00+00:00,11.977386060902635,12.03424023396597,11.844724817620204,11.930006980895996,7500
2018-10-24 00:00:00+00:00,11.740495075933776,11.844728360178163,10.811867902581657,11.342512130737305,8800
2018-10-25 00:00:00+00:00,11.351985899082402,11.51307425823701,11.22880153378154,11.323558807373047,13100
2018-10-26 00:00:00+00:00,11.2761812210083,11.560454887017139,11.039286649947782,11.2761812210083,28300
2018-10-29 00:00:00+00:00,11.266707293621288,11.607835186007303,10.868724300663686,11.181425094604492,13300
2018-10-30 00:00:00+00:00,11.105615410585003,11.162469589630641,10.81186580657959,10.81186580657959,18800
2018-10-31 00:00:00+00:00,10.954003693415926,10.954003693415926,10.423359537522444,10.612874984741211,10900
2018-11-01 00:00:00+00:00,11.560454259098858,11.560454259098858,10.584448932372979,11.266705513000488,2200
2018-11-02 00:00:00+00:00,11.37093797630633,11.37093797630633,10.717109440288338,11.17194652557373,10400
2018-11-05 00:00:00+00:00,11.314083036077939,11.314083036077939,10.963479219019813,11.077188491821289,10900
2018-11-06 00:00:00+00:00,10.925575796045463,11.93948502915314,10.925575796045463,11.835250854492188,7500
2018-11-07 00:00:00+00:00,11.7973455985254,11.7973455985254,11.333032608032227,11.333032608032227,2100
2018-11-08 00:00:00+00:00,11.446744542910002,11.74996927665141,11.304608174888964,11.607832908630371,3900
2018-11-09 00:00:00+00:00,11.70259100253679,11.939485549926758,11.427793363711668,11.939485549926758,6100
2018-11-12 00:00:00+00:00,11.873156228226728,11.939487325865404,11.62678654909246,11.854205131530762,3500
2018-11-13 00:00:00+00:00,11.816301126808611,12.110049880640663,11.759446033725705,12.09109878540039,11100
2018-11-14 00:00:00+00:00,12.100573470896473,12.100573470896473,11.863678932189941,11.863678932189941,5700
2018-11-15 00:00:00+00:00,12.034242530088223,12.053194527179215,11.58888053894043,11.58888053894043,18700
2018-11-16 00:00:00+00:00,11.67416281541501,12.053194627253228,11.67416281541501,12.034242630004883,8500
2018-11-19 00:00:00+00:00,11.911057472229004,12.034242744472065,11.844727288590807,11.911057472229004,10400
2018-11-20 00:00:00+00:00,11.863678932189941,12.034242385555599,11.863678932189941,11.863678932189941,9100
2018-11-21 00:00:00+00:00,11.873154026940682,11.967912203895674,11.863678932189941,11.863678932189941,15400
2018-11-23 00:00:00+00:00,11.863678964521789,11.958436238054071,11.863678964521789,11.892106056213379,14500
2018-11-26 00:00:00+00:00,11.911057116986488,11.958436205463984,11.863678932189941,11.863678932189941,4400
2018-11-27 00:00:00+00:00,11.863678599762103,11.967911868547153,11.655211158511081,11.664687156677246,13300
2018-11-28 00:00:00+00:00,11.721541954324916,11.844727225916161,11.674162864685059,11.674162864685059,7500
2018-11-29 00:00:00+00:00,11.674161876893516,11.844726223692575,11.513073527956825,11.645734786987305,113100
2018-11-30 00:00:00+00:00,11.626783592799926,12.280612076984154,11.465695245278427,11.768919944763184,276100
2018-12-03 00:00:00+00:00,11.939485021303106,13.531415694777497,11.816299753672663,12.792304992675781,69900
2018-12-04 00:00:00+00:00,12.508030910981095,13.076578140258789,11.920532589357295,13.076578140258789,50300
2018-12-06 00:00:00+00:00,12.915490834977103,12.915490834977103,11.721542098986212,11.759445190429688,44700
2018-12-07 00:00:00+00:00,11.816299753672663,12.981820441460716,11.626784304887728,12.792304992675781,46900
2018-12-10 00:00:00+00:00,12.792305983013087,13.266095093495052,11.674163393097722,12.403799057006836,54600
2018-12-11 00:00:00+00:00,12.621740906709205,13.218715260902338,11.370938014312713,12.36589527130127,33600
2018-12-12 00:00:00+00:00,12.716499038093998,12.73545013146723,11.171946521734755,12.725975036621094,21700
2018-12-13 00:00:00+00:00,12.63121711742523,12.63121711742523,11.228801839205214,12.508031845092773,25600
2018-12-14 00:00:00+00:00,12.034240901726301,12.489078829875139,11.380412453133342,11.5794038772583,45900
2018-12-17 00:00:00+00:00,11.645735833995243,12.365895470024999,11.295132014694673,11.911057472229004,26900
2018-12-18 00:00:00+00:00,11.920535785014907,12.204809475861854,11.418319503516695,11.749971389770508,69200
2018-12-19 00:00:00+00:00,11.882630057755865,12.271136957704414,11.465696066115726,11.892106056213379,42300
2018-12-20 00:00:00+00:00,11.967911592249164,12.043717768466538,11.39936436693797,11.522549629211426,46500
2018-12-21 00:00:00+00:00,11.721542903556221,11.721542903556221,9.788483299891352,11.228802680969238,584100
2018-12-24 00:00:00+00:00,11.162469928483088,11.162469928483088,10.612874694726798,10.622350692749023,15800
2018-12-26 00:00:00+00:00,10.470739973407252,11.096141481593206,10.470739973407252,10.868722915649414,8500
2018-12-27 00:00:00+00:00,10.650779551742442,11.370939254760742,9.788483469512055,11.370939254760742,34000
2018-12-28 00:00:00+00:00,11.333034900150182,11.370937990638405,10.281223461341275,10.783439636230469,44700
2018-12-31 00:00:00+00:00,10.792914714791339,11.200372676888028,10.679205453019177,10.81186580657959,39500
2019-01-02 00:00:00+00:00,9.674774826471825,10.641304257256083,9.674774826471825,10.366506576538086,54200
2019-01-03 00:00:00+00:00,10.366505702288025,10.470739888595432,10.309651513103114,10.394933700561523,46900
2019-01-04 00:00:00+00:00,10.470736917317746,10.61287325362708,10.40440584385004,10.518115997314453,74500
2019-01-07 00:00:00+00:00,10.518117859047859,10.707633308898615,10.423359682282006,10.69815731048584,172700
2019-01-08 00:00:00+00:00,10.792915957101785,10.897149233137071,10.792915957101785,10.802391052246094,5300
2019-01-09 00:00:00+00:00,11.44674389331714,11.522550072450558,10.707633194925862,11.20984935760498,13600
2019-01-10 00:00:00+00:00,11.152996016562902,11.550978035199684,10.726585097164554,10.736061096191406,5900
2019-01-11 00:00:00+00:00,10.67920438583947,10.906622886657715,10.67920438583947,10.906622886657715,9200
2019-01-14 00:00:00+00:00,10.81186689355655,10.81186689355655,10.271747619917376,10.480215072631836,19700
2019-01-15 00:00:00+00:00,10.489689895558588,10.726584434509277,10.480214800798082,10.726584434509277,4500
2019-01-16 00:00:00+00:00,10.755012065355574,11.086663866438574,10.57497171579313,10.887672424316406,4300
2019-01-17 00:00:00+00:00,10.906624780412773,11.181422409202417,10.764487514960988,11.115091323852539,4800
2019-01-18 00:00:00+00:00,11.15299531758444,11.607832398195871,11.00138205369968,11.115091323852539,16800
2019-01-22 00:00:00+00:00,11.077190487823808,11.077190487823808,10.679208413146611,10.68868350982666,8900
2019-01-23 00:00:00+00:00,10.707633263998606,10.878196716308594,10.688681267252527,10.878196716308594,4100
2019-01-24 00:00:00+00:00,10.849769526599678,10.849769526599678,10.707633167015251,10.792915344238281,1900
2019-01-25 00:00:00+00:00,11.086664267872854,11.323558807373047,11.039285179236623,11.323558807373047,2100
2019-01-28 00:00:00+00:00,11.143521443188906,11.228803637979203,10.726586469476594,11.020336151123047,9300
2019-01-29 00:00:00+00:00,11.020334096923412,11.181422456237826,10.859245737608996,10.935051918029785,9500
2019-01-30 00:00:00+00:00,11.058236775758527,11.086663866438574,10.811866246715667,10.887672424316406,5400
2019-01-31 00:00:00+00:00,11.03928740451746,11.134045600891113,10.991909210011766,11.134045600891113,8200
2019-02-01 00:00:00+00:00,11.143518994942397,11.181422083890599,11.086663909679633,11.096139907836914,1500
2019-02-04 00:00:00+00:00,11.285656618726755,11.285656618726755,10.944528779921473,11.086665153503418,12600
2019-02-05 00:00:00+00:00,11.285657220734178,11.285657220734178,11.134044839844417,11.2761812210083,2600
2019-02-06 00:00:00+00:00,11.247754125511738,11.36146341117906,11.096141744621978,11.2761812210083,3700
2019-02-07 00:00:00+00:00,11.276180292457049,11.607833026103844,11.20985010720009,11.484647750854492,9000
2019-02-08 00:00:00+00:00,11.43726960162394,11.43726960162394,11.134044839844417,11.2761812210083,10600
2019-02-11 00:00:00+00:00,11.47517065329246,11.588879918709885,11.181421943551008,11.190897941589355,1800
2019-02-12 00:00:00+00:00,11.190899780846697,11.370939254760742,11.190899780846697,11.370939254760742,1700
2019-02-13 00:00:00+00:00,11.2761812210083,11.2761812210083,11.134044839844417,11.2761812210083,4700
2019-02-14 00:00:00+00:00,11.134045600891113,11.143521601264705,11.134045600891113,11.134045600891113,5800
2019-02-15 00:00:00+00:00,11.228802680969238,11.314083964810047,11.228802680969238,11.228802680969238,3700
