"('date', '')","('open', 'BIPC')","('high', 'BIPC')","('low', 'BIPC')","('close', 'BIPC')","('volume', 'BIPC')"
2025-09-26 00:00:00+00:00,40.0099983215332,41.16999816894531,40.040000915527344,40.970001220703125,549126
