"('date', '')","('open', 'BKKT')","('high', 'BKKT')","('low', 'BKKT')","('close', 'BKKT')","('volume', 'BKKT')"
2024-06-03 00:00:00+00:00,17.75,18.8799991607666,17.030000686645508,17.030000686645508,308500
2024-06-04 00:00:00+00:00,17.059999465942383,17.059999465942383,16.059999465942383,16.420000076293945,157300
2024-06-05 00:00:00+00:00,16.979999542236328,19.530000686645508,16.700000762939453,19.270000457763672,353300
2024-06-06 00:00:00+00:00,19.450000762939453,21.239999771118164,18.860000610351562,19.5,331600
2024-06-07 00:00:00+00:00,19.059999465942383,24.738000869750977,17.520000457763672,19.040000915527344,721200
2024-06-10 00:00:00+00:00,18.760000228881836,20.950000762939453,18.510000228881836,19.350000381469727,239700
2024-06-11 00:00:00+00:00,18.959999084472656,20.469999313354492,17.799999237060547,20.290000915527344,222000
2024-06-12 00:00:00+00:00,20.579999923706055,21.690000534057617,19.6299991607666,20.0,284300
2024-06-13 00:00:00+00:00,19.93000030517578,20.84000015258789,17.81999969482422,18.75,306100
2024-06-14 00:00:00+00:00,18.90999984741211,19.950000762939453,18.520000457763672,18.65999984741211,225900
2024-06-17 00:00:00+00:00,18.520000457763672,18.559999465942383,16.520000457763672,17.270000457763672,231000
2024-06-18 00:00:00+00:00,17.010000228881836,17.474000930786133,16.104999542236328,16.5,199800
2024-06-20 00:00:00+00:00,16.5,17.45199966430664,15.520000457763672,16.760000228881836,237000
2024-06-21 00:00:00+00:00,16.520000457763672,17.399999618530273,15.0,15.0,459100
2024-06-24 00:00:00+00:00,15.119999885559082,17.25,14.805000305175781,16.600000381469727,249500
2024-06-25 00:00:00+00:00,16.329999923706055,17.8700008392334,16.134000778198242,17.3700008392334,218900
2024-06-26 00:00:00+00:00,16.90999984741211,20.510000228881836,16.809999465942383,18.709999084472656,442500
2024-06-27 00:00:00+00:00,18.729999542236328,20.92300033569336,18.729999542236328,20.709999084472656,460600
2024-06-28 00:00:00+00:00,21.0,21.0,18.920000076293945,18.920000076293945,544700
2024-07-01 00:00:00+00:00,19.229999542236328,19.889999389648438,18.75,18.8700008392334,140600
2024-07-02 00:00:00+00:00,19.0,19.010000228881836,17.642000198364258,18.030000686645508,193300
2024-07-03 00:00:00+00:00,17.860000610351562,18.19700050354004,17.389999389648438,17.790000915527344,69000
2024-07-05 00:00:00+00:00,16.969999313354492,18.170000076293945,16.799999237060547,17.760000228881836,156000
2024-07-08 00:00:00+00:00,17.670000076293945,18.40999984741211,17.25,17.799999237060547,131200
2024-07-09 00:00:00+00:00,17.709999084472656,17.850000381469727,16.3700008392334,16.56999969482422,196700
2024-07-10 00:00:00+00:00,16.530000686645508,17.469999313354492,16.354000091552734,17.1299991607666,113800
2024-07-11 00:00:00+00:00,17.600000381469727,18.959999084472656,17.510000228881836,18.639999389648438,164400
2024-07-12 00:00:00+00:00,18.56999969482422,19.389999389648438,17.989999771118164,18.920000076293945,101900
2024-07-15 00:00:00+00:00,19.360000610351562,21.920000076293945,18.920000076293945,21.790000915527344,292400
2024-07-16 00:00:00+00:00,21.5,23.59000015258789,21.3700008392334,22.799999237060547,297300
2024-07-17 00:00:00+00:00,21.649999618530273,23.0,20.200000762939453,20.899999618530273,247900
2024-07-18 00:00:00+00:00,20.90999984741211,21.020000457763672,18.76300048828125,19.09000015258789,170800
2024-07-19 00:00:00+00:00,18.889999389648438,21.030000686645508,18.847000122070312,20.719999313354492,185300
2024-07-22 00:00:00+00:00,21.790000915527344,22.079999923706055,19.040000915527344,20.200000762939453,289600
2024-07-23 00:00:00+00:00,19.540000915527344,20.049999237060547,18.899999618530273,19.020000457763672,197000
2024-07-24 00:00:00+00:00,19.350000381469727,19.68000030517578,17.93000030517578,18.290000915527344,131800
2024-07-25 00:00:00+00:00,18.049999237060547,18.700000762939453,17.606000900268555,18.0,93400
2024-07-26 00:00:00+00:00,18.649999618530273,18.649999618530273,17.576000213623047,18.079999923706055,104400
2024-07-29 00:00:00+00:00,19.3799991607666,19.3799991607666,16.950000762939453,17.309999465942383,180500
2024-07-30 00:00:00+00:00,17.450000762939453,17.489999771118164,16.520000457763672,16.6299991607666,84000
2024-07-31 00:00:00+00:00,16.8700008392334,17.969999313354492,16.8700008392334,17.200000762939453,102100
2024-08-01 00:00:00+00:00,17.200000762939453,17.200000762939453,15.760000228881836,15.920000076293945,163900
2024-08-02 00:00:00+00:00,15.15999984741211,15.654999732971191,14.630000114440918,15.390000343322754,125100
2024-08-05 00:00:00+00:00,13.180000305175781,14.96500015258789,12.84000015258789,14.15999984741211,138200
2024-08-06 00:00:00+00:00,14.5,15.390000343322754,14.130000114440918,14.850000381469727,60900
2024-08-07 00:00:00+00:00,15.300000190734863,15.329999923706055,13.630000114440918,13.710000038146973,113600
2024-08-08 00:00:00+00:00,14.300000190734863,15.6899995803833,14.300000190734863,15.510000228881836,92100
2024-08-09 00:00:00+00:00,15.770000457763672,16.049999237060547,15.154999732971191,15.899999618530273,102000
2024-08-12 00:00:00+00:00,15.670000076293945,15.869999885559082,14.800000190734863,15.210000038146973,68100
2024-08-13 00:00:00+00:00,15.15999984741211,15.800000190734863,15.0,15.279999732971191,74800
2024-08-14 00:00:00+00:00,15.279999732971191,15.510000228881836,11.729999542236328,12.130000114440918,340300
2024-08-15 00:00:00+00:00,12.40999984741211,14.239999771118164,12.40999984741211,13.630000114440918,193600
2024-08-16 00:00:00+00:00,13.630000114440918,14.34000015258789,13.40999984741211,13.789999961853027,96100
2024-08-19 00:00:00+00:00,13.779999732971191,14.439000129699707,13.470000267028809,13.789999961853027,78400
2024-08-20 00:00:00+00:00,14.100000381469727,14.15999984741211,13.300000190734863,13.460000038146973,66100
2024-08-21 00:00:00+00:00,13.520000457763672,14.720000267028809,13.520000457763672,14.489999771118164,68300
2024-08-22 00:00:00+00:00,14.579999923706055,14.807999610900879,13.920000076293945,13.949999809265137,46200
2024-08-23 00:00:00+00:00,14.0600004196167,15.831000328063965,14.050000190734863,15.170000076293945,119300
2024-08-26 00:00:00+00:00,15.8100004196167,15.930000305175781,14.890000343322754,14.90999984741211,71600
2024-08-27 00:00:00+00:00,14.819999694824219,14.850000381469727,14.140000343322754,14.460000038146973,49500
2024-08-28 00:00:00+00:00,14.170000076293945,14.550000190734863,13.279999732971191,13.369999885559082,79500
2024-08-29 00:00:00+00:00,13.579999923706055,14.449999809265137,13.579999923706055,13.720000267028809,57700
2024-08-30 00:00:00+00:00,14.130000114440918,14.295000076293945,13.720000267028809,14.15999984741211,47000
2024-09-03 00:00:00+00:00,13.90999984741211,13.930000305175781,12.979999542236328,13.039999961853027,58300
2024-09-04 00:00:00+00:00,12.859999656677246,13.116999626159668,12.130000114440918,12.430000305175781,88100
2024-09-05 00:00:00+00:00,12.710000038146973,12.800000190734863,12.1899995803833,12.289999961853027,57800
2024-09-06 00:00:00+00:00,12.270000457763672,12.34000015258789,11.25,11.420000076293945,103300
2024-09-09 00:00:00+00:00,11.5,12.079999923706055,11.475000381469727,11.920000076293945,53700
2024-09-10 00:00:00+00:00,11.890000343322754,11.960000038146973,11.229999542236328,11.649999618530273,90000
2024-09-11 00:00:00+00:00,11.619999885559082,11.649999618530273,10.430000305175781,10.949999809265137,174300
2024-09-12 00:00:00+00:00,10.869999885559082,11.789999961853027,10.621999740600586,11.319999694824219,82000
2024-09-13 00:00:00+00:00,11.130000114440918,11.850000381469727,11.130000114440918,11.140000343322754,104500
2024-09-16 00:00:00+00:00,11.199999809265137,11.199999809265137,10.649999618530273,10.680000305175781,49600
2024-09-17 00:00:00+00:00,11.0,11.550000190734863,10.835000038146973,11.399999618530273,67000
2024-09-18 00:00:00+00:00,11.569999694824219,11.84000015258789,10.970000267028809,10.970000267028809,70900
2024-09-19 00:00:00+00:00,11.359999656677246,11.5,10.960000038146973,11.119999885559082,81000
2024-09-20 00:00:00+00:00,11.180000305175781,11.229999542236328,10.289999961853027,10.289999961853027,153200
2024-09-23 00:00:00+00:00,10.329999923706055,10.5,9.609999656677246,9.649999618530273,146000
2024-09-24 00:00:00+00:00,9.65999984741211,9.979999542236328,9.029999732971191,9.350000381469727,191900
2024-09-25 00:00:00+00:00,9.449999809265137,9.557999610900879,8.960000038146973,9.220000267028809,127200
2024-09-26 00:00:00+00:00,9.350000381469727,10.25,9.277000427246094,10.0600004196167,114900
2024-09-27 00:00:00+00:00,10.239999771118164,10.550000190734863,9.859999656677246,9.859999656677246,131500
2024-09-30 00:00:00+00:00,9.869999885559082,10.039999961853027,9.5600004196167,9.569999694824219,65400
2024-10-01 00:00:00+00:00,9.529999732971191,9.609999656677246,8.880000114440918,9.0,99800
2024-10-02 00:00:00+00:00,9.010000228881836,9.319999694824219,8.899999618530273,9.069999694824219,91300
2024-10-03 00:00:00+00:00,9.0,9.569999694824219,8.899999618530273,9.479999542236328,64900
2024-10-04 00:00:00+00:00,9.59000015258789,10.300999641418457,9.59000015258789,9.859999656677246,93400
2024-10-07 00:00:00+00:00,10.609999656677246,10.609999656677246,9.430000305175781,9.8100004196167,154300
2024-10-08 00:00:00+00:00,9.760000228881836,10.989999771118164,9.760000228881836,9.979999542236328,140400
2024-10-09 00:00:00+00:00,10.119999885559082,10.350000381469727,9.699999809265137,9.84000015258789,88800
2024-10-10 00:00:00+00:00,9.710000038146973,10.109999656677246,9.45300006866455,9.819999694824219,57900
2024-10-11 00:00:00+00:00,9.819999694824219,10.970000267028809,9.819999694824219,10.510000228881836,108800
2024-10-14 00:00:00+00:00,10.789999961853027,11.239999771118164,10.46399974822998,11.170000076293945,112700
2024-10-15 00:00:00+00:00,11.260000228881836,11.539999961853027,10.829999923706055,11.010000228881836,94900
2024-10-16 00:00:00+00:00,11.350000381469727,11.800000190734863,11.0,11.729999542236328,94000
2024-10-17 00:00:00+00:00,11.609999656677246,11.789999961853027,11.241999626159668,11.359999656677246,59400
2024-10-18 00:00:00+00:00,11.350000381469727,11.6899995803833,10.8100004196167,11.289999961853027,131000
2024-10-21 00:00:00+00:00,11.3100004196167,11.729000091552734,11.020999908447266,11.470000267028809,94100
2024-10-22 00:00:00+00:00,11.3100004196167,12.0,11.3100004196167,11.75,85700
2024-10-23 00:00:00+00:00,11.59000015258789,11.59000015258789,10.489999771118164,10.729999542236328,91300
2024-10-24 00:00:00+00:00,10.770000457763672,11.279999732971191,10.770000457763672,11.029999732971191,36800
2024-10-25 00:00:00+00:00,11.149999618530273,11.34000015258789,10.76099967956543,10.770000457763672,49900
2024-10-28 00:00:00+00:00,11.100000381469727,12.09000015258789,11.100000381469727,11.680000305175781,106800
2024-10-29 00:00:00+00:00,11.720000267028809,12.446999549865723,11.300000190734863,11.319999694824219,112300
2024-10-30 00:00:00+00:00,11.069999694824219,11.520000457763672,10.819999694824219,11.079999923706055,60400
2024-10-31 00:00:00+00:00,10.920000076293945,10.993000030517578,9.5,9.529999732971191,139000
2024-11-01 00:00:00+00:00,9.609999656677246,10.020000457763672,9.395000457763672,9.399999618530273,87300
2024-11-04 00:00:00+00:00,9.390000343322754,9.600000381469727,8.90999984741211,8.960000038146973,76900
2024-11-05 00:00:00+00:00,9.010000228881836,9.399999618530273,9.010000228881836,9.270000457763672,47000
2024-11-06 00:00:00+00:00,10.199999809265137,11.170000076293945,9.920000076293945,10.550000190734863,228000
2024-11-07 00:00:00+00:00,10.420000076293945,10.539999961853027,10.100000381469727,10.140000343322754,109100
2024-11-08 00:00:00+00:00,10.5,10.5,9.819999694824219,9.819999694824219,233700
2024-11-11 00:00:00+00:00,10.649999618530273,12.989999771118164,10.510000228881836,12.449999809265137,711100
2024-11-12 00:00:00+00:00,12.300000190734863,12.930000305175781,11.788000106811523,12.319999694824219,357100
2024-11-13 00:00:00+00:00,12.510000228881836,13.668999671936035,11.420000076293945,11.529999732971191,280400
2024-11-14 00:00:00+00:00,11.779999732971191,13.050000190734863,11.270000457763672,12.109999656677246,354600
2024-11-15 00:00:00+00:00,12.229999542236328,12.59000015258789,10.800000190734863,11.319999694824219,273100
2024-11-18 00:00:00+00:00,11.3100004196167,29.709999084472656,10.871999740600586,29.709999084472656,8648900
2024-11-19 00:00:00+00:00,32.77000045776367,37.209999084472656,28.200000762939453,29.5,15956500
2024-11-20 00:00:00+00:00,31.5,35.25,29.139999389648438,31.610000610351562,4696400
2024-11-21 00:00:00+00:00,32.4900016784668,33.68000030517578,29.54400062561035,31.100000381469727,2591200
2024-11-22 00:00:00+00:00,30.899999618530273,31.172000885009766,28.260000228881836,29.309999465942383,1588000
2024-11-25 00:00:00+00:00,30.0,30.104999542236328,26.329999923706055,28.010000228881836,1011200
2024-11-26 00:00:00+00:00,26.56999969482422,27.5,25.399999618530273,25.860000610351562,797300
2024-11-27 00:00:00+00:00,26.360000610351562,27.0,25.110000610351562,26.530000686645508,663200
2024-11-29 00:00:00+00:00,27.0,28.639999389648438,25.719999313354492,27.850000381469727,618700
2024-12-02 00:00:00+00:00,27.780000686645508,29.34000015258789,24.600000381469727,25.3700008392334,1109600
2024-12-03 00:00:00+00:00,24.610000610351562,25.384000778198242,23.520000457763672,23.959999084472656,518400
2024-12-04 00:00:00+00:00,23.65999984741211,25.3700008392334,23.0,23.780000686645508,669600
2024-12-05 00:00:00+00:00,25.530000686645508,25.700000762939453,23.610000610351562,23.899999618530273,736400
2024-12-06 00:00:00+00:00,23.700000762939453,26.469999313354492,23.700000762939453,25.670000076293945,789600
2024-12-09 00:00:00+00:00,26.18000030517578,26.549999237060547,24.209999084472656,25.049999237060547,375900
2024-12-10 00:00:00+00:00,24.5,25.68000030517578,24.34000015258789,25.110000610351562,321000
2024-12-11 00:00:00+00:00,25.0,25.940000534057617,23.621999740600586,25.399999618530273,426500
2024-12-12 00:00:00+00:00,25.399999618530273,29.290000915527344,25.260000228881836,27.209999084472656,1134600
2024-12-13 00:00:00+00:00,28.100000381469727,29.600000381469727,27.299999237060547,28.81999969482422,786400
2024-12-16 00:00:00+00:00,29.200000762939453,33.96799850463867,28.0,32.439998626708984,1284400
2024-12-17 00:00:00+00:00,32.58000183105469,32.650001525878906,30.01099967956543,30.600000381469727,672500
2024-12-18 00:00:00+00:00,30.389999389648438,30.709999084472656,26.150999069213867,26.549999237060547,787100
2024-12-19 00:00:00+00:00,28.0,29.57699966430664,26.52199935913086,26.65999984741211,539500
2024-12-20 00:00:00+00:00,25.600000381469727,27.90999984741211,25.0,27.559999465942383,651200
2024-12-23 00:00:00+00:00,26.93000030517578,27.790000915527344,26.051000595092773,27.790000915527344,292400
2024-12-24 00:00:00+00:00,28.43000030517578,29.687999725341797,27.93000030517578,29.399999618530273,356400
2024-12-26 00:00:00+00:00,29.229999542236328,30.610000610351562,28.020000457763672,30.40999984741211,451700
2024-12-27 00:00:00+00:00,30.149999618530273,30.25,26.454999923706055,27.489999771118164,516200
2024-12-30 00:00:00+00:00,26.450000762939453,26.8700008392334,24.809999465942383,25.90999984741211,334700
2024-12-31 00:00:00+00:00,27.3700008392334,27.3700008392334,24.079999923706055,24.770000457763672,419700
2025-01-02 00:00:00+00:00,25.260000228881836,26.479999542236328,24.43400001525879,25.440000534057617,261200
2025-01-03 00:00:00+00:00,25.979999542236328,28.139999389648438,25.510000228881836,27.110000610351562,450300
2025-01-06 00:00:00+00:00,27.479999542236328,28.549999237060547,26.65999984741211,28.229999542236328,463000
2025-01-07 00:00:00+00:00,27.799999237060547,28.518999099731445,26.200000762939453,26.65999984741211,271500
2025-01-08 00:00:00+00:00,26.469999313354492,26.540000915527344,24.908000946044922,25.40999984741211,205200
2025-01-10 00:00:00+00:00,25.100000381469727,25.2549991607666,24.260000228881836,24.979999542236328,162600
2025-01-13 00:00:00+00:00,24.06999969482422,24.299999237060547,21.84000015258789,23.059999465942383,372100
2025-01-14 00:00:00+00:00,23.809999465942383,24.21500015258789,22.5,23.399999618530273,237300
2025-01-15 00:00:00+00:00,24.5,24.8700008392334,23.65999984741211,24.170000076293945,198000
2025-01-16 00:00:00+00:00,24.399999618530273,26.75,23.520000457763672,26.110000610351562,381100
2025-01-17 00:00:00+00:00,27.110000610351562,29.34000015258789,26.700000762939453,28.860000610351562,750500
2025-01-21 00:00:00+00:00,28.850000381469727,29.3700008392334,26.25,28.84000015258789,527100
2025-01-22 00:00:00+00:00,29.200000762939453,30.5,28.510000228881836,29.15999984741211,403100
2025-01-23 00:00:00+00:00,28.1200008392334,31.75,28.010000228881836,31.420000076293945,484700
2025-01-24 00:00:00+00:00,31.75,31.75,28.8799991607666,29.440000534057617,557900
2025-01-27 00:00:00+00:00,28.059999465942383,28.200000762939453,24.350000381469727,25.770000457763672,459600
2025-01-28 00:00:00+00:00,26.329999923706055,27.0,25.030000686645508,26.360000610351562,239000
2025-01-29 00:00:00+00:00,23.889999389648438,23.889999389648438,18.170000076293945,18.899999618530273,1887000
2025-01-30 00:00:00+00:00,19.25,19.59000015258789,18.0,18.25,694800
2025-01-31 00:00:00+00:00,18.079999923706055,19.790000915527344,17.540000915527344,17.559999465942383,719100
2025-02-03 00:00:00+00:00,16.200000762939453,16.61400032043457,14.920000076293945,16.110000610351562,718600
2025-02-04 00:00:00+00:00,15.9399995803833,16.329999923706055,15.1899995803833,15.300000190734863,428600
2025-02-05 00:00:00+00:00,15.069999694824219,15.395000457763672,14.279999732971191,14.350000381469727,414800
2025-02-06 00:00:00+00:00,14.550000190734863,15.279999732971191,13.989999771118164,14.199999809265137,391200
2025-02-07 00:00:00+00:00,14.609999656677246,15.711999893188477,14.510000228881836,14.710000038146973,334400
2025-02-10 00:00:00+00:00,14.880000114440918,15.420000076293945,14.5,14.550000190734863,230100
2025-02-11 00:00:00+00:00,14.550000190734863,14.550000190734863,13.75,13.899999618530273,210800
2025-02-12 00:00:00+00:00,13.630000114440918,14.470000267028809,13.430000305175781,14.300000190734863,178300
2025-02-13 00:00:00+00:00,14.460000038146973,15.475000381469727,14.210000038146973,14.84000015258789,381800
2025-02-14 00:00:00+00:00,14.949999809265137,15.295999526977539,14.649999618530273,14.800000190734863,264100
2025-02-18 00:00:00+00:00,15.0,15.59000015258789,14.760000228881836,15.3100004196167,284400
2025-02-19 00:00:00+00:00,15.300000190734863,15.779999732971191,15.0,15.289999961853027,170000
2025-02-20 00:00:00+00:00,15.40999984741211,15.59000015258789,14.630000114440918,14.949999809265137,152300
2025-02-21 00:00:00+00:00,15.199999809265137,15.970000267028809,14.15999984741211,14.319999694824219,231200
2025-02-24 00:00:00+00:00,14.100000381469727,14.119999885559082,12.96500015258789,13.069999694824219,266500
2025-02-25 00:00:00+00:00,12.8100004196167,12.895000457763672,11.829999923706055,12.25,184300
