"('date', '')","('open', 'BKKT')","('high', 'BKKT')","('low', 'BKKT')","('close', 'BKKT')","('volume', 'BKKT')"
2025-02-26 00:00:00+00:00,11.449999809265137,12.369999885559082,11.305000305175781,11.9399995803833,327700
2025-02-27 00:00:00+00:00,12.079999923706055,12.574999809265137,11.520000457763672,11.600000381469727,115000
2025-02-28 00:00:00+00:00,11.399999618530273,12.300000190734863,11.305999755859375,11.9399995803833,121300
2025-03-03 00:00:00+00:00,13.239999771118164,14.848999977111816,13.1850004196167,13.5,649100
2025-03-04 00:00:00+00:00,12.800000190734863,13.399999618530273,12.038000106811523,12.890000343322754,277200
2025-03-05 00:00:00+00:00,13.119999885559082,16.798999786376953,12.604999542236328,15.949999809265137,2039200
2025-03-06 00:00:00+00:00,15.399999618530273,16.010000228881836,14.3149995803833,14.779999732971191,404500
2025-03-07 00:00:00+00:00,14.300000190734863,14.640000343322754,12.640000343322754,14.149999618530273,350800
2025-03-10 00:00:00+00:00,13.550000190734863,13.819999694824219,11.079999923706055,11.569999694824219,388100
2025-03-11 00:00:00+00:00,11.479999542236328,11.680000305175781,10.800000190734863,11.180000305175781,238300
2025-03-12 00:00:00+00:00,11.5,11.770000457763672,10.699999809265137,11.4399995803833,272900
2025-03-13 00:00:00+00:00,11.470000267028809,11.470000267028809,10.9399995803833,11.359999656677246,108900
2025-03-14 00:00:00+00:00,11.84000015258789,12.236000061035156,11.319999694824219,11.989999771118164,186400
2025-03-17 00:00:00+00:00,11.880000114440918,12.829999923706055,11.710000038146973,12.829999923706055,1376600
2025-03-18 00:00:00+00:00,8.579999923706055,9.420000076293945,7.960000038146973,9.329999923706055,1977100
2025-03-19 00:00:00+00:00,9.010000228881836,9.569999694824219,8.460000038146973,9.3100004196167,636200
2025-03-20 00:00:00+00:00,9.600000381469727,13.199999809265137,9.342000007629395,10.520000457763672,2425700
2025-03-21 00:00:00+00:00,10.640000343322754,12.399999618530273,10.291000366210938,11.930000305175781,683500
2025-03-24 00:00:00+00:00,12.119999885559082,14.083000183105469,12.119999885559082,13.829999923706055,857000
2025-03-25 00:00:00+00:00,13.609999656677246,13.609999656677246,11.88599967956543,12.140000343322754,518100
2025-03-26 00:00:00+00:00,12.34000015258789,12.385000228881836,10.819999694824219,10.9399995803833,330100
2025-03-27 00:00:00+00:00,10.680000305175781,11.079999923706055,10.420000076293945,10.550000190734863,127000
2025-03-28 00:00:00+00:00,10.5,10.529999732971191,9.09000015258789,9.109999656677246,263500
2025-03-31 00:00:00+00:00,8.920000076293945,9.119999885559082,8.508999824523926,8.670000076293945,345500
2025-04-01 00:00:00+00:00,8.649999618530273,9.520999908447266,8.649999618530273,9.079999923706055,394300
2025-04-02 00:00:00+00:00,8.800000190734863,10.319999694824219,8.800000190734863,10.25,426300
2025-04-03 00:00:00+00:00,9.130000114440918,9.63700008392334,8.449999809265137,8.960000038146973,385100
2025-04-04 00:00:00+00:00,8.199999809265137,8.5600004196167,7.809999942779541,8.15999984741211,253700
2025-04-07 00:00:00+00:00,7.590000152587891,8.57699966430664,7.039999961853027,7.590000152587891,304000
2025-04-08 00:00:00+00:00,8.09000015258789,8.347000122070312,6.809999942779541,7.0,238900
2025-04-09 00:00:00+00:00,7.110000133514404,9.104000091552734,6.829999923706055,8.619999885559082,422400
2025-04-10 00:00:00+00:00,8.460000038146973,9.0,8.022000312805176,8.569999694824219,218700
2025-04-11 00:00:00+00:00,8.600000381469727,8.88700008392334,8.15999984741211,8.8100004196167,195300
2025-04-14 00:00:00+00:00,9.0,9.1899995803833,8.420000076293945,8.520000457763672,168700
2025-04-15 00:00:00+00:00,8.529999732971191,8.800000190734863,8.25,8.430000305175781,77900
2025-04-16 00:00:00+00:00,8.25,8.680000305175781,7.920000076293945,8.130000114440918,171000
2025-04-17 00:00:00+00:00,8.100000381469727,8.59000015258789,8.100000381469727,8.510000228881836,127500
2025-04-21 00:00:00+00:00,8.59000015258789,9.25,8.399999618530273,8.699999809265137,249000
2025-04-22 00:00:00+00:00,8.869999885559082,9.204999923706055,8.642000198364258,8.930000305175781,201700
2025-04-23 00:00:00+00:00,9.5,9.649999618530273,9.010000228881836,9.050000190734863,170900
2025-04-24 00:00:00+00:00,9.149999618530273,10.348999977111816,9.119999885559082,10.0600004196167,310700
2025-04-25 00:00:00+00:00,9.960000038146973,10.25,9.800000190734863,9.949999809265137,193500
2025-04-28 00:00:00+00:00,10.0,10.0,9.220000267028809,9.510000228881836,251300
2025-04-29 00:00:00+00:00,9.609999656677246,9.645000457763672,9.079999923706055,9.529999732971191,194100
2025-04-30 00:00:00+00:00,9.199999809265137,9.380000114440918,8.706999778747559,9.380000114440918,119100
2025-05-01 00:00:00+00:00,9.65999984741211,10.5,9.470000267028809,10.4399995803833,257000
2025-05-02 00:00:00+00:00,10.670000076293945,10.920000076293945,9.6899995803833,9.979999542236328,345000
2025-05-05 00:00:00+00:00,9.779999732971191,9.779999732971191,9.289999961853027,9.380000114440918,119700
2025-05-06 00:00:00+00:00,9.109999656677246,9.255000114440918,8.831999778747559,9.119999885559082,145000
2025-05-07 00:00:00+00:00,9.329999923706055,9.345000267028809,8.760000228881836,8.970000267028809,200100
2025-05-08 00:00:00+00:00,9.449999809265137,10.100000381469727,9.178999900817871,9.75,282400
2025-05-09 00:00:00+00:00,9.800000190734863,10.300000190734863,9.539999961853027,10.050000190734863,286300
2025-05-12 00:00:00+00:00,10.789999961853027,10.979999542236328,9.920000076293945,10.010000228881836,432000
2025-05-13 00:00:00+00:00,12.630000114440918,15.489999771118164,11.579999923706055,14.75,3667600
2025-05-14 00:00:00+00:00,14.789999961853027,14.789999961853027,12.729999542236328,12.90999984741211,837700
2025-05-15 00:00:00+00:00,12.619999885559082,14.6899995803833,12.210000038146973,12.399999618530273,739900
2025-05-16 00:00:00+00:00,12.229999542236328,12.880000114440918,11.640000343322754,12.789999961853027,499300
2025-05-19 00:00:00+00:00,12.34000015258789,13.779999732971191,12.300000190734863,13.180000305175781,361000
2025-05-20 00:00:00+00:00,13.010000228881836,13.277999877929688,12.579999923706055,12.789999961853027,178900
2025-05-21 00:00:00+00:00,12.569999694824219,13.192000389099121,12.010000228881836,12.15999984741211,306800
2025-05-22 00:00:00+00:00,12.510000228881836,12.857999801635742,11.699999809265137,11.8100004196167,340800
2025-05-23 00:00:00+00:00,11.420000076293945,11.890000343322754,10.619999885559082,10.65999984741211,528500
2025-05-27 00:00:00+00:00,11.279999732971191,12.300000190734863,11.279999732971191,11.430000305175781,414100
2025-05-28 00:00:00+00:00,11.5,11.6899995803833,11.01200008392334,11.0600004196167,210000
2025-05-29 00:00:00+00:00,11.300000190734863,11.460000038146973,10.880000114440918,11.34000015258789,96500
2025-05-30 00:00:00+00:00,11.170000076293945,11.8100004196167,10.789999961853027,11.640000343322754,204100
2025-06-02 00:00:00+00:00,11.649999618530273,12.100000381469727,11.369999885559082,11.5600004196167,163800
2025-06-03 00:00:00+00:00,11.630000114440918,13.5,11.449999809265137,13.34000015258789,497900
2025-06-04 00:00:00+00:00,13.300000190734863,13.470000267028809,12.399999618530273,13.069999694824219,297400
2025-06-05 00:00:00+00:00,13.069999694824219,15.479999542236328,12.5,13.399999618530273,729800
2025-06-06 00:00:00+00:00,14.3100004196167,15.59000015258789,13.630000114440918,13.90999984741211,395500
2025-06-09 00:00:00+00:00,14.899999618530273,15.335000038146973,14.199999809265137,15.149999618530273,315800
2025-06-10 00:00:00+00:00,15.0,15.149999618530273,13.3100004196167,13.4399995803833,556500
2025-06-11 00:00:00+00:00,13.609999656677246,13.9399995803833,13.0,13.180000305175781,300000
2025-06-12 00:00:00+00:00,12.899999618530273,13.5,12.75,12.989999771118164,203500
2025-06-13 00:00:00+00:00,12.710000038146973,12.850000381469727,12.135000228881836,12.3100004196167,189400
2025-06-16 00:00:00+00:00,12.850000381469727,13.5,12.779999732971191,13.079999923706055,322800
2025-06-17 00:00:00+00:00,12.529999732971191,12.831999778747559,11.930000305175781,12.09000015258789,241400
2025-06-18 00:00:00+00:00,12.100000381469727,12.84000015258789,11.800000190734863,12.6899995803833,325000
2025-06-20 00:00:00+00:00,13.489999771118164,15.369999885559082,12.807999610900879,13.479999542236328,976600
2025-06-23 00:00:00+00:00,13.260000228881836,13.770000457763672,11.989999771118164,12.270000457763672,632600
2025-06-24 00:00:00+00:00,12.90999984741211,13.479999542236328,12.449999809265137,13.170000076293945,472800
2025-06-25 00:00:00+00:00,13.510000228881836,13.57699966430664,12.694999694824219,12.930000305175781,218700
2025-06-26 00:00:00+00:00,13.270000457763672,13.550000190734863,12.5,13.329999923706055,336500
2025-06-27 00:00:00+00:00,13.399999618530273,13.5,12.444999694824219,12.779999732971191,1338400
2025-06-30 00:00:00+00:00,13.050000190734863,14.65999984741211,13.029999732971191,13.949999809265137,538300
2025-07-01 00:00:00+00:00,13.489999771118164,14.49899959564209,12.729999542236328,14.069999694824219,266900
2025-07-02 00:00:00+00:00,14.239999771118164,19.079999923706055,14.239999771118164,18.6299991607666,2181700
2025-07-03 00:00:00+00:00,17.530000686645508,19.559999465942383,17.200000762939453,18.110000610351562,853300
2025-07-07 00:00:00+00:00,18.260000228881836,18.999000549316406,16.290000915527344,16.979999542236328,690500
2025-07-08 00:00:00+00:00,17.809999465942383,19.34000015258789,17.100000381469727,17.530000686645508,837900
2025-07-09 00:00:00+00:00,17.959999084472656,20.0,16.68000030517578,19.959999084472656,729300
2025-07-10 00:00:00+00:00,20.299999237060547,21.1200008392334,19.520000457763672,20.81999969482422,602000
2025-07-11 00:00:00+00:00,20.920000076293945,21.360000610351562,19.350000381469727,19.450000762939453,516000
2025-07-14 00:00:00+00:00,19.700000762939453,20.5,17.8799991607666,18.459999084472656,511700
2025-07-15 00:00:00+00:00,18.75,19.48900032043457,17.559999465942383,17.809999465942383,509700
2025-07-16 00:00:00+00:00,18.34000015258789,21.97800064086914,18.34000015258789,21.389999389648438,1016500
2025-07-17 00:00:00+00:00,20.959999084472656,24.670000076293945,20.798999786376953,24.110000610351562,967000
2025-07-18 00:00:00+00:00,24.40999984741211,25.68000030517578,22.15999984741211,22.770000457763672,1166500
2025-07-21 00:00:00+00:00,23.709999084472656,25.65399932861328,23.280000686645508,23.8700008392334,732400
2025-07-22 00:00:00+00:00,23.829999923706055,23.829999923706055,21.50200080871582,22.389999389648438,458300
2025-07-23 00:00:00+00:00,23.020000457763672,25.399999618530273,23.0,24.719999313354492,630500
2025-07-24 00:00:00+00:00,24.0,24.184999465942383,20.829999923706055,21.030000686645508,783800
2025-07-25 00:00:00+00:00,20.93000030517578,21.065000534057617,17.8700008392334,18.059999465942383,1056400
2025-07-28 00:00:00+00:00,19.309999465942383,19.309999465942383,16.579999923706055,17.170000076293945,1724700
2025-07-29 00:00:00+00:00,10.210000038146973,10.25,9.890000343322754,10.0,7578600
2025-07-30 00:00:00+00:00,10.140000343322754,10.149999618530273,9.880000114440918,9.970000267028809,2573300
2025-07-31 00:00:00+00:00,9.979999542236328,10.050000190734863,9.710000038146973,9.899999618530273,1695600
2025-08-01 00:00:00+00:00,9.5,9.614999771118164,8.899999618530273,9.329999923706055,1543500
2025-08-04 00:00:00+00:00,9.609999656677246,9.779999732971191,9.199999809265137,9.34000015258789,963300
2025-08-05 00:00:00+00:00,9.5,9.67300033569336,9.217000007629395,9.529999732971191,601300
2025-08-06 00:00:00+00:00,9.420000076293945,9.949999809265137,9.210000038146973,9.770000457763672,984600
2025-08-07 00:00:00+00:00,9.899999618530273,10.100000381469727,9.619999885559082,9.960000038146973,1096900
2025-08-08 00:00:00+00:00,9.899999618530273,10.8100004196167,9.800000190734863,10.8100004196167,2405600
2025-08-11 00:00:00+00:00,10.8100004196167,10.819999694824219,9.720000267028809,9.920000076293945,2500900
2025-08-12 00:00:00+00:00,10.039999961853027,10.050000190734863,9.25,9.380000114440918,2613200
2025-08-13 00:00:00+00:00,9.479999542236328,9.949999809265137,9.479999542236328,9.770000457763672,1136300
2025-08-14 00:00:00+00:00,9.699999809265137,9.9399995803833,9.40999984741211,9.600000381469727,1407000
2025-08-15 00:00:00+00:00,9.699999809265137,10.335000038146973,9.529999732971191,9.989999771118164,1356800
2025-08-18 00:00:00+00:00,9.770000457763672,9.961000442504883,9.15999984741211,9.239999771118164,1256100
2025-08-19 00:00:00+00:00,9.399999618530273,9.40999984741211,8.199999809265137,8.510000228881836,1464400
2025-08-20 00:00:00+00:00,8.6899995803833,8.774999618530273,8.199999809265137,8.289999961853027,817400
2025-08-21 00:00:00+00:00,8.039999961853027,8.40999984741211,7.860000133514404,7.949999809265137,1454300
2025-08-22 00:00:00+00:00,7.949999809265137,8.890000343322754,7.949999809265137,8.859999656677246,1433500
2025-08-25 00:00:00+00:00,8.789999961853027,8.819999694824219,8.350000381469727,8.380000114440918,661500
2025-08-26 00:00:00+00:00,9.09000015258789,9.329999923706055,8.779999732971191,8.890000343322754,1401900
2025-08-27 00:00:00+00:00,8.880000114440918,9.050000190734863,8.520000457763672,8.609999656677246,828000
2025-08-28 00:00:00+00:00,8.680000305175781,8.960000038146973,8.5,8.6899995803833,902100
2025-08-29 00:00:00+00:00,8.65999984741211,9.09000015258789,8.34000015258789,8.770000457763672,1193700
2025-09-02 00:00:00+00:00,8.510000228881836,9.239999771118164,8.319999694824219,9.199999809265137,1241600
2025-09-03 00:00:00+00:00,8.949999809265137,9.260000228881836,8.524999618530273,8.59000015258789,1236500
2025-09-04 00:00:00+00:00,8.5,8.730999946594238,8.279999732971191,8.390000343322754,708500
2025-09-05 00:00:00+00:00,8.5600004196167,8.65999984741211,8.194999694824219,8.520000457763672,543400
2025-09-08 00:00:00+00:00,8.710000038146973,9.15999984741211,8.520000457763672,8.960000038146973,634900
2025-09-09 00:00:00+00:00,9.109999656677246,9.789999961853027,9.010000228881836,9.729999542236328,1154600
2025-09-10 00:00:00+00:00,9.729999542236328,9.906000137329102,9.199999809265137,9.40999984741211,953900
2025-09-11 00:00:00+00:00,9.460000038146973,10.079999923706055,9.350000381469727,9.9399995803833,810900
2025-09-12 00:00:00+00:00,9.859999656677246,9.885000228881836,9.335000038146973,9.520000457763672,748000
2025-09-15 00:00:00+00:00,9.600000381469727,10.5,9.399999618530273,9.670000076293945,2423300
2025-09-16 00:00:00+00:00,9.579999923706055,10.359999656677246,9.220000267028809,10.170000076293945,1399200
2025-09-17 00:00:00+00:00,10.050000190734863,10.300000190734863,9.562999725341797,9.670000076293945,874600
2025-09-18 00:00:00+00:00,9.949999809265137,10.539999961853027,9.819999694824219,10.109999656677246,1316500
2025-09-19 00:00:00+00:00,10.260000228881836,11.109999656677246,10.260000228881836,10.4399995803833,2710800
2025-09-22 00:00:00+00:00,14.300000190734863,15.880000114440918,12.25,14.699999809265137,19521800
2025-09-23 00:00:00+00:00,15.75,18.399999618530273,15.5,17.190000534057617,8104800
2025-09-24 00:00:00+00:00,18.6200008392334,20.0,16.8799991607666,20.0,6603400
2025-09-25 00:00:00+00:00,19.09000015258789,20.889999389648438,17.770000457763672,18.6299991607666,3765200
2025-09-26 00:00:00+00:00,18.34000015258789,19.034000396728516,16.649999618530273,17.950000762939453,2434300
