"('date', '')","('open', 'BKR')","('high', 'BKR')","('low', 'BKR')","('close', 'BKR')","('volume', 'BKR')"
2024-01-02 00:00:00+00:00,33.0161653672864,33.2271324488826,32.35450087234884,32.53669738769531,4721100
2024-01-03 00:00:00+00:00,32.63258695658295,32.79560795902222,32.40244439296881,32.527103424072266,6801700
2024-01-04 00:00:00+00:00,32.71889588461346,32.795612521858445,31.8270850959188,31.88462257385254,7345200
2024-01-05 00:00:00+00:00,32.09558766376194,32.172300638165375,31.759957883852092,32.047637939453125,5629300
2024-01-08 00:00:00+00:00,31.357206946697634,31.424332171945228,30.599646652560054,31.107881546020508,8993500
2024-01-09 00:00:00+00:00,31.02157512807536,31.05034569275934,30.19689149179653,30.32155418395996,7333600
2024-01-10 00:00:00+00:00,30.34073248154171,30.34073248154171,29.688655751304633,29.947568893432617,8471200
2024-01-11 00:00:00+00:00,30.05305098930952,30.206480585644755,29.755781375038126,29.890031814575195,8339800
2024-01-12 00:00:00+00:00,30.388681419603827,30.47498580327747,29.602354216377528,30.225662231445312,12546200
2024-01-16 00:00:00+00:00,30.033872398085094,30.120176776277013,29.362618358734178,29.410564422607422,7541100
2024-01-17 00:00:00+00:00,29.065349814965547,29.650301363616435,28.90233062086736,29.5256404876709,7311200
2024-01-18 00:00:00+00:00,29.468101770821164,29.707835762114584,29.257136516932025,29.602354049682617,5717900
2024-01-19 00:00:00+00:00,29.717427273623482,29.73660643314013,29.324263648658846,29.4393367767334,9750400
2024-01-22 00:00:00+00:00,29.34343940040339,29.870853422683187,29.199599378783912,29.707834243774414,7177200
2024-01-23 00:00:00+00:00,29.496871230149726,30.35991325412361,29.496871230149726,30.235252380371094,14531600
2024-01-24 00:00:00+00:00,29.007812208326147,29.822908123786625,28.44203985694918,28.80643653869629,20069600
2024-01-25 00:00:00+00:00,29.209189040238225,29.34344132102541,28.48998705604165,29.05575942993164,21034700
2024-01-26 00:00:00+00:00,29.01739971103191,29.33384847568357,28.624236149768485,29.228364944458008,12352600
2024-01-29 00:00:00+00:00,28.97904309612859,29.074937054768085,28.605058669362187,28.768077850341797,11490300
2024-01-30 00:00:00+00:00,27.55981948081491,28.317379772916645,27.176245459698613,28.135181427001953,23727200
2024-01-31 00:00:00+00:00,28.221486436458928,28.279022083646467,27.26255044788214,27.329675674438477,10664400
2024-02-01 00:00:00+00:00,27.483102994740854,27.694068236188322,27.205012532333964,27.454334259033203,11208700
2024-02-02 00:00:00+00:00,27.521464331877738,27.943394861116033,27.406391205433017,27.7995548248291,12945800
2024-02-05 00:00:00+00:00,27.50228215453952,27.751605710287972,27.157064642114726,27.617353439331055,11840600
2024-02-06 00:00:00+00:00,27.674891576320196,28.403683103952364,27.607766353739954,28.18312644958496,13403700
2024-02-07 00:00:00+00:00,28.259841431821588,28.470808508738354,27.895446580186043,27.92421531677246,9040000
2024-02-08 00:00:00+00:00,27.79955423180815,28.250253490299617,27.722839425489916,28.116003036499023,9029100
2024-02-09 00:00:00+00:00,28.10641030202798,28.250250319099916,27.646121515787772,27.866676330566406,7661400
2024-02-12 00:00:00+00:00,27.99224720462309,28.59111597732963,27.963270901683845,28.494524002075195,9720400
2024-02-13 00:00:00+00:00,28.426911727327145,28.542820630102856,27.721793401368725,28.02122688293457,9740500
2024-02-14 00:00:00+00:00,28.204747291295273,28.224064210675778,27.654173636334168,27.866676330566406,8119000
2024-02-15 00:00:00+00:00,27.92463351561707,28.38827278837249,27.808724618597566,28.204750061035156,10899100
2024-02-16 00:00:00+00:00,28.204749086326395,28.320657979340282,27.953610695011456,28.156452178955078,7398700
2024-02-20 00:00:00+00:00,27.876335613473238,28.09849584544584,27.68315168163884,28.059858322143555,8362400
2024-02-21 00:00:00+00:00,28.137133934384995,28.397931711978952,28.011565657583464,28.339977264404297,10578100
2024-02-22 00:00:00+00:00,28.291682654969136,28.465546000498392,28.021225491359125,28.204750061035156,9427400
2024-02-23 00:00:00+00:00,28.01156635633485,29.064415032287634,27.895655615955462,28.871231079101562,13039800
2024-02-26 00:00:00+00:00,28.716685649547134,29.35419013789927,28.658731198516605,28.82293701171875,9822900
2024-02-27 00:00:00+00:00,29.025775835393407,29.025775835393407,28.523500902205992,28.70702362060547,6600300
2024-02-28 00:00:00+00:00,28.59111520340896,28.73600224119938,28.195089773690448,28.475204467773438,6079000
2024-02-29 00:00:00+00:00,28.736001646804414,28.842252998744314,28.368954369171696,28.58145523071289,12879500
2024-03-01 00:00:00+00:00,28.581456765263155,29.10305048699198,28.50418355306856,28.938844680786133,6445700
2024-03-04 00:00:00+00:00,28.977482268722152,29.00646041423281,28.359296569871134,28.426910400390625,6157400
2024-03-05 00:00:00+00:00,28.436569116648023,29.161006156410078,28.30133961643548,29.141687393188477,8765100
2024-03-06 00:00:00+00:00,29.43145997512949,29.808168469434808,29.373505530751196,29.51839256286621,10371600
2024-03-07 00:00:00+00:00,29.59566740409594,30.001352221827695,29.537712956516742,29.779191970825195,9733000
2024-03-08 00:00:00+00:00,29.66328305886258,29.856467019133717,29.402487107536963,29.55703353881836,5548500
2024-03-11 00:00:00+00:00,29.62464516546383,30.320104054425197,29.479758127222542,30.233171463012695,6927000
2024-03-12 00:00:00+00:00,30.339423337253482,30.542266668137295,30.05930863749991,30.416696548461914,7136800
2024-03-13 00:00:00+00:00,30.61953826466558,30.8610172672502,30.310443593792854,30.66783332824707,6897800
2024-03-14 00:00:00+00:00,30.677493234087688,31.11215434077058,30.677493234087688,30.85135841369629,6947300
2024-03-15 00:00:00+00:00,30.84170000444645,31.343976796405087,30.832040622792782,31.218406677246094,15268400
2024-03-18 00:00:00+00:00,31.38261600800224,31.43091107652494,30.98659055063203,31.286022186279297,5899400
2024-03-19 00:00:00+00:00,31.305337128335825,32.18432053296688,31.305337128335825,32.087730407714844,6548000
2024-03-20 00:00:00+00:00,31.96216377425372,32.40648429423329,31.836593650023847,32.25193786621094,7429500
2024-03-21 00:00:00+00:00,32.30989378077366,32.96671701335981,32.23261872532708,32.60932540893555,6084300
2024-03-22 00:00:00+00:00,32.657623531125715,32.75421366389376,32.28091317010467,32.30023193359375,6636500
2024-03-25 00:00:00+00:00,32.49341505751663,32.6189851746638,32.10705085159214,32.15534591674805,10277000
2024-03-26 00:00:00+00:00,32.13602890040553,32.21330027191936,31.585457021413596,31.711027145385742,8057600
2024-03-27 00:00:00+00:00,31.566138471201352,32.087734049993685,31.566138471201352,31.9621639251709,9346600
2024-03-28 00:00:00+00:00,32.30022853009278,32.541707521245414,31.991135716191565,32.358184814453125,13250300
2024-04-01 00:00:00+00:00,32.532053410785366,32.532053410785366,32.11670920746353,32.30023193359375,6485200
2024-04-02 00:00:00+00:00,32.56103066477951,32.618986956939644,32.18432397743233,32.44512176513672,7867400
2024-04-03 00:00:00+00:00,32.63830239830014,32.986032746505835,32.56102734995349,32.72523498535156,7584300
2024-04-04 00:00:00+00:00,32.76387023925781,33.15023812831625,32.54170999268625,32.76387023925781,6014100
2024-04-05 00:00:00+00:00,32.725235049646344,33.440010824871585,32.54170865180104,33.14057922363281,5151100
2024-04-08 00:00:00+00:00,33.22751523128432,33.343424131286525,32.98603620688451,33.08262634277344,4433800
2024-04-09 00:00:00+00:00,33.20819222581697,33.333758649499714,32.85080066238355,33.02466583251953,3373000
2024-04-10 00:00:00+00:00,32.734890372669106,33.10193945883843,32.57068643273988,32.98603057861328,4281500
2024-04-11 00:00:00+00:00,33.10194873556419,33.11160627634076,32.387169123727624,32.83149337768555,3724000
2024-04-12 00:00:00+00:00,32.928078437326946,33.053648556091225,31.884887330074168,31.923524856567383,4841000
2024-04-15 00:00:00+00:00,32.09739423075806,32.25194067222641,31.22807187925276,31.34398078918457,7537400
2024-04-16 00:00:00+00:00,31.266699092190855,31.31499415402576,30.841697389495835,31.005901336669922,5852400
2024-04-17 00:00:00+00:00,31.09283861551647,31.440569008703285,30.87067834979769,30.928634643554688,5613700
