"('date', '')","('open', 'AHL')","('high', 'AHL')","('low', 'AHL')","('close', 'AHL')","('volume', 'AHL')"
2025-05-08 00:00:00+00:00,33.25,34.0,31.65999984741211,32.5,6576600
2025-05-09 00:00:00+00:00,32.470001220703125,35.244998931884766,32.470001220703125,34.459999084472656,1353800
2025-05-12 00:00:00+00:00,34.38999938964844,35.099998474121094,34.0,34.7400016784668,415600
2025-05-13 00:00:00+00:00,34.5,35.95000076293945,34.459999084472656,35.65999984741211,379900
2025-05-14 00:00:00+00:00,35.119998931884766,36.099998474121094,34.67499923706055,35.0099983215332,235500
2025-05-15 00:00:00+00:00,34.310001373291016,35.25,34.189998626708984,34.599998474121094,256100
2025-05-16 00:00:00+00:00,34.25,35.189998626708984,33.6349983215332,34.7400016784668,203300
2025-05-19 00:00:00+00:00,33.970001220703125,34.81999969482422,33.5,34.18000030517578,194500
2025-05-20 00:00:00+00:00,34.36000061035156,34.58000183105469,33.66999816894531,34.38999938964844,126900
2025-05-21 00:00:00+00:00,33.63999938964844,35.185001373291016,33.63999938964844,35.18000030517578,174200
2025-05-22 00:00:00+00:00,35.0,35.150001525878906,34.189998626708984,34.529998779296875,174400
2025-05-23 00:00:00+00:00,34.5,34.9900016784668,33.970001220703125,34.9900016784668,95300
2025-05-27 00:00:00+00:00,35.06999969482422,35.61000061035156,34.349998474121094,34.959999084472656,176700
2025-05-28 00:00:00+00:00,35.119998931884766,35.119998931884766,34.0,34.459999084472656,140200
2025-05-29 00:00:00+00:00,34.150001525878906,34.869998931884766,33.79999923706055,34.869998931884766,308100
2025-05-30 00:00:00+00:00,34.65999984741211,35.275001525878906,34.0,34.29999923706055,98200
2025-06-02 00:00:00+00:00,34.18000030517578,34.95000076293945,33.810001373291016,34.61000061035156,137800
2025-06-03 00:00:00+00:00,34.5,34.935001373291016,34.0,34.72999954223633,106500
2025-06-04 00:00:00+00:00,34.7599983215332,35.119998931884766,34.209999084472656,34.529998779296875,162300
2025-06-05 00:00:00+00:00,34.16999816894531,34.42499923706055,33.59000015258789,34.029998779296875,265900
2025-06-06 00:00:00+00:00,34.34000015258789,34.40999984741211,33.625,33.709999084472656,192900
2025-06-09 00:00:00+00:00,34.220001220703125,34.220001220703125,32.4900016784668,32.83000183105469,167400
2025-06-10 00:00:00+00:00,32.900001525878906,32.900001525878906,31.079999923706055,31.84000015258789,188100
2025-06-11 00:00:00+00:00,31.649999618530273,32.70500183105469,31.479999542236328,32.25,118800
2025-06-12 00:00:00+00:00,32.06999969482422,32.51499938964844,31.479999542236328,32.0,119600
2025-06-13 00:00:00+00:00,31.1299991607666,33.04999923706055,30.860000610351562,32.380001068115234,148300
2025-06-16 00:00:00+00:00,32.400001525878906,32.68000030517578,31.809999465942383,32.0099983215332,297100
2025-06-17 00:00:00+00:00,31.56999969482422,32.45000076293945,31.309999465942383,31.969999313354492,228300
2025-06-18 00:00:00+00:00,32.25,32.29999923706055,31.739999771118164,32.02000045776367,74700
2025-06-20 00:00:00+00:00,31.959999084472656,32.720001220703125,31.485000610351562,31.5,241700
2025-06-23 00:00:00+00:00,31.329999923706055,31.950000762939453,31.09000015258789,31.6299991607666,106600
2025-06-24 00:00:00+00:00,31.850000381469727,31.889999389648438,30.780000686645508,31.139999389648438,292600
2025-06-25 00:00:00+00:00,31.139999389648438,31.450000762939453,29.809999465942383,30.190000534057617,245100
2025-06-26 00:00:00+00:00,30.270000457763672,31.524999618530273,28.850000381469727,30.40999984741211,429400
2025-06-27 00:00:00+00:00,30.25,31.100000381469727,29.6299991607666,31.100000381469727,593600
2025-06-30 00:00:00+00:00,31.100000381469727,31.81999969482422,30.280000686645508,31.469999313354492,258700
2025-07-01 00:00:00+00:00,31.1299991607666,31.979999542236328,31.010000228881836,31.350000381469727,149800
2025-07-02 00:00:00+00:00,30.969999313354492,30.969999313354492,30.0,30.149999618530273,396600
2025-07-03 00:00:00+00:00,30.649999618530273,30.795000076293945,30.260000228881836,30.34000015258789,92700
2025-07-07 00:00:00+00:00,30.440000534057617,30.549999237060547,29.6200008392334,30.360000610351562,136500
2025-07-08 00:00:00+00:00,30.059999465942383,31.014999389648438,29.530000686645508,29.940000534057617,249000
2025-07-09 00:00:00+00:00,29.950000762939453,30.604999542236328,29.40999984741211,30.209999084472656,173900
2025-07-10 00:00:00+00:00,30.0,30.3700008392334,29.454999923706055,30.010000228881836,229800
2025-07-11 00:00:00+00:00,30.040000915527344,31.3700008392334,30.040000915527344,30.3700008392334,57100
2025-07-14 00:00:00+00:00,30.209999084472656,31.1299991607666,29.975000381469727,30.190000534057617,211500
2025-07-15 00:00:00+00:00,30.5,31.209999084472656,30.209999084472656,30.520000457763672,139700
2025-07-16 00:00:00+00:00,30.479999542236328,31.6200008392334,30.399999618530273,30.979999542236328,374800
2025-07-17 00:00:00+00:00,30.93000030517578,31.459999084472656,30.639999389648438,30.639999389648438,90000
2025-07-18 00:00:00+00:00,30.530000686645508,31.030000686645508,29.959999084472656,30.0,55700
2025-07-21 00:00:00+00:00,29.950000762939453,30.899999618530273,29.950000762939453,30.56999969482422,100300
2025-07-22 00:00:00+00:00,30.780000686645508,31.729999542236328,30.579999923706055,31.3799991607666,78000
2025-07-23 00:00:00+00:00,31.01799964904785,31.530000686645508,30.6200008392334,31.170000076293945,113000
2025-07-24 00:00:00+00:00,31.420000076293945,31.8700008392334,31.010000228881836,31.549999237060547,182100
2025-07-25 00:00:00+00:00,31.860000610351562,32.189998626708984,31.59000015258789,31.899999618530273,162900
2025-07-28 00:00:00+00:00,31.860000610351562,31.895000457763672,31.2549991607666,31.290000915527344,156100
2025-07-29 00:00:00+00:00,31.760000228881836,32.119998931884766,31.329999923706055,31.600000381469727,117200
2025-07-30 00:00:00+00:00,31.0,31.81999969482422,31.0,31.3799991607666,134900
2025-07-31 00:00:00+00:00,31.540000915527344,31.75,30.489999771118164,31.59000015258789,168300
2025-08-01 00:00:00+00:00,31.799999237060547,32.560001373291016,30.51799964904785,31.25,244600
2025-08-04 00:00:00+00:00,31.360000610351562,32.05500030517578,30.8700008392334,31.700000762939453,206200
2025-08-05 00:00:00+00:00,31.920000076293945,32.150001525878906,30.829999923706055,30.93000030517578,219300
2025-08-06 00:00:00+00:00,31.110000610351562,31.899999618530273,30.540000915527344,31.239999771118164,103900
2025-08-07 00:00:00+00:00,31.579999923706055,31.75,30.540000915527344,31.56999969482422,168800
2025-08-08 00:00:00+00:00,30.690000534057617,31.010000228881836,28.829999923706055,28.829999923706055,442200
2025-08-11 00:00:00+00:00,28.799999237060547,29.010000228881836,27.899999618530273,28.65999984741211,213600
2025-08-12 00:00:00+00:00,28.5,29.225000381469727,28.5,28.850000381469727,323000
2025-08-13 00:00:00+00:00,28.799999237060547,29.165000915527344,28.485000610351562,28.889999389648438,247300
2025-08-14 00:00:00+00:00,28.700000762939453,28.90999984741211,28.454999923706055,28.530000686645508,126700
2025-08-15 00:00:00+00:00,28.959999084472656,28.959999084472656,27.889999389648438,27.920000076293945,93600
2025-08-18 00:00:00+00:00,27.899999618530273,28.260000228881836,27.510000228881836,27.510000228881836,435100
2025-08-19 00:00:00+00:00,27.510000228881836,28.094999313354492,27.049999237060547,27.65999984741211,249300
2025-08-20 00:00:00+00:00,32.06999969482422,32.97999954223633,31.0,32.27000045776367,814200
2025-08-21 00:00:00+00:00,32.5,32.7599983215332,31.899999618530273,32.31999969482422,521600
2025-08-22 00:00:00+00:00,33.25,34.689998626708984,33.099998474121094,34.04999923706055,669700
2025-08-25 00:00:00+00:00,33.75,33.75,32.619998931884766,32.79999923706055,567300
2025-08-26 00:00:00+00:00,32.4900016784668,32.900001525878906,32.125,32.209999084472656,386300
2025-08-27 00:00:00+00:00,36.47999954223633,36.779998779296875,36.349998474121094,36.630001068115234,10334200
2025-08-28 00:00:00+00:00,36.54999923706055,36.63999938964844,36.5,36.54999923706055,2481700
2025-08-29 00:00:00+00:00,36.560001373291016,36.71500015258789,36.5,36.5,1608100
2025-09-02 00:00:00+00:00,36.52000045776367,36.720001220703125,36.5099983215332,36.650001525878906,377000
2025-09-03 00:00:00+00:00,36.619998931884766,36.720001220703125,36.611000061035156,36.70000076293945,862400
2025-09-04 00:00:00+00:00,36.66999816894531,36.84000015258789,36.54999923706055,36.63999938964844,475400
2025-09-05 00:00:00+00:00,36.65999984741211,36.65999984741211,36.560001373291016,36.61000061035156,276900
2025-09-08 00:00:00+00:00,36.630001068115234,36.70000076293945,36.58000183105469,36.689998626708984,551900
2025-09-09 00:00:00+00:00,36.720001220703125,36.720001220703125,36.58000183105469,36.599998474121094,581000
2025-09-10 00:00:00+00:00,36.619998931884766,36.68000030517578,36.59000015258789,36.599998474121094,368000
2025-09-11 00:00:00+00:00,36.650001525878906,36.81999969482422,36.63999938964844,36.689998626708984,248500
2025-09-12 00:00:00+00:00,36.70000076293945,36.79999923706055,36.63999938964844,36.63999938964844,215000
2025-09-15 00:00:00+00:00,36.650001525878906,36.7400016784668,36.650001525878906,36.689998626708984,329200
2025-09-16 00:00:00+00:00,36.70000076293945,36.790000915527344,36.59000015258789,36.61000061035156,463900
2025-09-17 00:00:00+00:00,36.70000076293945,36.7400016784668,36.599998474121094,36.599998474121094,339100
2025-09-18 00:00:00+00:00,36.68000030517578,36.68000030517578,36.52000045776367,36.560001373291016,345900
2025-09-19 00:00:00+00:00,36.68000030517578,36.7599983215332,36.560001373291016,36.650001525878906,2588300
2025-09-22 00:00:00+00:00,36.619998931884766,36.7400016784668,36.619998931884766,36.689998626708984,406000
2025-09-23 00:00:00+00:00,37.029998779296875,37.029998779296875,36.689998626708984,36.72999954223633,307000
2025-09-24 00:00:00+00:00,36.72999954223633,36.779998779296875,36.4900016784668,36.5,732000
2025-09-25 00:00:00+00:00,36.56999969482422,36.68000030517578,36.54999923706055,36.66999816894531,806100
2025-09-26 00:00:00+00:00,36.68000030517578,36.86000061035156,36.650001525878906,36.650001525878906,339500
