"('date', '')","('open', 'BMY')","('high', 'BMY')","('low', 'BMY')","('close', 'BMY')","('volume', 'BMY')"
2024-01-02 00:00:00+00:00,47.295879678546044,49.13439781177081,47.24991742655444,48.50010681152344,17757500
2024-01-03 00:00:00+00:00,48.444948798479665,48.62880129525367,47.31426067735735,48.07724380493164,15662600
2024-01-04 00:00:00+00:00,48.27252962175878,48.53290815012317,47.85406159589359,48.3934211730957,16930500
2024-01-05 00:00:00+00:00,48.27253382063265,48.88628579615692,48.030754244319574,48.57011032104492,12272200
2024-01-08 00:00:00+00:00,48.25393722302187,48.263238484525786,47.69598214411077,48.160945892333984,18745900
2024-01-09 00:00:00+00:00,48.4027244223846,48.44922008671207,47.64018417576043,47.68667984008789,13385100
2024-01-10 00:00:00+00:00,47.612284335910566,47.65877999716119,46.886938540312876,47.11012268066406,18095300
2024-01-11 00:00:00+00:00,47.10083119155164,47.18452481181916,46.50567458776483,46.70096206665039,16567900
2024-01-12 00:00:00+00:00,46.85904888434362,47.15662541786951,46.56147235081774,46.7846565246582,11461700
2024-01-16 00:00:00+00:00,46.77535358434485,47.04503341673699,46.32898880007095,46.496376037597656,13824700
2024-01-17 00:00:00+00:00,46.07790646881568,46.561469189814765,45.51995139318158,46.47777557373047,16425400
2024-01-18 00:00:00+00:00,46.143003417811876,46.654462853962144,45.2223771422198,46.58007049560547,18463800
2024-01-19 00:00:00+00:00,46.59866714477539,46.691658474925,45.96631616706085,46.59866714477539,23285800
2024-01-22 00:00:00+00:00,46.73815288598266,46.79394981101047,46.03140957258922,46.09650421142578,13818600
2024-01-23 00:00:00+00:00,46.198800535597925,46.88694492962071,46.022115579811974,46.607967376708984,12555700
2024-01-24 00:00:00+00:00,46.68235695314058,47.07292476478183,46.56146539589332,46.71955490112305,11838300
2024-01-25 00:00:00+00:00,46.738155902712975,46.81255180755196,45.9756156150733,46.133705139160156,17639600
2024-01-26 00:00:00+00:00,46.459175362845244,46.682359515599394,46.17090011863618,46.2173957824707,10855500
2024-01-29 00:00:00+00:00,46.142994995217016,46.384778097375026,45.98490904544487,46.3754768371582,11746600
2024-01-30 00:00:00+00:00,46.542871124261055,46.663762693722326,45.79892982640694,45.92911911010742,11605600
2024-01-31 00:00:00+00:00,46.22668813417339,46.51496689233506,45.41765232564401,45.44554901123047,18997600
2024-02-01 00:00:00+00:00,45.42695831423541,45.42695831423541,44.75741290644358,45.25957107543945,20416300
2024-02-02 00:00:00+00:00,45.817528871456695,46.5056732427388,44.71091641093983,45.29676818847656,27991600
2024-02-05 00:00:00+00:00,45.12008161084144,45.15727956129639,44.33894238824647,44.617919921875,15535600
2024-02-06 00:00:00+00:00,44.5900210591775,46.47777261034981,44.2459489027206,45.808223724365234,22693800
2024-02-07 00:00:00+00:00,45.743125907331724,45.90121540437099,44.65511259065004,45.231666564941406,17973100
2024-02-08 00:00:00+00:00,45.04568733493571,45.35256511617184,44.73881310109151,45.29676818847656,13577900
2024-02-09 00:00:00+00:00,45.28747059722704,46.33828968029465,45.092186670851056,46.3196907043457,15413400
2024-02-12 00:00:00+00:00,46.32898776865349,46.54287066797775,45.76173142604085,46.263893127441406,14973600
2024-02-13 00:00:00+00:00,46.18020003299617,46.40338419638535,44.92479931268383,45.29676818847656,15828100
2024-02-14 00:00:00+00:00,45.399058650902354,45.603643828788584,45.05498648141423,45.46415328979492,10866900
2024-02-15 00:00:00+00:00,45.575743546223414,46.75675185368938,45.408359865949656,45.97561264038086,13425800
2024-02-16 00:00:00+00:00,45.8547248354559,46.37548194846933,45.501351403488364,46.36618423461914,13176500
