"('date', '')","('open', 'AME')","('high', 'AME')","('low', 'AME')","('close', 'AME')","('volume', 'AME')"
2024-02-23 00:00:00+00:00,176.75726918220752,177.19226908654784,175.017284650153,176.17398071289062,964700
2024-02-26 00:00:00+00:00,176.25307482397963,178.0721516381968,175.74887861246603,176.85614013671875,1163500
2024-02-27 00:00:00+00:00,177.24169766621222,177.4987361986155,174.68114796182422,175.74887084960938,781100
2024-02-28 00:00:00+00:00,175.97626452346935,177.62727598151446,175.29410692711684,176.68807983398438,544800
2024-02-29 00:00:00+00:00,176.77705051431425,178.68511558226865,176.21353886776774,178.1314697265625,1819600
2024-03-01 00:00:00+00:00,178.06226657337234,179.3474894325354,177.49873986319596,178.6257781982422,1534700
2024-03-04 00:00:00+00:00,179.06080789740173,180.09887326738388,178.62580792633804,179.04104614257812,850200
2024-03-05 00:00:00+00:00,178.6159207946666,178.7938821790109,176.38162066780265,177.4097900390625,630000
2024-03-06 00:00:00+00:00,178.1215907374572,179.2189714137337,177.5481831233814,178.30943298339844,819800
2024-03-07 00:00:00+00:00,179.58673584065843,180.41848830676253,178.943132789831,179.794677734375,620400
2024-03-08 00:00:00+00:00,180.00260130740313,180.92346523634168,179.30948685531934,179.6560516357422,648100
2024-03-11 00:00:00+00:00,179.02236419237838,179.52734439590614,177.16084365513612,179.08177185058594,582600
2024-03-12 00:00:00+00:00,179.13129882815727,180.55714318404262,178.55699956766094,180.04225158691406,696900
2024-03-13 00:00:00+00:00,180.03233537543326,180.42839649312748,178.88373698185157,179.74517822265625,1182700
2024-03-14 00:00:00+00:00,180.2798771937521,180.58682682601156,179.03225596745477,179.83428955078125,664300
2024-03-15 00:00:00+00:00,178.56686933010656,181.1710156525164,178.56686933010656,179.7352752685547,1255200
2024-03-18 00:00:00+00:00,180.53732164717266,181.9037582341357,180.21056441512656,180.28977966308594,699800
2024-03-19 00:00:00+00:00,180.01250855309502,181.0224839366944,179.64613619417239,180.14122009277344,963700
2024-03-20 00:00:00+00:00,180.47789930614726,182.3988273637909,179.61644299764745,182.388916015625,1022000
2024-03-21 00:00:00+00:00,182.74538465543063,184.49798606359838,180.93337559084415,183.09194946289062,1051600
2024-03-22 00:00:00+00:00,183.21074821823007,184.0028854860049,180.96306306468793,181.34922790527344,780300
2024-03-25 00:00:00+00:00,181.34922330246397,181.5769727707234,180.6065974656664,180.9630584716797,652700
2024-03-26 00:00:00+00:00,180.21054626163024,181.4482560573832,179.74516616972616,179.8837890625,752400
2024-03-27 00:00:00+00:00,180.37885696292008,182.40870386945429,180.00258838362046,181.9136199951172,670800
2024-03-28 00:00:00+00:00,181.7057028423219,182.0819714728154,180.76504637485098,181.10169982910156,1043500
2024-04-01 00:00:00+00:00,181.19080747848446,181.20070371712916,178.53714997186353,178.68568420410156,772500
2024-04-02 00:00:00+00:00,178.95304920077302,179.73529034142777,178.02228891126683,178.59658813476562,921900
2024-04-03 00:00:00+00:00,178.6064968239612,180.70564800987427,178.6064968239612,179.32931518554688,739600
2024-04-04 00:00:00+00:00,180.56700167792806,181.05218934194545,177.24003724594422,177.57669067382812,845500
2024-04-05 00:00:00+00:00,178.8639083285978,180.86405148755273,178.0222596666643,180.42837524414062,763700
2024-04-08 00:00:00+00:00,180.56701850711377,181.1908291177391,178.97284758677594,179.14117431640625,659800
2024-04-09 00:00:00+00:00,179.41842819477654,179.77488925849767,177.06183876511923,179.39862060546875,749100
2024-04-10 00:00:00+00:00,177.20044008405134,179.90359400782697,176.2894723920439,177.982666015625,1376000
2024-04-11 00:00:00+00:00,178.2005234853496,179.56696006289872,176.8340869078005,178.72531127929688,845000
2024-04-12 00:00:00+00:00,176.87368637605107,178.3391305511345,176.368691107238,177.9430694580078,826300
2024-04-15 00:00:00+00:00,180.54720480202602,181.0125849070812,176.79447524311064,177.27964782714844,919400
2024-04-16 00:00:00+00:00,177.07172438714773,178.76490300671753,176.24988323094067,177.32916259765625,896200
2024-04-17 00:00:00+00:00,177.68560629926375,178.2599054285937,175.49734395159146,176.29937744140625,900900
2024-04-18 00:00:00+00:00,177.44799724864168,177.83416212799355,174.97257748131864,175.52706909179688,629000
2024-04-19 00:00:00+00:00,176.38851138204242,176.9727068244919,175.03198617630915,175.9528350830078,806600
2024-04-22 00:00:00+00:00,176.76476622860494,177.56679975797928,175.47754502066834,176.1112518310547,643000
2024-04-23 00:00:00+00:00,177.33906966209042,178.63618714050276,176.8241781447488,178.08169555664062,601000
2024-04-24 00:00:00+00:00,178.90350134115914,179.3589851528004,175.29929134511193,176.4676971435547,867300
2024-04-25 00:00:00+00:00,175.3884350626953,177.02220596197827,174.63589783156087,176.18055725097656,998700
2024-04-26 00:00:00+00:00,176.40831239846722,177.24994602773418,175.70528655871453,175.7646942138672,637900
2024-04-29 00:00:00+00:00,176.06174743910404,176.70536562312174,175.14089856754572,175.94293212890625,689500
2024-04-30 00:00:00+00:00,175.94292585141045,176.32909070453795,172.66547271944796,172.94271850585938,1138300
2024-05-01 00:00:00+00:00,172.5070549178332,174.4873907427572,171.85354046950505,172.2694091796875,1268000
2024-05-02 00:00:00+00:00,168.32853012475886,169.4474246009802,160.3675874655373,161.7340087890625,2896000
2024-05-03 00:00:00+00:00,162.09048247818342,165.239224261984,161.17952982171795,164.92236328125,2065100
2024-05-06 00:00:00+00:00,165.35802584596385,167.56609585285483,165.27881060735749,166.397705078125,1468600
2024-05-07 00:00:00+00:00,166.55614876478552,168.2394311695758,166.55614876478552,167.9126739501953,1008500
2024-05-08 00:00:00+00:00,167.5265011604058,168.17010422017498,166.6452523771963,167.47698974609375,988100
2024-05-09 00:00:00+00:00,167.61562343261858,169.58606302250723,167.1997547213947,168.22952270507812,1266300
2024-05-10 00:00:00+00:00,169.32859328498586,169.88309995497585,168.7146940720207,169.12066650390625,1193700
2024-05-13 00:00:00+00:00,169.5761498143986,169.87320320737666,168.13051313534226,168.4275665283203,826600
2024-05-14 00:00:00+00:00,168.32853378183472,169.26919021356898,166.64525146576884,166.87298583984375,1400200
2024-05-15 00:00:00+00:00,167.86315063563077,169.29889096416613,167.54630478729595,167.96217346191406,1137000
2024-05-16 00:00:00+00:00,167.53640417007958,168.40775674914386,166.16998275417595,166.25909423828125,978200
2024-05-17 00:00:00+00:00,166.67494389506186,166.67494389506186,164.63520068964573,165.1599884033203,1678600
2024-05-20 00:00:00+00:00,165.43726226862515,167.87306695543532,165.02139354426154,166.94232177734375,959900
2024-05-21 00:00:00+00:00,166.48681521946352,167.72452498382518,165.7144855352028,167.4670867919922,1044300
2024-05-22 00:00:00+00:00,169.61576131160453,172.75459168640373,168.87313539965248,172.41793823242188,1785500
2024-05-23 00:00:00+00:00,173.65565510993426,174.3289620451328,170.9227819737995,171.0218048095703,1480400
2024-05-24 00:00:00+00:00,171.57630701496532,172.16050249927252,170.96240769984684,171.95257568359375,1030700
2024-05-28 00:00:00+00:00,171.99217131628356,172.70509345488327,166.5561588954157,166.65516662597656,1211400
2024-05-29 00:00:00+00:00,165.50655350563073,166.9323976565102,164.5560008108862,165.07089233398438,1281800
2024-05-30 00:00:00+00:00,165.0015501086242,166.58582452191214,164.6054890596825,166.04122924804688,1036800
2024-05-31 00:00:00+00:00,166.28879920188092,168.29883882605168,164.4569825471378,167.9126739501953,2005800
2024-06-03 00:00:00+00:00,168.32855078965906,168.58598901641767,163.20938432281343,164.57582092285156,1301900
2024-06-04 00:00:00+00:00,164.17973354802294,165.29862808574563,162.89251228397467,165.22930908203125,970700
2024-06-05 00:00:00+00:00,165.95212668502333,167.05121352989934,165.34812373227592,166.99179077148438,875600
2024-06-06 00:00:00+00:00,167.06112167362323,167.51659042593263,165.83330809449424,167.0314178466797,1222100
2024-06-07 00:00:00+00:00,167.13044237342717,168.82363622328816,166.56605449598283,168.32855224609375,1265400
2024-06-10 00:00:00+00:00,168.11069999351517,171.71491044097326,168.11069999351517,171.29904174804688,1677400
2024-06-11 00:00:00+00:00,170.5564333754373,170.93270204003966,169.63558441261276,170.83367919921875,1315200
2024-06-12 00:00:00+00:00,172.49715915290693,174.32896073074832,171.47727230020013,172.0020751953125,1172000
2024-06-13 00:00:00+00:00,172.55655624768525,173.14075165578302,170.8336587415658,172.20999145507812,811100
2024-06-14 00:00:00+00:00,170.4049730631822,170.63307464673056,163.18491402943567,165.64450073242188,1875900
2024-06-17 00:00:00+00:00,164.8709345417321,167.6379508148926,164.4246284139843,167.1321563720703,1486900
2024-06-18 00:00:00+00:00,166.96356624225578,169.68099139470223,166.19990330972936,169.4925537109375,1660900
2024-06-20 00:00:00+00:00,169.03634238008536,169.3437869512004,166.91396697325476,167.1321563720703,1248400
2024-06-21 00:00:00+00:00,167.68754137850453,168.34210957226713,164.98002856464575,167.28091430664062,1593300
2024-06-24 00:00:00+00:00,168.1735088675144,170.58348927181513,167.3999186564813,170.04794311523438,1132800
2024-06-25 00:00:00+00:00,169.55207873012628,169.81984427004568,166.30900432629744,167.3305206298828,684200
2024-06-26 00:00:00+00:00,166.61644902572476,166.61644902572476,165.03954697939594,165.20814514160156,761500
2024-06-27 00:00:00+00:00,165.19822730742473,166.5668520872002,164.53373174599722,165.0990447998047,1169300
2024-06-28 00:00:00+00:00,165.4362492885746,166.49744466667462,164.3155504562123,165.3370819091797,1750000
2024-07-01 00:00:00+00:00,166.67596625049103,166.70571797962512,163.8395187190602,164.20648193359375,953300
2024-07-02 00:00:00+00:00,163.99819020932227,165.13871341371924,163.36346148865218,164.7321014404297,705700
2024-07-03 00:00:00+00:00,165.2478072315149,166.12056489265584,164.74201275051348,164.93045043945312,531300
2024-07-05 00:00:00+00:00,165.02962055638358,165.45608719629533,163.04609139040238,164.28579711914062,787800
2024-07-08 00:00:00+00:00,165.17839941508802,166.110660573135,163.03618421784736,163.14527893066406,1903700
2024-07-09 00:00:00+00:00,163.65107816592197,164.24614300450907,162.54030660922874,162.77833557128906,1492700
2024-07-10 00:00:00+00:00,162.78823409430484,164.81142713590748,162.57995687835805,164.5039825439453,847600
2024-07-11 00:00:00+00:00,165.09904783106097,169.36363847387994,164.70234805954928,167.9255828857422,1099900
2024-07-12 00:00:00+00:00,169.22479114799955,170.71243798301157,167.66771353011976,168.12393188476562,874100
2024-07-15 00:00:00+00:00,168.2032728756641,171.54551454952332,167.72721499824053,170.69259643554688,1259200
2024-07-16 00:00:00+00:00,171.6050165002437,175.58198684276329,171.08929470410777,174.5604705810547,1505500
2024-07-17 00:00:00+00:00,174.35220968832505,175.90927215163006,173.4497003222329,173.5885467529297,1060200
2024-07-18 00:00:00+00:00,172.71580344050082,174.0745312676707,170.157064024412,170.31573486328125,1031400
2024-07-19 00:00:00+00:00,171.59511877651266,171.59511877651266,167.7272276789331,167.76690673828125,887000
2024-07-22 00:00:00+00:00,169.42314141700066,171.68436340069778,168.11400493532008,171.54551696777344,782700
2024-07-23 00:00:00+00:00,170.74217950496907,172.00170952082158,170.29588850776247,170.45455932617188,814100
2024-07-24 00:00:00+00:00,169.73058438439503,169.81983956189364,165.5056728517419,165.57508850097656,925000
2024-07-25 00:00:00+00:00,165.91227515147654,170.19670501935428,165.1882913098387,167.1321563720703,725700
2024-07-26 00:00:00+00:00,169.21488232323165,172.59680346330265,168.53056228298604,170.85130310058594,864600
2024-07-29 00:00:00+00:00,170.7521099037516,171.79346576365637,170.14713289052136,170.4843292236328,882800
2024-07-30 00:00:00+00:00,171.30749379948904,173.13235215059092,169.55208136687924,170.93063354492188,878300
2024-07-31 00:00:00+00:00,173.11247996758402,174.52078360710135,171.69424899881466,172.05128479003906,1143800
2024-08-01 00:00:00+00:00,163.64115707509936,165.62468625176723,155.25082199921854,157.8195037841797,4505900
2024-08-02 00:00:00+00:00,156.3516531926482,156.3516531926482,149.2208797961437,151.4821014404297,4082200
2024-08-05 00:00:00+00:00,149.26058034099037,155.35992690632463,147.80268508980026,153.41607666015625,3114100
2024-08-06 00:00:00+00:00,153.9317824665414,158.29554043336088,153.84251215586417,155.68719482421875,1820500
2024-08-07 00:00:00+00:00,156.9963319953333,158.9302698498766,154.95329943447592,155.53843688964844,2319300
2024-08-08 00:00:00+00:00,156.40127073880566,158.0079396437895,154.80452916479106,157.54180908203125,1666800
2024-08-09 00:00:00+00:00,157.51203622651926,159.56498075593842,155.68717814877232,158.20626831054688,1812800
2024-08-12 00:00:00+00:00,159.4559052023602,161.23117224439002,158.62282660152704,159.43606567382812,2157300
2024-08-13 00:00:00+00:00,159.30715943075631,160.84438252074094,157.56164397406027,159.98155212402344,1282200
2024-08-14 00:00:00+00:00,159.83277444687894,161.61795361812352,159.4459868875364,160.15013122558594,1008100
2024-08-15 00:00:00+00:00,162.48077367036822,164.95027262935605,161.1220611996524,161.80636596679688,879900
2024-08-16 00:00:00+00:00,161.1617515089966,162.1931800600782,160.4080158421726,161.35018920898438,1039500
2024-08-19 00:00:00+00:00,161.60803698481666,163.4527197283515,161.37993536629202,163.31387329101562,938900
2024-08-20 00:00:00+00:00,163.4824645489024,164.49406862568554,163.03617352868594,163.50230407714844,1031500
2024-08-21 00:00:00+00:00,163.5320544295189,165.44616786134517,163.2940254919437,164.52381896972656,791400
2024-08-22 00:00:00+00:00,164.5833437119445,165.99164772524767,163.6015063753254,163.85935974121094,1060800
2024-08-23 00:00:00+00:00,164.55356432229334,166.5271811287958,164.14693724460622,166.01145935058594,999300
2024-08-26 00:00:00+00:00,166.79496106178442,168.18344056415987,165.47592747756138,166.93382263183594,635100
2024-08-27 00:00:00+00:00,166.68587370343843,167.08257346666818,165.81311606458186,166.5966033935547,686300
2024-08-28 00:00:00+00:00,167.60821096464258,169.45289365514063,166.12056412176113,167.2015838623047,831500
2024-08-29 00:00:00+00:00,168.371879750316,169.4628117263647,167.34043609561797,167.98509216308594,856300
2024-08-30 00:00:00+00:00,168.57021938947415,169.95868368658182,167.50902407208582,169.64132690429688,1235600
2024-09-03 00:00:00+00:00,168.8578310043601,169.70083694592526,164.60316763838327,165.30731201171875,1152600
2024-09-04 00:00:00+00:00,164.8411841307034,166.81478579963073,163.89899574961967,166.1106414794922,1107300
2024-09-05 00:00:00+00:00,165.5056652206559,166.33874377181684,163.11550913478015,163.78990173339844,1002100
2024-09-06 00:00:00+00:00,164.0676103723277,165.61477585881732,161.87581908277264,162.2923583984375,835900
2024-09-09 00:00:00+00:00,163.82958449579885,164.1370290776048,162.1535000253075,162.94691467285156,1321600
2024-09-10 00:00:00+00:00,163.88906379920346,163.88906379920346,161.98487800552942,163.5816192626953,797900
2024-09-11 00:00:00+00:00,163.4725353687384,164.15685525743748,160.91378128335782,163.89898681640625,1553400
2024-09-12 00:00:00+00:00,163.8295976789246,166.45776783145325,162.54030066455837,165.51559448242188,1106500
2024-09-13 00:00:00+00:00,166.25939687152288,167.68754014444934,165.72385071073796,166.13046264648438,920600
2024-09-16 00:00:00+00:00,167.53120488961693,168.42528139825683,166.3092962855521,167.2431182861328,839600
2024-09-17 00:00:00+00:00,167.79944609437698,169.75649485686768,167.1636546033142,167.46168518066406,853100
2024-09-18 00:00:00+00:00,168.3855412903228,170.42206561785704,166.9848083707616,168.3159942626953,1211400
2024-09-19 00:00:00+00:00,171.5645156905977,171.5645156905977,168.8127238558354,171.1174774169922,866200
2024-09-20 00:00:00+00:00,170.14391706505188,170.26312322350145,168.90213571965657,169.97503662109375,1237500
2024-09-23 00:00:00+00:00,170.38232459193225,171.61417710897982,169.34916921133285,169.965087890625,641800
2024-09-24 00:00:00+00:00,170.56114907320276,170.56114907320276,168.70344908244394,169.418701171875,1408900
2024-09-25 00:00:00+00:00,170.60087847279073,171.6241050549001,169.79620661292444,170.12403869628906,1672400
2024-09-26 00:00:00+00:00,171.86253629696512,172.35924882961532,169.6571314393212,170.8393096923828,1789000
2024-09-27 00:00:00+00:00,171.42544355479242,172.72682809185105,170.18366210210823,170.9386749267578,1183400
2024-09-30 00:00:00+00:00,170.5710802178792,171.1671413188286,168.38554811183712,170.58102416992188,1017900
2024-10-01 00:00:00+00:00,170.79956937782845,171.13734543070058,167.86896837806088,167.98818969726562,1869900
2024-10-02 00:00:00+00:00,167.35240118291037,168.26635046773018,166.19008046141016,167.09410095214844,2644500
2024-10-03 00:00:00+00:00,166.48810810177915,168.12726860428452,165.07744628531222,167.98818969726562,2126000
2024-10-04 00:00:00+00:00,169.68694117848088,169.80614734136907,167.66036061706046,168.99154663085938,718400
2024-10-07 00:00:00+00:00,165.1469919248809,166.60732801549182,164.30257453752003,165.44500732421875,1891200
2024-10-08 00:00:00+00:00,166.04107977115282,166.66694246940148,165.16686078419784,165.82252502441406,1127400
2024-10-09 00:00:00+00:00,166.58744683047104,167.9683070251529,166.20001167249447,167.71002197265625,887600
2024-10-10 00:00:00+00:00,166.52785081011044,168.03784601579397,165.85231387412466,167.78948974609375,793700
2024-10-11 00:00:00+00:00,167.92858431063755,170.4518927348378,167.92858431063755,169.26971435546875,1171300
2024-10-14 00:00:00+00:00,169.62733968978333,170.58103447723644,169.10082558746436,170.44195556640625,2034200
2024-10-15 00:00:00+00:00,170.82939613800738,171.98175779612262,167.9285813491085,168.266357421875,1160600
2024-10-16 00:00:00+00:00,168.26634515019282,169.25977023166337,167.69015678392424,168.59417724609375,1505400
2024-10-17 00:00:00+00:00,169.5180716711167,169.7962295081212,167.52129252152045,168.5643768310547,1223200
2024-10-18 00:00:00+00:00,169.09089618599907,169.60746633381922,167.69016313008416,168.2862091064453,719100
2024-10-21 00:00:00+00:00,168.8226635956374,169.51805813261117,167.6504140974839,168.24647521972656,858600
2024-10-22 00:00:00+00:00,167.31266429679513,167.7597025888886,165.99140700969934,167.27293395996094,678200
2024-10-23 00:00:00+00:00,166.4682493897533,167.5312063522626,164.79928735833377,165.57415771484375,772200
2024-10-24 00:00:00+00:00,165.71322472056085,166.48809502142507,164.33236455276818,165.4847412109375,1096700
2024-10-25 00:00:00+00:00,166.7265492229335,167.0841828928806,165.41522071363912,165.86227416992188,603900
2024-10-28 00:00:00+00:00,167.35239152897393,167.91863592824086,166.66692581528497,166.94508361816406,1044800
2024-10-29 00:00:00+00:00,166.27950131706322,167.21332335454784,164.65028472777018,166.38877868652344,915600
2024-10-30 00:00:00+00:00,166.01128534829064,167.849128026916,165.5543030877496,167.79945373535156,1557600
2024-10-31 00:00:00+00:00,178.43899451260745,182.95908131616883,177.52504532720113,182.13453674316406,2562000
2024-11-01 00:00:00+00:00,181.40937641554277,182.27365148901106,176.78995529798163,177.25685119628906,1962500
2024-11-04 00:00:00+00:00,178.49861780288347,179.81987502792657,177.43566080975913,178.73704528808594,959800
2024-11-05 00:00:00+00:00,178.58803569715803,181.08152725822575,178.39928250150822,180.8232421875,1227600
2024-11-06 00:00:00+00:00,187.44937685351036,190.9362933543989,186.23739706855946,189.06866455078125,2384100
2024-11-07 00:00:00+00:00,189.23755528230393,189.92300587734465,187.5089901281811,187.70767211914062,832300
2024-11-08 00:00:00+00:00,187.88649436532603,190.19123271923792,187.5189167698826,189.6647186279297,832900
2024-11-11 00:00:00+00:00,190.74756493075526,191.77079166193218,189.10841943359833,190.3104705810547,1228500
2024-11-12 00:00:00+00:00,190.7773521534424,192.99270107095086,189.42629339255527,192.72447204589844,1867600
2024-11-13 00:00:00+00:00,192.28736053776487,195.4067147552752,191.14492773254344,194.1351318359375,1429700
2024-11-14 00:00:00+00:00,192.63505638343193,194.1450515555278,190.747539680617,192.47610473632812,1122300
2024-11-15 00:00:00+00:00,192.02906527917392,193.36025120871452,191.19459187484668,191.83038330078125,2148700
2024-11-18 00:00:00+00:00,192.01914155285635,192.048958253296,190.85683594044568,191.969482421875,818800
2024-11-19 00:00:00+00:00,189.84353505062725,192.22774913150866,189.74418648123077,192.18801879882812,1321000
2024-11-20 00:00:00+00:00,192.7840644566493,192.7840644566493,190.04221675181668,192.05886840820312,1003300
2024-11-21 00:00:00+00:00,193.16157192935074,194.6815110650645,191.74096620498966,194.47288513183594,1136300
2024-11-22 00:00:00+00:00,194.66165429091765,196.5292984157601,193.30066669185868,196.08226013183594,1052800
2024-11-25 00:00:00+00:00,196.6981783271933,197.02601044342103,194.96961312121005,195.82395935058594,1526500
2024-11-26 00:00:00+00:00,195.85374432491912,195.85374432491912,193.9066396979545,195.724609375,1285000
2024-11-27 00:00:00+00:00,195.9829049522645,196.08225352688547,193.77749999016436,193.81724548339844,748500
2024-11-29 00:00:00+00:00,194.16494679752284,194.73120642151474,193.10198974609375,193.10198974609375,1098700
2024-12-02 00:00:00+00:00,194.1649383277719,195.10868916812552,193.09203737000854,194.2742156982422,1093100
2024-12-03 00:00:00+00:00,194.16492307589652,194.61196131689977,192.04893802622428,193.0522918701172,1717900
2024-12-04 00:00:00+00:00,192.68474006816172,194.22453685440124,192.16815476910426,193.7178955078125,890900
2024-12-05 00:00:00+00:00,193.7179089291998,194.860341815909,192.45625471385478,192.68475341796875,1390700
2024-12-06 00:00:00+00:00,192.72453060695855,194.37600399416638,190.15778665320119,190.55572509765625,995700
2024-12-09 00:00:00+00:00,190.4164348331678,191.62022361021135,188.53614770103573,188.91419982910156,1027900
2024-12-10 00:00:00+00:00,189.03360236154353,189.8493959668338,186.66584263721987,187.630859375,1044300
2024-12-11 00:00:00+00:00,189.44148692206593,189.98866367313508,187.28263972273746,187.69053649902344,662600
2024-12-12 00:00:00+00:00,188.04867609455374,188.944045139637,187.28262868819186,187.48159790039062,774300
2024-12-13 00:00:00+00:00,187.82980010021222,188.62569210689844,186.23801608683976,186.41709899902344,827100
2024-12-16 00:00:00+00:00,189.48129715971336,190.07820485442713,188.0984405067811,188.40684509277344,1122400
2024-12-17 00:00:00+00:00,188.80478094758743,189.46139306504287,185.36256926585875,185.7505645751953,1217200
2024-12-18 00:00:00+00:00,186.3176311914028,186.79516038576415,179.70180932945166,179.8311309814453,962400
2024-12-19 00:00:00+00:00,181.42290966421263,182.10936639911256,180.10968544433814,181.1741943359375,1423200
2024-12-20 00:00:00+00:00,181.18413689656182,183.5021655702141,180.45789239085977,182.4177703857422,2334800
2024-12-23 00:00:00+00:00,181.6417731987831,182.18894993546908,180.8359379958358,181.1343994140625,915500
2024-12-24 00:00:00+00:00,180.83593507600344,183.10421752929688,180.21911077352675,183.10421752929688,348900
2024-12-26 00:00:00+00:00,182.56698188269408,183.38277539141626,181.86063889868137,182.77590942382812,594000
2024-12-27 00:00:00+00:00,181.5422957980927,182.89530784801994,180.50764666832697,181.512451171875,524000
2024-12-30 00:00:00+00:00,179.87092276854963,180.5772657775491,178.3388278937102,179.8112335205078,601800
2024-12-31 00:00:00+00:00,179.89082954369255,180.76629717472508,178.92581285758104,179.3336944580078,589400
2025-01-02 00:00:00+00:00,181.02497142363248,181.02497142363248,176.99578006476995,177.4136199951172,713800
2025-01-03 00:00:00+00:00,177.6026399345045,179.24415497415347,176.65752475469515,178.64724731445312,540500
2025-01-06 00:00:00+00:00,179.57245867124115,180.7364445318415,177.90109902946986,178.50794982910156,1730800
2025-01-07 00:00:00+00:00,178.83625267595954,179.69183395741348,177.05545771941016,177.77175903320312,480900
2025-01-08 00:00:00+00:00,176.44859436762297,177.65238317627495,175.35424090521207,177.53298950195312,645500
2025-01-10 00:00:00+00:00,175.334361065852,176.79680839202393,174.45887826368684,175.24481201171875,1430900
2025-01-13 00:00:00+00:00,173.59333676635748,175.8019298513198,173.21528465151866,175.59300231933594,1007300
2025-01-14 00:00:00+00:00,176.9858088238685,179.54260950158402,176.11034125384134,178.22938537597656,735000
2025-01-15 00:00:00+00:00,180.90558712421765,180.90558712421765,178.24930909902398,179.13473510742188,683200
2025-01-16 00:00:00+00:00,181.06475957958097,181.98997331722438,179.28396450264304,179.9306182861328,1698900
2025-01-17 00:00:00+00:00,183.55191627278592,183.55191627278592,179.15463099456306,179.80128479003906,2612900
2025-01-21 00:00:00+00:00,181.27369000818535,184.1388803220842,179.91071966049876,183.75088500976562,2766000
2025-01-22 00:00:00+00:00,185.23323492776925,188.02879285833674,184.04934750683756,187.73033142089844,1832800
