"('date', '')","('open', 'ACNB')","('high', 'ACNB')","('low', 'ACNB')","('close', 'ACNB')","('volume', 'ACNB')"
2024-01-02 00:00:00+00:00,41.58886174096807,44.358302140807844,41.03119276885153,43.87624740600586,45500
2024-01-03 00:00:00+00:00,43.79118183169534,44.41501460062784,41.730642527051614,41.79680633544922,33000
2024-01-04 00:00:00+00:00,42.222139702172214,42.893235355328976,42.061457214315915,42.50570297241211,14700
2024-01-05 00:00:00+00:00,42.04255075211629,43.41309327221238,41.74953706947366,42.193782806396484,34800
2024-01-08 00:00:00+00:00,42.63803388295313,43.479262515588744,41.58885979751967,42.59077453613281,24900
2024-01-09 00:00:00+00:00,41.94803904220132,43.781728455820385,41.239137993880846,41.49434280395508,10800
2024-01-10 00:00:00+00:00,40.690913376567835,40.983927064157925,40.50187240411154,40.83269500732422,14000
2024-01-11 00:00:00+00:00,40.3506350846907,41.30529024854202,39.00845120604815,41.27693176269531,26800
2024-01-12 00:00:00+00:00,41.60776368149097,42.023650975673384,40.23722100872901,41.83460998535156,11200
2024-01-16 00:00:00+00:00,40.97447255000444,40.97447255000444,38.72489618179587,38.80051040649414,37300
2024-01-17 00:00:00+00:00,38.2806551644509,42.06146061279173,38.23339581747805,41.31475067138672,57400
2024-01-18 00:00:00+00:00,41.41871804958152,41.92912758455431,41.11625394122504,41.569950103759766,35400
2024-01-19 00:00:00+00:00,41.8440585908418,42.36391854255869,41.43762177634432,42.33556365966797,25700
2024-01-22 00:00:00+00:00,42.534055979593546,44.00857121825583,42.534055979593546,43.84788513183594,10700
2024-01-23 00:00:00+00:00,44.41500999876569,44.41500999876569,43.725009887269714,43.75336837768555,11400
2024-01-24 00:00:00+00:00,44.32994209044568,44.42446077749678,43.47925948435855,44.103092193603516,24500
2024-01-25 00:00:00+00:00,44.32994321142449,44.32994321142449,43.23350982788472,43.71556091308594,23700
2024-01-26 00:00:00+00:00,44.33939900250509,44.41501684773219,43.49817030546886,44.08419418334961,7300
2024-01-29 00:00:00+00:00,43.7817239429723,43.85734177771421,42.20323950213145,43.2335090637207,37200
2024-01-30 00:00:00+00:00,42.63803290127496,42.63803290127496,40.482975006103516,40.482975006103516,12200
2024-01-31 00:00:00+00:00,40.445163668783906,41.106805286442444,36.777781689877884,36.891204833984375,46200
2024-02-01 00:00:00+00:00,36.59819783920567,37.52449473998983,35.77587005934401,36.81559371948242,44700
2024-02-02 00:00:00+00:00,36.03107517905152,36.135047906553446,33.942181018782655,34.102867126464844,38200
2024-02-05 00:00:00+00:00,33.61135728281977,36.31462979165206,33.460125229139244,34.868473052978516,28800
2024-02-06 00:00:00+00:00,34.58491044946611,34.59436087453932,33.33724521173887,34.320255279541016,20200
2024-02-07 00:00:00+00:00,33.80985172386146,34.89683108087158,32.60944561212751,34.169029235839844,13800
2024-02-08 00:00:00+00:00,34.169029751314184,34.31080778837251,33.91382495782086,34.083961486816406,12900
2024-02-09 00:00:00+00:00,34.093412436763565,35.426146197238,34.093412436763565,35.0291633605957,9800
2024-02-12 00:00:00+00:00,36.333537541186644,37.32600181440062,36.333537541186644,36.41860580444336,17900
2024-02-13 00:00:00+00:00,35.170940426606755,35.170940426606755,33.68697463528548,34.5471076965332,24500
2024-02-14 00:00:00+00:00,35.16148497588824,35.728604247412086,34.10286065307075,35.15203094482422,17200
2024-02-15 00:00:00+00:00,35.16148529281148,37.51503425707086,35.16148529281148,37.240928649902344,13500
2024-02-16 00:00:00+00:00,37.108600130901195,37.108600130901195,35.397788146405425,35.75696563720703,8300
2024-02-20 00:00:00+00:00,35.18984571166202,35.18984571166202,34.83066819026367,34.84012222290039,6100
2024-02-21 00:00:00+00:00,34.84012297317438,34.84012297317438,34.29190444946289,34.29190444946289,10400
2024-02-22 00:00:00+00:00,34.12176402950102,34.12176402950102,33.47902688451665,33.88546371459961,25700
2024-02-23 00:00:00+00:00,33.53574139627187,33.9327278137207,33.53574139627187,33.9327278137207,3200
2024-02-26 00:00:00+00:00,33.55464794916282,34.547108646246095,33.261634232415304,33.99889373779297,5000
2024-02-27 00:00:00+00:00,34.47149355539953,34.93464018654092,34.3297119140625,34.3297119140625,4900
2024-02-28 00:00:00+00:00,34.178474355113536,34.6888838551404,33.55464172363281,33.55464172363281,6300
2024-02-29 00:00:00+00:00,34.374447677370135,34.52696864724809,33.135210706176636,33.592777252197266,19600
2024-03-01 00:00:00+00:00,33.96454966086121,34.14566719100149,33.20194474923493,34.088470458984375,9500
2024-03-04 00:00:00+00:00,34.28865550701948,34.28865550701948,33.25913619995117,33.25913619995117,3400
2024-03-05 00:00:00+00:00,33.28773371886801,33.92641781944285,33.28773371886801,33.74530029296875,10300
2024-03-06 00:00:00+00:00,34.12659946193162,34.12659946193162,32.74437610129244,33.36399459838867,7800
2024-03-07 00:00:00+00:00,33.39259236762919,33.65950680693688,33.21147484227398,33.459320068359375,5600
2024-03-08 00:00:00+00:00,33.91688554785253,33.91688554785253,33.4021258990295,33.79296112060547,5000
2024-03-11 00:00:00+00:00,33.36399144079383,33.36399144079383,32.99222183227539,32.99222183227539,6200
2024-03-12 00:00:00+00:00,32.601389330735564,32.63952048253677,32.48699951171875,32.48699951171875,5300
2024-03-13 00:00:00+00:00,32.80156979206371,33.6976299691973,32.782504217692384,33.2781982421875,13100
2024-03-14 00:00:00+00:00,33.221001997819215,33.48791640647784,32.41073507548667,32.47746276855469,15600
