"('date', '')","('open', 'BCX')","('high', 'BCX')","('low', 'BCX')","('close', 'BCX')","('volume', 'BCX')"
2024-02-28 00:00:00+00:00,7.280121965255051,7.32419066704068,7.2713080567898105,7.3153767585754395,393300
2024-02-29 00:00:00+00:00,7.359446847082499,7.368259916667789,7.306564226867095,7.324192047119141,434300
2024-03-01 00:00:00+00:00,7.341817131384373,7.456395411819654,7.341817131384373,7.429954528808594,499200
2024-03-04 00:00:00+00:00,7.438769243949157,7.438769243949157,7.350632667541504,7.350632667541504,1077200
2024-03-05 00:00:00+00:00,7.315376656970917,7.403513218777457,7.315376656970917,7.377072334289551,1477500
2024-03-06 00:00:00+00:00,7.482837938618637,7.6414849526167155,7.438769230225759,7.562161445617676,554800
2024-03-07 00:00:00+00:00,7.623857023639265,7.685553550720215,7.623857023639265,7.685553550720215,330700
2024-03-08 00:00:00+00:00,7.703179246532886,7.7208070629174355,7.6591105461120605,7.6591105461120605,179800
2024-03-11 00:00:00+00:00,7.641484104915019,7.71199369430542,7.6326701961060675,7.71199369430542,163500
2024-03-12 00:00:00+00:00,7.685552071190755,7.7472477458541125,7.685552071190755,7.738433837890625,243700
2024-03-13 00:00:00+00:00,7.756061521082499,7.905894591735472,7.738433705457202,7.870639801025391,411500
2024-03-14 00:00:00+00:00,7.925605983514275,7.925605983514275,7.8192221070435215,7.8546833992004395,258600
2024-03-15 00:00:00+00:00,7.819220016140122,7.899008113523375,7.819220016140122,7.845816612243652,172900
2024-03-18 00:00:00+00:00,7.872413312555099,7.934470353355449,7.872413312555099,7.925604820251465,161900
2024-03-19 00:00:00+00:00,7.8901427418636585,7.934469557473525,7.872412522897923,7.899008274078369,223600
2024-03-20 00:00:00+00:00,7.8369533830136096,7.952202796936035,7.819222313734505,7.952202796936035,187400
2024-03-21 00:00:00+00:00,7.952202290779796,8.023124872454169,7.952202290779796,8.014259338378906,250600
2024-03-22 00:00:00+00:00,7.9699314842599,7.996528083051104,7.863547625486347,7.872413158416748,333800
2024-03-25 00:00:00+00:00,7.845819602856598,7.952203491430357,7.845819602856598,7.881280899047852,298400
2024-03-26 00:00:00+00:00,7.899008629209327,7.934469914198784,7.801490306854248,7.801490306854248,354500
2024-03-27 00:00:00+00:00,7.783760260739005,7.943336486816406,7.766030038654757,7.943336486816406,316900
2024-03-28 00:00:00+00:00,7.978797236024943,8.058585343659397,7.978797236024943,8.04971981048584,504200
2024-04-01 00:00:00+00:00,8.040852344571793,8.120640433027972,8.01425659690759,8.09404468536377,346600
2024-04-02 00:00:00+00:00,8.094045435927626,8.227025032043457,8.094045435927626,8.227025032043457,354400
2024-04-03 00:00:00+00:00,8.271353544378782,8.315680367340871,8.244757788787059,8.280219078063965,224800
2024-04-04 00:00:00+00:00,8.306814833655688,8.386602945894683,8.271353544378782,8.280219078063965,281100
2024-04-05 00:00:00+00:00,8.280219482382332,8.386603355407715,8.253623725491954,8.386603355407715,218700
2024-04-08 00:00:00+00:00,8.386603442124345,8.404333665079971,8.29794979095459,8.29794979095459,319800
2024-04-09 00:00:00+00:00,8.297948660723375,8.360006546275091,8.289083973184924,8.306814193725586,249500
2024-04-10 00:00:00+00:00,8.35114101327288,8.35114101327288,8.253622686639842,8.306814193725586,183200
2024-04-11 00:00:00+00:00,8.342275126404784,8.342275126404784,8.253622336534466,8.324544906616211,155600
2024-04-12 00:00:00+00:00,8.31741499887641,8.379817626572946,8.14803607362637,8.183694839477539,369200
2024-04-15 00:00:00+00:00,8.255010158609455,8.272839111670368,8.049971672292177,8.067801475524902,389300
2024-04-16 00:00:00+00:00,8.041058495420451,8.058887450420501,7.942996267318506,8.032143592834473,350000
2024-04-17 00:00:00+00:00,8.023228810562921,8.139119995402794,8.023228810562921,8.076717376708984,175700
2024-04-18 00:00:00+00:00,8.121289310982378,8.156948067829706,8.094545455889838,8.112375259399414,151300
2024-04-19 00:00:00+00:00,8.067800605765928,8.17477686311414,8.032141853316526,8.103459358215332,204500
2024-04-22 00:00:00+00:00,8.094544541015834,8.174776947397127,8.023227035381735,8.139118194580078,179100
2024-04-23 00:00:00+00:00,8.085628740302672,8.148032188415527,8.058884891209525,8.148032188415527,123800
2024-04-24 00:00:00+00:00,8.094544541015834,8.139118194580078,8.076715589693174,8.139118194580078,118800
2024-04-25 00:00:00+00:00,8.085628740302672,8.15694623799882,8.067799790964452,8.148032188415527,108500
2024-04-26 00:00:00+00:00,8.165863239249637,8.272839513324348,8.165863239249637,8.246095657348633,153500
2024-04-29 00:00:00+00:00,8.246095767732408,8.32632818690541,8.246095767732408,8.30849838256836,128500
2024-04-30 00:00:00+00:00,8.308497227009228,8.308497227009228,8.201520966380944,8.21043586730957,263900
2024-05-01 00:00:00+00:00,8.15694908791403,8.255011319136429,8.139120132346642,8.165863990783691,194200
2024-05-02 00:00:00+00:00,8.201523797317103,8.237182563168272,8.165865031465936,8.183694839477539,93600
2024-05-03 00:00:00+00:00,8.21043586730957,8.263924422709586,8.183692014695435,8.21043586730957,95600
2024-05-06 00:00:00+00:00,8.263927486044027,8.335245019566068,8.255012581810757,8.290671348571777,221100
2024-05-07 00:00:00+00:00,8.299583551301518,8.370901061609802,8.299583551301518,8.36198616027832,153500
2024-05-08 00:00:00+00:00,8.335244178771973,8.344158231934003,8.272840705605915,8.335244178771973,165000
2024-05-09 00:00:00+00:00,8.36198725357236,8.460048630524412,8.36198725357236,8.451133728027344,323200
2024-05-10 00:00:00+00:00,8.47787933463047,8.504623194786067,8.388732000549172,8.3976469039917,187000
2024-05-13 00:00:00+00:00,8.406559932760857,8.45113273968973,8.406559932760857,8.424388885498047,375500
2024-05-14 00:00:00+00:00,8.40825379136661,8.435145621368473,8.35446927648702,8.381361961364746,332100
2024-05-15 00:00:00+00:00,8.399290729476395,8.408254959013824,8.318614373391485,8.390326499938965,412800
2024-05-16 00:00:00+00:00,8.381362149214914,8.426181581930596,8.336541861623349,8.417218208312988,243600
2024-05-17 00:00:00+00:00,8.426181338762921,8.47996585329583,8.399289508934395,8.471001625061035,260000
2024-05-20 00:00:00+00:00,8.48892931835297,8.533749600621618,8.46203663606631,8.506856918334961,242100
2024-05-21 00:00:00+00:00,8.488930433301299,8.578570154736228,8.479966204695037,8.56960678100586,238400
2024-05-22 00:00:00+00:00,8.587536584877807,8.587536584877807,8.462039916845004,8.488932609558105,298400
2024-05-23 00:00:00+00:00,8.506859833935522,8.506859833935522,8.327579498291016,8.327579498291016,151100
2024-05-24 00:00:00+00:00,8.390325334781458,8.444109849661048,8.35446927648702,8.381361961364746,104100
2024-05-28 00:00:00+00:00,8.426182102739556,8.506858454415672,8.417218728567937,8.43514633178711,153800
2024-05-29 00:00:00+00:00,8.426181010477066,8.426181010477066,8.309649467468262,8.309649467468262,174500
2024-05-30 00:00:00+00:00,8.309649844775867,8.399289563074033,8.309649844775867,8.381361961364746,140400
2024-05-31 00:00:00+00:00,8.4441114604074,8.4441114604074,8.345507495007578,8.37239933013916,278900
2024-06-03 00:00:00+00:00,8.390326752281101,8.390326752281101,8.264830954486671,8.336543083190918,151900
2024-06-04 00:00:00+00:00,8.282756542388878,8.282756542388878,8.139332319903913,8.184152603149414,208200
2024-06-05 00:00:00+00:00,8.202079015794153,8.237935066223145,8.130366914936168,8.237935066223145,190500
2024-06-06 00:00:00+00:00,8.24690043900447,8.30068494956273,8.211044383590894,8.273792266845703,114500
2024-06-07 00:00:00+00:00,8.24690274801157,8.24690274801157,8.166226387023926,8.166226387023926,134300
2024-06-10 00:00:00+00:00,8.193118614596115,8.228974678024011,8.175190155444174,8.21104621887207,123400
2024-06-11 00:00:00+00:00,8.220008970741228,8.220008970741228,8.157261084741561,8.193117141723633,155000
2024-06-12 00:00:00+00:00,8.228973656290236,8.282757317316149,8.130368852949598,8.148297309875488,135900
2024-06-13 00:00:00+00:00,8.121405436538748,8.166224868865385,8.031764862133725,8.058656692504883,179700
2024-06-14 00:00:00+00:00,8.069476207065234,8.078492588154276,7.979314975723102,7.997346878051758,159800
2024-06-17 00:00:00+00:00,7.97029859463406,8.006363259140798,7.934233930127322,7.997346878051758,126700
2024-06-18 00:00:00+00:00,7.988331879949135,8.132591422800568,7.988331879949135,8.03341293334961,203000
2024-06-20 00:00:00+00:00,8.006362234105953,8.105539833839664,8.006362234105953,8.069475173950195,337300
2024-06-21 00:00:00+00:00,8.08750810375972,8.08750810375972,7.988329642092689,8.042427062988281,207000
2024-06-24 00:00:00+00:00,8.105542600911837,8.267834055742204,8.096526217899125,8.258817672729492,269100
2024-06-25 00:00:00+00:00,8.24980128971678,8.276850438754915,8.195704711339731,8.258817672729492,206300
2024-06-26 00:00:00+00:00,8.231768089510595,8.276849137637821,8.231768089510595,8.26783275604248,190200
2024-06-27 00:00:00+00:00,8.294882250511527,8.330946922302246,8.294882250511527,8.330946922302246,166100
2024-06-28 00:00:00+00:00,8.37602692812828,8.421107977183873,8.267832926304548,8.28586483001709,207100
2024-07-01 00:00:00+00:00,8.339959828921359,8.376024485679482,8.312911551315077,8.321927070617676,212900
2024-07-02 00:00:00+00:00,8.312915016331687,8.339963305212326,8.303898633421607,8.330946922302246,119800
2024-07-03 00:00:00+00:00,8.339962869053053,8.439140496328385,8.312914581586973,8.412092208862305,111800
2024-07-05 00:00:00+00:00,8.42110859130085,8.439140496328385,8.403075826423759,8.412092208862305,92200
2024-07-08 00:00:00+00:00,8.412092032923852,8.439140319824219,8.403075650673884,8.439140319824219,156600
2024-07-09 00:00:00+00:00,8.403075218200684,8.457172649066774,8.403075218200684,8.403075218200684,168900
2024-07-10 00:00:00+00:00,8.403076088352456,8.457173524820421,8.394060565482448,8.43012523651123,172000
2024-07-11 00:00:00+00:00,8.439140319824219,8.475204988974554,8.430124797423789,8.439140319824219,182900
2024-07-12 00:00:00+00:00,8.475203341269241,8.49323610226334,8.457171440124512,8.457171440124512,148500
2024-07-15 00:00:00+00:00,8.486184884961538,8.549650533146899,8.431786746108745,8.513384819030762,165500
2024-07-16 00:00:00+00:00,8.495253086146798,8.558717881317316,8.47712065808793,8.549652099609375,158600
2024-07-17 00:00:00+00:00,8.504317009433565,8.594980849983509,8.504317009433565,8.531516075134277,201800
2024-07-18 00:00:00+00:00,8.50431768487107,8.531516752732012,8.458985328674316,8.458985328674316,251000
2024-07-19 00:00:00+00:00,8.404587468418002,8.47711889485296,8.359255110735454,8.43178653717041,81500
2024-07-22 00:00:00+00:00,8.413653373718262,8.440853307519125,8.395520949160506,8.413653373718262,246600
2024-07-23 00:00:00+00:00,8.4499188113031,8.4499188113031,8.32298924961886,8.341121673583984,158600
2024-07-24 00:00:00+00:00,8.359255367187675,8.404587726260967,8.268590649041087,8.29578971862793,225300
2024-07-25 00:00:00+00:00,8.259523208296152,8.404586916278916,8.250457429069463,8.386453628540039,185100
2024-07-26 00:00:00+00:00,8.386453631507363,8.504317407923516,8.377386987634717,8.486184120178223,252700
2024-07-29 00:00:00+00:00,8.458985732076881,8.458985732076881,8.386454304560218,8.413653373718262,189600
2024-07-30 00:00:00+00:00,8.413653795063308,8.477119445800781,8.404588014651837,8.477119445800781,106300
2024-07-31 00:00:00+00:00,8.56778335571289,8.631249006845163,8.495251924112752,8.56778335571289,237000
2024-08-01 00:00:00+00:00,8.576849517952162,8.576849517952162,8.359255235402173,8.413653373718262,180000
2024-08-02 00:00:00+00:00,8.341121113873498,8.35018775756906,8.141659275784788,8.19605827331543,156500
2024-08-05 00:00:00+00:00,8.069129063515389,8.078195708568296,7.887800485671544,7.960331916809082,349300
2024-08-06 00:00:00+00:00,7.924065804682474,7.9965972321901955,7.896866735527784,7.905933380126953,304700
2024-08-07 00:00:00+00:00,7.987531109766327,8.014730177754851,7.924065464936064,7.942198753356934,276100
2024-08-08 00:00:00+00:00,7.969397882593807,8.060062596109391,7.969397882593807,8.032862663269043,211200
2024-08-09 00:00:00+00:00,8.023797494606553,8.096328925084837,7.978465134396912,8.06912899017334,114400
2024-08-12 00:00:00+00:00,8.087262153625488,8.123527868297417,8.050996438953561,8.087262153625488,207200
2024-08-13 00:00:00+00:00,8.06912858718375,8.15072665855735,8.06912858718375,8.114460945129395,146200
2024-08-14 00:00:00+00:00,8.096329193239429,8.1597939808492,8.096329193239429,8.141660690307617,150800
2024-08-15 00:00:00+00:00,8.20731955547013,8.289392890173453,8.189080650123227,8.2802734375,132200
2024-08-16 00:00:00+00:00,8.252915768688068,8.271153803957278,8.225558280944824,8.225558280944824,157900
2024-08-19 00:00:00+00:00,8.2073184987232,8.371465146994868,8.2073184987232,8.362345695495605,162800
2024-08-20 00:00:00+00:00,8.371465649962008,8.389703684377531,8.243795930338084,8.252915382385254,219100
2024-08-21 00:00:00+00:00,8.28027278539765,8.353226661682129,8.262034751165933,8.353226661682129,142800
2024-08-22 00:00:00+00:00,8.380583728815369,8.407942083313154,8.362345695495605,8.362345695495605,77500
2024-08-23 00:00:00+00:00,8.398822935713897,8.480896262819442,8.398822935713897,8.43529987335205,127900
2024-08-26 00:00:00+00:00,8.480896564426661,8.57208847692572,8.480896564426661,8.508254051208496,81200
2024-08-27 00:00:00+00:00,8.48089599609375,8.544730417533218,8.471776544551322,8.48089599609375,101200
2024-08-28 00:00:00+00:00,8.426182746887207,8.453541109924975,8.389705799182549,8.426182746887207,296800
2024-08-29 00:00:00+00:00,8.4444186441173,8.517372513509693,8.426179741929841,8.490015029907227,254500
2024-08-30 00:00:00+00:00,8.517373773444309,8.535611808650911,8.435300440817468,8.462657928466797,272800
2024-09-03 00:00:00+00:00,8.353226090884954,8.353226090884954,8.289391670917706,8.325868606567383,338400
2024-09-04 00:00:00+00:00,8.325869798982541,8.362346739856378,8.252915917234871,8.262035369873047,194900
2024-09-05 00:00:00+00:00,8.289392890173453,8.316750378514934,8.26203540183197,8.2802734375,169800
2024-09-06 00:00:00+00:00,8.252914116685721,8.27115214830419,8.179960250854492,8.179960250854492,247400
2024-09-09 00:00:00+00:00,8.207319375996759,8.280273256431311,8.198199923522726,8.225558280944824,227100
2024-09-10 00:00:00+00:00,8.189082003807398,8.189082003807398,8.116128109717993,8.152605056762695,285700
2024-09-11 00:00:00+00:00,8.13436656927145,8.18908155198013,8.097889624239338,8.143486022949219,522400
2024-09-12 00:00:00+00:00,8.143484450946703,8.234676361083984,8.116126095194597,8.234676361083984,145300
2024-09-13 00:00:00+00:00,8.25291529921067,8.389703599824369,8.25291529921067,8.353226661682129,271800
2024-09-16 00:00:00+00:00,8.391746729213683,8.42843192736047,8.355061531066895,8.355061531066895,182200
2024-09-17 00:00:00+00:00,8.382574894078655,8.419260087010649,8.364231860290662,8.400917053222656,198100
2024-09-18 00:00:00+00:00,8.382576830302153,8.474289396494084,8.3734053112897,8.39174747467041,147700
2024-09-19 00:00:00+00:00,8.455946537740376,8.547659096390344,8.455946537740376,8.520145416259766,255600
2024-09-20 00:00:00+00:00,8.529315460597278,8.529315460597278,8.419259884449154,8.437602043151855,170700
2024-09-23 00:00:00+00:00,8.446773702691992,8.59351447337143,8.446773702691992,8.584342956542969,203600
2024-09-24 00:00:00+00:00,8.62102846075473,8.712741883065659,8.602686301078952,8.703570365905762,235400
2024-09-25 00:00:00+00:00,8.6210298538208,8.676058091028136,8.602687691181128,8.6210298538208,195000
2024-09-26 00:00:00+00:00,8.538488602873583,8.712743079622616,8.538488602873583,8.65771484375,351900
2024-09-27 00:00:00+00:00,8.712741477918204,8.77694034576416,8.666884768895102,8.77694034576416,242000
2024-09-30 00:00:00+00:00,8.813627354795202,8.868655591894617,8.721914792488386,8.80445671081543,201900
2024-10-01 00:00:00+00:00,8.740256637416625,8.85948375126177,8.740256637416625,8.850312232971191,189900
2024-10-02 00:00:00+00:00,8.914512846405607,8.932855010112235,8.85031308682189,8.877827644348145,216800
2024-10-03 00:00:00+00:00,8.850310699285707,8.859482215986937,8.776940314963808,8.786111831665039,188000
2024-10-04 00:00:00+00:00,8.87782789102511,8.87782789102511,8.813628129657555,8.831971168518066,172000
2024-10-07 00:00:00+00:00,8.868652910289827,8.877824426140574,8.749425828161787,8.767768859863281,244900
2024-10-08 00:00:00+00:00,8.73108632823547,8.73108632823547,8.602687691181128,8.6210298538208,244400
2024-10-09 00:00:00+00:00,8.584343641232394,8.648543389508225,8.575172998316466,8.639371871948242,184000
2024-10-10 00:00:00+00:00,8.62102846075473,8.712741883065659,8.62102846075473,8.703570365905762,101200
2024-10-11 00:00:00+00:00,8.72191299465162,8.786111862497576,8.712741477918204,8.77694034576416,95800
2024-10-14 00:00:00+00:00,8.786113673567574,8.85031255464676,8.703571755240528,8.80445671081543,159500
2024-10-15 00:00:00+00:00,8.704867097979882,8.714088566966666,8.621876515321878,8.66798210144043,139100
2024-10-16 00:00:00+00:00,8.704866607998449,8.714088076466172,8.631096619071926,8.658761024475098,141900
2024-10-17 00:00:00+00:00,8.631097104900977,8.677203570427213,8.631097104900977,8.66798210144043,114500
2024-10-18 00:00:00+00:00,8.677203082002912,8.732531013401621,8.658761024475098,8.658761024475098,157400
2024-10-21 00:00:00+00:00,8.695645601180843,8.741751182489182,8.695645601180843,8.73253059387207,130600
2024-10-22 00:00:00+00:00,8.732529334796457,8.82474136352539,8.732529334796457,8.82474136352539,218200
2024-10-23 00:00:00+00:00,8.806300579254524,8.806300579254524,8.71408765782266,8.73253059387207,209700
2024-10-24 00:00:00+00:00,8.797078938040384,8.797078938040384,8.649538970180117,8.71408748626709,154800
2024-10-25 00:00:00+00:00,8.750972184696929,8.750972184696929,8.66798073570743,8.741750717163086,145200
2024-10-28 00:00:00+00:00,8.649538873045973,8.723308856147671,8.649538873045973,8.695645332336426,200100
2024-10-29 00:00:00+00:00,8.686422737600319,8.732529190908814,8.667979804513939,8.677201271057129,127500
2024-10-30 00:00:00+00:00,8.75097124458774,8.806299164439425,8.640316284291822,8.677201271057129,215400
2024-10-31 00:00:00+00:00,8.695645007222897,8.723308529999855,8.575768569312697,8.594210624694824,171200
2024-11-01 00:00:00+00:00,8.667980367412714,8.70486535657333,8.60343185623351,8.686423301696777,161400
2024-11-04 00:00:00+00:00,8.686421893356131,8.704863945242652,8.621873392642259,8.631093978881836,130300
2024-11-05 00:00:00+00:00,8.677202494302023,8.741751010388995,8.631096034493796,8.71408748626709,87900
2024-11-06 00:00:00+00:00,8.760194917502698,8.870849905668548,8.732531390313154,8.843186378479004,337400
2024-11-07 00:00:00+00:00,8.852405373067338,8.861625959948219,8.797077454744917,8.833962440490723,133900
2024-11-08 00:00:00+00:00,8.833964518529335,8.870849512951702,8.778637466599603,8.852407455444336,299300
2024-11-11 00:00:00+00:00,8.778636881761638,8.852406865691771,8.677202494302023,8.71408748626709,137900
2024-11-12 00:00:00+00:00,8.66798189582795,8.677203364595993,8.501999855041504,8.501999855041504,177400
2024-11-13 00:00:00+00:00,8.483556184768446,8.511219709275572,8.428229135754197,8.474334716796875,204200
2024-11-14 00:00:00+00:00,8.474333663435097,8.548104518630343,8.446670142366555,8.455891609191895,138500
2024-11-15 00:00:00+00:00,8.420649955327974,8.513388745507626,8.420649955327974,8.429924011230469,163700
2024-11-18 00:00:00+00:00,8.429925866496486,8.587581313845263,8.41137775060941,8.559759140014648,201800
2024-11-19 00:00:00+00:00,8.541212186620328,8.587581593424792,8.494842779815865,8.522664070129395,163000
2024-11-20 00:00:00+00:00,8.531937071138593,8.559758358004641,8.48556767008,8.541211128234863,183700
2024-11-21 00:00:00+00:00,8.578306773351166,8.643223406458528,8.559758658507464,8.633950233459473,171300
2024-11-22 00:00:00+00:00,8.6617703941056,8.698865734542816,8.59685376944614,8.652496337890625,167500
2024-11-25 00:00:00+00:00,8.81015104836423,8.865794496763003,8.652495643060744,8.680316925048828,249900
2024-11-26 00:00:00+00:00,8.698867547038128,8.717414778909896,8.569033386244294,8.671046257019043,134000
2024-11-27 00:00:00+00:00,8.735962167194419,8.800878799970086,8.717414052445491,8.76378345489502,321600
2024-11-29 00:00:00+00:00,8.810152754049213,8.837974041423623,8.773057409409075,8.782331466674805,210400
2024-12-02 00:00:00+00:00,8.810152902360656,8.810152902360656,8.606128061193921,8.633950233459473,337300
2024-12-03 00:00:00+00:00,8.68031925716265,8.735962720510976,8.643223909738046,8.689593315124512,218400
2024-12-04 00:00:00+00:00,8.726687018765059,8.726687018765059,8.606126941238434,8.652496337890625,162000
2024-12-05 00:00:00+00:00,8.596856365457555,8.661773009720035,8.578308247426591,8.624677658081055,204100
2024-12-06 00:00:00+00:00,8.671044841743928,8.671044841743928,8.49484130339606,8.531936645507812,162100
2024-12-09 00:00:00+00:00,8.550486954803093,8.717415594967033,8.550486954803093,8.624677658081055,184200
2024-12-10 00:00:00+00:00,8.661771196977472,8.717413770579547,8.531937051201362,8.606127738952637,230900
2024-12-11 00:00:00+00:00,8.633950510027084,8.698867145213894,8.587581105855296,8.596855163574219,137500
2024-12-12 00:00:00+00:00,8.61540288373832,8.661772290542782,8.5133908963068,8.522664070129395,135900
2024-12-13 00:00:00+00:00,8.504116838061332,8.541212186620328,8.485568721570399,8.522664070129395,118400
2024-12-16 00:00:00+00:00,8.50397418234416,8.578734320505376,8.438558393044737,8.447903633117676,659100
2024-12-17 00:00:00+00:00,8.429214140201138,8.438558489169372,8.139517933118103,8.176898002624512,659300
2024-12-18 00:00:00+00:00,8.176899529187214,8.214279605672187,7.971308662914193,8.018033981323242,543000
2024-12-19 00:00:00+00:00,8.046068044373918,8.120828190175368,7.859167679870288,7.8778581619262695,402500
2024-12-20 00:00:00+00:00,7.896546587838304,8.018032029646413,7.896546587838304,7.999342441558838,272500
2024-12-23 00:00:00+00:00,8.139516705311474,8.186242007948989,8.008686036168639,8.055411338806152,342900
2024-12-24 00:00:00+00:00,8.102137565612793,8.195588181547253,8.083447085941453,8.102137565612793,166100
2024-12-26 00:00:00+00:00,8.176898076576634,8.186243316840544,8.04606738651539,8.083447456359863,271900
2024-12-27 00:00:00+00:00,8.046068815884142,8.13951945270224,7.961964312201442,8.018033981323242,356900
2024-12-30 00:00:00+00:00,7.97130885639003,8.064759495476316,7.943274021148682,7.943274021148682,459700
2024-12-31 00:00:00+00:00,7.94327321239388,8.027378600765969,7.924582729995081,7.980653285980225,637100
2025-01-02 00:00:00+00:00,8.046066588913385,8.14886243920397,8.046066588913385,8.120826721191406,255200
2025-01-03 00:00:00+00:00,8.167552762445121,8.195588482983295,8.111483103791086,8.176898002624512,242600
2025-01-06 00:00:00+00:00,8.176897018023036,8.317072038990439,8.176897018023036,8.22362232208252,322100
2025-01-07 00:00:00+00:00,8.28903899006005,8.345109545194159,8.242313675983498,8.317073822021484,257900
2025-01-08 00:00:00+00:00,8.298384005772423,8.39183374017663,8.251658692964712,8.373144149780273,186900
2025-01-10 00:00:00+00:00,8.410523449999495,8.410523449999495,8.317072832959491,8.363798141479492,221800
2025-01-13 00:00:00+00:00,8.4105259268045,8.634806404295217,8.354455361826123,8.513320922851562,388700
2025-01-14 00:00:00+00:00,8.541355277989274,8.653495498708955,8.44790464845058,8.5787353515625,286900
2025-01-15 00:00:00+00:00,8.672902574862597,8.70115282027556,8.663485527038574,8.663485527038574,216200
2025-01-16 00:00:00+00:00,8.65406995084719,8.701154299914936,8.550485101345558,8.5787353515625,196000
2025-01-17 00:00:00+00:00,8.578733413716396,8.748236672847565,8.49398268220987,8.710569381713867,887200
2025-01-21 00:00:00+00:00,8.710569812236665,8.814154643459283,8.66348547147762,8.776487350463867,227300
2025-01-22 00:00:00+00:00,8.77648740674953,8.8047385502216,8.625818233801589,8.663485527038574,182600
2025-01-23 00:00:00+00:00,8.644651363327897,8.729402988154094,8.644651363327897,8.701151847839355,145200
