"('date', '')","('open', 'BCSF')","('high', 'BCSF')","('low', 'BCSF')","('close', 'BCSF')","('volume', 'BCSF')"
2024-01-02 00:00:00+00:00,12.358609773275559,12.531399164663439,12.350381482821001,12.449118614196777,323100
2024-01-03 00:00:00+00:00,12.440890694817119,12.473803072924056,12.243416426175495,12.350381851196289,293100
2024-01-04 00:00:00+00:00,12.177591885595138,12.671277565941088,12.136451216059726,12.556084632873535,221300
2024-01-05 00:00:00+00:00,12.58899463811256,12.737099921946994,12.556082265627923,12.69596004486084,257300
2024-01-08 00:00:00+00:00,12.71241738166544,12.852295177875355,12.638364338413963,12.794698715209961,337500
2024-01-09 00:00:00+00:00,12.844065064950328,12.909889808567929,12.737099660398515,12.745327949523926,235500
2024-01-10 00:00:00+00:00,12.745328939909713,12.819381978407074,12.737100650144917,12.770013809204102,154800
2024-01-11 00:00:00+00:00,12.753557555796618,12.770014135747022,12.547855014574091,12.646592140197754,182300
2024-01-12 00:00:00+00:00,12.654819739155867,12.71241619645138,12.572538413282663,12.597223281860352,204700
2024-01-16 00:00:00+00:00,12.55608417178973,12.597224839814377,12.41620637132171,12.424434661865234,184400
2024-01-17 00:00:00+00:00,12.375065668990207,12.424434627421515,12.325696710558898,12.399749755859375,132600
2024-01-18 00:00:00+00:00,12.424434295335171,12.531398930473554,12.358609542314804,12.523171424865723,218500
2024-01-19 00:00:00+00:00,12.5725394513234,12.5725394513234,12.440889946811051,12.539627075195312,94700
2024-01-22 00:00:00+00:00,12.572538257185913,12.630135498459197,12.547854173607574,12.605450630187988,132900
2024-01-23 00:00:00+00:00,12.630136465972361,12.68773292696487,12.588995800395029,12.613679885864258,129400
2024-01-24 00:00:00+00:00,12.679503823040676,12.73710028033619,12.588994992334456,12.597223281860352,190000
2024-01-25 00:00:00+00:00,12.621908663327751,12.770014751248262,12.572539705789929,12.761786460876465,249500
2024-01-26 00:00:00+00:00,12.761785519439306,12.811153688642278,12.695960770706739,12.770013809204102,173300
2024-01-29 00:00:00+00:00,12.794698715209961,12.835839381982222,12.687733295479266,12.794698715209961,206800
2024-01-30 00:00:00+00:00,12.802926497744465,12.934575998440176,12.77824162784433,12.909891128540039,231300
2024-01-31 00:00:00+00:00,12.934577474210549,12.934577474210549,12.490259966321672,12.49848747253418,433900
2024-02-01 00:00:00+00:00,12.473802456091267,12.523171413156861,12.350381240466712,12.51494312286377,335800
2024-02-02 00:00:00+00:00,12.42443380501697,12.53962672591016,12.342152474642187,12.375064849853516,210900
2024-02-05 00:00:00+00:00,12.333924172672237,12.42443379293507,12.17759058674368,12.366836547851562,232400
2024-02-06 00:00:00+00:00,12.366836778892809,12.366836778892809,12.235187275715996,12.292783737182617,144300
2024-02-07 00:00:00+00:00,12.34215380920382,12.407978566744132,12.161135333621456,12.284557342529297,205300
2024-02-08 00:00:00+00:00,12.383294478839767,12.383294478839767,12.218732584988985,12.284557342529297,189700
2024-02-09 00:00:00+00:00,12.301013015297462,12.333925393735123,12.235188258422141,12.317469596862793,152500
2024-02-12 00:00:00+00:00,12.325697431933285,12.514944201520704,12.325697431933285,12.48203182220459,151400
2024-02-13 00:00:00+00:00,12.399750275878342,12.399750275878342,12.268100760797715,12.284557342529297,251900
2024-02-14 00:00:00+00:00,12.317468377429035,12.449117878146332,12.317468377429035,12.366836547851562,149000
2024-02-15 00:00:00+00:00,12.41620564447776,12.646592273358804,12.41620564447776,12.621908187866211,185100
2024-02-16 00:00:00+00:00,12.580767522249934,12.67950464891324,12.498486191017383,12.621908187866211,159900
2024-02-20 00:00:00+00:00,12.597224468186875,12.61368026409549,12.51494313456494,12.523171424865723,159100
2024-02-21 00:00:00+00:00,12.539626977379218,12.65482068527542,12.514942891648937,12.588995933532715,166900
2024-02-22 00:00:00+00:00,12.638363408556128,12.811153568532356,12.588995239816,12.802926063537598,215700
2024-02-23 00:00:00+00:00,12.811155557846954,12.942805074520335,12.712418420341917,12.737102508544922,350000
2024-02-26 00:00:00+00:00,12.679503205906324,12.786468610458137,12.654819123222934,12.745327949523926,228800
