"('date', '')","('open', 'BG')","('high', 'BG')","('low', 'BG')","('close', 'BG')","('volume', 'BG')"
2024-01-02 00:00:00+00:00,95.48807863482925,96.61369577337061,95.48807863482925,96.0083236694336,976600
2024-01-03 00:00:00+00:00,95.71508485126895,96.15965650493453,94.61784355995786,94.84485626220703,1230500
2024-01-04 00:00:00+00:00,95.29890416986711,95.29890416986711,93.14226511105196,93.5962905883789,1668700
2024-01-05 00:00:00+00:00,93.50169287075636,94.45704857129643,91.24100503725367,92.71659851074219,2053200
2024-01-08 00:00:00+00:00,92.13961364547215,93.83275894484372,91.02345752050604,93.79492950439453,1750100
2024-01-09 00:00:00+00:00,93.38819974645871,93.5868367947773,90.90049172479169,91.43965148925781,1631600
2024-01-10 00:00:00+00:00,90.7869788933981,90.7869788933981,88.92356513023299,89.77487182617188,2221200
2024-01-11 00:00:00+00:00,89.55732471153917,90.59780760350716,89.35868765897659,90.1626968383789,1444200
2024-01-12 00:00:00+00:00,90.88157569803695,91.19372271945586,89.63299482896603,89.7559585571289,1223700
2024-01-16 00:00:00+00:00,89.15058474719905,89.85054487735005,88.25198757538107,89.67082977294922,1341800
2024-01-17 00:00:00+00:00,89.29247403240001,90.3613325999483,89.02762463276716,89.3870620727539,909600
2024-01-18 00:00:00+00:00,89.28300786243611,89.68028193874324,88.13847604263444,89.00869750976562,1006900
2024-01-19 00:00:00+00:00,89.04654058793896,89.15058959875131,87.60878359146689,87.66553497314453,1802400
2024-01-22 00:00:00+00:00,85.76427390489881,87.2020379436391,83.62655699939401,83.9576187133789,4338300
2024-01-23 00:00:00+00:00,84.44948971396983,85.80211961668125,84.14680365543465,85.30079650878906,2004600
2024-01-24 00:00:00+00:00,85.52781631598903,85.98184904961249,84.03330062121009,84.2886962890625,1744700
2024-01-25 00:00:00+00:00,84.94135429268448,85.33862836905729,83.28603842452664,83.66439056396484,1517700
2024-01-26 00:00:00+00:00,84.17517685278898,84.54407525018406,83.1063183188756,83.52251434326172,1468500
2024-01-29 00:00:00+00:00,83.85357671585471,84.39273647124405,83.22928267455933,84.19409942626953,1603200
2024-01-30 00:00:00+00:00,84.23193057096762,85.62238979476916,83.12522822626235,85.41429901123047,1712700
2024-01-31 00:00:00+00:00,84.9413620015387,85.13999905775242,83.30496070519936,83.3238754272461,1317700
2024-02-01 00:00:00+00:00,84.34544203334374,85.60348391569215,84.20355636253818,85.50889587402344,1448300
2024-02-02 00:00:00+00:00,85.31026197605243,86.0480588315969,84.59137984289912,85.57511138916016,1370800
2024-02-05 00:00:00+00:00,84.84675477498494,85.54672207427997,83.98599431945765,84.18463134765625,1854300
2024-02-06 00:00:00+00:00,84.56299392188858,85.85886513878344,84.40219354289648,85.15890502929688,2197800
2024-02-07 00:00:00+00:00,82.55768904455081,86.35072884818366,81.44153299929792,83.19143676757812,3610000
2024-02-08 00:00:00+00:00,83.26712617191157,83.50359989486559,81.45100971161,81.81990814208984,2291600
2024-02-09 00:00:00+00:00,82.71849788650859,83.8724907043242,82.11312578808149,83.74952697753906,2690000
2024-02-12 00:00:00+00:00,83.68331598690474,86.08588969876494,83.68331598690474,85.77374267578125,2264300
2024-02-13 00:00:00+00:00,84.98864086873614,85.99129419951923,83.44683504190948,83.83464813232422,2218200
2024-02-14 00:00:00+00:00,83.8819426957672,84.88458877336791,83.72114232796405,84.6764907836914,1849600
2024-02-15 00:00:00+00:00,84.53641449125749,86.42326361991583,84.1933510133196,86.3946762084961,2385700
2024-02-16 00:00:00+00:00,86.3470326339973,87.47151695330874,85.96585015329914,87.36669158935547,1659500
2024-02-20 00:00:00+00:00,86.85209117916699,87.81457524998656,86.5471466667871,87.3571548461914,2055400
2024-02-21 00:00:00+00:00,87.57634150898643,88.79611961960182,87.00457142844185,88.6817626953125,1843000
2024-02-22 00:00:00+00:00,88.27198500865585,90.11118357344789,87.5286832425498,89.79671478271484,2263200
2024-02-23 00:00:00+00:00,89.46317829997857,90.36848753944827,89.19635276260243,89.24400329589844,1816900
2024-02-26 00:00:00+00:00,89.42506698958282,89.42506698958282,88.10999504107174,88.81517791748047,1072600
2024-02-27 00:00:00+00:00,89.21541361697913,89.70141414608526,88.58646149161767,88.73893737792969,1265500
2024-02-28 00:00:00+00:00,88.68175732896593,89.49177277037673,88.01469348710472,89.32976531982422,1195900
2024-02-29 00:00:00+00:00,89.78718567585227,90.05401121246896,88.26246313057783,89.93013000488281,2301400
2024-03-01 00:00:00+00:00,89.97776598161438,90.05400392031737,88.50069408910669,88.72940063476562,1799100
2024-03-04 00:00:00+00:00,88.0718594226325,88.60551771271696,85.13676427374244,85.85147857666016,2013800
2024-03-05 00:00:00+00:00,86.032556759717,88.1481126260135,85.83243759269585,87.13798522949219,1651200
2024-03-06 00:00:00+00:00,87.1475039952678,88.54834534605295,86.8616226049845,87.5572738647461,1507300
2024-03-07 00:00:00+00:00,88.04327889911968,88.89140602327295,87.50962783775147,88.1385726928711,1824200
2024-03-08 00:00:00+00:00,88.15764099373295,89.32976853960129,87.1189189505947,87.86222076416016,1224400
2024-03-11 00:00:00+00:00,87.91939714614698,90.04447708831106,87.8622150538923,89.39646911621094,1491600
2024-03-12 00:00:00+00:00,89.72047426723445,90.08259357944218,88.83422820141672,89.26305389404297,1381100
2024-03-13 00:00:00+00:00,89.77765871388408,91.33096875044097,89.19635707771381,90.31130981445312,2428000
2024-03-14 00:00:00+00:00,90.06354522100696,90.18742643196006,88.61505331079009,89.77765655517578,1912900
2024-03-15 00:00:00+00:00,89.5775367178593,91.47391019350054,89.5775367178593,91.06414031982422,6291100
2024-03-18 00:00:00+00:00,90.31130917597548,92.46498395589758,89.9968403627639,92.14098358154297,1820000
2024-03-19 00:00:00+00:00,92.33157318464144,93.1987635061982,91.80744636716747,93.16064453125,1553400
2024-03-20 00:00:00+00:00,92.43640385710091,93.21782471229135,91.98851496379943,92.82711791992188,1164300
2024-03-21 00:00:00+00:00,93.47510964867006,95.63831595097543,92.88428373650356,95.40007781982422,2074800
2024-03-22 00:00:00+00:00,95.67643279215457,95.81937712174977,93.91347211501541,94.55194854736328,1341400
2024-03-25 00:00:00+00:00,94.81878142525697,95.9051467815585,94.675837084596,95.23808288574219,1059200
2024-03-26 00:00:00+00:00,95.49537428502725,95.51443740750415,94.27559618274131,95.1618423461914,1154300
2024-03-27 00:00:00+00:00,95.82890239719973,97.8015138086306,95.49537047168256,97.60139465332031,1711700
2024-03-28 00:00:00+00:00,97.59186770623563,98.79258260541118,97.54421717369434,97.69668579101562,1357300
2024-04-01 00:00:00+00:00,98.08739754105865,98.54481792338639,97.21068301791833,97.47750854492188,1072800
2024-04-02 00:00:00+00:00,97.51562941753674,99.22141523608681,97.48704200629324,99.01176452636719,1517500
2024-04-03 00:00:00+00:00,98.90694679457033,99.13565337259593,97.89681941037718,98.86882781982422,1057300
2024-04-04 00:00:00+00:00,99.58352895650962,101.49896537694937,98.90693360351749,100.51742553710938,1485800
2024-04-05 00:00:00+00:00,100.35542499594104,102.0612108357035,100.0123615158519,101.83250427246094,1260500
2024-04-08 00:00:00+00:00,102.05168946085038,102.4995783418069,101.11779999330176,101.50850677490234,1003500
2024-04-09 00:00:00+00:00,101.43226068438705,102.64250709187581,100.9748403112837,102.02308654785156,1236400
2024-04-10 00:00:00+00:00,101.3941466096301,102.69016258047229,100.8223765684822,102.5758056640625,1191900
2024-04-11 00:00:00+00:00,102.65203912066296,102.70921394114306,100.59365833797679,100.93672180175781,1245700
2024-04-12 00:00:00+00:00,100.70802119552147,101.25120383350436,98.84023515490573,98.88787841796875,1536500
2024-04-15 00:00:00+00:00,99.91707410422357,100.62225696037285,98.3161135183367,99.04035949707031,977500
2024-04-16 00:00:00+00:00,99.10706826176185,99.40248123484388,98.06835343998881,99.05941772460938,1396900
2024-04-17 00:00:00+00:00,100.0695517096569,100.63179023781596,99.52636903395614,100.46025848388672,2028800
2024-04-18 00:00:00+00:00,100.66035963525131,101.63237515702667,100.155296025316,101.49896240234375,1341300
2024-04-19 00:00:00+00:00,101.89921929283163,105.08207740842725,101.37509246759227,104.36736297607422,2625000
2024-04-22 00:00:00+00:00,104.36735794115503,104.97725424948858,103.63358769166985,104.58654022216797,1599000
2024-04-23 00:00:00+00:00,104.091010828184,104.83431265814413,102.96652652196323,104.46266174316406,2059600
2024-04-24 00:00:00+00:00,100.06001756657439,102.24227977452807,97.60139824717318,100.81285095214844,3629800
2024-04-25 00:00:00+00:00,101.39415067760166,101.80392055644704,97.93492833953808,99.16423797607422,1996600
2024-04-26 00:00:00+00:00,98.98317769528813,99.04988407873077,97.08679700658213,97.89681243896484,1396000
2024-04-29 00:00:00+00:00,98.01116176975219,98.68775716262557,97.210685171012,98.61152648925781,1246200
2024-04-30 00:00:00+00:00,98.43046644544927,98.43046644544927,95.96231564347636,96.97245025634766,1476700
2024-05-01 00:00:00+00:00,96.8295060464593,98.08740308084121,96.14337906944176,96.20055389404297,1579300
2024-05-02 00:00:00+00:00,96.85808834536972,97.29644560855542,95.94325484779301,96.59126281738281,1001400
2024-05-03 00:00:00+00:00,96.62938956458977,97.10586583732399,95.58114321866468,96.39115142822266,995500
2024-05-06 00:00:00+00:00,96.00043689990981,97.49657209776508,96.00043689990981,97.44892883300781,685000
2024-05-07 00:00:00+00:00,98.11598653827708,99.88847873397646,97.97304221208512,99.44058990478516,1025600
2024-05-08 00:00:00+00:00,98.97365493994218,100.93673491628738,98.97365493994218,100.40308380126953,1056900
2024-05-09 00:00:00+00:00,100.61273445809299,101.30838576531647,99.73601983535465,100.43167114257812,1212400
2024-05-10 00:00:00+00:00,100.89860535738796,101.13684347595321,99.0975257626708,101.04154968261719,1169000
2024-05-13 00:00:00+00:00,101.5275669998994,102.9474642839581,101.270265736271,102.54722595214844,1545100
2024-05-14 00:00:00+00:00,102.76640321885796,102.89982326949816,98.5162355645995,98.57341766357422,1995800
2024-05-15 00:00:00+00:00,98.57340799639775,99.10705906481799,96.62938404228764,96.95338439941406,1593000
2024-05-16 00:00:00+00:00,97.59187480682942,100.11719326534494,97.4584547600965,99.32624816894531,1433100
2024-05-17 00:00:00+00:00,99.76748131525767,99.76748131525767,98.23274605333316,98.88500213623047,701300
2024-05-20 00:00:00+00:00,98.8850056383626,99.23032199929979,97.88743317142767,98.10804748535156,743400
2024-05-21 00:00:00+00:00,98.07927798498314,100.07443767004219,98.07927798498314,99.09603881835938,707100
2024-05-22 00:00:00+00:00,98.53968443884442,99.45093136222273,98.18477396772315,98.9233627319336,778100
2024-05-23 00:00:00+00:00,98.60683486096978,100.22789550685354,98.10804134054801,98.19437408447266,1417400
2024-05-24 00:00:00+00:00,98.6164283976171,99.9401435609861,98.50132782215564,99.53726959228516,933100
2024-05-28 00:00:00+00:00,99.56604363277248,102.20387226418009,99.29745857029108,102.07917022705078,1695100
2024-05-29 00:00:00+00:00,101.75304530061403,102.36693939717502,101.0624126124342,101.83937072753906,1758700
2024-05-30 00:00:00+00:00,102.01203080055835,102.5204111726657,100.36218764098311,100.85138702392578,1247600
2024-05-31 00:00:00+00:00,100.9377166537255,103.49880674253627,100.85138390966272,103.20144653320312,2330200
2024-06-03 00:00:00+00:00,102.72184428637163,104.15107313583125,102.34775279374664,103.89208221435547,1227800
2024-06-04 00:00:00+00:00,103.37410780625488,103.63309872802293,102.19428304147388,102.44367980957031,1386100
2024-06-05 00:00:00+00:00,102.38611576899875,102.81776483874387,98.19437101602094,99.48930358886719,1773800
2024-06-06 00:00:00+00:00,99.7195115286184,101.56119372589792,98.83703972386294,100.83219909667969,1208300
2024-06-07 00:00:00+00:00,100.49647773357984,101.10078501339498,99.51808627407192,99.88258361816406,1084900
2024-06-10 00:00:00+00:00,100.17035063885342,101.78182453668983,99.29746559001923,101.43650817871094,1262000
2024-06-11 00:00:00+00:00,100.91853267249739,101.72427327277467,99.58523070462684,101.59957122802734,1030400
2024-06-12 00:00:00+00:00,101.9257018486067,102.33816262424237,100.88015867949525,101.1103744506836,914700
2024-06-13 00:00:00+00:00,100.27585653986135,100.71709244763908,98.43417432004266,98.9329605102539,1368000
2024-06-14 00:00:00+00:00,98.43418678496765,98.92337888398919,98.06968210154508,98.6356201171875,760700
2024-06-17 00:00:00+00:00,98.12723184133394,99.50848991125893,97.60925732078896,98.77949523925781,1028400
2024-06-18 00:00:00+00:00,98.35743232981784,99.00969567488725,97.3214833726733,98.26151275634766,1139700
2024-06-20 00:00:00+00:00,99.30706160142212,100.69792121324033,98.46295899846008,99.12480926513672,1678400
2024-06-21 00:00:00+00:00,99.73870569113828,101.58038799655813,99.2878756092689,101.5516128540039,4155300
2024-06-24 00:00:00+00:00,101.14874353009989,103.90168027875806,100.8705789272228,103.75779724121094,1287300
2024-06-25 00:00:00+00:00,103.6810486039519,103.6810486039519,102.1559075809694,102.38611602783203,1067900
2024-06-26 00:00:00+00:00,102.19427606365471,104.07432755419227,102.08876233505666,102.81776428222656,1097700
2024-06-27 00:00:00+00:00,103.40288972177694,103.70024262027269,102.50122955447377,103.2494125366211,813300
2024-06-28 00:00:00+00:00,103.63309544487812,104.0263679146144,101.00486092314017,102.4148941040039,1969000
2024-07-01 00:00:00+00:00,103.16309600837994,103.82494630142543,102.42449979794077,102.94247436523438,737100
2024-07-02 00:00:00+00:00,102.94245833121502,106.31887566987771,102.76980016900988,105.87763977050781,1683000
