"('date', '')","('open', 'BBAR')","('high', 'BBAR')","('low', 'BBAR')","('close', 'BBAR')","('volume', 'BBAR')"
2024-03-13 00:00:00+00:00,6.211876409397956,6.725254527266434,6.211876409397956,6.699585437774658,1210300
2024-03-14 00:00:00+00:00,6.819374142114615,6.819374142114615,6.391558940004639,6.4771223068237305,1208000
2024-03-15 00:00:00+00:00,6.391559185611851,6.733811442050768,6.3487779085547285,6.7081427574157715,839600
2024-03-18 00:00:00+00:00,6.708142127803956,6.887824535369873,6.579797492685966,6.887824535369873,810300
2024-03-19 00:00:00+00:00,6.887824574074637,7.0332818008259705,6.639691801850486,6.785148620605469,1021700
2024-03-20 00:00:00+00:00,6.785148548887199,7.093175590046191,6.699585595230909,7.007612228393555,1273400
2024-03-21 00:00:00+00:00,7.101732192619794,7.28141460190751,6.793705146984231,7.127400875091553,1489500
2024-03-22 00:00:00+00:00,7.230076998283949,7.358422052876341,7.041838074477435,7.247189998626709,1295600
2024-03-25 00:00:00+00:00,7.31564036801221,7.6493357147683385,7.1701831290698275,7.247189998626709,1412500
2024-03-26 00:00:00+00:00,7.3669777804439684,7.418315965781844,7.007612931057163,7.118844985961914,878000
2024-03-27 00:00:00+00:00,7.161626096866498,7.281414642388507,7.02472536826575,7.272858142852783,616800
2024-03-28 00:00:00+00:00,7.272857932658894,7.461096837040958,7.195851071048382,7.255744934082031,949400
2024-04-01 00:00:00+00:00,7.25574540197507,7.35842176807205,7.14451416802336,7.2129645347595215,469800
2024-04-02 00:00:00+00:00,7.161625925067733,7.204407605727363,6.8621557924357,6.9134931564331055,666000
2024-04-03 00:00:00+00:00,6.913494071091864,7.5637734183709995,6.913494071091864,7.503879547119141,1160600
2024-04-04 00:00:00+00:00,7.597998022821089,7.597998022821089,7.384090423583984,7.384090423583984,842000
2024-04-05 00:00:00+00:00,7.375533963853591,7.86324303164664,7.375533963853591,7.846130847930908,1261000
2024-04-08 00:00:00+00:00,8.034369837694536,8.137045388899205,7.7348988680196955,7.863243103027344,1455300
2024-04-09 00:00:00+00:00,7.957362762420146,8.137045176332602,7.67500479998525,7.854687213897705,876700
2024-04-10 00:00:00+00:00,7.700673765575699,7.888912686101077,7.469653160931906,7.615110397338867,1090800
2024-04-11 00:00:00+00:00,7.632223081112952,7.734898629146743,7.4696528513982425,7.709229946136475,719900
2024-04-12 00:00:00+00:00,7.555215728511826,7.6835599512731605,7.366976827934891,7.435427188873291,822600
2024-04-15 00:00:00+00:00,7.478209585321613,7.56377295269308,6.922050145385311,6.964831829071045,1202900
2024-04-16 00:00:00+00:00,6.8450428204447755,7.0760634073112785,6.776592457519743,7.007612228393555,1432900
2024-04-17 00:00:00+00:00,7.067507217458633,7.09317590068147,6.699585888629488,6.870711803436279,974400
2024-04-18 00:00:00+00:00,6.922050267476698,7.1188448735123,6.8364868985960605,6.904937267303467,893400
2024-04-19 00:00:00+00:00,6.9306065294422625,7.401202594138798,6.904937030064365,7.332752227783203,1506300
2024-04-22 00:00:00+00:00,7.409758997542906,8.111375651557271,7.247189583561306,8.025813102722168,1818500
2024-04-23 00:00:00+00:00,8.042924880981445,8.436514870577975,7.948805837205658,8.042924880981445,1676200
2024-04-24 00:00:00+00:00,7.9915882299107945,8.06859509804369,7.520991337093017,7.572329521179199,1285300
2024-04-25 00:00:00+00:00,7.538104356581953,7.820462329803088,7.401202803996253,7.666448593139648,1532200
2024-04-26 00:00:00+00:00,7.709230196102195,7.923137798773225,7.597998144794129,7.914581298828125,985500
2024-04-29 00:00:00+00:00,7.957362737256997,8.102819967868665,7.786236823594069,8.025813102722168,768400
2024-04-30 00:00:00+00:00,8.051481690723605,8.564860241644544,8.051481690723605,8.179826736450195,1644500
2024-05-01 00:00:00+00:00,8.179826628743758,8.470740266709509,7.880355675317657,8.282502174377441,982600
2024-05-02 00:00:00+00:00,8.385177144282997,8.462184002219127,8.145600887587095,8.214051246643066,929200
2024-05-03 00:00:00+00:00,8.316727156331988,9.018343775959217,8.214051613166491,8.97556209564209,1649900
2024-05-06 00:00:00+00:00,9.069681660776165,9.77129825760105,9.069681660776165,9.728516578674316,2051800
2024-05-07 00:00:00+00:00,9.959538486723906,9.959538486723906,9.369153033793138,9.420491218566895,1781900
2024-05-08 00:00:00+00:00,9.437603431993505,9.985207201970463,9.437603431993505,9.565948486328125,1674600
2024-05-09 00:00:00+00:00,9.523166251426312,9.61728529970719,9.180913608964294,9.540278434753418,791200
2024-05-10 00:00:00+00:00,9.694291541038915,9.737073220593665,9.292145058812547,9.326370239257812,920000
2024-05-13 00:00:00+00:00,9.411933980592153,9.463272161341262,9.018343981491318,9.215139389038086,736600
2024-05-14 00:00:00+00:00,9.215140018423321,9.75418646514547,9.155245334126494,9.61728572845459,864600
2024-05-15 00:00:00+00:00,9.702848369488112,10.156332229778457,9.6343980062742,9.950981140136719,1414900
2024-05-16 00:00:00+00:00,9.95098221176183,9.993763897375874,9.446160116700215,9.848306655883789,1038800
2024-05-17 00:00:00+00:00,9.856862052562722,10.070769640689592,9.728517010090984,9.805523872375488,1040700
2024-05-20 00:00:00+00:00,9.856861842929176,10.13066328879076,9.625841260988956,10.01087474822998,845500
2024-05-21 00:00:00+00:00,10.045100529695619,10.104995211554263,9.523166288310268,9.685735702514648,1327600
2024-05-22 00:00:00+00:00,9.548833836789688,9.737072727706392,8.967004982679486,9.155243873596191,1389600
2024-05-23 00:00:00+00:00,8.992676335868195,9.112464078105136,8.179827561575943,8.231164932250977,1943100
2024-05-24 00:00:00+00:00,8.316727528412793,8.667535853921168,8.06003825101873,8.419403076171875,1155400
2024-05-28 00:00:00+00:00,8.55630369624439,8.795879971261275,8.368064786449056,8.522078514099121,1067400
2024-05-29 00:00:00+00:00,8.3595092922643,8.795880170502846,8.3595092922643,8.753098487854004,603000
2024-05-30 00:00:00+00:00,8.941337873751577,9.788411807729641,8.898556188845127,9.711405754089355,1406300
2024-05-31 00:00:00+00:00,9.702848285249704,9.737073466559524,9.317814791516064,9.660066604614258,950500
2024-06-03 00:00:00+00:00,9.660067540045967,9.788411778387818,9.429047747832078,9.565948486328125,501800
2024-06-04 00:00:00+00:00,9.28358992034757,9.352040285253961,8.727429685492233,8.812993049621582,1204600
2024-06-05 00:00:00+00:00,8.770210953306547,8.941336857489604,8.350952284059892,8.787323951721191,1186800
2024-06-06 00:00:00+00:00,8.76165514565721,8.76165514565721,8.222607892939044,8.25683307647705,1052500
2024-06-07 00:00:00+00:00,8.214051966985116,8.53063510938032,8.162713785194645,8.368064880371094,970400
2024-06-10 00:00:00+00:00,8.33758352924373,8.920317507988356,8.023803168391884,8.839631080627441,915900
2024-06-11 00:00:00+00:00,8.812736188328914,8.938248507917393,8.552747055239212,8.642398834228516,539800
2024-06-12 00:00:00+00:00,8.821701661996958,9.225132963189422,8.624468258420496,8.938248634338379,811900
2024-06-13 00:00:00+00:00,9.422365524320673,9.798901599763285,9.018934259198636,9.592702865600586,1817400
2024-06-14 00:00:00+00:00,9.368574475315855,9.58373770697312,9.26995820788528,9.395469665527344,742500
2024-06-17 00:00:00+00:00,9.20720324823527,9.592703856746972,9.108586117583526,9.16237735748291,310300
2024-06-18 00:00:00+00:00,9.153412129613011,9.556843441763977,9.072725696186266,9.386506080627441,382800
2024-06-20 00:00:00+00:00,9.34167928813411,9.467191600799561,8.436199619221101,8.606537818908691,1165400
2024-06-21 00:00:00+00:00,8.292757793443494,8.516886382455482,8.212071364601945,8.418270111083984,772700
2024-06-24 00:00:00+00:00,8.498955879432877,8.552747118219107,8.194141709586692,8.364479064941406,520800
2024-06-25 00:00:00+00:00,8.382409615603681,8.579642159395195,8.328618377762446,8.427234649658203,361900
2024-06-26 00:00:00+00:00,8.319653526630239,8.507921587862453,8.140350814738314,8.1762113571167,301100
2024-06-27 00:00:00+00:00,8.203106470129448,8.534817552621968,8.059664302015259,8.52585220336914,612400
2024-06-28 00:00:00+00:00,8.62446820489719,8.669294094747661,8.167245667391299,8.292757987976074,617700
2024-07-01 00:00:00+00:00,8.292757920954617,8.310688618742986,7.727953765361943,7.754848957061768,682500
2024-07-02 00:00:00+00:00,7.665198578888542,7.961048273601539,7.557616949445887,7.934153079986572,360200
2024-07-03 00:00:00+00:00,7.889327041253354,8.113455645522013,7.826570450669844,7.961048126220703,350000
2024-07-05 00:00:00+00:00,7.961048273601539,8.13138563980671,7.790710052413576,7.934153079986572,383800
2024-07-08 00:00:00+00:00,7.996908034999556,8.274827003479004,7.8893264160737,8.274827003479004,430900
2024-07-09 00:00:00+00:00,8.274827554186544,8.69618956425905,8.230002517887932,8.52585220336914,444100
2024-07-10 00:00:00+00:00,8.53481725198689,8.839631421001222,8.507921205175808,8.723084449768066,729400
2024-07-11 00:00:00+00:00,8.848596582002374,8.875491773259494,8.570677610719128,8.63343334197998,641900
2024-07-12 00:00:00+00:00,8.642399368169393,8.705155104349414,8.42723525629844,8.543782234191895,369700
2024-07-15 00:00:00+00:00,8.573019195771389,8.752212817605466,8.318374633789062,8.318374633789062,405600
2024-07-16 00:00:00+00:00,8.356099208819082,8.601312277785167,8.195767655990132,8.591880798339844,802600
2024-07-17 00:00:00+00:00,8.478706124322823,8.554156164405251,8.035437363697415,8.082592964172363,905800
2024-07-18 00:00:00+00:00,8.101455832002554,8.18633735099119,7.856242754798804,7.988280773162842,874100
2024-07-19 00:00:00+00:00,8.026005627034609,8.525862351446536,7.931692630231424,8.205199241638184,389400
2024-07-22 00:00:00+00:00,8.139180847635158,8.327805945609093,8.110887307797922,8.158042907714844,505400
2024-07-23 00:00:00+00:00,8.242924340281752,8.657900450911155,8.233492860623036,8.648468971252441,632800
2024-07-24 00:00:00+00:00,8.676762776892652,8.761644297553426,8.308944053276536,8.318374633789062,358900
2024-07-25 00:00:00+00:00,8.205198973569098,8.440980558438529,8.054298903162323,8.120317459106445,341000
2024-07-26 00:00:00+00:00,8.327805974209534,8.365530993933882,8.14861235537774,8.261787414550781,367200
2024-07-29 00:00:00+00:00,8.29951243242451,8.318374492564768,7.9694178353335134,8.054299354553223,691500
2024-07-30 00:00:00+00:00,7.969417603085401,8.327805729660199,7.969417603085401,8.073162078857422,502200
2024-07-31 00:00:00+00:00,7.997711597698176,8.837094434017365,7.997711597698176,8.6579008102417,572300
2024-08-01 00:00:00+00:00,8.695625056507843,8.7616436121079,8.299511924036779,8.506999969482422,579800
2024-08-02 00:00:00+00:00,8.199999809265137,8.279999732971191,7.800000190734863,7.829999923706055,712100
2024-08-05 00:00:00+00:00,7.050000190734863,8.039999961853027,7.050000190734863,7.840000152587891,608200
2024-08-06 00:00:00+00:00,7.880000114440918,8.399999618530273,7.760000228881836,8.270000457763672,552800
2024-08-07 00:00:00+00:00,8.420000076293945,8.489999771118164,8.0600004196167,8.130000114440918,443500
2024-08-08 00:00:00+00:00,8.329999923706055,8.930000305175781,8.329999923706055,8.890000343322754,674100
2024-08-09 00:00:00+00:00,8.930000305175781,9.279999732971191,8.829999923706055,9.25,717000
2024-08-12 00:00:00+00:00,9.210000038146973,9.489999771118164,9.180000305175781,9.449999809265137,517400
2024-08-13 00:00:00+00:00,9.510000228881836,9.640000343322754,9.350000381469727,9.600000381469727,636300
2024-08-14 00:00:00+00:00,9.569999694824219,10.130000114440918,9.539999961853027,9.9399995803833,951600
2024-08-15 00:00:00+00:00,10.079999923706055,10.489999771118164,10.079999923706055,10.40999984741211,1028600
2024-08-16 00:00:00+00:00,10.390000343322754,10.680000305175781,10.069999694824219,10.140000343322754,699900
2024-08-19 00:00:00+00:00,10.170000076293945,10.40999984741211,10.050000190734863,10.399999618530273,707500
2024-08-20 00:00:00+00:00,10.380000114440918,10.489999771118164,10.079999923706055,10.3100004196167,533500
2024-08-21 00:00:00+00:00,10.3100004196167,10.34000015258789,9.90999984741211,10.050000190734863,710500
2024-08-22 00:00:00+00:00,10.010000228881836,10.210000038146973,9.420000076293945,9.4399995803833,920300
2024-08-23 00:00:00+00:00,9.380000114440918,9.770000457763672,9.380000114440918,9.680000305175781,684500
2024-08-26 00:00:00+00:00,9.609999656677246,9.75,9.1899995803833,9.319999694824219,569500
2024-08-27 00:00:00+00:00,9.300000190734863,9.569999694824219,9.229999542236328,9.460000038146973,399200
2024-08-28 00:00:00+00:00,9.399999618530273,9.510000228881836,9.239999771118164,9.460000038146973,485100
2024-08-29 00:00:00+00:00,9.5,10.020000457763672,9.34000015258789,10.0,788200
2024-08-30 00:00:00+00:00,10.149999618530273,10.819999694824219,10.09000015258789,10.239999771118164,1447600
2024-09-03 00:00:00+00:00,10.260000228881836,10.859999656677246,10.0,10.430000305175781,1088200
2024-09-04 00:00:00+00:00,10.539999961853027,11.510000228881836,10.359999656677246,11.470000267028809,2373800
2024-09-05 00:00:00+00:00,11.5,11.649999618530273,11.199999809265137,11.300000190734863,748800
2024-09-06 00:00:00+00:00,11.300000190734863,11.34000015258789,10.619999885559082,11.0,800600
2024-09-09 00:00:00+00:00,11.010000228881836,11.420000076293945,10.989999771118164,11.0600004196167,861300
2024-09-10 00:00:00+00:00,11.029999732971191,11.050000190734863,10.369999885559082,10.729999542236328,805000
2024-09-11 00:00:00+00:00,10.699999809265137,11.319999694824219,10.649999618530273,10.930000305175781,872400
2024-09-12 00:00:00+00:00,10.949999809265137,11.220000267028809,10.859999656677246,11.09000015258789,491600
2024-09-13 00:00:00+00:00,11.229999542236328,11.399999618530273,11.069999694824219,11.34000015258789,736500
2024-09-16 00:00:00+00:00,11.350000381469727,12.029999732971191,11.279999732971191,11.329999923706055,1028800
2024-09-17 00:00:00+00:00,11.40999984741211,11.489999771118164,11.09000015258789,11.34000015258789,764400
2024-09-18 00:00:00+00:00,11.40999984741211,11.920000076293945,11.289999961853027,11.75,1052300
2024-09-19 00:00:00+00:00,12.069999694824219,12.399999618530273,11.829999923706055,12.039999961853027,969900
2024-09-20 00:00:00+00:00,12.010000228881836,12.039999961853027,11.760000228881836,11.850000381469727,580600
2024-09-23 00:00:00+00:00,11.84000015258789,11.960000038146973,11.449999809265137,11.569999694824219,726000
2024-09-24 00:00:00+00:00,11.680000305175781,11.8100004196167,11.359999656677246,11.420000076293945,617800
2024-09-25 00:00:00+00:00,11.420000076293945,11.489999771118164,10.850000381469727,10.90999984741211,1147200
2024-09-26 00:00:00+00:00,11.0600004196167,11.149999618530273,10.699999809265137,10.739999771118164,582300
2024-09-27 00:00:00+00:00,10.75,11.029999732971191,10.619999885559082,10.920000076293945,380600
2024-09-30 00:00:00+00:00,10.890000343322754,10.890000343322754,10.239999771118164,10.369999885559082,777000
2024-10-01 00:00:00+00:00,10.369999885559082,10.640000343322754,10.0600004196167,10.489999771118164,463500
2024-10-02 00:00:00+00:00,10.489999771118164,10.600000381469727,10.239999771118164,10.449999809265137,309800
2024-10-03 00:00:00+00:00,10.359999656677246,11.109999656677246,10.350000381469727,11.09000015258789,614800
2024-10-04 00:00:00+00:00,11.25,11.260000228881836,10.9399995803833,11.130000114440918,594600
2024-10-07 00:00:00+00:00,11.010000228881836,11.010000228881836,10.6899995803833,10.8100004196167,372400
2024-10-08 00:00:00+00:00,10.720000267028809,11.319999694824219,10.720000267028809,11.319999694824219,415700
2024-10-09 00:00:00+00:00,11.229999542236328,11.829999923706055,11.0600004196167,11.710000038146973,666900
2024-10-10 00:00:00+00:00,11.729999542236328,12.050000190734863,11.460000038146973,11.9399995803833,691600
2024-10-11 00:00:00+00:00,11.960000038146973,12.4399995803833,11.779999732971191,12.350000381469727,430600
2024-10-14 00:00:00+00:00,12.390000343322754,12.729999542236328,11.920000076293945,12.020000457763672,573500
2024-10-15 00:00:00+00:00,11.960000038146973,12.210000038146973,11.800000190734863,12.039999961853027,426000
2024-10-16 00:00:00+00:00,12.09000015258789,12.229999542236328,11.34000015258789,11.34000015258789,652400
2024-10-17 00:00:00+00:00,11.399999618530273,11.619999885559082,11.180000305175781,11.319999694824219,570900
2024-10-18 00:00:00+00:00,11.260000228881836,11.619999885559082,11.180000305175781,11.5600004196167,342000
2024-10-21 00:00:00+00:00,11.5600004196167,11.720000267028809,11.270000457763672,11.65999984741211,424400
2024-10-22 00:00:00+00:00,11.59000015258789,11.6899995803833,11.479999542236328,11.59000015258789,209200
2024-10-23 00:00:00+00:00,11.529999732971191,11.529999732971191,11.220000267028809,11.329999923706055,297500
2024-10-24 00:00:00+00:00,11.399999618530273,12.390000343322754,11.380000114440918,12.369999885559082,956800
2024-10-25 00:00:00+00:00,12.380000114440918,13.520000457763672,12.350000381469727,13.449999809265137,1443200
2024-10-28 00:00:00+00:00,13.600000381469727,14.449999809265137,13.600000381469727,13.8100004196167,1424200
2024-10-29 00:00:00+00:00,14.010000228881836,14.4399995803833,13.779999732971191,13.859999656677246,816100
2024-10-30 00:00:00+00:00,13.75,14.029999732971191,13.359999656677246,13.569999694824219,574600
2024-10-31 00:00:00+00:00,13.5600004196167,13.90999984741211,13.220000267028809,13.770000457763672,861700
2024-11-01 00:00:00+00:00,13.850000381469727,14.210000038146973,13.760000228881836,13.779999732971191,872800
2024-11-04 00:00:00+00:00,13.779999732971191,14.130000114440918,13.5,13.710000038146973,538400
2024-11-05 00:00:00+00:00,13.649999618530273,14.279999732971191,13.359999656677246,14.100000381469727,1034200
2024-11-06 00:00:00+00:00,14.260000228881836,15.329999923706055,13.949999809265137,15.289999961853027,2301900
2024-11-07 00:00:00+00:00,15.329999923706055,16.1200008392334,15.25,15.770000457763672,1375900
2024-11-08 00:00:00+00:00,15.800000190734863,15.949999809265137,15.0600004196167,15.369999885559082,755600
2024-11-11 00:00:00+00:00,15.539999961853027,15.649999618530273,14.65999984741211,15.569999694824219,374600
2024-11-12 00:00:00+00:00,15.539999961853027,15.899999618530273,15.199999809265137,15.760000228881836,517700
2024-11-13 00:00:00+00:00,15.819999694824219,16.3799991607666,15.5600004196167,16.18000030517578,642600
2024-11-14 00:00:00+00:00,16.309999465942383,16.479999542236328,15.6899995803833,16.040000915527344,554400
2024-11-15 00:00:00+00:00,15.989999771118164,16.700000762939453,15.829999923706055,16.25,644000
2024-11-18 00:00:00+00:00,16.549999237060547,18.059999465942383,16.25,17.68000030517578,876800
2024-11-19 00:00:00+00:00,17.149999618530273,17.649999618530273,16.829999923706055,17.239999771118164,960300
2024-11-20 00:00:00+00:00,17.489999771118164,17.670000076293945,16.950000762939453,17.56999969482422,604000
2024-11-21 00:00:00+00:00,17.68000030517578,18.239999771118164,16.020000457763672,16.399999618530273,1121000
2024-11-22 00:00:00+00:00,16.440000534057617,16.760000228881836,15.949999809265137,16.549999237060547,584300
2024-11-25 00:00:00+00:00,16.770000457763672,16.84000015258789,15.960000038146973,16.5,936100
2024-11-26 00:00:00+00:00,16.469999313354492,17.18000030517578,16.329999923706055,16.889999389648438,817800
2024-11-27 00:00:00+00:00,16.969999313354492,17.040000915527344,16.200000762939453,16.360000610351562,447700
2024-11-29 00:00:00+00:00,16.479999542236328,16.729999542236328,16.1200008392334,16.579999923706055,349100
2024-12-02 00:00:00+00:00,16.5,17.799999237060547,16.15999984741211,17.3799991607666,1000900
2024-12-03 00:00:00+00:00,17.709999084472656,17.950000762939453,17.200000762939453,17.239999771118164,1007300
2024-12-04 00:00:00+00:00,17.299999237060547,17.40999984741211,16.290000915527344,16.309999465942383,637500
2024-12-05 00:00:00+00:00,16.43000030517578,17.18000030517578,16.18000030517578,16.729999542236328,515500
2024-12-06 00:00:00+00:00,16.770000457763672,17.270000457763672,16.5,17.270000457763672,484500
2024-12-09 00:00:00+00:00,17.149999618530273,17.959999084472656,16.75,17.420000076293945,670300
2024-12-10 00:00:00+00:00,17.489999771118164,17.709999084472656,16.450000762939453,16.6200008392334,754900
2024-12-11 00:00:00+00:00,16.59000015258789,17.450000762939453,16.059999465942383,17.389999389648438,728200
2024-12-12 00:00:00+00:00,17.389999389648438,17.65999984741211,16.899999618530273,17.350000381469727,807700
2024-12-13 00:00:00+00:00,17.239999771118164,17.600000381469727,16.799999237060547,17.219999313354492,630100
2024-12-16 00:00:00+00:00,17.860000610351562,19.899999618530273,17.709999084472656,19.219999313354492,1963800
2024-12-17 00:00:00+00:00,19.299999237060547,19.979999542236328,19.059999465942383,19.209999084472656,990300
2024-12-18 00:00:00+00:00,19.309999465942383,19.809999465942383,17.149999618530273,17.420000076293945,1079800
2024-12-19 00:00:00+00:00,18.079999923706055,18.399999618530273,16.860000610351562,16.8799991607666,1064300
2024-12-20 00:00:00+00:00,16.610000610351562,18.350000381469727,16.31999969482422,18.299999237060547,1250700
2024-12-23 00:00:00+00:00,18.559999465942383,18.729999542236328,17.940000534057617,18.479999542236328,985500
2024-12-24 00:00:00+00:00,18.489999771118164,19.459999084472656,18.489999771118164,19.459999084472656,348600
2024-12-26 00:00:00+00:00,19.329999923706055,20.0,19.25,19.559999465942383,534500
2024-12-27 00:00:00+00:00,19.649999618530273,19.850000381469727,18.889999389648438,19.68000030517578,667400
2024-12-30 00:00:00+00:00,19.3799991607666,19.8700008392334,18.6299991607666,19.049999237060547,590000
2024-12-31 00:00:00+00:00,19.270000457763672,19.31999969482422,18.790000915527344,19.059999465942383,345900
2025-01-02 00:00:00+00:00,19.440000534057617,21.940000534057617,19.149999618530273,21.770000457763672,1724800
2025-01-03 00:00:00+00:00,22.639999389648438,22.790000915527344,21.049999237060547,22.260000228881836,1486300
2025-01-06 00:00:00+00:00,23.209999084472656,24.290000915527344,22.90999984741211,23.270000457763672,1742900
2025-01-07 00:00:00+00:00,23.6299991607666,25.010000228881836,22.75,22.959999084472656,1907300
2025-01-08 00:00:00+00:00,22.889999389648438,23.100000381469727,21.920000076293945,22.450000762939453,1523200
2025-01-10 00:00:00+00:00,23.0,23.75,22.020000457763672,23.420000076293945,1245400
2025-01-13 00:00:00+00:00,23.139999389648438,23.149999618530273,21.260000228881836,21.670000076293945,1296300
2025-01-14 00:00:00+00:00,22.329999923706055,23.540000915527344,22.079999923706055,23.09000015258789,893300
2025-01-15 00:00:00+00:00,23.709999084472656,23.899999618530273,22.68000030517578,23.3700008392334,853400
2025-01-16 00:00:00+00:00,23.450000762939453,23.469999313354492,22.510000228881836,22.719999313354492,602400
2025-01-17 00:00:00+00:00,22.700000762939453,22.8799991607666,21.469999313354492,21.889999389648438,1110500
2025-01-21 00:00:00+00:00,22.020000457763672,23.34000015258789,21.559999465942383,23.329999923706055,1042100
2025-01-22 00:00:00+00:00,23.31999969482422,23.899999618530273,22.75,23.649999618530273,743400
2025-01-23 00:00:00+00:00,23.3700008392334,23.719999313354492,22.790000915527344,22.899999618530273,583300
