"('date', '')","('open', 'BCAT')","('high', 'BCAT')","('low', 'BCAT')","('close', 'BCAT')","('volume', 'BCAT')"
2025-09-26 00:00:00+00:00,14.649999618530273,14.753000259399414,14.649999618530273,14.649999618530273,389737
