"('date', '')","('open', 'AMPH')","('high', 'AMPH')","('low', 'AMPH')","('close', 'AMPH')","('volume', 'AMPH')"
2025-09-26 00:00:00+00:00,26.6200008392334,26.909700393676758,26.334999084472656,26.850000381469727,281916
