"('date', '')","('open', 'DBRG')","('high', 'DBRG')","('low', 'DBRG')","('close', 'DBRG')","('volume', 'DBRG')"
2014-06-27 00:00:00+00:00,45.47465529237525,49.95807201134183,45.47465529237525,48.164703369140625,2557025
2014-06-30 00:00:00+00:00,48.31842595585637,48.31842595585637,45.167220651295196,45.346561431884766,1306000
2014-07-01 00:00:00+00:00,46.11516054013727,49.18950653076172,45.85896422649552,49.18950653076172,2108325
2014-07-02 00:00:00+00:00,49.18949924961958,49.47131075502669,47.16555404663086,47.16555404663086,3022125
2014-07-03 00:00:00+00:00,47.70355889028928,48.984535172249885,47.2680267589612,48.779579162597656,540150
2014-07-07 00:00:00+00:00,49.0613942553099,49.0613942553099,47.396125942737356,48.42090606689453,678075
2014-07-08 00:00:00+00:00,48.42089515510711,51.23904352636434,46.396955476814426,49.855587005615234,2998000
2014-07-09 00:00:00+00:00,49.18948286870063,51.23904261883987,48.54899483596513,50.72665023803711,910100
2014-07-10 00:00:00+00:00,50.163027800601775,51.39276377993264,49.18948803859894,51.23904800415039,1439375
2014-07-11 00:00:00+00:00,50.88037816894781,51.26467006630254,50.11178948770174,51.11095428466797,896350
2014-07-14 00:00:00+00:00,51.64896257485298,51.64896257485298,49.13825027011878,51.08533477783203,1054325
2014-07-15 00:00:00+00:00,50.444837641423376,50.77788926054597,48.54899369544794,49.31757736206055,1124375
2014-07-16 00:00:00+00:00,48.933298541941404,49.18949479445633,47.703562393714265,48.21595001220703,899900
2014-07-17 00:00:00+00:00,47.908524788713365,49.01016051389666,47.60108826750886,48.47215270996094,533425
2014-07-18 00:00:00+00:00,48.830817065998296,49.4969253540039,48.26718923147216,49.496925354003906,349025
2014-07-21 00:00:00+00:00,49.16387597011161,49.39445211476931,48.01099524682312,48.574623107910156,152875
2014-07-22 00:00:00+00:00,48.241578366302655,49.03578248687432,48.16471801145846,48.395294189453125,330800
2014-07-23 00:00:00+00:00,48.67710876191803,48.67710876191803,48.06224060604675,48.47215270996094,164025
2014-07-24 00:00:00+00:00,48.164706760310466,48.77957968235549,47.88289529812133,48.34404754638672,161125
2014-07-25 00:00:00+00:00,48.2415637577491,48.6770958635688,47.24240388003066,48.369659423828125,192050
2014-07-28 00:00:00+00:00,47.806040519671264,48.369668396119685,47.806040519671264,48.06223678588867,254900
2014-07-29 00:00:00+00:00,47.88290147199024,48.36966900877771,47.831661240790275,48.036617279052734,161975
2014-07-30 00:00:00+00:00,48.03662047207705,48.26719664126603,47.16555602992703,47.24241638183594,280925
2014-07-31 00:00:00+00:00,46.75563924507758,46.88373493223003,45.78209931772221,45.88457489013672,511500
2014-08-01 00:00:00+00:00,45.730864869965686,46.96060121363783,45.50028869470993,45.55152893066406,387225
2014-08-04 00:00:00+00:00,45.858960423960816,46.03829636267839,45.14161666909056,45.39780807495117,340275
2014-08-05 00:00:00+00:00,48.318432721869755,48.54900887123579,46.19201203391197,46.26886749267578,2306325
2014-08-06 00:00:00+00:00,46.08953797042309,46.34573427044779,45.46186216622744,45.91020202636719,606725
2014-08-07 00:00:00+00:00,46.063911641699896,47.49860877380558,45.935815952225646,46.62754440307617,524225
2014-08-08 00:00:00+00:00,46.44819034833135,47.01182294894378,46.37133491118306,46.9605827331543,493725
2014-08-11 00:00:00+00:00,46.96059434165257,48.29281096228288,46.70952406337071,48.190330505371094,554000
2014-08-12 00:00:00+00:00,48.190340024460404,48.49777656938687,47.19117980489106,47.29365539550781,197800
2014-08-13 00:00:00+00:00,47.037455904394626,47.447367969599775,46.52506337961956,47.06307601928711,328550
2014-08-14 00:00:00+00:00,46.83250170401434,47.216793669361614,46.704401124540276,47.1911735534668,125275
2014-08-15 00:00:00+00:00,46.448203056644,47.56009063350335,46.448203056644,47.26803207397461,189350
2014-08-18 00:00:00+00:00,47.31927063367384,47.882903426808966,47.21679505362775,47.49861145019531,177550
2014-08-19 00:00:00+00:00,47.29364405613908,47.54984030106118,46.90935213202439,47.037452697753906,300125
2014-08-20 00:00:00+00:00,46.7556413563299,47.29364913050859,46.37134939098262,47.1911735534668,307150
2014-08-21 00:00:00+00:00,47.524215808133654,48.049415862880466,47.191164141004464,47.93412780761719,377275
2014-08-22 00:00:00+00:00,47.908536283352426,48.01101189064896,47.31928321687647,47.652339935302734,224800
2014-08-25 00:00:00+00:00,47.65233107386023,48.01100296250772,47.421754892147426,47.90852737426758,120000
2014-08-26 00:00:00+00:00,48.036614101407714,48.31843046782784,47.65232216590387,48.21595001220703,237425
2014-08-27 00:00:00+00:00,48.11348328492259,48.19033875422482,47.39613462336129,47.95976257324219,270350
2014-08-28 00:00:00+00:00,47.959767055787275,48.03662741881121,47.421759174235035,47.524234771728516,217150
2014-08-29 00:00:00+00:00,47.42175797142919,47.88291036479925,47.268042135818604,47.37051773071289,247125
2014-09-02 00:00:00+00:00,47.601085086927824,48.16471297051525,47.293648586265434,48.036617279052734,324775
2014-09-03 00:00:00+00:00,47.72918639225955,48.62587099757668,47.67795104157072,47.95976257324219,372125
2014-09-04 00:00:00+00:00,49.31759257834567,49.548168726777796,48.58743640382301,48.90768051147461,631750
2014-09-05 00:00:00+00:00,48.72834593084052,50.649810629502646,48.67710569944055,50.496089935302734,473050
2014-09-08 00:00:00+00:00,50.13741234073229,50.41922869458676,49.49692418127166,49.75312042236328,197225
2014-09-09 00:00:00+00:00,49.47130418378412,50.68823266690231,49.343208506208256,50.36798858642578,467075
2014-09-10 00:00:00+00:00,50.624196977456876,50.829153042687956,49.57379653233034,49.72751235961914,230300
2014-09-11 00:00:00+00:00,49.31758827846858,49.817168261001974,49.163872488428346,49.75312042236328,388650
2014-09-12 00:00:00+00:00,49.5737939468104,49.75312988371707,48.70272949337414,49.0614013671875,555125
2014-09-15 00:00:00+00:00,49.08703058502137,49.291986677559585,48.06225012233026,48.54902267456055,250825
2014-09-16 00:00:00+00:00,48.292803978795284,48.57461542147643,47.472979988202056,48.369659423828125,296625
2014-09-17 00:00:00+00:00,48.70271616737796,49.0101477218023,48.344044391704074,48.523380279541016,180650
2014-09-18 00:00:00+00:00,49.035774141388835,49.2919703940624,48.2159500420631,48.42090606689453,369250
2014-09-19 00:00:00+00:00,47.88289716917222,48.869249541718375,47.78041671598131,48.677101135253906,604550
2014-09-22 00:00:00+00:00,48.26720558545323,48.95893422120144,47.43456872169647,47.806053161621094,433825
2014-09-23 00:00:00+00:00,47.75479311121453,47.85727355691285,47.11430498520989,47.2167854309082,385150
2014-09-24 00:00:00+00:00,47.44736337278771,47.549838935892296,46.75563499731882,47.13992691040039,179900
2014-09-25 00:00:00+00:00,47.13992695216037,47.49860363968613,46.67877470143926,47.34488296508789,218950
2014-09-26 00:00:00+00:00,47.37052085983948,47.998201633730694,47.0682102607974,47.806053161621094,159050
2014-09-29 00:00:00+00:00,47.703556060791016,48.190323500757394,47.063067957800754,47.703556060791016,206875
2014-09-30 00:00:00+00:00,47.652325866498515,47.703566098288135,46.90935716516132,47.1911735534668,248125
2014-10-01 00:00:00+00:00,47.139926782912866,47.139926782912866,46.230434784220925,46.52505874633789,246175
2014-10-02 00:00:00+00:00,46.44818826906678,46.73000455675742,45.582250161746586,46.67876434326172,339150
2014-10-03 00:00:00+00:00,47.03746904625996,48.03662937353717,47.01184892420943,47.806053161621094,709125
2014-10-06 00:00:00+00:00,47.8572726587212,48.67709666277472,47.729172104002515,48.49776077270508,347325
2014-10-07 00:00:00+00:00,48.36966580910116,48.36966580910116,47.95975375969211,48.21595001220703,308075
2014-10-08 00:00:00+00:00,48.29281677531569,48.67710876191803,47.44737245017547,48.47215270996094,227150
2014-10-09 00:00:00+00:00,48.5490163591116,48.5490163591116,46.85812759399414,46.85812759399414,342700
2014-10-10 00:00:00+00:00,46.83249461455193,47.19116640970897,44.50111817295775,44.5267333984375,897150
2014-10-13 00:00:00+00:00,44.449883998659125,44.50112422966597,42.06726700875222,42.169742584228516,670400
2014-10-14 00:00:00+00:00,41.06811328079528,42.86147766422793,41.01687304187311,42.78462219238281,1132950
2014-10-15 00:00:00+00:00,42.09288600100601,44.09120609157377,41.14496129882436,43.04080581665039,453525
2014-10-16 00:00:00+00:00,42.91271408083588,43.68129805005667,42.477181861867386,42.98957443237305,343425
2014-10-17 00:00:00+00:00,43.27139088452853,45.24409615351618,43.27139088452853,44.37303161621094,403300
2014-10-20 00:00:00+00:00,44.116825379469354,45.154418020802886,43.886249236950796,45.090370178222656,141825
2014-10-21 00:00:00+00:00,45.14161666909056,46.48664109601014,45.14161666909056,45.39780807495117,359650
