"('date', '')","('open', 'CPA')","('high', 'CPA')","('low', 'CPA')","('close', 'CPA')","('volume', 'CPA')"
2005-12-15 00:00:00+00:00,13.909584331294758,15.076433203695956,13.55150365641418,14.971478462219238,11589800
2005-12-16 00:00:00+00:00,13.891065728720145,15.434517476355717,13.891065728720145,15.064088821411133,1829200
2005-12-19 00:00:00+00:00,15.008518911414896,15.804940283762472,15.008518911414896,15.249298095703125,776100
2005-12-20 00:00:00+00:00,15.366602082749935,15.409818534443584,14.138014883979087,14.354098320007324,916600
2005-12-21 00:00:00+00:00,14.323226101392487,14.878868239472435,14.323226101392487,14.570178031921387,456900
2005-12-22 00:00:00+00:00,14.446707189676799,15.619730206637366,14.446707189676799,15.490080833435059,289300
2005-12-23 00:00:00+00:00,15.681464163615791,16.144499529731767,15.588857325904561,15.996328353881836,511300
2005-12-27 00:00:00+00:00,16.05189446485209,16.453191590961403,15.774072743474898,15.990156173706055,205500
2005-12-28 00:00:00+00:00,16.051896666057992,16.175373265282488,15.743206345556876,15.928420066833496,311500
2005-12-29 00:00:00+00:00,15.92841799914954,16.79275172640073,15.92841799914954,16.663101196289062,470800
2005-12-30 00:00:00+00:00,16.669278453485354,16.916230491358284,16.237111504037582,16.8544921875,160800
2006-01-03 00:00:00+00:00,16.669275286085778,16.712491737306774,15.74320443685879,16.03337287902832,268900
2006-01-04 00:00:00+00:00,16.113629986771873,16.73101043701172,16.113629986771873,16.73101043701172,185800
2006-01-05 00:00:00+00:00,16.66927841474425,16.66927841474425,16.14450459950878,16.36058807373047,158800
2006-01-06 00:00:00+00:00,15.866681029975608,16.051894728900468,15.311037578081068,15.545642852783203,529000
2006-01-09 00:00:00+00:00,15.496251295311621,15.496251295311621,15.18756103515625,15.18756103515625,306800
2006-01-10 00:00:00+00:00,14.446705947101421,14.971479697793834,14.434358052365116,14.909741401672363,548700
2006-01-11 00:00:00+00:00,14.878868508900695,14.909737059190896,14.63808934191023,14.823304176330566,272300
2006-01-12 00:00:00+00:00,14.792433494599816,14.792433494599816,14.323225437134866,14.477570533752441,454200
2006-01-13 00:00:00+00:00,14.50844103173373,15.249298066080222,14.50844103173373,15.101125717163086,270500
2006-01-17 00:00:00+00:00,14.57018198700896,14.878872278354235,14.446705399446847,14.576355934143066,290400
2006-01-18 00:00:00+00:00,14.138013864844272,14.508442417396155,13.952800177348283,14.107145309448242,324300
2006-01-19 00:00:00+00:00,14.706006330018301,14.885047276873683,14.273840598145476,14.718354225158691,260600
2006-01-20 00:00:00+00:00,14.817134992192301,14.940611588151274,14.218276210179496,14.397315979003906,497300
2006-01-23 00:00:00+00:00,14.304707921277442,14.724526899261448,14.212101070853908,14.354098320007324,206000
2006-01-24 00:00:00+00:00,14.557833845401847,14.582529633518691,13.613241146012419,13.823150634765625,555800
2006-01-25 00:00:00+00:00,13.761413995145011,14.24914405170719,13.45889646805957,13.705849647521973,233500
2006-01-26 00:00:00+00:00,14.224442948041057,14.354092248280843,13.829318747778032,13.891057014465332,253000
2006-01-27 00:00:00+00:00,13.897231495361316,14.786259508322678,13.897231495361316,14.780085563659668,329900
2006-01-30 00:00:00+00:00,14.699829219945283,14.940608413141588,14.539310150334357,14.915912628173828,301800
2006-01-31 00:00:00+00:00,14.79244097135658,14.909743633792612,14.699834102090335,14.817136764526367,138700
2006-02-01 00:00:00+00:00,14.817132568359376,14.909739411399642,14.662787437438965,14.662787437438965,265300
2006-02-02 00:00:00+00:00,14.662785402379525,14.817130511878258,13.921928405761719,13.921928405761719,95600
2006-02-03 00:00:00+00:00,13.779931502339293,13.952798452847263,13.582369946078622,13.588543891906738,169200
2006-02-06 00:00:00+00:00,14.014538383761021,14.014538383761021,13.631761940264754,13.860193252563477,78300
2006-02-07 00:00:00+00:00,14.014534296142866,14.014534296142866,13.31071990242282,13.36011028289795,118500
2006-02-08 00:00:00+00:00,13.273681727463934,13.403331076782486,12.779777762117158,12.927948951721191,319300
2006-02-09 00:00:00+00:00,13.11933341963497,13.347764684361922,13.09463763855761,13.335416793823242,374100
2006-02-10 00:00:00+00:00,13.273681259155273,13.335419547035418,13.119336128234863,13.119336128234863,23000
2006-02-13 00:00:00+00:00,13.162548331533513,13.162548331533513,12.779773189730227,12.934118270874023,44000
2006-02-14 00:00:00+00:00,12.921774441100792,12.983512728465092,12.59456234236192,12.903252601623535,255600
2006-02-15 00:00:00+00:00,12.872383775529237,13.088467187971954,12.804471543103276,12.964990615844727,175200
2006-02-16 00:00:00+00:00,12.995856028178824,13.119332570453986,12.934118934600821,13.057594299316406,85800
2006-02-17 00:00:00+00:00,12.96498752709322,13.58236788552623,12.96498752709322,13.477413177490234,145400
2006-02-21 00:00:00+00:00,13.428031566879074,13.631767171136206,13.409509720106481,13.594724655151367,87900
2006-02-22 00:00:00+00:00,13.582373846382396,14.502270842852901,13.582373846382396,14.434358596801758,136400
2006-02-23 00:00:00+00:00,14.50843975489924,14.90356284374548,14.446701477877092,14.570178031921387,144000
2006-02-24 00:00:00+00:00,14.601046292714301,14.693653117635092,14.378790148416336,14.452875137329102,39000
2006-02-27 00:00:00+00:00,14.335578687653557,14.61340045928955,14.335578687653557,14.61340045928955,65400
2006-02-28 00:00:00+00:00,14.662792128450542,14.749225052598963,14.230625152587889,14.23062515258789,42500
2006-03-01 00:00:00+00:00,14.261496845738927,14.29236541499663,13.99602291090512,14.199758529663086,92600
2006-03-02 00:00:00+00:00,14.199751370496108,14.212099262997858,13.798454284667969,13.798454284667969,180600
2006-03-03 00:00:00+00:00,13.755242849651848,13.767589569091797,13.674982696710694,13.767589569091797,192300
2006-03-06 00:00:00+00:00,13.705852439211244,13.829327876532622,13.705852439211244,13.767589569091797,173000
2006-03-07 00:00:00+00:00,13.798459311592346,13.86019761903317,13.594723721329812,13.767589569091797,132000
2006-03-08 00:00:00+00:00,13.79845650104036,13.84167295417827,13.613241616443558,13.705849647521973,183700
2006-03-09 00:00:00+00:00,13.674977906519342,13.674977906519342,13.384809494018555,13.384809494018555,322300
2006-03-10 00:00:00+00:00,13.458895777733543,13.724369607747072,13.458895777733543,13.674979209899902,275100
