"('date', '')","('open', 'BMEZ')","('high', 'BMEZ')","('low', 'BMEZ')","('close', 'BMEZ')","('volume', 'BMEZ')"
2025-09-26 00:00:00+00:00,14.039999961853027,14.24899959564209,14.04010009765625,14.220000267028809,231493
