"('date', '')","('open', 'BBT')","('high', 'BBT')","('low', 'BBT')","('close', 'BBT')","('volume', 'BBT')"
2024-01-02 00:00:00+00:00,23.301900217990347,24.034844424286558,23.263826161012087,23.625537872314453,179800
2024-01-03 00:00:00+00:00,23.511312807155342,23.549386862386818,22.78788760218284,22.940187454223633,183700
2024-01-04 00:00:00+00:00,23.07345260384498,23.42564719576105,23.035378543278693,23.082971572875977,184100
2024-01-05 00:00:00+00:00,22.835482459105037,23.368531984058805,22.835482459105037,23.12104606628418,166400
2024-01-08 00:00:00+00:00,23.11152709782245,23.216232119786298,22.93067032816475,23.12104606628418,132600
2024-01-09 00:00:00+00:00,22.692698135027115,22.816441075220137,22.426172505036416,22.70221710205078,123100
2024-01-10 00:00:00+00:00,23.102007641894215,23.39708839575111,22.797407919776447,23.387569427490234,193500
2024-01-11 00:00:00+00:00,23.121044260578028,23.140080380457213,22.378581118566224,22.75933074951172,219300
2024-01-12 00:00:00+00:00,23.044895326721342,23.21623313541272,22.45473378073735,22.711740493774414,129200
2024-01-16 00:00:00+00:00,22.369062122545746,22.7878876238346,22.359543154839468,22.607030868530273,159700
2024-01-17 00:00:00+00:00,22.15013341756814,22.616551986168727,22.073983484236564,22.397621154785156,115200
2024-01-18 00:00:00+00:00,22.492804682251794,22.62606841227534,22.207242918236542,22.388099670410156,113000
2024-01-19 00:00:00+00:00,22.540400492635825,22.607031452744188,22.235800780393312,22.464250564575195,362900
2024-01-22 00:00:00+00:00,22.73077447205017,23.406606674194336,22.73077447205017,23.406606674194336,246400
2024-01-23 00:00:00+00:00,23.635057654314483,23.635057654314483,23.035377165686196,23.12104606628418,258500
2024-01-24 00:00:00+00:00,23.37805296973154,23.58746666284401,23.140084184327556,23.24479103088379,178200
2024-01-25 00:00:00+00:00,23.701690313502283,23.873028126954992,22.607034279902745,23.330459594726562,660600
2024-01-26 00:00:00+00:00,23.52083065884342,23.682649483394204,23.0448931531714,23.406606674194336,414900
2024-01-29 00:00:00+00:00,23.663613106891727,24.396555477870667,23.501794284092224,23.949174880981445,376500
2024-01-30 00:00:00+00:00,23.98724986037803,24.168104796648496,23.768317238456948,23.844467163085938,233100
2024-01-31 00:00:00+00:00,23.339974734210955,23.84446730709078,22.72125636591909,22.844999313354492,395400
2024-02-01 00:00:00+00:00,22.84499897776621,22.987779858265768,21.550448454714424,22.1120548248291,267200
2024-02-02 00:00:00+00:00,21.57900532456925,22.17868574798807,21.57900532456925,21.959754943847656,194400
2024-02-05 00:00:00+00:00,21.617079890989125,21.788417677614035,21.341037091304777,21.512374877929688,201900
2024-02-06 00:00:00+00:00,21.44574622781695,21.75034596323759,21.11258958636651,21.245851516723633,174400
2024-02-07 00:00:00+00:00,21.322001967977712,21.341039905792886,20.66520763781569,21.131628036499023,185000
2024-02-08 00:00:00+00:00,21.06499476892786,21.57900818475149,21.026920709732202,21.550451278686523,223600
2024-02-09 00:00:00+00:00,21.569487584019924,21.807456336549322,21.18873794308439,21.64563751220703,177700
2024-02-12 00:00:00+00:00,21.64563567985787,22.311948856758352,21.64563567985787,21.95023536682129,221200
2024-02-13 00:00:00+00:00,21.150664046090757,21.245851919101895,20.48435256612815,20.8270263671875,286500
2024-02-14 00:00:00+00:00,21.074512297432108,21.23633112296,20.731838525858198,20.979326248168945,181900
2024-02-15 00:00:00+00:00,21.141144371833008,21.88360757787744,21.017401411937737,21.636119842529297,244200
2024-02-16 00:00:00+00:00,21.37911267102263,21.598045311521926,21.236331777171827,21.293445587158203,256500
2024-02-20 00:00:00+00:00,20.988844145297968,21.46478167072928,20.988844145297968,21.41718864440918,370600
2024-02-21 00:00:00+00:00,21.312480926513672,21.45526363068472,21.150662101936316,21.312480926513672,302600
2024-02-22 00:00:00+00:00,21.188740723350687,21.37911466101949,20.846065093766004,20.960290908813477,209500
2024-02-23 00:00:00+00:00,20.98884340064925,21.255369059035637,20.77943155048978,20.979326248168945,293400
2024-02-26 00:00:00+00:00,20.92221287477814,21.150662665761228,20.779431982358403,21.01740074157715,237600
2024-02-27 00:00:00+00:00,21.131628889819023,21.302964890401288,20.74136022663687,20.750877380371094,283700
2024-02-28 00:00:00+00:00,20.53194609202045,20.779433841619067,20.408203125,20.408203125,279900
2024-02-29 00:00:00+00:00,20.703283027197514,21.036439668907622,20.40820226022348,20.455795288085938,491500
2024-03-01 00:00:00+00:00,20.32253335762495,20.589057218546927,20.094083555881408,20.455795288085938,239200
2024-03-04 00:00:00+00:00,20.503388475798516,20.703281355348075,19.846594214100342,19.913225173950195,303800
2024-03-05 00:00:00+00:00,19.95129922647204,20.522424592387157,19.95129922647204,20.398681640625,267000
2024-03-06 00:00:00+00:00,20.379643106637793,21.207775135241945,20.07504340457199,20.874618530273438,229000
2024-03-07 00:00:00+00:00,21.150661139965383,21.407667817115133,21.03643716049266,21.236330032348633,210400
