"('date', '')","('open', 'CPK')","('high', 'CPK')","('low', 'CPK')","('close', 'CPK')","('volume', 'CPK')"
1980-03-17 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,2025
1980-03-18 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,1350
1980-03-19 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-03-20 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,2025
1980-03-21 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-03-24 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-03-25 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-03-26 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,3375
1980-03-27 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,2025
1980-03-28 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-03-31 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,675
1980-04-01 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,2700
1980-04-02 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-04-03 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-04-07 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,4050
1980-04-08 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,3375
1980-04-09 00:00:00+00:00,0.3398524522781372,0.36302419174256456,0.3398524522781372,0.3398524522781372,2025
1980-04-10 00:00:00+00:00,0.3398524522781372,0.3398524522781372,0.3398524522781372,0.3398524522781372,0
1980-04-11 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,4725
1980-04-14 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,675
1980-04-15 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-16 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-17 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-18 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,20250
1980-04-21 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,14850
1980-04-22 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,11475
1980-04-23 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-24 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-25 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,4050
1980-04-28 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-29 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-04-30 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-05-01 00:00:00+00:00,0.34757640957832336,0.3707481519857735,0.34757640957832336,0.34757640957832336,1350
1980-05-02 00:00:00+00:00,0.34757640957832336,0.34757640957832336,0.34757640957832336,0.34757640957832336,0
1980-05-05 00:00:00+00:00,0.3630243241786957,0.3861960720964867,0.3630243241786957,0.3630243241786957,6750
1980-05-06 00:00:00+00:00,0.3707481324672699,0.39391984879421843,0.3707481324672699,0.3707481324672699,1350
1980-05-07 00:00:00+00:00,0.3707481324672699,0.39391984879421843,0.3707481324672699,0.3707481324672699,2700
1980-05-08 00:00:00+00:00,0.3707481324672699,0.39391984879421843,0.3707481324672699,0.3707481324672699,6075
1980-05-09 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-12 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-13 00:00:00+00:00,0.3707481324672699,0.39391984879421843,0.3707481324672699,0.3707481324672699,1350
1980-05-14 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-15 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-16 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-19 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-20 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-21 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
1980-05-22 00:00:00+00:00,0.3707481324672699,0.3707481324672699,0.3707481324672699,0.3707481324672699,0
