"('date', '')","('open', 'AMBP')","('high', 'AMBP')","('low', 'AMBP')","('close', 'AMBP')","('volume', 'AMBP')"
2024-01-02 00:00:00+00:00,3.1137330373445216,3.16276815725981,3.1096468747757036,3.130078077316284,856900
2024-01-03 00:00:00+00:00,3.105560606480711,3.105560606480711,3.0156628840561686,3.0401804447174072,873000
2024-01-04 00:00:00+00:00,3.0401809310278196,3.076957375326601,2.950282999374861,3.032008409500122,1027900
2024-01-05 00:00:00+00:00,3.040180631133461,3.130078359070301,3.007490548247337,3.0892157554626465,1778400
2024-01-08 00:00:00+00:00,2.9584553511862492,2.982973109211127,2.8889890196100017,2.9339377880096436,1178700
2024-01-09 00:00:00+00:00,2.917592745891906,2.9502828301273807,2.880816498551133,2.9339377880096436,817300
2024-01-10 00:00:00+00:00,2.9502828392072624,2.9502828392072624,2.9012477127031384,2.9257652759552,456100
2024-01-11 00:00:00+00:00,2.9339377880096436,2.942110309068512,2.8930751827153003,2.9339377880096436,891600
2024-01-12 00:00:00+00:00,2.9257652655228874,2.9829731077553197,2.917592744468007,2.9748005867004395,747400
2024-01-16 00:00:00+00:00,3.0320082158378137,3.040180736843511,2.9502828109325687,2.991145610809326,806100
2024-01-17 00:00:00+00:00,2.9421103076326474,2.9911456288102,2.9257652655228874,2.9748005867004395,1009500
2024-01-18 00:00:00+00:00,2.974800588152258,2.9993181513288643,2.925765266950775,2.9339377880096436,644400
2024-01-19 00:00:00+00:00,2.942110289926871,2.991145610809326,2.901247684898384,2.991145610809326,715100
2024-01-22 00:00:00+00:00,2.9911454818266834,3.138250853585835,2.966627919866825,3.1137332916259766,1343400
2024-01-23 00:00:00+00:00,3.1382506457744017,3.1709409210710953,3.056525444653291,3.081043004989624,858500
2024-01-24 00:00:00+00:00,3.0973881114221062,3.121905672282515,3.007490388267274,3.015662908554077,712100
2024-01-25 00:00:00+00:00,3.040180665616419,3.0892157905017807,3.0320081448021923,3.056525707244873,545600
2024-01-26 00:00:00+00:00,3.081043226119765,3.138250871010403,3.076957063194565,3.09738826751709,638600
2024-01-29 00:00:00+00:00,3.1055609723462485,3.146423578262329,3.072870887613384,3.146423578262329,893900
2024-01-30 00:00:00+00:00,3.138251057079113,3.1505099362780746,3.0565258452469517,3.146423578262329,1223600
2024-01-31 00:00:00+00:00,3.1137331519957123,3.146423233142924,3.015662908554077,3.015662908554077,863200
2024-02-01 00:00:00+00:00,3.056525716028141,3.1382509244052574,3.0483531951904297,3.0483531951904297,2776300
2024-02-02 00:00:00+00:00,3.056525672576523,3.1202714511134224,2.950282708348357,3.0892157554626465,911700
2024-02-05 00:00:00+00:00,3.0892158814687614,3.0892158814687614,2.9584553497424078,2.9748005867004395,870900
2024-02-06 00:00:00+00:00,2.966628076223576,2.9829731183916173,2.8889890285012436,2.9257652759552,1232600
2024-02-07 00:00:00+00:00,2.9584551209562857,2.9829728770731667,2.9200442944535996,2.966627836227417,600100
2024-02-08 00:00:00+00:00,2.9666280477922338,2.999318131815024,2.9363895447077097,2.991145610809326,636100
2024-02-09 00:00:00+00:00,2.9911456288102,3.02383571302972,2.9502828286875276,2.9748005867004395,877500
2024-02-12 00:00:00+00:00,2.9829733714135087,3.1709415671381014,2.9829733714135087,3.1545963287353516,1632900
2024-02-13 00:00:00+00:00,3.0810430708485006,3.0892155911353036,2.9911453476936685,3.015662908554077,908800
2024-02-14 00:00:00+00:00,3.0156630521364716,3.1300783415992774,3.0156630521364716,3.105560779571533,1174700
2024-02-15 00:00:00+00:00,3.130078324311196,3.1586822439430433,3.1055607624188677,3.12190580368042,778500
2024-02-16 00:00:00+00:00,3.0728706883595454,3.1137332916259766,3.060611809955485,3.1137332916259766,496300
2024-02-20 00:00:00+00:00,3.1300787634036595,3.1709415671381014,3.101475034607497,3.1545963287353516,849900
2024-02-21 00:00:00+00:00,3.113733464969126,3.211803913116455,3.113733464969126,3.211803913116455,1048000
2024-02-22 00:00:00+00:00,3.113733475063301,3.162768601871792,2.884902688442068,2.9094202518463135,2537200
2024-02-23 00:00:00+00:00,2.925765088573614,2.9421101296948318,2.860384924088743,2.876729965209961,1114600
2024-02-26 00:00:00+00:00,2.8603845785933446,2.8603845785933446,2.6519850371972478,2.6887614727020264,2169600
2024-02-27 00:00:00+00:00,2.7745736951725,2.7745736951725,2.705107164611022,2.745969772338867,1461600
2024-02-28 00:00:00+00:00,2.7214518091031756,2.737796849800328,2.639726605617414,2.6724166870117188,1502300
2024-02-29 00:00:00+00:00,2.69693447958509,2.713279521685439,2.6478993532840436,2.680589437484741,1291900
2024-03-01 00:00:00+00:00,2.6560714475317346,2.6707819051189254,2.6233813685839853,2.631553888320923,890500
2024-03-04 00:00:00+00:00,2.656071646314566,2.7206346155227945,2.6478991259659903,2.6724166870117188,1210700
2024-03-05 00:00:00+00:00,2.680589464721047,2.680589464721047,2.6315543379217754,2.656071901321411,899500
2024-03-06 00:00:00+00:00,2.6642441666631425,2.696934248057447,2.639726605617414,2.6724166870117188,937700
2024-03-07 00:00:00+00:00,2.680589341791326,2.8195223895328407,2.680589341791326,2.811349868774414,1472800
2024-03-08 00:00:00+00:00,2.835867652699065,2.8767302596849893,2.8195226099046953,2.82769513130188,972900
2024-03-11 00:00:00+00:00,2.8276948586642123,2.8767299823195054,2.819522338054997,2.860384941101074,763000
2024-03-12 00:00:00+00:00,2.8519724247289475,2.8982432179243984,2.8099077755271007,2.877211093902588,1393700
2024-03-13 00:00:00+00:00,2.8772107389706854,2.969752514524773,2.8772107389706854,2.936100959777832,857000
2024-03-14 00:00:00+00:00,2.919275437866719,2.9529269955584683,2.8014947853664913,2.8099076747894287,711600
2024-03-15 00:00:00+00:00,2.8099075265076383,2.961339728708378,2.8099075265076383,2.9192752838134766,1666600
2024-03-18 00:00:00+00:00,2.894036788933198,2.894036788933198,2.801494804083502,2.8519723415374756,858100
2024-03-19 00:00:00+00:00,2.8267331715995434,2.902449369430542,2.8267331715995434,2.902449369430542,935000
2024-03-20 00:00:00+00:00,2.8856236276574205,2.948720393097479,2.8772107389706854,2.936100959777832,650900
2024-03-21 00:00:00+00:00,2.9529268397293977,2.9529268397293977,2.894036616876536,2.9192752838134766,556400
2024-03-22 00:00:00+00:00,2.9276882417415995,2.9361011309187095,2.8519722391476114,2.868798017501831,2199600
2024-03-25 00:00:00+00:00,2.8772111287094044,2.9192755778410096,2.8014949196934,2.8267335891723633,2042900
2024-03-26 00:00:00+00:00,2.8351462913103727,2.860385159697623,2.7972883898877003,2.8183205127716064,1087700
2024-03-27 00:00:00+00:00,2.818320583041791,2.9024496784123426,2.818320583041791,2.8519723415374756,1279900
2024-03-28 00:00:00+00:00,2.8687981527373765,2.919275490179544,2.8687981527373765,2.8856239318847656,2247400
2024-04-01 00:00:00+00:00,2.8183206652516475,2.8856239836271347,2.793081996078007,2.877211093902588,1682900
2024-04-02 00:00:00+00:00,2.8687979451750887,2.885623723105105,2.8208442975533576,2.835146188735962,549800
2024-04-03 00:00:00+00:00,2.8183205959070006,2.9361012497317813,2.8183205959070006,2.9276883602142334,1929900
2024-04-04 00:00:00+00:00,2.9361009949747783,3.003404105275466,2.91086232861202,2.969752550125122,1388800
2024-04-05 00:00:00+00:00,2.9697528078019735,2.9697528078019735,2.877211023108945,2.9276883602142334,1174300
2024-04-08 00:00:00+00:00,2.9361012497317813,2.9571335738152054,2.919275470696685,2.9276883602142334,727400
2024-04-09 00:00:00+00:00,2.944513848464567,2.969752514524773,2.927688071091097,2.936100959777832,1553800
2024-04-10 00:00:00+00:00,2.8940364808469963,2.92768803518118,2.835146060183089,2.902449369430542,1151200
2024-04-11 00:00:00+00:00,2.910862548714382,2.9361012169855405,2.885623880443224,2.8940367698669434,1227700
2024-04-12 00:00:00+00:00,2.877210906678941,2.915068807686385,2.8603851283247215,2.868798017501831,1267100
2024-04-15 00:00:00+00:00,2.9024499593255757,2.919275739912346,2.76784351405229,2.80149507522583,1280700
2024-04-16 00:00:00+00:00,2.7846689083566547,2.9192753349576686,2.7341915735984363,2.910862445831299,5421100
2024-04-17 00:00:00+00:00,2.944513945860162,2.944513945860162,2.8183204108059456,2.835146188735962,1193300
2024-04-18 00:00:00+00:00,2.8603849265128125,2.944513812348272,2.8267331715995434,2.902449369430542,1640800
2024-04-19 00:00:00+00:00,2.8940365163441557,2.969752514524773,2.8856236276574205,2.936100959777832,1569400
2024-04-22 00:00:00+00:00,2.9361010013419264,3.062294534008467,2.9192752237302666,3.0538816452026367,1065700
2024-04-23 00:00:00+00:00,3.028643077720727,3.1295979539536103,3.0202301880829125,3.121185064315796,1420500
2024-04-24 00:00:00+00:00,3.087533169531676,3.1464233905832217,3.0622945033667275,3.1380105018615723,1083400
2024-04-25 00:00:00+00:00,3.1043590256384532,3.436668439432855,3.0791203588339653,3.3735718727111816,2588600
2024-04-26 00:00:00+00:00,3.3735716709135173,3.4534940107241177,3.360952037397504,3.4072232246398926,2734900
2024-04-29 00:00:00+00:00,3.4156359909257237,3.5081779663773807,3.323094216053153,3.3483328819274902,1566300
2024-04-30 00:00:00+00:00,3.323094367980957,3.3946038242713614,3.2810299229339264,3.323094367980957,1138200
2024-05-01 00:00:00+00:00,3.348332744101522,3.381984297215454,3.2978554144306234,3.3315069675445557,1364000
2024-05-02 00:00:00+00:00,3.356746061069676,3.381984729128353,3.314681614305215,3.3399202823638916,1056000
2024-05-03 00:00:00+00:00,3.3735719545502953,3.3903977328281285,3.3146815299987793,3.3146815299987793,817500
