"('date', '')","('open', 'AIZ')","('high', 'AIZ')","('low', 'AIZ')","('close', 'AIZ')","('volume', 'AIZ')"
2024-03-19 00:00:00+00:00,175.1130439294791,175.76795933445524,174.0378401802346,175.22056579589844,315800
2024-03-20 00:00:00+00:00,174.7904881874086,177.09729377302094,174.3897235228105,176.54014587402344,367200
2024-03-21 00:00:00+00:00,176.48149768911432,177.35144187395338,174.07692465200336,175.49424743652344,376600
2024-03-22 00:00:00+00:00,175.66042595934536,176.2468966255236,174.8588966594695,175.63108825683594,227700
2024-03-25 00:00:00+00:00,176.16871274625552,178.61237802010618,176.16871274625552,177.40032958984375,462500
2024-03-26 00:00:00+00:00,177.2341269430384,181.25149753706418,177.2341269430384,179.1401824951172,352700
2024-03-27 00:00:00+00:00,180.72370148794752,183.216242954985,180.35225960773724,183.18692016601562,320200
2024-03-28 00:00:00+00:00,183.33353005154427,185.2102630787735,183.15759332162352,183.9982147216797,339600
2024-04-01 00:00:00+00:00,183.0305129730677,184.39895944053205,182.01395487080103,183.00119018554688,323000
2024-04-02 00:00:00+00:00,183.58770523563,184.72155466998714,182.02375338038183,182.41473388671875,338600
2024-04-03 00:00:00+00:00,182.1996798004747,183.06962405544402,180.77258760982588,180.80191040039062,271300
2024-04-04 00:00:00+00:00,182.1410139470048,182.1410139470048,174.97618625579474,175.2987518310547,559800
2024-04-05 00:00:00+00:00,176.3739884163495,176.97024334390665,174.4972552627965,175.7972869873047,355500
2024-04-08 00:00:00+00:00,175.71908009634322,178.77853876226678,174.5461237918868,177.1657257080078,306700
2024-04-09 00:00:00+00:00,177.50785851590015,178.35824929222653,173.47091855021333,174.7709503173828,290100
2024-04-10 00:00:00+00:00,174.2333167984656,175.73860789574633,172.97239220440855,173.49044799804688,229600
2024-04-11 00:00:00+00:00,172.99195905577358,172.99195905577358,169.70767211914062,169.70767211914062,237300
2024-04-12 00:00:00+00:00,169.28733504778572,170.48961402405453,168.6031118464517,170.26480102539062,252500
2024-04-15 00:00:00+00:00,172.02426031096067,172.9039738145387,168.43696159711456,168.70086669921875,259300
2024-04-16 00:00:00+00:00,169.17980895295207,169.88358563238236,167.03915612926386,167.2444305419922,325000
2024-04-17 00:00:00+00:00,167.33242449394388,167.51814543983357,165.9541937096616,166.2474365234375,270900
2024-04-18 00:00:00+00:00,167.1662599386355,168.21214093076165,166.6188812980892,167.0391845703125,238500
2024-04-19 00:00:00+00:00,168.00689253198405,169.961824900604,167.5865743169566,169.91294860839844,259500
2024-04-22 00:00:00+00:00,170.79264883074816,171.48665632982738,169.73698364458565,170.66558837890625,323600
2024-04-23 00:00:00+00:00,171.0370196459076,172.60097142349645,170.64603915898516,172.33705139160156,264200
2024-04-24 00:00:00+00:00,171.09566258723675,173.38294463678105,171.09566258723675,173.0603790283203,297200
2024-04-25 00:00:00+00:00,172.79644615225024,173.80323498488204,169.01365733284635,169.72720336914062,315500
2024-04-26 00:00:00+00:00,169.02342130160437,169.72719802467415,167.3324092740648,168.9843292236328,289200
2024-04-29 00:00:00+00:00,168.6911069344391,171.87764115696564,168.6911069344391,171.36936950683594,375700
2024-04-30 00:00:00+00:00,171.3693440895227,171.8385235873425,169.87380740688005,170.47006225585938,344700
2024-05-01 00:00:00+00:00,170.76330804592206,173.08968190999786,170.55804853729632,170.7144317626953,309000
2024-05-02 00:00:00+00:00,171.98513591114244,172.4152233280166,169.56102446097103,170.6851043701172,249900
2024-05-03 00:00:00+00:00,170.54827670650516,172.98217260430198,168.34897803625037,172.1122283935547,300800
2024-05-06 00:00:00+00:00,173.31450178836516,176.45217435060945,172.48366460035058,176.4228515625,392300
2024-05-07 00:00:00+00:00,176.57922452213742,177.29278543115313,173.9791763330114,174.55587768554688,457800
2024-05-08 00:00:00+00:00,178.10410505584343,179.60939629075023,167.26399464639005,172.56185913085938,685800
2024-05-09 00:00:00+00:00,173.32429866376003,175.85593232191684,172.00471344258528,175.24989318847656,299300
2024-05-10 00:00:00+00:00,175.9438974526381,175.9438974526381,171.1934116248189,172.52276611328125,428500
2024-05-13 00:00:00+00:00,172.4054519361885,175.75815304195604,171.91671895296082,172.37612915039062,327600
2024-05-14 00:00:00+00:00,172.3370259263932,174.29195790203593,172.22950407113495,173.33404541015625,339000
2024-05-15 00:00:00+00:00,173.12878903416726,173.8032430224493,170.07909960709944,171.51597595214844,375600
2024-05-16 00:00:00+00:00,172.67915929410776,173.00172488660618,171.39868113036923,171.52574157714844,307300
2024-05-17 00:00:00+00:00,172.55210279040793,172.58142558248073,171.2227481949559,171.64306640625,372800
2024-05-20 00:00:00+00:00,171.5452856111367,171.78965211485627,167.36173226065353,168.30987548828125,292600
2024-05-21 00:00:00+00:00,168.37830271426841,169.11140227924426,167.04894823984762,167.5181427001953,247800
2024-05-22 00:00:00+00:00,167.0000776600559,167.45948788864078,164.93762373437104,165.6902618408203,244400
2024-05-23 00:00:00+00:00,165.69029313484273,166.86326452763208,162.49398934284918,162.95339965820312,317600
2024-05-24 00:00:00+00:00,163.559409478999,165.21132962666957,163.08044570545945,165.1820068359375,353800
2024-05-28 00:00:00+00:00,165.05491244014053,165.11355801484453,164.03835434372618,164.77145385742188,387900
2024-05-29 00:00:00+00:00,164.47819362454067,167.47900622656536,164.21427365141597,165.24061584472656,624200
2024-05-30 00:00:00+00:00,165.47522436246106,167.3617416325903,164.29249877059874,166.7263946533203,336100
2024-05-31 00:00:00+00:00,167.14669284419358,169.5903579442549,166.75571239416303,169.56103515625,810100
2024-06-03 00:00:00+00:00,169.14072858213052,171.05656871430838,168.35876762853871,168.60313415527344,346200
2024-06-04 00:00:00+00:00,167.1564586532281,168.74973303806246,166.64818706176564,167.9286651611328,344600
2024-06-05 00:00:00+00:00,167.84071051083023,169.51216918863474,166.48203322909805,168.56402587890625,395600
2024-06-06 00:00:00+00:00,168.66176907722175,169.85427884552607,167.71362582021018,168.6324462890625,212100
2024-06-07 00:00:00+00:00,169.1993776566732,170.65579251214123,168.56401578107835,169.4339599609375,326000
2024-06-10 00:00:00+00:00,169.00210334248905,170.3664627875795,168.71746240047247,169.3947296142578,297200
2024-06-11 00:00:00+00:00,168.50149767831007,168.7468834467547,165.2427824614877,166.46971130371094,256700
2024-06-12 00:00:00+00:00,166.66599945906992,167.06843567166828,164.9384742448554,165.8415069580078,210900
2024-06-13 00:00:00+00:00,165.27222432938694,165.75317084076872,163.97658030825423,165.0170135498047,349200
2024-06-14 00:00:00+00:00,163.51524227026636,164.32011470697054,162.00367266337443,162.484619140625,360500
2024-06-17 00:00:00+00:00,162.81834808918254,165.21331526514805,162.1508911001832,164.889404296875,237000
2024-06-18 00:00:00+00:00,164.49680298290193,166.42063403070583,164.49680298290193,165.2624053955078,239900
2024-06-20 00:00:00+00:00,165.046461865005,166.86232254235887,164.33974965371175,166.46971130371094,262700
2024-06-21 00:00:00+00:00,166.85252401968017,166.8917791553909,163.98641984368518,165.62559509277344,459100
2024-06-24 00:00:00+00:00,165.62557675019048,167.1764165393085,165.5176064174937,166.11634826660156,312300
2024-06-25 00:00:00+00:00,166.37154998583773,166.83287642585904,163.37784063372868,163.49563598632812,279000
2024-06-26 00:00:00+00:00,162.56317501271172,162.56317501271172,160.9436347731754,161.76812744140625,224500
2024-06-27 00:00:00+00:00,161.48349377642046,164.85017981172714,161.48349377642046,164.17291259765625,287300
2024-06-28 00:00:00+00:00,164.24160211611036,165.76299685536696,162.59260198629386,163.18153381347656,584400
2024-07-01 00:00:00+00:00,163.48581188894963,165.07590687497026,161.93497203591028,163.80972290039062,462400
2024-07-02 00:00:00+00:00,162.39631417612864,163.30915711063784,161.44421610484363,162.7889404296875,326000
2024-07-03 00:00:00+00:00,162.36687796128078,163.67233224360152,160.80622783305685,160.9043731689453,204200
2024-07-05 00:00:00+00:00,160.09949408543395,160.52155042529918,157.49841088655552,158.3032684326172,815000
2024-07-08 00:00:00+00:00,157.16466191242253,160.19764119488005,157.16466191242253,158.42103576660156,521100
2024-07-09 00:00:00+00:00,158.2149204803187,160.42339225703526,157.37079289102076,158.62716674804688,335700
2024-07-10 00:00:00+00:00,159.12774255732197,161.82698574269412,159.12774255732197,161.75828552246094,282700
2024-07-11 00:00:00+00:00,161.97422150812474,163.58395134411188,161.89569627500867,163.46615600585938,246000
2024-07-12 00:00:00+00:00,164.22197041950608,166.04764114851585,162.61224036640192,165.0464630126953,300500
2024-07-15 00:00:00+00:00,165.6157508052298,168.74687545870944,164.6538428320655,167.9518280029297,315000
2024-07-16 00:00:00+00:00,167.31382578925908,168.6487248637124,166.4598731977557,167.09788513183594,322500
2024-07-17 00:00:00+00:00,167.3138396937652,170.9161009933676,167.06845392422423,168.7272491455078,395200
2024-07-18 00:00:00+00:00,168.60946945681823,173.41902456858278,168.60946945681823,169.13951110839844,292600
2024-07-19 00:00:00+00:00,169.62043765873713,169.62043765873713,165.53721532323718,166.6561737060547,386700
2024-07-22 00:00:00+00:00,166.11635785583607,167.73589796261902,165.53723605040045,166.28321838378906,299800
2024-07-23 00:00:00+00:00,166.54822651385547,169.50268083901636,165.99856477256762,169.26710510253906,319800
2024-07-24 00:00:00+00:00,170.0130930500119,170.43514940914122,166.5187869076377,166.7445526123047,218800
2024-07-25 00:00:00+00:00,167.3825375201394,169.64008956296522,166.25376898730576,166.4598846435547,278400
2024-07-26 00:00:00+00:00,167.67702154815433,170.70017630937045,166.1359915820355,169.85604858398438,233000
2024-07-29 00:00:00+00:00,170.95537451551368,171.77005715528082,169.2867540985802,169.4634246826172,214200
2024-07-30 00:00:00+00:00,170.24865593365857,173.30125572138417,169.93456991459053,172.59454345703125,240200
2024-07-31 00:00:00+00:00,172.30988258825136,173.22271042069835,171.22036922158867,171.64242553710938,262300
2024-08-01 00:00:00+00:00,172.65341106794614,173.24234287026627,169.2965357399002,171.31851196289062,248200
2024-08-02 00:00:00+00:00,170.70017498705005,172.97734733595559,168.29539723432669,170.05235290527344,387500
2024-08-05 00:00:00+00:00,170.76884426756922,170.76884426756922,163.7115478119308,166.1654052734375,279400
2024-08-06 00:00:00+00:00,166.4500528084394,168.43277373186154,165.1936790491033,167.02915954589844,370900
2024-08-07 00:00:00+00:00,169.944361847312,171.936893026211,161.59143594407425,167.04881286621094,547200
2024-08-08 00:00:00+00:00,167.17643000454152,168.28556353649827,166.25377708302827,167.12734985351562,317000
2024-08-09 00:00:00+00:00,167.5493956204132,174.31222663505372,167.24511967129334,174.1159210205078,389200
2024-08-12 00:00:00+00:00,174.61650676975367,175.5686047491394,174.1551803270757,175.1661834716797,380100
2024-08-13 00:00:00+00:00,175.97104421758456,181.2517508416943,175.52935282191254,180.91802978515625,502500
2024-08-14 00:00:00+00:00,180.97691859218108,182.87128955496723,180.57448233328617,182.54737854003906,391000
2024-08-15 00:00:00+00:00,183.5485502409274,184.12765704556526,179.70090328447284,180.66281127929688,547900
2024-08-16 00:00:00+00:00,181.19285001250535,183.9902386722651,179.97573125893626,183.81356811523438,282400
2024-08-19 00:00:00+00:00,183.35224465908027,186.267428714539,183.35224465908027,185.26625061035156,345400
2024-08-20 00:00:00+00:00,185.2957104315269,187.29806679905508,184.83438396337874,186.2870635986328,443400
2024-08-21 00:00:00+00:00,187.2391523372218,187.2980575027686,184.1865527627885,186.32632446289062,369900
2024-08-22 00:00:00+00:00,184.53008719583744,186.72874894569233,183.69576964052504,186.24778747558594,236900
2024-08-23 00:00:00+00:00,187.28823997151252,190.11508894437978,186.27725175802502,189.4476318359375,291000
2024-08-26 00:00:00+00:00,189.99728714832236,191.1555007081215,188.84886864966361,189.2022247314453,227400
2024-08-27 00:00:00+00:00,189.32003333865325,190.9199383684632,188.42682554475303,190.51751708984375,236800
2024-08-28 00:00:00+00:00,190.6843781247027,191.89167191810213,188.49552627527947,190.4193572998047,407700
2024-08-29 00:00:00+00:00,190.91993959113438,193.62900808429887,189.5850403998072,191.75425720214844,249400
2024-08-30 00:00:00+00:00,191.96039548809853,193.12841922203575,191.00829746193534,192.7259979248047,508100
2024-09-03 00:00:00+00:00,193.46485679371287,194.74554701647946,193.01167861462295,193.86875915527344,339700
2024-09-04 00:00:00+00:00,194.59778593939154,196.53854368867425,193.82936576815368,194.2529754638672,340300
2024-09-05 00:00:00+00:00,194.95242728064932,194.95242728064932,190.8049158840771,191.9674072265625,501700
2024-09-06 00:00:00+00:00,191.69157890485127,193.46486199549793,189.21884375462938,189.7212677001953,365500
2024-09-09 00:00:00+00:00,190.88373684005856,193.03138378828905,189.7705212736921,190.3911590576172,551200
2024-09-10 00:00:00+00:00,190.84434448546514,191.2876615000562,188.4110089451337,188.9232940673828,256500
2024-09-11 00:00:00+00:00,187.56378279645048,188.8050734984964,183.86944912482105,186.50967407226562,362300
2024-09-12 00:00:00+00:00,186.2239696319219,189.06122268858013,185.8496056779789,188.47012329101562,243500
2024-09-13 00:00:00+00:00,189.06121886263108,190.08577409442302,188.26324521466472,189.38632202148438,350300
2024-09-16 00:00:00+00:00,190.6177592770375,191.9772637604161,189.7508175531638,190.05621337890625,256400
2024-09-17 00:00:00+00:00,190.36158549964395,192.88358107436966,189.80990084670762,192.83433532714844,249700
2024-09-18 00:00:00+00:00,193.25796235710393,194.06579712325373,190.8935950510258,190.94285583496094,197200
2024-09-19 00:00:00+00:00,192.20386242363682,192.6570255788495,189.5143768284758,191.139892578125,322400
2024-09-20 00:00:00+00:00,191.21871004244403,192.548661097469,190.31235365222696,191.3861846923828,771200
2024-09-23 00:00:00+00:00,192.10534387270673,195.6716023691417,191.73097993072722,195.15933227539062,382100
2024-09-24 00:00:00+00:00,194.61746995077263,195.53365734048316,192.94270862513372,194.3810272216797,317500
2024-09-25 00:00:00+00:00,194.9622792031652,195.03124730782184,193.277671614575,193.62246704101562,236500
2024-09-26 00:00:00+00:00,193.55351706988284,197.03111504789572,193.48454896412116,196.04595947265625,287000
2024-09-27 00:00:00+00:00,196.53852506611952,198.55809687651313,195.55336955200363,196.98184204101562,367000
2024-09-30 00:00:00+00:00,197.2872470495166,198.08523568029537,193.1693040238871,195.9080352783203,409100
2024-10-01 00:00:00+00:00,195.5730894148455,197.06066892494889,194.46970494631714,196.2626953125,322000
2024-10-02 00:00:00+00:00,195.77996448468943,197.65176910873828,194.79480890327883,196.6961669921875,298900
2024-10-03 00:00:00+00:00,196.69617669695074,196.69617669695074,193.21857852557312,193.55352783203125,388700
2024-10-04 00:00:00+00:00,194.09535439179965,195.36619846146445,193.5535158224538,194.5977783203125,262300
2024-10-07 00:00:00+00:00,193.27767050165477,194.23327259140578,183.47537574798008,183.8300323486328,544800
2024-10-08 00:00:00+00:00,184.46053244429856,187.53421298080673,184.17482891385492,186.7657928466797,333500
2024-10-09 00:00:00+00:00,186.71653391545075,188.76565930422137,185.9875133822797,187.74110412597656,303500
2024-10-10 00:00:00+00:00,189.69170041103496,190.79506979490478,187.03178348504562,187.50465393066406,271300
2024-10-11 00:00:00+00:00,190.6473277026044,192.10535387166826,188.29280627439167,189.04151916503906,379100
2024-10-14 00:00:00+00:00,189.0021101071765,190.3222150190344,187.37659432859178,190.0069580078125,207900
2024-10-15 00:00:00+00:00,190.70642290056236,194.4598633323556,190.03650927560494,191.89845275878906,286200
2024-10-16 00:00:00+00:00,191.78025083659188,194.75542514361322,191.7014365797913,193.937744140625,283200
2024-10-17 00:00:00+00:00,193.99683125823162,195.8193750588999,193.3466249802578,195.2184295654297,359800
2024-10-18 00:00:00+00:00,195.76026688124395,195.84892727341622,194.0657981246415,194.56822204589844,294800
2024-10-21 00:00:00+00:00,193.96727638031814,194.14461219678262,191.3763124635754,191.48468017578125,208400
2024-10-22 00:00:00+00:00,190.676862227316,191.23839308144642,187.51450625584573,190.86404418945312,224600
2024-10-23 00:00:00+00:00,190.81476533781708,191.76050617068455,189.31732481478412,190.83447265625,188300
2024-10-24 00:00:00+00:00,192.0955055583483,192.37134793769854,190.13504040370404,191.83935546875,243400
2024-10-25 00:00:00+00:00,192.11518859826373,192.6668883626836,188.23368815220988,188.9232940673828,209300
2024-10-28 00:00:00+00:00,190.34192333435064,192.09549912965568,189.85919167050173,191.34677124023438,223000
2024-10-29 00:00:00+00:00,191.01182919750318,191.87877098355656,189.99712007622813,190.6768798828125,327100
2024-10-30 00:00:00+00:00,191.26794480931164,193.81950911888012,190.62759971208,192.17430114746094,304100
2024-10-31 00:00:00+00:00,191.662023796298,193.82936309638325,188.79521741035236,188.8543243408203,314900
2024-11-01 00:00:00+00:00,189.01194319813254,191.76052055059844,188.70654738477862,188.91342163085938,244400
2024-11-04 00:00:00+00:00,188.68683219768454,189.72124848180087,187.2386524063777,188.3518829345703,243800
2024-11-05 00:00:00+00:00,187.8987259979588,190.4699827510891,186.58846722782215,190.22369384765625,390000
2024-11-06 00:00:00+00:00,193.91801774346692,204.16364463548652,191.9871212547754,203.30654907226562,692500
2024-11-07 00:00:00+00:00,204.22275760933414,205.57241596256387,201.76971476905308,202.784423828125,310600
2024-11-08 00:00:00+00:00,204.61682284914232,206.6166875901653,202.25245533266934,206.28173828125,303600
2024-11-11 00:00:00+00:00,209.10912403653873,211.63113502126998,207.15852014086,207.60183715820312,339100
2024-11-12 00:00:00+00:00,207.54272464259358,209.65095698664547,206.19306630567118,209.138671875,290300
2024-11-13 00:00:00+00:00,208.58697523775098,211.31586025285193,207.8579697694262,210.07456970214844,552300
2024-11-14 00:00:00+00:00,209.808591128425,212.665536379939,208.92195709375696,212.2813262939453,876700
2024-11-15 00:00:00+00:00,212.8428617162943,215.80817453988084,212.33057661612344,215.57174682617188,488400
2024-11-18 00:00:00+00:00,214.95110165353196,218.64543513435774,214.55703039620838,218.31048583984375,502200
2024-11-19 00:00:00+00:00,216.20226850186765,217.18742416525808,213.9758070819445,215.91656494140625,360100
2024-11-20 00:00:00+00:00,217.89669760056168,219.3645847834818,215.7490657144243,217.5716094970703,529900
2024-11-21 00:00:00+00:00,218.0838845304554,222.12302839536775,217.4435394204898,221.87673950195312,295800
2024-11-22 00:00:00+00:00,221.7782139535483,223.7879397058398,221.1378688550688,222.7929229736328,352400
2024-11-25 00:00:00+00:00,224.05392056207577,227.12761611430864,222.89144422316906,224.06378173828125,1260500
2024-11-26 00:00:00+00:00,224.4184431882379,225.6794411227611,222.75352785986303,225.28536987304688,330800
2024-11-27 00:00:00+00:00,224.7238278832261,226.0340865381145,222.8027776118786,223.6795654296875,487600
2024-11-29 00:00:00+00:00,224.0440780253246,225.22626170339498,222.723973168684,223.7288360595703,231200
2024-12-02 00:00:00+00:00,224.46769030624182,224.46769030624182,221.16741331513066,222.379150390625,298400
2024-12-03 00:00:00+00:00,223.33477201197786,225.8370756596401,220.96054340293156,223.96527099609375,371200
2024-12-04 00:00:00+00:00,223.45299156880998,224.15244359906552,220.01479324918662,221.04920959472656,303500
2024-12-05 00:00:00+00:00,221.33489972388745,223.02936850392908,220.90142886867477,222.02450561523438,248900
2024-12-06 00:00:00+00:00,221.43342488150614,222.35947353586863,220.01479843501733,220.89158630371094,247500
2024-12-09 00:00:00+00:00,220.3576954357394,220.62462901229324,215.71087276985782,216.15579223632812,254400
2024-12-10 00:00:00+00:00,215.28575140807493,216.51172391942265,210.15448355315928,213.86204528808594,314300
2024-12-11 00:00:00+00:00,215.4439416791101,215.4439416791101,213.14030820581468,214.4750213623047,274800
2024-12-12 00:00:00+00:00,215.92838291449718,218.11337920246274,215.0089148732162,215.15721130371094,249000
2024-12-13 00:00:00+00:00,216.39307674591856,217.1741448845626,214.64311842810594,215.36485290527344,258400
2024-12-16 00:00:00+00:00,215.58235169188745,216.30408612649117,214.01034919288915,214.87049865722656,441100
2024-12-17 00:00:00+00:00,212.66574861310966,213.8323874723956,210.34233720879283,210.70814514160156,367700
2024-12-18 00:00:00+00:00,210.3818731341129,212.33947656130837,205.04299035437836,205.2901611328125,335700
2024-12-19 00:00:00+00:00,206.30850862031284,208.42428993243655,205.70541130261782,206.08111572265625,316600
2024-12-20 00:00:00+00:00,205.42858968886128,210.38188698376334,205.42858968886128,209.86778259277344,923800
2024-12-23 00:00:00+00:00,208.1870051892622,210.51040139560095,207.76186361642667,209.00759887695312,376000
2024-12-24 00:00:00+00:00,209.69970277104676,213.8521689961342,208.72090101864657,212.99200439453125,191900
2024-12-26 00:00:00+00:00,212.4877713071644,215.2857463071609,212.28015630314778,214.73208618164062,224900
2024-12-27 00:00:00+00:00,213.55556373898722,215.27587787788346,212.0725389907998,212.61631774902344,251700
2024-12-30 00:00:00+00:00,210.42144275913677,211.11351796709096,208.1474684306233,209.86778259277344,217600
2024-12-31 00:00:00+00:00,210.42142103944119,211.6177191141141,210.3522059827361,210.8070068359375,234100
2025-01-02 00:00:00+00:00,211.57820293460122,212.03300384047913,208.552834783052,209.01751708984375,219300
2025-01-03 00:00:00+00:00,210.2137897511932,211.03439851054466,208.56269083277743,209.4525146484375,250900
2025-01-06 00:00:00+00:00,208.2562079424474,209.71945470888016,205.003447175682,205.3099365234375,337100
2025-01-07 00:00:00+00:00,206.66443523222014,207.81131129353736,203.77748227815465,204.65740966796875,379800
2025-01-08 00:00:00+00:00,203.93567785077641,204.647530926629,201.00916908492601,203.0952911376953,306400
2025-01-10 00:00:00+00:00,200.1984599071162,201.6913660582149,195.2649254730267,196.66885375976562,374000
2025-01-13 00:00:00+00:00,195.35389692198433,198.13209411610657,195.04740756407153,197.60809326171875,333400
2025-01-14 00:00:00+00:00,198.17164842746894,203.11506406341215,197.05443166619142,202.42298889160156,231100
2025-01-15 00:00:00+00:00,205.71531029896605,206.88194917484498,204.6277527993267,206.65455627441406,264300
2025-01-16 00:00:00+00:00,207.16865777830978,209.630484219122,206.65455340934204,209.28443908691406,210400
2025-01-17 00:00:00+00:00,209.14601265774968,211.2321345655042,208.40450034579106,209.19544982910156,345500
2025-01-21 00:00:00+00:00,210.6488294058578,212.32958774268388,206.76331186989123,207.2477569580078,316000
2025-01-22 00:00:00+00:00,207.69267672014558,207.69267672014558,204.30148566828467,204.8749237060547,387200
2025-01-23 00:00:00+00:00,204.5783080337347,206.30850348234824,204.3805744282574,205.05287170410156,420200
2025-01-24 00:00:00+00:00,204.40034965453012,208.81976432121934,204.40034965453012,208.5132598876953,317500
