"('date', '')","('open', 'AD')","('high', 'AD')","('low', 'AD')","('close', 'AD')","('volume', 'AD')"
2024-01-02 00:00:00+00:00,29.108157015775312,29.30341930864205,28.07604948426742,28.515392303466797,312800
2024-01-03 00:00:00+00:00,28.459605563501384,28.891973229697562,27.74828947122741,28.25039291381836,328800
2024-01-04 00:00:00+00:00,28.522367340470424,28.70368194580078,27.964470517378718,28.70368194580078,141100
2024-01-05 00:00:00+00:00,28.794341909428816,29.610261661500026,28.271315608793632,29.449867248535156,177200
2024-01-08 00:00:00+00:00,29.359207442796446,29.394077989650096,28.30618236994712,28.459604263305664,136100
2024-01-09 00:00:00+00:00,28.31315447927004,29.087233787992187,28.013285870301114,29.010522842407227,142700
2024-01-10 00:00:00+00:00,28.6827632513592,29.08026302951175,28.480525775387033,28.731578826904297,90400
2024-01-11 00:00:00+00:00,28.766445513514142,28.933815094284252,28.08999733743175,28.801313400268555,149800
2024-01-12 00:00:00+00:00,29.16394549855512,30.272761331437742,29.16394549855512,30.035655975341797,223700
2024-01-16 00:00:00+00:00,29.958944457505734,29.958944457505734,28.93381476528643,29.777629852294922,257500
2024-01-17 00:00:00+00:00,29.289472179841738,30.370392644905092,29.289472179841738,29.317367553710938,234700
2024-01-18 00:00:00+00:00,29.28947206597305,30.098419283289957,29.149997857418565,29.979867935180664,161200
2024-01-19 00:00:00+00:00,29.98684121584741,30.468024454411946,29.317368189953445,30.46105194091797,228600
2024-01-22 00:00:00+00:00,30.81670741518364,31.744208627290448,30.056575782943575,31.604734420776367,281800
2024-01-23 00:00:00+00:00,31.709341522748662,32.343946650801776,30.921314497721397,31.081708908081055,220700
2024-01-24 00:00:00+00:00,30.83763150111258,31.088684550767393,29.96592100106077,29.986841201782227,156200
2024-01-25 00:00:00+00:00,30.265789667200647,31.40947341918945,30.265789667200647,31.409473419189453,144700
2024-01-26 00:00:00+00:00,31.876706681404016,33.80144481964111,31.332760218977906,32.434600830078125,466300
2024-01-29 00:00:00+00:00,32.08591852977196,32.28815600181322,30.91434207921233,30.963157653808594,204900
2024-01-30 00:00:00+00:00,30.74697179195145,31.416444794183846,30.454075690819,30.886445999145508,150100
2024-01-31 00:00:00+00:00,30.86552384436677,31.77907739513126,30.68420923304483,30.963157653808594,115100
2024-02-01 00:00:00+00:00,31.3746048006187,31.3746048006187,30.537762206863338,30.858551025390625,128300
2024-02-02 00:00:00+00:00,30.579603195419356,31.765130004349093,30.223946482865095,30.586578369140625,221000
2024-02-05 00:00:00+00:00,30.405261079928117,30.614473727467214,29.71486785584692,30.105392456054688,172000
2024-02-06 00:00:00+00:00,30.15420990904796,30.34947220408621,29.421970982156026,29.631183624267578,197700
2024-02-07 00:00:00+00:00,29.4777618423165,29.79157814643612,28.87105209451808,28.961708068847656,189800
2024-02-08 00:00:00+00:00,28.78736513506877,29.4149977250336,28.36197000856474,29.08026123046875,238400
2024-02-09 00:00:00+00:00,29.115129608663374,29.477761482300586,28.794340795147495,28.92683982849121,188000
2024-02-12 00:00:00+00:00,29.094208907718908,30.37039162657734,29.003550275808458,30.15420913696289,203200
2024-02-13 00:00:00+00:00,29.484735073678486,29.83341927335869,28.773418987100943,29.045394897460938,162400
2024-02-14 00:00:00+00:00,29.540524283114216,29.59631236882614,28.871051293076018,29.554471969604492,148400
2024-02-15 00:00:00+00:00,29.69394690358697,30.02868340682771,29.059339123813746,29.094209671020508,337200
2024-02-16 00:00:00+00:00,27.308945608831944,27.594866537744988,23.91973486204611,24.04526138305664,924800
2024-02-20 00:00:00+00:00,24.059209895852742,24.910000198522106,22.678420777581547,22.985261917114258,818400
2024-02-21 00:00:00+00:00,22.880658156926497,23.661710019894088,22.5459216442261,23.11776351928711,422200
2024-02-22 00:00:00+00:00,23.187498092651367,23.487366701857468,22.615656247246516,23.187498092651367,334800
2024-02-23 00:00:00+00:00,23.152631343061554,23.347893643199942,22.68539313312414,22.6993408203125,198100
2024-02-26 00:00:00+00:00,22.734209020899307,23.438552602229407,22.3227615540553,23.271183013916016,215600
2024-02-27 00:00:00+00:00,23.326972516292123,23.529209982119056,22.94342044471466,23.417631149291992,241500
2024-02-28 00:00:00+00:00,23.64079013694631,24.289342970348777,23.24329035650601,23.68263053894043,193800
2024-02-29 00:00:00+00:00,23.710525044051064,24.61013089741753,23.710525044051064,24.3311824798584,210500
2024-03-01 00:00:00+00:00,24.74960603780912,25.105262756347656,23.738421311406352,25.105262756347656,286800
2024-03-04 00:00:00+00:00,24.958815185809883,25.00065558643115,24.128945103497717,24.205656051635742,205200
2024-03-05 00:00:00+00:00,24.233550585572836,24.498551308069015,23.78026008605957,23.78026008605957,246700
