"('date', '')","('open', 'APO')","('high', 'APO')","('low', 'APO')","('close', 'APO')","('volume', 'APO')"
2025-09-26 00:00:00+00:00,136.27000427246094,139.40499877929688,136.1999969482422,137.6300048828125,2893248
