"('date', '')","('open', 'BMO')","('high', 'BMO')","('low', 'BMO')","('close', 'BMO')","('volume', 'BMO')"
2024-01-02 00:00:00+00:00,90.15767236671483,90.88534549411709,89.90897733638427,90.16688537597656,592800
2024-01-03 00:00:00+00:00,89.45764397103254,89.75239703899857,88.96024685118972,89.21815490722656,409900
2024-01-04 00:00:00+00:00,89.03394085413954,90.24058518201085,88.90497979289016,89.36553192138672,920400
2024-01-05 00:00:00+00:00,89.41158421305784,90.88534952427037,89.13525014268853,89.90898132324219,560700
2024-01-08 00:00:00+00:00,89.90897993745956,90.94061915314116,89.60501387023187,90.84850311279297,428800
2024-01-09 00:00:00+00:00,90.19452043341579,90.49848650215257,89.22736525216322,89.25499725341797,433700
2024-01-10 00:00:00+00:00,89.22738156155717,89.78004277007194,87.83651201527798,87.95625305175781,916300
2024-01-11 00:00:00+00:00,87.82728651836824,87.82728651836824,86.34430815273699,87.20093536376953,596900
2024-01-12 00:00:00+00:00,87.9286102751856,88.28784036809198,86.70353994426505,86.86933898925781,383900
2024-01-16 00:00:00+00:00,86.46406346337241,87.0535696551691,85.8008672407341,86.9522476196289,544000
2024-01-17 00:00:00+00:00,85.95744951787538,86.69433573905518,85.72717345219017,86.17851257324219,443500
2024-01-18 00:00:00+00:00,86.2429848889807,86.90618104639466,86.09561186925951,86.29825592041016,331400
2024-01-19 00:00:00+00:00,86.344315484868,88.4075941854999,86.16931044579526,88.27863311767578,631800
2024-01-22 00:00:00+00:00,88.66550352760564,88.90498559026334,87.85492723101574,88.3707504272461,678900
2024-01-23 00:00:00+00:00,88.41679819368096,89.04314938747613,87.8088730209354,88.00230407714844,330200
2024-01-24 00:00:00+00:00,89.04314896997626,89.11683899889323,88.37074678164572,88.51811981201172,485700
2024-01-25 00:00:00+00:00,89.20894823884535,89.37474729057887,88.72076409414885,89.07999420166016,613300
2024-01-26 00:00:00+00:00,89.37473926897405,89.4668482833439,88.89576817777048,89.19052124023438,1909900
2024-01-29 00:00:00+00:00,88.99761989680182,89.7245103143917,88.08434276321056,89.6872329711914,2365400
2024-01-30 00:00:00+00:00,89.54744483774694,89.79906512722151,88.74600684255437,89.3424301147461,582000
2024-01-31 00:00:00+00:00,88.96033298668935,89.58471242081342,87.64634055233759,87.76748657226562,914700
2024-02-01 00:00:00+00:00,87.7861315685953,88.14026277581408,86.96605134384755,87.70226287841797,1233800
2024-02-02 00:00:00+00:00,87.31085678367742,87.32949189941473,86.36962346561046,87.1058349609375,588000
2024-02-05 00:00:00+00:00,86.87285099075469,86.87285099075469,85.62408502365953,85.9316177368164,421400
2024-02-06 00:00:00+00:00,85.54954605004664,86.30439268551214,85.46567025170265,85.78252410888672,644200
2024-02-07 00:00:00+00:00,85.90367514463153,85.97822983418617,85.24201827216893,85.5029525756836,437600
2024-02-08 00:00:00+00:00,85.18610692192931,85.66137707670921,84.69218742962752,85.62409973144531,314700
2024-02-09 00:00:00+00:00,85.77320574740166,86.35099391143419,85.17678246643159,86.33235168457031,440100
2024-02-12 00:00:00+00:00,86.31370943211026,87.45995744205713,86.21119852261248,87.44132232666016,450500
2024-02-13 00:00:00+00:00,86.2018827202556,86.2018827202556,83.5645693587563,84.41261291503906,1258100
2024-02-14 00:00:00+00:00,85.31656739393752,86.28574985519238,85.17677913762685,86.27643585205078,445500
2024-02-15 00:00:00+00:00,86.51872444922466,88.31731526328174,86.51872444922466,88.13093566894531,507600
2024-02-16 00:00:00+00:00,87.8234086684379,88.46643039771936,87.51588302871423,87.77681732177734,269700
2024-02-20 00:00:00+00:00,87.60907258534226,88.50370749186582,87.60907258534226,88.15889739990234,520700
2024-02-21 00:00:00+00:00,88.22412884040179,88.29868352495815,87.63702669685408,87.87932586669922,342100
2024-02-22 00:00:00+00:00,88.53166673696636,89.50085636285695,88.11230905428815,88.32664489746094,567300
2024-02-23 00:00:00+00:00,88.3639101211746,88.99761067002837,88.28935544250345,88.45709991455078,2508500
2024-02-26 00:00:00+00:00,88.11231698616902,88.81125126016848,87.45065295004702,87.48793029785156,774300
2024-02-27 00:00:00+00:00,84.43125065121977,84.77606075237259,82.52083475437131,84.23554992675781,2282700
2024-02-28 00:00:00+00:00,84.11440400917311,84.45920700088541,83.28500265245903,83.4341049194336,672500
2024-02-29 00:00:00+00:00,83.93732832736679,84.44988286153874,83.49932847269721,84.33805084228516,832500
2024-03-01 00:00:00+00:00,84.56171055775036,84.99038931412862,83.76958661422692,84.58035278320312,619900
2024-03-04 00:00:00+00:00,84.44055762815911,85.62408289031616,84.3846451762238,85.15812683105469,916900
2024-03-05 00:00:00+00:00,85.07426753968682,85.73592436364994,84.92515817150729,85.24201202392578,670000
2024-03-06 00:00:00+00:00,86.0248103174582,86.62123353871166,85.61477379654995,86.17391967773438,795700
2024-03-07 00:00:00+00:00,86.7237624426759,87.59976234126523,86.31372583667999,87.48793029785156,422300
2024-03-08 00:00:00+00:00,87.80476639434892,88.02842332589644,87.46927744206481,87.62770080566406,396600
2024-03-11 00:00:00+00:00,87.1524219162453,88.12161141407277,87.05923212239998,88.0004653930664,361600
2024-03-12 00:00:00+00:00,88.19616171899453,88.23343905666898,87.6556509876028,88.0936508178711,289200
2024-03-13 00:00:00+00:00,88.16821618971804,89.09080730183183,88.07502638918879,89.02557373046875,868100
2024-03-14 00:00:00+00:00,89.02557400625525,89.02557400625525,87.12447220787999,87.38540649414062,379900
2024-03-15 00:00:00+00:00,87.11515796443221,87.94455927629814,86.63988073866797,87.4599609375,437900
2024-03-18 00:00:00+00:00,87.53450574332963,87.72088532341773,86.76101697710605,87.52518463134766,256500
2024-03-19 00:00:00+00:00,87.29222145243197,88.08434546745951,87.16175430218868,87.63703155517578,371800
2024-03-20 00:00:00+00:00,87.45064446356436,89.60336665332626,87.36677577158832,89.58472442626953,415500
2024-03-21 00:00:00+00:00,89.79906439369333,90.42344389074279,89.44494030057412,89.87361907958984,413000
2024-03-22 00:00:00+00:00,89.59404855926648,90.02272736697509,88.93239167498189,88.9883041381836,317800
2024-03-25 00:00:00+00:00,89.10012793319672,89.79906209827675,89.10012793319672,89.1746826171875,2251100
2024-03-26 00:00:00+00:00,89.52880533815743,89.66859359103032,89.20263748807126,89.43561553955078,271100
2024-03-27 00:00:00+00:00,89.32378328738737,89.86429407182317,89.17468103198232,89.81769561767578,452600
2024-03-28 00:00:00+00:00,89.9295257723649,91.3087589333032,89.76178129481734,91.02918243408203,397200
2024-04-01 00:00:00+00:00,90.98258622661588,91.34603141861884,90.39548409567094,90.96395111083984,731800
2024-04-02 00:00:00+00:00,90.58186726582825,90.99191092833294,89.69655347806716,89.87361907958984,414600
2024-04-03 00:00:00+00:00,89.74314598282596,91.20624782436875,89.65927018927314,90.30229187011719,479700
2024-04-04 00:00:00+00:00,91.27148072721069,92.24998424535409,89.81769289894302,90.03203582763672,858600
2024-04-05 00:00:00+00:00,89.71518341327098,90.93599321706117,89.41697179683364,90.53527069091797,369200
2024-04-08 00:00:00+00:00,90.87077066921545,91.60698224188121,90.62847147962158,91.35536193847656,347100
2024-04-09 00:00:00+00:00,91.75606973716863,92.10087979337428,90.88939115042513,91.66287994384766,589700
2024-04-10 00:00:00+00:00,90.12522259818036,90.33956551967975,88.28935453680776,89.0628433227539,962400
2024-04-11 00:00:00+00:00,89.06285430663006,89.06285430663006,87.6743070315244,88.35459899902344,896100
2024-04-12 00:00:00+00:00,87.59974711943596,87.73021425911764,86.30438972550645,86.68647003173828,701300
2024-04-15 00:00:00+00:00,87.30153119088918,88.01910042373032,86.09936365463477,86.43485260009766,711800
2024-04-16 00:00:00+00:00,85.99686218042497,86.18324889830535,84.65490625139138,84.953125,709100
2024-04-17 00:00:00+00:00,85.27929348205006,85.81979719297371,84.19827184035006,84.76673889160156,654800
2024-04-18 00:00:00+00:00,85.34452127543082,85.63341178324653,84.1889450243163,84.8133316040039,718100
2024-04-19 00:00:00+00:00,85.03699271026004,86.31371505079848,84.94380290735732,85.86639404296875,351600
2024-04-22 00:00:00+00:00,86.49076383042359,87.01263946593933,86.0154937560147,86.65850830078125,409000
2024-04-23 00:00:00+00:00,86.97536423558091,87.59042256852003,86.7051088540124,87.43199920654297,606000
2024-04-24 00:00:00+00:00,87.06855441217574,87.73021120032817,86.0434524461639,86.51872253417969,348900
2024-04-25 00:00:00+00:00,85.79184062183433,86.70511776757178,85.06495019457712,86.40690612792969,3247100
2024-04-26 00:00:00+00:00,86.49743802750329,86.6766412176099,85.33735210144295,85.74291229248047,3961600
2024-04-29 00:00:00+00:00,86.01642415537202,86.2333547142446,84.64884129684651,85.1015625,666600
2024-04-30 00:00:00+00:00,84.43191578120056,85.13928775629552,84.15840494976582,84.2432861328125,1133100
2024-05-01 00:00:00+00:00,84.37533170193839,85.63917342313984,84.01693247735656,84.55453491210938,502100
2024-05-02 00:00:00+00:00,85.05440180091018,85.22417135323772,84.03578448694492,84.7808837890625,778400
2024-05-03 00:00:00+00:00,85.60144354633151,86.35596934374131,85.34678560293877,86.04473114013672,486900
2024-05-06 00:00:00+00:00,86.49744223336238,87.89332606445512,86.16733675850385,87.76128387451172,531100
2024-05-07 00:00:00+00:00,88.09138677016122,88.15740786319991,86.72379670613206,86.82754516601562,311100
2024-05-08 00:00:00+00:00,86.39369769650646,87.6103783840697,86.37483760955448,87.58208465576172,391600
2024-05-09 00:00:00+00:00,87.70468896647199,88.6761453020923,87.6481015125942,87.89332580566406,778100
2024-05-10 00:00:00+00:00,88.3932074306185,88.91194258663245,88.18571048990886,88.42150115966797,3098200
2024-05-13 00:00:00+00:00,88.61013025223812,89.12887260070501,88.51581542408782,88.76103973388672,656600
2024-05-14 00:00:00+00:00,89.19488156393106,89.39294483482581,88.89306983745918,89.12886047363281,359000
2024-05-15 00:00:00+00:00,89.3646613493992,90.04373961071094,89.3646613493992,89.83624267578125,551700
2024-05-16 00:00:00+00:00,89.83623613158586,90.05316669205351,89.05340945983491,89.08170318603516,594100
2024-05-17 00:00:00+00:00,89.39295139868456,89.91169371465992,89.07227956390683,89.80794525146484,652600
2024-05-20 00:00:00+00:00,89.47784535107833,89.9777204162964,88.81762716272077,88.83649444580078,176300
2024-05-21 00:00:00+00:00,88.83649342443191,89.99657946890969,88.60070275896373,89.25148010253906,660600
2024-05-22 00:00:00+00:00,88.73274174947808,89.26091051839742,88.53467846113332,89.1100082397461,453200
2024-05-23 00:00:00+00:00,89.35522903358618,89.96828620612916,88.51581483583476,89.17603302001953,841700
2024-05-24 00:00:00+00:00,89.28919875531504,90.43042460127337,89.28919875531504,90.04373168945312,1433500
2024-05-28 00:00:00+00:00,90.22293385270767,90.91143849118913,90.14747912100142,90.64735412597656,998800
2024-05-29 00:00:00+00:00,87.57264520893628,87.57264520893628,81.83821492384547,82.03628540039062,3325700
2024-05-30 00:00:00+00:00,82.67763869158205,83.02660425556252,81.7910635264776,82.64933776855469,1238100
2024-05-31 00:00:00+00:00,82.98886719094452,84.08293915586091,82.4229711244314,84.04521179199219,946400
2024-06-03 00:00:00+00:00,83.51704724459562,84.42248243521675,83.03603232603588,83.88488006591797,527400
2024-06-04 00:00:00+00:00,83.3944373516957,83.3944373516957,81.90423868121289,82.55502319335938,902700
2024-06-05 00:00:00+00:00,82.76252518636083,82.8379799277582,81.52698437795985,81.88538360595703,520600
2024-06-06 00:00:00+00:00,81.92310758116086,82.26264670761581,81.14971450329347,81.61186218261719,811200
2024-06-07 00:00:00+00:00,80.92334852948136,81.20629297304401,80.01790616195542,80.13108825683594,915100
2024-06-10 00:00:00+00:00,79.54633697875595,80.01791831876497,79.00873453897609,79.65008544921875,622400
2024-06-11 00:00:00+00:00,79.22566282879727,79.22566282879727,78.36738136085384,78.77294158935547,439300
2024-06-12 00:00:00+00:00,80.08394230809796,80.8101743665271,79.74440318588803,80.07450866699219,580000
2024-06-13 00:00:00+00:00,79.91416960127864,79.91416960127864,78.92384600118915,79.6689453125,403000
2024-06-14 00:00:00+00:00,79.05588165524755,79.09360901930796,78.39567077358745,78.83895111083984,425100
2024-06-17 00:00:00+00:00,78.7446514623526,79.10305789206517,78.62204290236481,79.02760314941406,399100
2024-06-18 00:00:00+00:00,79.03703252742073,79.65008249004819,78.76351449688606,79.37657165527344,739700
2024-06-20 00:00:00+00:00,79.31053208970171,79.76325326107953,78.71634229829229,79.12190246582031,400400
2024-06-21 00:00:00+00:00,78.88611947952006,79.27281960042183,78.65032882894862,79.00872802734375,508600
2024-06-24 00:00:00+00:00,79.51803844433923,80.47063470840415,79.19736660647645,80.3763198852539,1361300
2024-06-25 00:00:00+00:00,80.1216627300242,80.44234176677907,79.42372439698336,79.98019409179688,651600
2024-06-26 00:00:00+00:00,79.32940643647444,79.65007826479112,78.89555250629094,79.61235809326172,575400
2024-06-27 00:00:00+00:00,79.69724489109933,79.69724489109933,78.34852199741955,78.5654525756836,1436000
2024-06-28 00:00:00+00:00,78.82952439802183,79.43314782941383,78.61259385435335,79.08417510986328,1259000
2024-07-01 00:00:00+00:00,79.30111438021923,79.73496831954074,78.36737821061021,78.44283294677734,311100
2024-07-02 00:00:00+00:00,78.46170247830929,79.60292841145899,78.46170247830929,79.50861358642578,1040400
