"('date', '')","('open', 'BIO')","('high', 'BIO')","('low', 'BIO')","('close', 'BIO')","('volume', 'BIO')"
2024-03-25 00:00:00+00:00,350.05999755859375,350.05999755859375,337.1499938964844,341.1099853515625,167600
2024-03-26 00:00:00+00:00,342.7699890136719,343.8299865722656,340.0400085449219,340.5199890136719,109900
2024-03-27 00:00:00+00:00,342.6300048828125,350.0899963378906,339.20001220703125,349.55999755859375,189700
2024-03-28 00:00:00+00:00,350.32000732421875,350.32000732421875,345.04998779296875,345.8699951171875,137900
2024-04-01 00:00:00+00:00,346.8299865722656,346.8299865722656,337.2099914550781,338.9800109863281,261900
2024-04-02 00:00:00+00:00,335.7699890136719,337.45001220703125,328.44000244140625,328.7200012207031,225700
2024-04-03 00:00:00+00:00,322.1300048828125,333.29998779296875,322.1300048828125,328.17999267578125,200300
2024-04-04 00:00:00+00:00,330.5,331.92999267578125,322.0199890136719,322.8299865722656,130200
2024-04-05 00:00:00+00:00,322.3800048828125,328.3699951171875,322.3800048828125,324.5899963378906,159000
2024-04-08 00:00:00+00:00,324.6000061035156,329.30999755859375,324.5199890136719,326.32000732421875,201300
2024-04-09 00:00:00+00:00,330.260009765625,339.8999938964844,329.3599853515625,339.4800109863281,101500
2024-04-10 00:00:00+00:00,330.2900085449219,332.010009765625,326.6000061035156,331.0899963378906,105600
2024-04-11 00:00:00+00:00,330.4100036621094,330.489990234375,311.6600036621094,311.8699951171875,271100
2024-04-12 00:00:00+00:00,309.05999755859375,309.79998779296875,300.0,300.45001220703125,251200
2024-04-15 00:00:00+00:00,304.7799987792969,305.7699890136719,297.7200012207031,300.4100036621094,173100
2024-04-16 00:00:00+00:00,300.0,300.0,292.5199890136719,292.75,199600
2024-04-17 00:00:00+00:00,297.0400085449219,299.2200012207031,290.3999938964844,290.8599853515625,214100
2024-04-18 00:00:00+00:00,275.8299865722656,286.6499938964844,268.9200134277344,281.0199890136719,373400
2024-04-19 00:00:00+00:00,283.1199951171875,285.2699890136719,276.239990234375,279.7300109863281,294100
2024-04-22 00:00:00+00:00,281.7300109863281,283.4200134277344,277.7099914550781,280.1300048828125,217100
2024-04-23 00:00:00+00:00,286.0400085449219,294.3299865722656,284.04998779296875,285.2799987792969,250500
2024-04-24 00:00:00+00:00,283.7900085449219,285.2699890136719,277.3599853515625,278.2099914550781,209100
2024-04-25 00:00:00+00:00,277.8800048828125,278.07000732421875,272.3500061035156,275.6000061035156,164800
2024-04-26 00:00:00+00:00,275.2699890136719,279.7699890136719,274.9100036621094,275.94000244140625,179200
2024-04-29 00:00:00+00:00,277.44000244140625,281.44000244140625,275.510009765625,277.1099853515625,149400
2024-04-30 00:00:00+00:00,274.20001220703125,274.75,269.04998779296875,269.75,307300
2024-05-01 00:00:00+00:00,270.0,279.70001220703125,268.3299865722656,274.05999755859375,383500
2024-05-02 00:00:00+00:00,275.989990234375,279.3299865722656,272.4800109863281,279.30999755859375,236900
2024-05-03 00:00:00+00:00,280.75,283.5,279.57000732421875,279.8299865722656,196200
2024-05-06 00:00:00+00:00,280.07000732421875,284.8800048828125,280.0,281.9700012207031,207600
2024-05-07 00:00:00+00:00,281.4700012207031,283.010009765625,278.8800048828125,279.9100036621094,201700
2024-05-08 00:00:00+00:00,272.5199890136719,279.1499938964844,267.69000244140625,268.260009765625,270400
2024-05-09 00:00:00+00:00,268.8299865722656,277.44000244140625,266.5199890136719,277.30999755859375,200700
2024-05-10 00:00:00+00:00,279.05999755859375,286.010009765625,277.7900085449219,282.0,239400
2024-05-13 00:00:00+00:00,281.2900085449219,286.95001220703125,279.29998779296875,285.44000244140625,186600
2024-05-14 00:00:00+00:00,288.1700134277344,294.8500061035156,288.0,294.010009765625,197200
2024-05-15 00:00:00+00:00,298.0400085449219,302.69000244140625,295.0,300.9700012207031,234800
2024-05-16 00:00:00+00:00,299.7900085449219,302.7099914550781,295.1700134277344,295.7300109863281,224200
2024-05-17 00:00:00+00:00,296.0,296.0,290.8599853515625,293.8500061035156,189800
2024-05-20 00:00:00+00:00,293.0,294.989990234375,290.0,291.8800048828125,195200
2024-05-21 00:00:00+00:00,291.2099914550781,292.8599853515625,288.7099914550781,289.45001220703125,175900
2024-05-22 00:00:00+00:00,288.9200134277344,295.5899963378906,288.9200134277344,291.8399963378906,166200
2024-05-23 00:00:00+00:00,292.57000732421875,293.2300109863281,287.9700012207031,290.25,242000
2024-05-24 00:00:00+00:00,292.04998779296875,292.17999267578125,286.1600036621094,287.2099914550781,141600
2024-05-28 00:00:00+00:00,287.0,289.55999755859375,284.6099853515625,286.0899963378906,283700
2024-05-29 00:00:00+00:00,283.19000244140625,285.95001220703125,280.989990234375,285.0,193600
2024-05-30 00:00:00+00:00,282.6300048828125,285.42999267578125,281.1700134277344,282.010009765625,240900
2024-05-31 00:00:00+00:00,283.07000732421875,287.739990234375,282.9100036621094,286.8599853515625,323900
2024-06-03 00:00:00+00:00,286.9599914550781,292.67999267578125,284.9800109863281,288.9599914550781,233200
2024-06-04 00:00:00+00:00,288.739990234375,289.2699890136719,284.54998779296875,288.4200134277344,178700
2024-06-05 00:00:00+00:00,289.1300048828125,289.8599853515625,284.25,289.1000061035156,154200
2024-06-06 00:00:00+00:00,288.94000244140625,294.739990234375,286.55999755859375,289.0,232400
2024-06-07 00:00:00+00:00,287.7099914550781,288.82000732421875,284.739990234375,287.0199890136719,210300
2024-06-10 00:00:00+00:00,284.7099914550781,288.94000244140625,283.44000244140625,284.45001220703125,223200
2024-06-11 00:00:00+00:00,282.7799987792969,283.6000061035156,281.1199951171875,281.1700134277344,191900
2024-06-12 00:00:00+00:00,284.8999938964844,287.1000061035156,280.4700012207031,283.2900085449219,162300
2024-06-13 00:00:00+00:00,281.2799987792969,283.94000244140625,280.489990234375,281.79998779296875,297500
2024-06-14 00:00:00+00:00,281.3999938964844,283.4100036621094,280.54998779296875,282.260009765625,203900
2024-06-17 00:00:00+00:00,286.8900146484375,299.1000061035156,286.4700012207031,295.7699890136719,383300
2024-06-18 00:00:00+00:00,295.95001220703125,296.70001220703125,287.6000061035156,288.989990234375,398600
2024-06-20 00:00:00+00:00,284.0,287.3500061035156,280.0,285.6199951171875,359400
2024-06-21 00:00:00+00:00,287.8900146484375,290.0,282.9800109863281,287.9800109863281,1318000
2024-06-24 00:00:00+00:00,289.1499938964844,289.57000732421875,281.04998779296875,283.8800048828125,310800
2024-06-25 00:00:00+00:00,282.30999755859375,284.3900146484375,279.75,280.25,306600
2024-06-26 00:00:00+00:00,279.989990234375,281.29998779296875,276.9200134277344,278.0299987792969,217100
2024-06-27 00:00:00+00:00,277.8999938964844,278.19000244140625,271.5299987792969,271.989990234375,188000
2024-06-28 00:00:00+00:00,273.1099853515625,275.5199890136719,269.2099914550781,273.1099853515625,428300
2024-07-01 00:00:00+00:00,273.67999267578125,276.2300109863281,263.3900146484375,263.9700012207031,301000
2024-07-02 00:00:00+00:00,263.5,270.3399963378906,262.1199951171875,267.54998779296875,307600
2024-07-03 00:00:00+00:00,268.8699951171875,271.07000732421875,267.0,270.07000732421875,150100
2024-07-05 00:00:00+00:00,271.3800048828125,277.6300048828125,270.5899963378906,276.94000244140625,194000
2024-07-08 00:00:00+00:00,279.45001220703125,279.67999267578125,273.8599853515625,274.94000244140625,195600
2024-07-09 00:00:00+00:00,275.3599853515625,276.1099853515625,271.8800048828125,274.8800048828125,266400
2024-07-10 00:00:00+00:00,274.67999267578125,281.94000244140625,272.5799865722656,280.3500061035156,225800
2024-07-11 00:00:00+00:00,284.05999755859375,295.69000244140625,283.82000732421875,295.5199890136719,246500
2024-07-12 00:00:00+00:00,297.57000732421875,304.44000244140625,297.5400085449219,304.1499938964844,301900
2024-07-15 00:00:00+00:00,304.6300048828125,307.82000732421875,298.6099853515625,302.1099853515625,231400
2024-07-16 00:00:00+00:00,304.4700012207031,314.9800109863281,303.3699951171875,314.5199890136719,185500
2024-07-17 00:00:00+00:00,313.07000732421875,320.2300109863281,312.42999267578125,318.6400146484375,217700
2024-07-18 00:00:00+00:00,317.1600036621094,323.1700134277344,299.94000244140625,300.2699890136719,341700
2024-07-19 00:00:00+00:00,299.010009765625,299.3699951171875,291.4800109863281,296.82000732421875,298900
2024-07-22 00:00:00+00:00,297.82000732421875,303.05999755859375,291.6600036621094,301.9200134277344,235100
2024-07-23 00:00:00+00:00,307.25,311.7200012207031,304.989990234375,305.2200012207031,210300
2024-07-24 00:00:00+00:00,306.19000244140625,313.05999755859375,306.19000244140625,309.9100036621094,177200
2024-07-25 00:00:00+00:00,309.3900146484375,324.3800048828125,309.3900146484375,315.1700134277344,214800
2024-07-26 00:00:00+00:00,316.1000061035156,323.55999755859375,313.9599914550781,319.4200134277344,243300
2024-07-29 00:00:00+00:00,319.79998779296875,327.04998779296875,316.42999267578125,325.6300048828125,166600
2024-07-30 00:00:00+00:00,327.7900085449219,342.1700134277344,327.739990234375,340.2300109863281,242900
2024-07-31 00:00:00+00:00,338.8500061035156,344.0,333.2799987792969,338.3599853515625,325800
2024-08-01 00:00:00+00:00,339.1400146484375,343.0,332.9800109863281,341.25,294600
2024-08-02 00:00:00+00:00,336.5400085449219,353.0899963378906,324.79998779296875,335.92999267578125,448600
2024-08-05 00:00:00+00:00,325.7699890136719,336.6000061035156,316.6000061035156,328.67999267578125,263700
2024-08-06 00:00:00+00:00,329.4599914550781,340.0799865722656,326.9200134277344,326.92999267578125,217200
2024-08-07 00:00:00+00:00,329.3900146484375,329.79998779296875,318.30999755859375,318.69000244140625,163800
2024-08-08 00:00:00+00:00,318.6000061035156,330.8800048828125,318.1000061035156,328.3599853515625,240800
2024-08-09 00:00:00+00:00,327.67999267578125,328.44000244140625,322.25,325.2900085449219,172200
2024-08-12 00:00:00+00:00,325.05999755859375,325.05999755859375,313.1600036621094,318.4100036621094,229500
2024-08-13 00:00:00+00:00,319.7900085449219,328.4800109863281,319.45001220703125,326.0,166200
2024-08-14 00:00:00+00:00,325.57000732421875,325.94000244140625,318.70001220703125,320.45001220703125,123900
2024-08-15 00:00:00+00:00,322.239990234375,328.6600036621094,319.1000061035156,325.6199951171875,178000
2024-08-16 00:00:00+00:00,325.5899963378906,328.1000061035156,321.5400085449219,325.5799865722656,372900
2024-08-19 00:00:00+00:00,325.70001220703125,327.6499938964844,321.489990234375,326.3299865722656,176300
2024-08-20 00:00:00+00:00,327.8900146484375,327.8900146484375,318.69000244140625,318.69000244140625,293400
2024-08-21 00:00:00+00:00,319.9800109863281,320.5400085449219,316.07000732421875,316.2300109863281,161100
2024-08-22 00:00:00+00:00,318.0400085449219,318.0400085449219,309.1199951171875,310.0299987792969,176700
2024-08-23 00:00:00+00:00,311.260009765625,318.7900085449219,309.2099914550781,314.94000244140625,184100
2024-08-26 00:00:00+00:00,315.2699890136719,316.92999267578125,312.5,313.4200134277344,118100
2024-08-27 00:00:00+00:00,315.0,320.5799865722656,311.1099853515625,319.3699951171875,171300
2024-08-28 00:00:00+00:00,318.25,331.1099853515625,318.25,328.75,244600
2024-08-29 00:00:00+00:00,330.4100036621094,334.8599853515625,327.7900085449219,333.7099914550781,173000
2024-08-30 00:00:00+00:00,334.8999938964844,338.0,332.2799987792969,337.32000732421875,205400
2024-09-03 00:00:00+00:00,333.5199890136719,338.7900085449219,330.3699951171875,334.30999755859375,410900
2024-09-04 00:00:00+00:00,331.1099853515625,334.3800048828125,326.3999938964844,330.9100036621094,234500
2024-09-05 00:00:00+00:00,330.1700134277344,334.9100036621094,327.760009765625,333.2799987792969,156500
2024-09-06 00:00:00+00:00,333.5400085449219,337.5,327.4800109863281,329.75,133000
2024-09-09 00:00:00+00:00,331.3699951171875,332.0400085449219,319.30999755859375,323.0899963378906,485200
2024-09-10 00:00:00+00:00,322.510009765625,328.32000732421875,319.010009765625,324.2099914550781,209300
2024-09-11 00:00:00+00:00,322.17999267578125,322.7099914550781,314.4800109863281,319.20001220703125,210700
2024-09-12 00:00:00+00:00,318.32000732421875,322.2200012207031,311.0400085449219,321.92999267578125,147800
2024-09-13 00:00:00+00:00,323.6099853515625,326.260009765625,319.4700012207031,326.2200012207031,182400
2024-09-16 00:00:00+00:00,329.54998779296875,333.6000061035156,325.5,330.260009765625,199300
2024-09-17 00:00:00+00:00,332.010009765625,340.57000732421875,330.1600036621094,333.6600036621094,244100
2024-09-18 00:00:00+00:00,335.1000061035156,345.67999267578125,331.7200012207031,340.45001220703125,284300
2024-09-19 00:00:00+00:00,345.55999755859375,347.70001220703125,341.989990234375,344.6000061035156,264500
2024-09-20 00:00:00+00:00,343.6000061035156,343.6000061035156,325.8800048828125,330.010009765625,5791400
2024-09-23 00:00:00+00:00,330.70001220703125,331.54998779296875,322.3900146484375,326.6000061035156,252200
2024-09-24 00:00:00+00:00,328.20001220703125,331.0899963378906,324.8500061035156,327.8900146484375,235300
2024-09-25 00:00:00+00:00,329.510009765625,329.9599914550781,315.30999755859375,315.54998779296875,174800
2024-09-26 00:00:00+00:00,319.32000732421875,332.1000061035156,319.32000732421875,332.1000061035156,209800
2024-09-27 00:00:00+00:00,333.4599914550781,337.0,331.2699890136719,331.7699890136719,141700
2024-09-30 00:00:00+00:00,330.8999938964844,335.4800109863281,328.6400146484375,334.5799865722656,162100
2024-10-01 00:00:00+00:00,338.54998779296875,339.45001220703125,330.489990234375,337.69000244140625,207700
2024-10-02 00:00:00+00:00,335.67999267578125,343.9700012207031,333.260009765625,342.6199951171875,267400
2024-10-03 00:00:00+00:00,339.4700012207031,340.9800109863281,333.1099853515625,337.0899963378906,201900
2024-10-04 00:00:00+00:00,338.57000732421875,343.8599853515625,332.4599914550781,343.70001220703125,211300
2024-10-07 00:00:00+00:00,340.7099914550781,343.8599853515625,335.7799987792969,341.0199890136719,178500
2024-10-08 00:00:00+00:00,339.42999267578125,344.1600036621094,336.6400146484375,339.2200012207031,137000
2024-10-09 00:00:00+00:00,339.0400085449219,339.0400085449219,334.8699951171875,338.6099853515625,177500
2024-10-10 00:00:00+00:00,336.2300109863281,337.75,330.92999267578125,333.3999938964844,185000
2024-10-11 00:00:00+00:00,334.07000732421875,339.989990234375,334.07000732421875,336.9200134277344,157400
2024-10-14 00:00:00+00:00,336.9100036621094,342.6400146484375,334.3599853515625,341.05999755859375,151900
2024-10-15 00:00:00+00:00,342.3599853515625,346.0899963378906,340.739990234375,342.1600036621094,133300
2024-10-16 00:00:00+00:00,340.989990234375,340.989990234375,329.0799865722656,329.7900085449219,204600
2024-10-17 00:00:00+00:00,345.0,350.5299987792969,339.1499938964844,343.9800109863281,241600
2024-10-18 00:00:00+00:00,343.95001220703125,347.1300048828125,338.8399963378906,346.3699951171875,191000
2024-10-21 00:00:00+00:00,343.760009765625,344.70001220703125,340.2699890136719,343.1199951171875,134200
2024-10-22 00:00:00+00:00,339.8900146484375,341.4100036621094,335.2200012207031,339.8399963378906,156000
2024-10-23 00:00:00+00:00,341.8500061035156,341.8500061035156,332.9100036621094,335.0799865722656,164400
2024-10-24 00:00:00+00:00,335.2099914550781,336.010009765625,327.6499938964844,328.0799865722656,171800
2024-10-25 00:00:00+00:00,328.510009765625,330.3999938964844,319.57000732421875,320.2300109863281,197900
2024-10-28 00:00:00+00:00,323.5,329.3399963378906,319.75,328.5899963378906,178000
2024-10-29 00:00:00+00:00,327.6000061035156,332.760009765625,325.6600036621094,331.6400146484375,220700
2024-10-30 00:00:00+00:00,331.6000061035156,337.8500061035156,328.1700134277344,330.5799865722656,222000
2024-10-31 00:00:00+00:00,348.4700012207031,359.2200012207031,340.0,358.19000244140625,407200
2024-11-01 00:00:00+00:00,362.8999938964844,372.2699890136719,357.29998779296875,368.4200134277344,284300
2024-11-04 00:00:00+00:00,367.05999755859375,372.1000061035156,365.1300048828125,368.9200134277344,202100
2024-11-05 00:00:00+00:00,363.1400146484375,376.3800048828125,361.1300048828125,374.2799987792969,189100
2024-11-06 00:00:00+00:00,377.45001220703125,387.989990234375,359.6099853515625,372.92999267578125,215400
2024-11-07 00:00:00+00:00,375.4800109863281,377.4599914550781,369.9100036621094,372.8699951171875,155500
2024-11-08 00:00:00+00:00,371.1700134277344,372.3999938964844,368.3699951171875,369.25,149600
2024-11-11 00:00:00+00:00,370.1700134277344,371.8399963378906,363.04998779296875,365.95001220703125,173300
2024-11-12 00:00:00+00:00,365.7099914550781,371.8399963378906,363.2200012207031,364.5299987792969,212200
2024-11-13 00:00:00+00:00,363.3599853515625,366.0,358.54998779296875,363.20001220703125,132300
2024-11-14 00:00:00+00:00,360.8299865722656,361.4100036621094,348.6000061035156,350.2300109863281,148100
2024-11-15 00:00:00+00:00,349.07000732421875,349.07000732421875,319.25,320.30999755859375,286600
2024-11-18 00:00:00+00:00,317.6300048828125,318.3800048828125,306.4200134277344,313.1499938964844,312000
2024-11-19 00:00:00+00:00,310.0199890136719,321.4599914550781,310.0199890136719,320.6600036621094,235200
2024-11-20 00:00:00+00:00,319.8399963378906,331.0,319.6000061035156,323.69000244140625,276600
2024-11-21 00:00:00+00:00,323.0299987792969,326.45001220703125,320.32000732421875,325.5799865722656,159600
2024-11-22 00:00:00+00:00,324.29998779296875,334.7099914550781,321.6199951171875,332.9100036621094,184500
2024-11-25 00:00:00+00:00,334.9800109863281,343.6600036621094,333.04998779296875,336.0899963378906,330700
2024-11-26 00:00:00+00:00,337.6000061035156,339.2099914550781,326.6600036621094,337.7300109863281,167700
2024-11-27 00:00:00+00:00,341.75,345.489990234375,336.7699890136719,338.4800109863281,127600
2024-11-29 00:00:00+00:00,340.17999267578125,342.2900085449219,337.989990234375,340.5299987792969,78200
2024-12-02 00:00:00+00:00,337.489990234375,341.0799865722656,335.82000732421875,338.7699890136719,124500
2024-12-03 00:00:00+00:00,337.6199951171875,337.6199951171875,329.989990234375,332.2799987792969,112300
2024-12-04 00:00:00+00:00,328.5,340.6199951171875,325.44000244140625,338.44000244140625,332700
2024-12-05 00:00:00+00:00,337.489990234375,337.489990234375,321.4200134277344,322.3599853515625,145000
2024-12-06 00:00:00+00:00,324.4100036621094,329.92999267578125,320.3699951171875,325.5,151300
2024-12-09 00:00:00+00:00,324.8299865722656,347.79998779296875,324.8299865722656,345.6000061035156,228400
2024-12-10 00:00:00+00:00,348.1300048828125,348.1300048828125,338.5899963378906,339.8699951171875,171900
2024-12-11 00:00:00+00:00,341.260009765625,343.0899963378906,337.7200012207031,341.510009765625,159800
2024-12-12 00:00:00+00:00,337.760009765625,342.489990234375,337.29998779296875,340.010009765625,106400
2024-12-13 00:00:00+00:00,340.5400085449219,340.5400085449219,329.0799865722656,336.2799987792969,160800
2024-12-16 00:00:00+00:00,333.6000061035156,344.5899963378906,333.6000061035156,342.95001220703125,221100
2024-12-17 00:00:00+00:00,342.9800109863281,351.0799865722656,337.1600036621094,337.8500061035156,226500
2024-12-18 00:00:00+00:00,337.5400085449219,338.5799865722656,322.6199951171875,323.94000244140625,171900
2024-12-19 00:00:00+00:00,322.989990234375,330.44000244140625,318.2699890136719,325.94000244140625,182500
2024-12-20 00:00:00+00:00,325.7200012207031,334.1000061035156,325.7200012207031,327.4700012207031,691300
2024-12-23 00:00:00+00:00,325.44000244140625,328.8900146484375,323.70001220703125,328.3599853515625,103000
2024-12-24 00:00:00+00:00,329.95001220703125,330.5299987792969,323.55999755859375,330.5299987792969,40500
2024-12-26 00:00:00+00:00,328.3500061035156,332.3399963378906,328.3500061035156,331.3900146484375,86200
2024-12-27 00:00:00+00:00,329.5899963378906,332.1300048828125,326.55999755859375,330.8699951171875,77900
2024-12-30 00:00:00+00:00,328.0,328.739990234375,323.04998779296875,326.3399963378906,101300
2024-12-31 00:00:00+00:00,329.3900146484375,329.3900146484375,325.75,328.510009765625,103800
2025-01-02 00:00:00+00:00,330.19000244140625,335.7900085449219,324.55999755859375,326.1600036621094,108600
2025-01-03 00:00:00+00:00,326.7799987792969,335.05999755859375,324.2200012207031,330.75,111500
2025-01-06 00:00:00+00:00,331.44000244140625,346.8699951171875,331.44000244140625,343.4700012207031,174500
2025-01-07 00:00:00+00:00,344.4800109863281,351.9599914550781,340.7200012207031,343.989990234375,116700
2025-01-08 00:00:00+00:00,339.32000732421875,347.1099853515625,337.3699951171875,344.3800048828125,139000
2025-01-10 00:00:00+00:00,335.6300048828125,344.3699951171875,335.4200134277344,341.75,132700
2025-01-13 00:00:00+00:00,342.3399963378906,352.79998779296875,342.3399963378906,351.70001220703125,121500
2025-01-14 00:00:00+00:00,351.70001220703125,355.04998779296875,336.6700134277344,342.2300109863281,206300
2025-01-15 00:00:00+00:00,344.6300048828125,350.82000732421875,334.57000732421875,341.7900085449219,247200
2025-01-16 00:00:00+00:00,341.7900085449219,345.489990234375,335.6000061035156,344.4700012207031,147300
2025-01-17 00:00:00+00:00,341.7699890136719,345.760009765625,341.3800048828125,342.4100036621094,124300
2025-01-21 00:00:00+00:00,344.510009765625,354.7300109863281,342.9599914550781,353.8599853515625,144400
2025-01-22 00:00:00+00:00,353.2900085449219,360.92999267578125,351.6300048828125,360.5400085449219,153100
2025-01-23 00:00:00+00:00,359.0299987792969,362.7799987792969,343.6600036621094,352.4800109863281,217000
2025-01-24 00:00:00+00:00,353.4200134277344,357.6099853515625,350.69000244140625,354.7900085449219,121800
2025-01-27 00:00:00+00:00,356.8299865722656,360.07000732421875,352.8399963378906,358.8699951171875,154800
2025-01-28 00:00:00+00:00,368.95001220703125,373.69000244140625,365.5299987792969,367.0,200300
2025-01-29 00:00:00+00:00,362.6700134277344,362.6700134277344,351.3599853515625,355.9700012207031,140500
2025-01-30 00:00:00+00:00,360.2300109863281,368.6499938964844,355.3900146484375,358.8599853515625,180300
2025-01-31 00:00:00+00:00,361.260009765625,363.9599914550781,356.6600036621094,360.8800048828125,162700
2025-02-03 00:00:00+00:00,353.25,358.3999938964844,352.4200134277344,353.1099853515625,168000
2025-02-04 00:00:00+00:00,354.8800048828125,354.8800048828125,342.760009765625,346.0299987792969,174200
