"('date', '')","('open', 'ALNT')","('high', 'ALNT')","('low', 'ALNT')","('close', 'ALNT')","('volume', 'ALNT')"
2024-04-03 00:00:00+00:00,33.22103820060424,34.00586630081487,33.002481306791545,33.21110534667969,48000
2024-04-04 00:00:00+00:00,33.66809198505803,33.95619401148379,32.51568766907408,32.903133392333984,54100
2024-04-05 00:00:00+00:00,32.59516399092314,32.97267305135683,32.356733825111256,32.575294494628906,40800
2024-04-08 00:00:00+00:00,32.684572269449994,32.87332678488311,32.25738760687943,32.59516143798828,48900
2024-04-09 00:00:00+00:00,32.68457624799797,32.74418094974878,32.22758539283363,32.35673522949219,35200
2024-04-10 00:00:00+00:00,31.720925786534927,31.98915830771231,31.045378056840555,31.502365112304688,62200
2024-04-11 00:00:00+00:00,31.651386071587247,32.04876465733177,31.114921001626975,31.919618606567383,58400
2024-04-12 00:00:00+00:00,31.681188788352493,32.148112516444044,30.98577341299811,31.4129581451416,41700
2024-04-15 00:00:00+00:00,31.720926867862907,31.720926867862907,30.677800992678463,30.88642692565918,42000
2024-04-16 00:00:00+00:00,30.151273980557026,30.787082768106863,29.873106688574147,30.667869567871094,65400
2024-04-17 00:00:00+00:00,30.97583917663999,31.055315274991756,28.810113127979825,29.008804321289062,80800
2024-04-18 00:00:00+00:00,29.108149375429583,29.72409058741673,28.770375468026916,28.909460067749023,64300
2024-04-19 00:00:00+00:00,28.76043971335531,29.485659308241882,28.76043971335531,29.435985565185547,53300
2024-04-22 00:00:00+00:00,29.525395041138427,29.773758060345088,29.05847324717931,29.594938278198242,53000
2024-04-23 00:00:00+00:00,29.724089298669316,30.3201609855866,29.306839307313183,29.734024047851562,49200
2024-04-24 00:00:00+00:00,29.614808839517753,30.191011025871823,29.485660890360656,29.883041381835938,45200
2024-04-25 00:00:00+00:00,29.44592116374766,29.65454710088712,29.10814728065299,29.147886276245117,40900
2024-04-26 00:00:00+00:00,29.15781996110211,30.071795982912157,29.058474370606763,29.763824462890625,44400
2024-04-29 00:00:00+00:00,29.823436088609252,30.27048845053516,29.763827591131346,29.843305587768555,33800
2024-04-30 00:00:00+00:00,29.505528973465008,29.743957256914356,29.157820349529043,29.19755744934082,54000
2024-05-01 00:00:00+00:00,29.23729642773945,29.962516026351693,28.998868144422808,29.22736167907715,52700
2024-05-02 00:00:00+00:00,29.475721846285637,29.80356094084051,29.09821090810645,29.724084854125977,42300
2024-05-03 00:00:00+00:00,30.330092941147672,30.330092941147672,29.475723538764516,30.02212142944336,74900
2024-05-06 00:00:00+00:00,30.290356827536165,30.657934968926764,30.002256679838375,30.459243774414062,63900
2024-05-07 00:00:00+00:00,30.508913845532007,31.373218027915804,29.82343324366369,31.18446159362793,73600
2024-05-08 00:00:00+00:00,30.737408782508698,31.293741432978766,30.429437264424973,30.99570655822754,56100
2024-05-09 00:00:00+00:00,31.20433202451413,31.790468947319095,28.8399167302955,29.902910232543945,193800
2024-05-10 00:00:00+00:00,30.240683178360054,30.737409240249008,29.336641897310926,29.40618324279785,84200
2024-05-13 00:00:00+00:00,29.565135565423862,29.565135565423862,28.164368216117552,28.293516159057617,126900
2024-05-14 00:00:00+00:00,28.810112217225605,29.118081851745607,28.124629706324033,28.51207733154297,93600
2024-05-15 00:00:00+00:00,28.780305680914115,29.07834243774414,28.402794729427413,29.07834243774414,68200
2024-05-16 00:00:00+00:00,29.03860832669096,29.177692927867646,28.37299525453747,28.52201271057129,63700
2024-05-17 00:00:00+00:00,28.323322066088462,28.710767812490122,28.27364831984487,28.621356964111328,52900
2024-05-20 00:00:00+00:00,28.800178378828395,29.346578212998978,28.700832782173777,29.008804321289062,81000
2024-05-21 00:00:00+00:00,28.810110637355002,29.04853891179825,28.571682362911755,28.939258575439453,87300
2024-05-22 00:00:00+00:00,28.780147293580963,28.780147293580963,27.96467695625462,28.074068069458008,178400
2024-05-23 00:00:00+00:00,28.044231407980494,28.044231407980494,26.363565990445867,26.542572021484375,130700
2024-05-24 00:00:00+00:00,26.771301031904205,26.771301031904205,26.04533381634053,26.55251693725586,93900
2024-05-28 00:00:00+00:00,26.890640558907762,27.0298666364979,26.035390318138525,26.60224151611328,194600
2024-05-29 00:00:00+00:00,26.114948120656855,26.393402170228928,25.657488031846523,25.886219024658203,117400
2024-05-30 00:00:00+00:00,26.18456311493572,26.622133255004883,25.7768279492394,26.622133255004883,171500
2024-05-31 00:00:00+00:00,26.860804828198702,27.169091947079224,25.896163509475528,26.950307846069336,215800
2024-06-03 00:00:00+00:00,27.12931369635169,27.12931369635169,25.597819309312968,25.97572135925293,107800
2024-06-04 00:00:00+00:00,25.687322083932518,25.836493145683775,25.021022904418132,25.756935119628906,148300
2024-06-05 00:00:00+00:00,25.85638346064282,26.502792667796292,25.597819398418835,26.463014602661133,114300
2024-06-06 00:00:00+00:00,26.274066461632408,26.552520535401616,25.269645073923325,25.34920310974121,114300
2024-06-07 00:00:00+00:00,25.011078954826797,25.965777204025315,25.011078954826797,25.866329193115234,75200
2024-06-10 00:00:00+00:00,25.498372047886345,25.945887147278093,25.398925934077543,25.87627410888672,66600
2024-06-11 00:00:00+00:00,25.707212075589272,26.065222244582053,25.548096023411823,26.00555419921875,60600
2024-06-12 00:00:00+00:00,26.850861070665626,27.169093194679718,25.97572272962687,26.04533576965332,106200
2024-06-13 00:00:00+00:00,25.965777977173076,26.065224094231187,25.23980880368241,25.51826286315918,144100
2024-06-14 00:00:00+00:00,25.080687706762717,25.687318762500333,24.04643350178099,24.165769577026367,121700
2024-06-17 00:00:00+00:00,24.215496189415216,24.77240233812813,24.016600187897037,24.702789306640625,120000
2024-06-18 00:00:00+00:00,24.901687849256437,25.866329192387074,24.842017904624242,25.61771011352539,89000
2024-06-20 00:00:00+00:00,25.418811724021502,25.56798277808105,25.309420629344697,25.428756713867188,66600
2024-06-21 00:00:00+00:00,25.528207319335998,25.57793037682321,25.209975199066513,25.339256286621094,131200
2024-06-24 00:00:00+00:00,25.239808125363197,25.667433245747816,25.04091399977915,25.11052703857422,47100
2024-06-25 00:00:00+00:00,24.85196266866381,25.030968707301177,24.533730554114275,24.901687622070312,93100
2024-06-26 00:00:00+00:00,24.61328677081161,25.160247940326713,24.563563717878555,24.891740798950195,69500
2024-06-27 00:00:00+00:00,24.881797480608416,25.040913536859367,24.40444931185556,24.92157554626465,76600
2024-06-28 00:00:00+00:00,25.209974899238357,25.299477919101303,24.82212784756125,25.130416870117188,790000
2024-07-01 00:00:00+00:00,25.259698977440927,25.567986115648573,23.976825468890965,24.255277633666992,90300
2024-07-02 00:00:00+00:00,24.225442137749813,24.61328726956279,23.85748508942533,24.57350730895996,68700
2024-07-03 00:00:00+00:00,24.772403629397726,24.951409660732267,24.533729553222656,24.533729553222656,46200
2024-07-05 00:00:00+00:00,24.275168852099398,24.275168852099398,23.767985658813615,24.096162796020508,98200
2024-07-08 00:00:00+00:00,24.334833903291834,24.374613864985836,23.867430734265145,23.98676872253418,58700
2024-07-09 00:00:00+00:00,23.837596209231254,24.05638220901797,23.479586031348198,23.927099227905273,89500
2024-07-10 00:00:00+00:00,24.116051098872163,24.583454292987287,23.887321997293256,24.563566207885742,99500
2024-07-11 00:00:00+00:00,25.41881542481627,26.293955690521965,24.911632249721336,26.18456268310547,99900
2024-07-12 00:00:00+00:00,26.70169113814135,27.02986826712532,26.234286026355004,26.64202308654785,86900
2024-07-15 00:00:00+00:00,26.910527045327225,27.348097130523215,26.443123886312755,27.0596981048584,73200
2024-07-16 00:00:00+00:00,27.51716059182105,29.247549207635007,27.397822595607316,29.227659225463867,150400
2024-07-17 00:00:00+00:00,28.829869336909724,28.899482378349497,27.397822852959028,28.203350067138672,159500
2024-07-18 00:00:00+00:00,28.11384449831818,28.46191157082117,27.338152327895486,27.53704833984375,52200
2024-07-19 00:00:00+00:00,27.646441740039403,27.77572472760868,26.960254425020103,27.238706588745117,47600
2024-07-22 00:00:00+00:00,27.42765777056737,29.128213322443628,26.731523563962938,27.71605682373047,95000
2024-07-23 00:00:00+00:00,27.527103387700922,28.59119269042854,27.34809735606208,28.28290557861328,80800
2024-07-24 00:00:00+00:00,28.113845819692585,28.272961878004605,27.119369506835938,27.119369506835938,58800
2024-07-25 00:00:00+00:00,27.34809913435718,28.21329437793278,27.25859611271788,27.79561424255371,80700
2024-07-26 00:00:00+00:00,28.42213068009142,28.809975804210875,28.2431246545554,28.660804748535156,78100
2024-07-29 00:00:00+00:00,28.809978336987577,28.839813309470763,27.944784999918763,28.08401107788086,44100
2024-07-30 00:00:00+00:00,28.422132952463375,28.53152595388431,27.845336766739155,28.362464904785156,55000
2024-07-31 00:00:00+00:00,28.61108648858609,29.655285950056097,28.093958305254205,28.780147552490234,69900
2024-08-01 00:00:00+00:00,28.87959149591929,28.889534589322203,26.811079054533483,27.308317184448242,95000
2024-08-02 00:00:00+00:00,25.99561027879741,26.095058289704692,25.47848403634302,25.61771011352539,59500
2024-08-05 00:00:00+00:00,24.116046528476247,24.712732595141294,23.718256449637117,24.165769577026367,65000
2024-08-06 00:00:00+00:00,24.11604928482622,24.64312238503797,23.927098264476665,24.30500030517578,60100
2024-08-07 00:00:00+00:00,24.732626000951125,25.040913117674997,23.648646700379178,23.72820472717285,279800
2024-08-08 00:00:00+00:00,19.909414776123864,21.67958126901586,18.924883526334824,20.346982955932617,378700
2024-08-09 00:00:00+00:00,20.04863981518933,21.03317101451946,20.038694825683432,20.486209869384766,211600
2024-08-12 00:00:00+00:00,20.545880733330197,20.93372589329965,20.307206642824916,20.864112854003906,203000
2024-08-13 00:00:00+00:00,20.993397604886145,21.003342596595584,20.446434441746188,20.884004592895508,158500
2024-08-14 00:00:00+00:00,20.804444268041568,21.023228371148598,20.327096099364592,20.68510627746582,157300
2024-08-15 00:00:00+00:00,21.411078145856056,21.411078145856056,20.814391910580635,21.082901000976562,165100
2024-08-16 00:00:00+00:00,21.04311943874145,21.401131532138237,20.774610368693857,20.79450035095215,119100
2024-08-19 00:00:00+00:00,20.695051579635496,20.953615649098005,20.675163494917644,20.89394760131836,57400
2024-08-20 00:00:00+00:00,20.804443494443554,20.834278465181352,20.15803430296144,20.535934448242188,109800
2024-08-21 00:00:00+00:00,20.78455452514565,21.05306358441031,20.555825428800066,20.903892517089844,112000
2024-08-22 00:00:00+00:00,20.794343626205034,20.893933778437432,20.515493479383313,20.575246810913086,84800
2024-08-23 00:00:00+00:00,20.74454888581509,21.591062305447544,20.63499953164968,20.804302215576172,234300
2024-08-26 00:00:00+00:00,21.13294807541061,21.700611348332533,20.973604598650656,21.2325382232666,109600
2024-08-27 00:00:00+00:00,20.92380989805447,21.182743515537044,20.794342139551166,20.854097366333008,124600
2024-08-28 00:00:00+00:00,20.684795347427045,20.804302005743867,20.42586172170848,20.66487693786621,65000
2024-08-29 00:00:00+00:00,20.81426067132919,21.302250295783658,20.555327052318322,20.93376922607422,51400
2024-08-30 00:00:00+00:00,21.043317011559918,21.401840781974876,20.74454846923016,21.15286636352539,68800
2024-09-03 00:00:00+00:00,21.003482178822967,21.013441383544833,20.26651812512161,20.585205078125,245100
2024-09-04 00:00:00+00:00,20.5453683800253,20.874014539682694,20.495574255647306,20.66487693786621,137400
2024-09-05 00:00:00+00:00,20.734589103251558,20.734589103251558,19.91795332101384,20.425861358642578,193900
2024-09-06 00:00:00+00:00,20.386025508906116,20.575246606313648,19.16107177734375,19.16107177734375,73700
2024-09-09 00:00:00+00:00,19.320412649252727,19.42996199077085,18.65316119546066,18.7427921295166,101800
2024-09-10 00:00:00+00:00,18.722875779993814,18.862302748030437,18.095461072163342,18.842384338378906,78300
2024-09-11 00:00:00+00:00,18.782630920410156,18.81250663522253,18.36435381732017,18.782630920410156,85300
2024-09-12 00:00:00+00:00,18.8722614406646,19.161070774677164,18.692999557714163,19.131193161010742,122200
2024-09-13 00:00:00+00:00,19.489717832133735,20.395984594009942,19.410046091513543,20.356149673461914,107700
2024-09-16 00:00:00+00:00,20.44577964481194,20.684794855282885,20.047419061169652,20.346189498901367,115200
2024-09-17 00:00:00+00:00,20.664878139842752,21.342088908108458,20.5553287804103,20.83418083190918,235200
2024-09-18 00:00:00+00:00,20.80430163595126,21.401840615486485,20.366108030546272,20.425861358642578,175300
2024-09-19 00:00:00+00:00,20.913851202973582,21.04331706510616,20.395983955395124,20.56528663635254,234600
2024-09-20 00:00:00+00:00,20.43581920881302,21.01343974085827,20.147007993028428,20.1768856048584,228200
2024-09-23 00:00:00+00:00,20.256559806414096,20.39598487957046,19.878117608526594,19.907995223999023,84400
2024-09-24 00:00:00+00:00,20.0075834841728,20.057377605727595,19.280578672138496,19.32041358947754,111400
2024-09-25 00:00:00+00:00,19.340333182522613,19.340333182522613,18.782631008948407,18.842384338378906,135900
2024-09-26 00:00:00+00:00,19.10131923605985,19.37021208567229,18.951934952783233,19.051523208618164,125300
2024-09-27 00:00:00+00:00,19.350291042174515,19.7586089140254,19.121235045677473,19.220823287963867,98700
2024-09-30 00:00:00+00:00,18.96189204545276,19.161070434453496,18.683040021422922,18.91209602355957,90100
2024-10-01 00:00:00+00:00,18.852342177483088,18.87226058569167,17.96599390696479,17.985910415649414,153400
2024-10-02 00:00:00+00:00,17.956035912757596,18.384270320953227,17.79669243540013,18.155214309692383,172600
2024-10-03 00:00:00+00:00,18.025748162940513,18.67308126695687,17.288784116880834,17.34853744506836,106700
2024-10-04 00:00:00+00:00,17.72697752069694,18.025747957273833,17.627389274695346,17.83652687072754,89400
2024-10-07 00:00:00+00:00,17.77677193668714,18.01578712463379,17.537756748740495,18.01578712463379,95900
2024-10-08 00:00:00+00:00,18.00583009645893,18.00583009645893,17.487962843578195,17.56763458251953,92700
2024-10-09 00:00:00+00:00,17.587552760899523,18.125338416325953,17.587552760899523,18.035707473754883,70300
2024-10-10 00:00:00+00:00,17.776773383155682,18.364353146989764,17.627389115974346,18.34443473815918,90000
2024-10-11 00:00:00+00:00,18.324516205371594,18.922055169578886,18.324516205371594,18.87226104736328,69900
2024-10-14 00:00:00+00:00,18.852344694592833,18.89217961680468,18.205011537575604,18.32451820373535,74600
2024-10-15 00:00:00+00:00,18.29464011751013,18.941973190687413,18.205009179736848,18.633243560791016,156100
2024-10-16 00:00:00+00:00,18.77267299995041,19.161072515276015,18.62328871709627,19.011688232421875,96400
2024-10-17 00:00:00+00:00,19.0316038560007,19.12123479249081,18.71291692604651,19.061479568481445,57300
2024-10-18 00:00:00+00:00,19.111279135172033,19.161073264896725,18.83242706995061,18.8623046875,131900
2024-10-21 00:00:00+00:00,18.912095704767374,19.11127598993463,18.095459954724788,18.105419158935547,105500
2024-10-22 00:00:00+00:00,17.946077273059107,18.095461550344954,17.219072397283608,17.258907318115234,143700
2024-10-23 00:00:00+00:00,17.159316653795074,17.1692758585863,16.840629698572215,16.92030143737793,141900
2024-10-24 00:00:00+00:00,17.089603670135748,17.358496493851725,16.940219401245994,17.248947143554688,231100
2024-10-25 00:00:00+00:00,17.61743007019038,17.96599462976807,17.24894710160276,17.83652687072754,174200
2024-10-28 00:00:00+00:00,18.095460737099465,18.18509167934761,17.886321238679102,17.99587059020996,228100
2024-10-29 00:00:00+00:00,17.886319499148254,17.975950432679358,17.29874167864548,17.50787925720215,152500
2024-10-30 00:00:00+00:00,17.41825208887205,17.826570030100164,17.40829288304645,17.487964630126953,116300
2024-10-31 00:00:00+00:00,17.517838955086923,17.667223215345224,17.089602682695567,17.219070434570312,84800
2024-11-01 00:00:00+00:00,17.338576815209407,17.756853877187606,17.338576815209407,17.64730453491211,218700
2024-11-04 00:00:00+00:00,17.597512107675005,18.38427028828911,17.597512107675005,18.135295867919922,181300
2024-11-05 00:00:00+00:00,18.095460869760934,18.782630798859827,17.906239779236067,18.702959060668945,207800
2024-11-06 00:00:00+00:00,19.649059529485033,20.51549129215204,19.639100325371164,20.39598274230957,257000
2024-11-07 00:00:00+00:00,21.780283848918984,21.98942145716372,20.21672284176811,21.730487823486328,347000
2024-11-08 00:00:00+00:00,21.71056784651136,22.596918040005374,21.15286569858268,22.55708122253418,209500
2024-11-11 00:00:00+00:00,22.925565319766815,23.831832067289323,22.82597517068788,23.29404640197754,124400
2024-11-12 00:00:00+00:00,23.144661015725404,23.58285651089738,22.915605013519784,23.184497833251953,180000
2024-11-13 00:00:00+00:00,23.503184764620602,24.54887653040217,23.32392288488113,24.399492263793945,323900
2024-11-14 00:00:00+00:00,24.558837622891453,24.718181106127272,23.772079411855117,24.379575729370117,189800
2024-11-15 00:00:00+00:00,24.558835321984713,24.85760385017934,23.97125557028117,24.14055824279785,208700
2024-11-18 00:00:00+00:00,24.19035632589114,24.469206469436262,23.85175095199423,24.240150451660156,142700
2024-11-19 00:00:00+00:00,24.070845810908963,24.867563155689457,23.80195299472405,24.807809829711914,123400
2024-11-20 00:00:00+00:00,24.847648501288838,24.957195957170054,23.81191397624518,24.767976760864258,224900
2024-11-21 00:00:00+00:00,24.907569379287615,25.11696146773277,24.488787104215522,24.548614501953125,87100
2024-11-22 00:00:00+00:00,24.54861448077837,24.937483056646236,24.279396896646052,24.49875831604004,87700
2024-11-25 00:00:00+00:00,24.9275109500964,25.55568338923884,24.62838157942251,25.216670989990234,394300
2024-11-26 00:00:00+00:00,25.10698935050971,25.974465667152003,24.438931980514564,25.266525268554688,274700
2024-11-27 00:00:00+00:00,25.446004150520842,26.423162143151984,25.246583298147137,25.575626373291016,190400
2024-11-29 00:00:00+00:00,25.735165065677478,26.03429637644911,25.296442186121865,25.89470100402832,71200
2024-12-02 00:00:00+00:00,26.124034190349402,26.463048516772403,25.436034304159392,26.35336685180664,150200
2024-12-03 00:00:00+00:00,26.41318908963466,26.931681748610952,25.775045448936492,26.762174606323242,177400
2024-12-04 00:00:00+00:00,26.76217673462893,26.921712657490826,25.79498996455141,26.32345199584961,176700
2024-12-05 00:00:00+00:00,26.11406324429488,26.612613506070094,25.775048914142268,26.064207077026367,117300
2024-12-06 00:00:00+00:00,26.213772200298298,26.572727075318785,25.775047462141906,26.22374153137207,70700
2024-12-09 00:00:00+00:00,26.124031623359784,27.519971823442177,26.124031623359784,27.470115661621094,189200
2024-12-10 00:00:00+00:00,27.330522132206823,27.67950765666104,26.71232094197876,27.27069664001465,165600
2024-12-11 00:00:00+00:00,27.689479887668266,27.689479887668266,26.81203042871836,26.85191535949707,104000
2024-12-12 00:00:00+00:00,26.75220683019226,26.75220683019226,25.525773649107002,25.61551284790039,136500
2024-12-13 00:00:00+00:00,25.555684727983486,26.293540764359197,25.475916764837226,25.745134353637695,73000
2024-12-16 00:00:00+00:00,25.575627959618572,25.97446778728582,25.216673065627205,25.765077590942383,68300
2024-12-17 00:00:00+00:00,25.515803331105765,25.655396800095374,24.558585810241418,24.79789161682129,81800
2024-12-18 00:00:00+00:00,25.116960327206087,25.266525011122116,23.461773767990007,23.681135177612305,96800
2024-12-19 00:00:00+00:00,23.810758117543383,24.00020773721015,23.292267324388423,23.551513671875,86800
2024-12-20 00:00:00+00:00,23.182584099210725,23.94038062486546,22.97319392989698,23.411916732788086,189500
2024-12-23 00:00:00+00:00,23.431860395978813,23.760903465892174,23.33214997137697,23.541542053222656,58900
2024-12-24 00:00:00+00:00,23.50165765252106,24.02015035068599,23.222470739523178,23.950353622436523,25600
2024-12-26 00:00:00+00:00,23.890525666089577,24.62838166641878,23.631281224892806,24.47881507873535,122100
2024-12-27 00:00:00+00:00,24.47881604578382,24.638351970585074,23.72102135388699,23.960325241088867,66000
2024-12-30 00:00:00+00:00,23.232439696194337,24.16971465057065,23.232439696194337,23.94038200378418,141300
2024-12-31 00:00:00+00:00,23.740962003724032,24.648323292484587,23.740962003724032,24.2096004486084,73400
2025-01-02 00:00:00+00:00,24.269424498123072,24.578525097382816,23.91046773651942,24.418989181518555,96400
2025-01-03 00:00:00+00:00,24.67823854160895,25.665367855055102,24.319281736058212,25.53574562072754,149500
2025-01-06 00:00:00+00:00,25.67533784279848,26.343395253033346,25.226641857633915,25.256555557250977,115000
2025-01-07 00:00:00+00:00,25.29643975457895,25.74513382487945,24.74803335512072,25.336322784423828,116600
2025-01-08 00:00:00+00:00,24.96739744931324,25.555684995027796,24.618411893719784,25.40612030029297,103100
2025-01-10 00:00:00+00:00,24.92751175864494,24.967396690331515,23.122760439828145,23.262353897094727,173600
2025-01-13 00:00:00+00:00,23.23244117322247,23.990237790702544,23.23244117322247,23.93041229248047,96500
2025-01-14 00:00:00+00:00,24.129831755235738,24.578525818588165,23.631281528076475,24.28936767578125,55000
2025-01-15 00:00:00+00:00,25.10698919356473,25.10698919356473,24.379106334307284,24.867685317993164,65300
2025-01-16 00:00:00+00:00,24.90756897421933,25.705250481384088,24.708150023791788,25.525772094726562,92300
2025-01-17 00:00:00+00:00,25.785018513263182,25.914640736308826,25.34629377819957,25.725191116333008,168500
2025-01-21 00:00:00+00:00,25.834872331602867,26.81203030951901,25.834872331602867,26.552783966064453,169700
2025-01-22 00:00:00+00:00,26.373307187276314,26.512900639175296,25.665364891606878,25.80495834350586,73900
2025-01-23 00:00:00+00:00,26.10409213615334,26.55278623281399,25.575628171480137,26.463048934936523,68300
