"('date', '')","('open', 'AMBA')","('high', 'AMBA')","('low', 'AMBA')","('close', 'AMBA')","('volume', 'AMBA')"
2024-01-02 00:00:00+00:00,60.36000061035156,61.4900016784668,59.349998474121094,60.13999938964844,403000
2024-01-03 00:00:00+00:00,57.59000015258789,58.06999969482422,56.20000076293945,56.709999084472656,754900
2024-01-04 00:00:00+00:00,53.790000915527344,56.08000183105469,53.5,54.5,933200
2024-01-05 00:00:00+00:00,54.5,56.20000076293945,54.0099983215332,55.06999969482422,499500
2024-01-08 00:00:00+00:00,55.5,57.84000015258789,55.349998474121094,57.40999984741211,499700
2024-01-09 00:00:00+00:00,56.7599983215332,58.77000045776367,56.5,57.880001068115234,489600
2024-01-10 00:00:00+00:00,58.0,58.56999969482422,56.25,57.779998779296875,606900
2024-01-11 00:00:00+00:00,57.75,58.56999969482422,57.08000183105469,58.189998626708984,395800
2024-01-12 00:00:00+00:00,58.689998626708984,59.18000030517578,56.38999938964844,56.40999984741211,410300
2024-01-16 00:00:00+00:00,55.790000915527344,56.119998931884766,54.70000076293945,55.0,664100
2024-01-17 00:00:00+00:00,54.150001525878906,54.2400016784668,53.0,54.08000183105469,581000
2024-01-18 00:00:00+00:00,55.290000915527344,55.79999923706055,54.369998931884766,55.25,375600
2024-01-19 00:00:00+00:00,56.060001373291016,56.47999954223633,55.45000076293945,55.72999954223633,577100
2024-01-22 00:00:00+00:00,56.38999938964844,57.880001068115234,56.290000915527344,57.0,501400
2024-01-23 00:00:00+00:00,57.209999084472656,58.04999923706055,56.79999923706055,57.84000015258789,529800
2024-01-24 00:00:00+00:00,58.25,58.43000030517578,56.95000076293945,56.97999954223633,393800
2024-01-25 00:00:00+00:00,58.2599983215332,58.2599983215332,56.279998779296875,56.349998474121094,279600
2024-01-26 00:00:00+00:00,55.86000061035156,56.040000915527344,54.18000030517578,54.77000045776367,472100
2024-01-29 00:00:00+00:00,54.66999816894531,56.63999938964844,54.290000915527344,56.52000045776367,365500
2024-01-30 00:00:00+00:00,56.0,56.52000045776367,54.43000030517578,54.959999084472656,262200
2024-01-31 00:00:00+00:00,54.540000915527344,54.65999984741211,52.439998626708984,52.560001373291016,474200
2024-02-01 00:00:00+00:00,53.130001068115234,53.22999954223633,51.529998779296875,51.91999816894531,606100
2024-02-02 00:00:00+00:00,51.25,52.20000076293945,50.86000061035156,51.9900016784668,277400
2024-02-05 00:00:00+00:00,51.790000915527344,52.86000061035156,50.84000015258789,52.31999969482422,444800
2024-02-06 00:00:00+00:00,52.22999954223633,53.13999938964844,51.93000030517578,53.130001068115234,428600
2024-02-07 00:00:00+00:00,53.79999923706055,53.970001220703125,52.58000183105469,53.27000045776367,361200
2024-02-08 00:00:00+00:00,53.13999938964844,55.720001220703125,53.13999938964844,54.650001525878906,1097300
2024-02-09 00:00:00+00:00,54.7599983215332,56.2599983215332,54.63999938964844,55.279998779296875,423000
2024-02-12 00:00:00+00:00,55.619998931884766,56.630001068115234,55.279998779296875,55.41999816894531,357000
2024-02-13 00:00:00+00:00,52.83000183105469,53.63999938964844,51.5099983215332,52.25,545100
2024-02-14 00:00:00+00:00,53.13999938964844,54.66999816894531,53.04999923706055,54.2599983215332,480300
2024-02-15 00:00:00+00:00,54.95000076293945,55.20000076293945,54.220001220703125,54.5,328900
2024-02-16 00:00:00+00:00,53.9900016784668,54.65999984741211,53.150001525878906,53.349998474121094,1214800
2024-02-20 00:00:00+00:00,52.54999923706055,54.2599983215332,52.15999984741211,54.25,512600
2024-02-21 00:00:00+00:00,53.56999969482422,54.08000183105469,52.779998779296875,53.970001220703125,273300
2024-02-22 00:00:00+00:00,55.18000030517578,55.529998779296875,54.20000076293945,54.939998626708984,444900
2024-02-23 00:00:00+00:00,54.77000045776367,55.63999938964844,53.939998626708984,55.2599983215332,458700
2024-02-26 00:00:00+00:00,55.47999954223633,57.849998474121094,55.349998474121094,56.81999969482422,584600
2024-02-27 00:00:00+00:00,56.97999954223633,58.560001373291016,56.97999954223633,57.959999084472656,840100
2024-02-28 00:00:00+00:00,65.0,65.38999938964844,56.59000015258789,57.9900016784668,1629000
2024-02-29 00:00:00+00:00,59.310001373291016,59.869998931884766,55.59000015258789,55.849998474121094,1166000
2024-03-01 00:00:00+00:00,56.20000076293945,58.290000915527344,55.25,57.15999984741211,658500
2024-03-04 00:00:00+00:00,57.81999969482422,58.20000076293945,56.77000045776367,56.849998474121094,470900
2024-03-05 00:00:00+00:00,56.130001068115234,56.77000045776367,55.0,55.369998931884766,358500
2024-03-06 00:00:00+00:00,56.369998931884766,57.959999084472656,55.459999084472656,55.959999084472656,456100
2024-03-07 00:00:00+00:00,56.63999938964844,58.77000045776367,56.61000061035156,57.81999969482422,561700
2024-03-08 00:00:00+00:00,58.52000045776367,58.630001068115234,55.66999816894531,56.130001068115234,611900
2024-03-11 00:00:00+00:00,55.650001525878906,56.720001220703125,55.36000061035156,55.459999084472656,405100
2024-03-12 00:00:00+00:00,55.459999084472656,56.119998931884766,54.599998474121094,55.529998779296875,580900
2024-03-13 00:00:00+00:00,55.0099983215332,55.4900016784668,52.91999816894531,53.060001373291016,603500
2024-03-14 00:00:00+00:00,52.83000183105469,53.2400016784668,50.52000045776367,50.959999084472656,640500
2024-03-15 00:00:00+00:00,50.0,50.720001220703125,49.130001068115234,49.150001525878906,1148000
2024-03-18 00:00:00+00:00,49.95000076293945,50.349998474121094,48.72999954223633,49.2400016784668,768400
2024-03-19 00:00:00+00:00,48.75,49.93000030517578,48.310001373291016,49.63999938964844,505900
2024-03-20 00:00:00+00:00,49.470001220703125,50.849998474121094,48.459999084472656,50.709999084472656,651300
2024-03-21 00:00:00+00:00,51.83000183105469,52.13999938964844,50.43000030517578,50.470001220703125,494900
2024-03-22 00:00:00+00:00,49.9900016784668,50.130001068115234,49.2599983215332,49.619998931884766,479100
2024-03-25 00:00:00+00:00,49.18000030517578,51.529998779296875,49.11000061035156,51.369998931884766,462600
2024-03-26 00:00:00+00:00,51.79999923706055,52.130001068115234,50.11000061035156,50.29999923706055,399400
2024-03-27 00:00:00+00:00,50.81999969482422,51.36000061035156,49.70000076293945,51.27000045776367,389500
2024-03-28 00:00:00+00:00,51.470001220703125,52.27000045776367,50.66999816894531,50.77000045776367,398600
2024-04-01 00:00:00+00:00,50.81999969482422,51.47999954223633,49.95000076293945,50.09000015258789,499100
2024-04-02 00:00:00+00:00,49.36000061035156,49.630001068115234,48.66999816894531,48.970001220703125,464800
2024-04-03 00:00:00+00:00,48.25,50.369998931884766,48.209999084472656,49.650001525878906,445500
2024-04-04 00:00:00+00:00,50.41999816894531,50.83000183105469,48.63999938964844,48.869998931884766,374400
2024-04-05 00:00:00+00:00,48.68000030517578,49.15999984741211,47.779998779296875,47.869998931884766,348500
2024-04-08 00:00:00+00:00,48.2599983215332,49.13999938964844,48.0099983215332,48.400001525878906,284000
2024-04-09 00:00:00+00:00,48.77000045776367,50.400001525878906,48.77000045776367,50.220001220703125,390400
2024-04-10 00:00:00+00:00,48.79999923706055,49.13999938964844,47.18000030517578,47.619998931884766,536900
2024-04-11 00:00:00+00:00,47.939998626708984,48.29999923706055,47.290000915527344,47.75,715600
2024-04-12 00:00:00+00:00,46.970001220703125,47.369998931884766,46.099998474121094,46.189998626708984,679500
2024-04-15 00:00:00+00:00,46.2599983215332,46.369998931884766,45.150001525878906,45.59000015258789,718200
2024-04-16 00:00:00+00:00,45.0,45.099998474121094,44.0,44.4900016784668,919000
2024-04-17 00:00:00+00:00,44.86000061035156,45.16999816894531,43.22999954223633,43.65999984741211,507000
2024-04-18 00:00:00+00:00,43.5,43.5,42.279998779296875,42.439998626708984,490300
2024-04-19 00:00:00+00:00,42.13999938964844,42.58000183105469,40.7599983215332,40.9900016784668,661600
2024-04-22 00:00:00+00:00,41.27000045776367,41.56999969482422,40.310001373291016,41.04999923706055,531000
2024-04-23 00:00:00+00:00,40.900001525878906,41.7400016784668,40.790000915527344,41.25,671900
2024-04-24 00:00:00+00:00,42.040000915527344,43.0,42.0,42.560001373291016,776300
2024-04-25 00:00:00+00:00,42.43000030517578,43.220001220703125,42.119998931884766,42.29999923706055,609500
2024-04-26 00:00:00+00:00,42.25,43.619998931884766,42.209999084472656,43.09000015258789,596900
2024-04-29 00:00:00+00:00,43.16999816894531,45.47999954223633,43.130001068115234,45.2400016784668,724400
2024-04-30 00:00:00+00:00,44.689998626708984,46.529998779296875,44.689998626708984,45.970001220703125,953800
2024-05-01 00:00:00+00:00,45.18000030517578,47.25,44.52000045776367,45.560001373291016,480400
2024-05-02 00:00:00+00:00,46.459999084472656,46.97999954223633,44.72999954223633,46.88999938964844,769300
2024-05-03 00:00:00+00:00,48.22999954223633,48.709999084472656,47.439998626708984,47.849998474121094,348400
2024-05-06 00:00:00+00:00,48.34000015258789,48.529998779296875,47.52000045776367,47.81999969482422,382000
2024-05-07 00:00:00+00:00,47.90999984741211,48.22999954223633,47.34000015258789,47.349998474121094,279600
2024-05-08 00:00:00+00:00,46.59000015258789,47.47999954223633,46.189998626708984,46.2599983215332,475700
2024-05-09 00:00:00+00:00,46.08000183105469,46.70000076293945,45.36000061035156,46.29999923706055,709300
2024-05-10 00:00:00+00:00,46.630001068115234,46.869998931884766,45.400001525878906,45.849998474121094,387200
2024-05-13 00:00:00+00:00,46.220001220703125,47.65999984741211,45.70000076293945,45.970001220703125,851700
2024-05-14 00:00:00+00:00,46.7599983215332,46.7599983215332,45.95000076293945,46.20000076293945,766100
2024-05-15 00:00:00+00:00,47.04999923706055,47.04999923706055,46.06999969482422,46.79999923706055,364100
2024-05-16 00:00:00+00:00,46.779998779296875,48.08000183105469,46.68000030517578,47.880001068115234,383400
2024-05-17 00:00:00+00:00,48.060001373291016,49.58000183105469,47.75,49.0099983215332,790300
2024-05-20 00:00:00+00:00,49.099998474121094,50.27000045776367,49.099998474121094,49.77000045776367,483400
2024-05-21 00:00:00+00:00,49.22999954223633,49.59000015258789,48.61000061035156,49.4900016784668,393900
2024-05-22 00:00:00+00:00,49.849998474121094,51.0,49.63999938964844,50.849998474121094,341500
2024-05-23 00:00:00+00:00,51.33000183105469,51.470001220703125,48.529998779296875,49.06999969482422,360400
2024-05-24 00:00:00+00:00,49.66999816894531,50.689998626708984,48.93000030517578,50.119998931884766,419700
2024-05-28 00:00:00+00:00,50.63999938964844,50.939998626708984,49.70000076293945,50.349998474121094,510200
2024-05-29 00:00:00+00:00,49.220001220703125,50.29999923706055,49.0,49.150001525878906,477300
2024-05-30 00:00:00+00:00,49.4900016784668,49.79999923706055,47.83000183105469,48.310001373291016,1007900
2024-05-31 00:00:00+00:00,58.0,59.9900016784668,54.5,58.2599983215332,3407800
2024-06-03 00:00:00+00:00,59.02000045776367,59.34000015258789,55.0,55.40999984741211,991000
2024-06-04 00:00:00+00:00,55.45000076293945,56.7599983215332,54.66999816894531,56.150001525878906,722800
2024-06-05 00:00:00+00:00,56.95000076293945,59.25,56.56999969482422,59.13999938964844,956500
2024-06-06 00:00:00+00:00,58.7400016784668,59.09000015258789,57.33000183105469,57.58000183105469,481600
2024-06-07 00:00:00+00:00,56.72999954223633,57.43000030517578,56.189998626708984,56.90999984741211,510100
2024-06-10 00:00:00+00:00,56.20000076293945,58.43000030517578,56.0,57.529998779296875,544700
2024-06-11 00:00:00+00:00,57.650001525878906,57.75,56.310001373291016,56.84000015258789,553100
2024-06-12 00:00:00+00:00,58.029998779296875,59.310001373291016,57.0,57.43000030517578,575500
2024-06-13 00:00:00+00:00,57.279998779296875,58.13999938964844,56.15999984741211,56.779998779296875,506200
2024-06-14 00:00:00+00:00,55.9900016784668,56.97999954223633,55.599998474121094,56.5,621000
2024-06-17 00:00:00+00:00,56.20000076293945,56.4900016784668,55.349998474121094,55.900001525878906,763600
2024-06-18 00:00:00+00:00,55.720001220703125,56.0,54.720001220703125,55.16999816894531,546100
2024-06-20 00:00:00+00:00,55.09000015258789,57.130001068115234,54.650001525878906,55.900001525878906,705200
2024-06-21 00:00:00+00:00,55.79999923706055,55.88999938964844,55.130001068115234,55.33000183105469,595900
2024-06-24 00:00:00+00:00,55.08000183105469,56.689998626708984,54.40999984741211,54.45000076293945,663500
2024-06-25 00:00:00+00:00,54.209999084472656,54.209999084472656,52.2599983215332,52.81999969482422,641100
2024-06-26 00:00:00+00:00,52.61000061035156,53.7400016784668,52.59000015258789,53.220001220703125,577800
2024-06-27 00:00:00+00:00,53.290000915527344,53.4900016784668,52.130001068115234,53.38999938964844,339000
2024-06-28 00:00:00+00:00,53.95000076293945,54.959999084472656,52.959999084472656,53.95000076293945,863900
2024-07-01 00:00:00+00:00,53.970001220703125,54.060001373291016,52.689998626708984,53.61000061035156,461700
2024-07-02 00:00:00+00:00,53.61000061035156,56.13999938964844,53.61000061035156,56.099998474121094,393300
2024-07-03 00:00:00+00:00,56.619998931884766,57.43000030517578,56.5099983215332,57.029998779296875,365000
2024-07-05 00:00:00+00:00,57.349998474121094,58.45000076293945,56.650001525878906,58.060001373291016,659600
2024-07-08 00:00:00+00:00,58.79999923706055,61.810001373291016,58.720001220703125,61.220001220703125,881800
2024-07-09 00:00:00+00:00,61.220001220703125,61.4900016784668,59.279998779296875,59.529998779296875,657100
2024-07-10 00:00:00+00:00,60.20000076293945,60.599998474121094,59.54999923706055,60.41999816894531,397400
2024-07-11 00:00:00+00:00,61.75,62.380001068115234,60.5,61.43000030517578,662200
2024-07-12 00:00:00+00:00,62.0,62.88999938964844,61.47999954223633,62.31999969482422,635500
2024-07-15 00:00:00+00:00,62.790000915527344,64.44000244140625,62.5,64.30000305175781,594000
2024-07-16 00:00:00+00:00,64.81999969482422,65.87999725341797,64.29000091552734,65.30000305175781,592100
2024-07-17 00:00:00+00:00,63.84000015258789,64.30000305175781,59.7400016784668,59.81999969482422,906400
2024-07-18 00:00:00+00:00,60.2400016784668,60.75,56.7599983215332,57.5099983215332,655500
2024-07-19 00:00:00+00:00,57.59000015258789,57.59000015258789,54.939998626708984,56.7400016784668,592200
2024-07-22 00:00:00+00:00,57.630001068115234,58.650001525878906,56.939998626708984,58.16999816894531,345400
2024-07-23 00:00:00+00:00,57.45000076293945,58.56999969482422,57.45000076293945,57.77000045776367,363200
2024-07-24 00:00:00+00:00,57.18000030517578,57.560001373291016,54.540000915527344,54.599998474121094,500600
2024-07-25 00:00:00+00:00,53.81999969482422,55.06999969482422,52.40999984741211,52.68000030517578,689600
2024-07-26 00:00:00+00:00,53.970001220703125,54.599998474121094,52.56999969482422,53.040000915527344,552000
2024-07-29 00:00:00+00:00,53.34000015258789,53.880001068115234,52.650001525878906,52.779998779296875,322500
2024-07-30 00:00:00+00:00,52.72999954223633,52.72999954223633,50.290000915527344,50.970001220703125,509600
2024-07-31 00:00:00+00:00,52.040000915527344,54.0,51.5099983215332,52.63999938964844,485100
2024-08-01 00:00:00+00:00,51.599998474121094,52.13999938964844,47.5099983215332,47.81999969482422,576200
2024-08-02 00:00:00+00:00,46.16999816894531,46.43000030517578,42.68000030517578,43.72999954223633,844900
