"('date', '')","('open', 'DCI')","('high', 'DCI')","('low', 'DCI')","('close', 'DCI')","('volume', 'DCI')"
1980-03-17 00:00:00+00:00,0.22536613306622647,0.234627763442654,0.22536613306622647,0.22845375537872314,264000
1980-03-18 00:00:00+00:00,0.2269100546836853,0.2269100546836853,0.2269100546836853,0.2269100546836853,9600
1980-03-19 00:00:00+00:00,0.2284536916618174,0.2315406948328018,0.2284536916618174,0.23154069483280182,422400
1980-03-20 00:00:00+00:00,0.22845356424085494,0.22845356424085494,0.2269100546836853,0.2269100546836853,38400
1980-03-21 00:00:00+00:00,0.22691009188480954,0.22691009188480954,0.22536598145961764,0.22536598145961761,43200
1980-03-24 00:00:00+00:00,0.22536598145961764,0.2284536016950323,0.22536598145961764,0.22536598145961761,139200
1980-03-25 00:00:00+00:00,0.22536598145961764,0.2284536016950323,0.22536598145961764,0.22536598145961761,374400
1980-03-26 00:00:00+00:00,0.22536598145961764,0.22536598145961764,0.22536598145961764,0.22536598145961761,38400
1980-03-27 00:00:00+00:00,0.22227895259857178,0.22227895259857178,0.22227895259857178,0.22227895259857178,139200
1980-03-28 00:00:00+00:00,0.22227895259857178,0.2253659541802051,0.22227895259857178,0.22227895259857178,220800
1980-03-31 00:00:00+00:00,0.2238226681947708,0.22691027323266916,0.2238226681947708,0.2238226681947708,43200
1980-04-01 00:00:00+00:00,0.22382246222196045,0.22382246222196045,0.22227895259857178,0.22227895259857178,52800
1980-04-02 00:00:00+00:00,0.22227895259857178,0.22227895259857178,0.22227895259857178,0.22227895259857178,24000
1980-04-03 00:00:00+00:00,0.22227895259857178,0.22382246222196045,0.22227895259857178,0.22227895259857178,43200
1980-04-07 00:00:00+00:00,0.2222790156011032,0.2238225256619827,0.2191920131444931,0.2191920131444931,96000
1980-04-08 00:00:00+00:00,0.216104316038159,0.216104316038159,0.21147380515705427,0.2130173146724701,268800
1980-04-09 00:00:00+00:00,0.2114738705588445,0.2114738705588445,0.20838686823844912,0.2083868682384491,81600
1980-04-10 00:00:00+00:00,0.20838688251746804,0.20993039261600374,0.20221225917339325,0.20221225917339325,172800
1980-04-11 00:00:00+00:00,0.2037556767463684,0.2037556767463684,0.2037556767463684,0.2037556767463684,4800
1980-04-14 00:00:00+00:00,0.20375579213605638,0.2068427950143814,0.20221228186431814,0.2068427950143814,48000
1980-04-15 00:00:00+00:00,0.2068427950143814,0.2068427950143814,0.2068427950143814,0.2068427950143814,0
1980-04-16 00:00:00+00:00,0.20684267787648153,0.20838678788891746,0.2037556767463684,0.2037556767463684,206400
1980-04-17 00:00:00+00:00,0.20375577787076465,0.2052992880344391,0.20375577787076465,0.2052992880344391,48000
1980-04-18 00:00:00+00:00,0.2052992880344391,0.20684278053296334,0.2052992880344391,0.2052992880344391,86400
1980-04-21 00:00:00+00:00,0.2052992880344391,0.20684278053296334,0.2052992880344391,0.2052992880344391,48000
1980-04-22 00:00:00+00:00,0.20375576927192895,0.20375576927192895,0.20221225917339325,0.20221225917339325,120000
1980-04-23 00:00:00+00:00,0.20221225917339325,0.20375576927192895,0.20066876674000697,0.20221225917339325,187200
1980-04-24 00:00:00+00:00,0.20221225917339325,0.20221225917339325,0.20066876674000697,0.20221225917339325,316800
1980-04-25 00:00:00+00:00,0.20221216734874112,0.2037556767463684,0.20066867561625526,0.2037556767463684,28800
1980-04-28 00:00:00+00:00,0.19912527501583097,0.19912527501583097,0.19912527501583097,0.199125275015831,57600
1980-04-29 00:00:00+00:00,0.19912527501583097,0.19912527501583097,0.19912527501583097,0.199125275015831,24000
1980-04-30 00:00:00+00:00,0.20066867561625526,0.20529918614399567,0.20066867561625526,0.2037556767463684,76800
1980-05-01 00:00:00+00:00,0.2037556767463684,0.2037556767463684,0.20066867561625526,0.2037556767463684,86400
1980-05-02 00:00:00+00:00,0.19912527501583097,0.19912527501583097,0.19912527501583097,0.199125275015831,81600
1980-05-05 00:00:00+00:00,0.19912527501583097,0.20066878525679469,0.19912527501583097,0.199125275015831,52800
1980-05-06 00:00:00+00:00,0.19912527501583097,0.20066878525679469,0.19912527501583097,0.199125275015831,268800
1980-05-07 00:00:00+00:00,0.19912527501583097,0.20066878525679469,0.19912527501583097,0.199125275015831,33600
1980-05-08 00:00:00+00:00,0.19912537528570076,0.20066888630390167,0.19912537528570076,0.20066888630390167,57600
1980-05-09 00:00:00+00:00,0.20066867561625526,0.2037556767463684,0.20066867561625526,0.2037556767463684,67200
1980-05-12 00:00:00+00:00,0.20221225917339325,0.20221225917339325,0.20221225917339325,0.20221225917339325,4800
1980-05-13 00:00:00+00:00,0.20529930240779462,0.20993041617300665,0.20529930240779462,0.2068427950143814,57600
1980-05-14 00:00:00+00:00,0.20993033051490784,0.2145608417755786,0.20993033051490784,0.20993033051490784,86400
1980-05-15 00:00:00+00:00,0.2099303133067812,0.2130173146724701,0.20684269366109506,0.2130173146724701,76800
1980-05-16 00:00:00+00:00,0.21147382249170193,0.21147382249170193,0.20993033051490784,0.20993033051490784,24000
1980-05-19 00:00:00+00:00,0.21147384671836714,0.214560866355896,0.21147384671836714,0.214560866355896,38400
1980-05-20 00:00:00+00:00,0.21456082418788594,0.21456082418788594,0.21147380515705427,0.2130173146724701,163200
1980-05-21 00:00:00+00:00,0.21147382249170193,0.21147382249170193,0.20993033051490784,0.20993033051490784,67200
1980-05-22 00:00:00+00:00,0.2099304623298576,0.21764858067035675,0.2099304623298576,0.21764858067035675,76800
1980-05-23 00:00:00+00:00,0.2207355797290802,0.22227909030873105,0.2207355797290802,0.2207355797290802,67200
