"('date', '')","('open', 'ABM')","('high', 'ABM')","('low', 'ABM')","('close', 'ABM')","('volume', 'ABM')"
2024-01-02 00:00:00+00:00,43.024634002301795,43.401195503280626,42.78324804698128,43.014976501464844,529000
2024-01-03 00:00:00+00:00,42.99071164111412,43.03923314946095,42.107606862168126,42.117313385009766,660500
2024-01-04 00:00:00+00:00,42.42785630893988,42.42785630893988,41.932927289061624,42.020267486572266,387600
2024-01-05 00:00:00+00:00,41.729144367462546,42.408456760347065,41.13717219226253,41.19540023803711,645000
2024-01-08 00:00:00+00:00,41.16627784413185,41.47682367045634,41.020713305682435,41.28273391723633,370600
2024-01-09 00:00:00+00:00,40.787802825596636,40.9818925691291,40.409329861783014,40.884849548339844,1211800
2024-01-10 00:00:00+00:00,40.85573729359294,41.58357111973975,40.65194471074086,41.51564025878906,340400
2024-01-11 00:00:00+00:00,40.943078285115675,41.30214564496682,40.5937211515145,41.234214782714844,391100
2024-01-12 00:00:00+00:00,41.60298117809538,41.61268770237121,40.67135475315046,40.82662582397461,315700
2024-01-16 00:00:00+00:00,40.477261858762326,40.661648786199784,39.94351782545433,40.13760757446289,595400
2024-01-17 00:00:00+00:00,39.788251468663006,40.613128371987635,39.76884212127302,40.244361877441406,570700
2024-01-18 00:00:00+00:00,40.42874112105733,40.681055208231484,39.93381576846589,40.67135238647461,405800
2024-01-19 00:00:00+00:00,40.807217614279246,40.87514847828525,39.77854812964304,40.50638198852539,245400
2024-01-22 00:00:00+00:00,40.84603213073042,41.35066399884182,40.7295797617675,41.15657424926758,442700
2024-01-23 00:00:00+00:00,41.42829639513712,41.69031699365871,40.99159909955509,41.08864212036133,346200
2024-01-24 00:00:00+00:00,41.54475718027251,41.54475718027251,40.613127045748506,40.78780746459961,380400
2024-01-25 00:00:00+00:00,41.35067225468923,41.45742182336579,40.33170549342576,40.69076919555664,261700
2024-01-26 00:00:00+00:00,40.952778960355914,41.069231321590735,40.65193968338265,40.836326599121094,353500
2024-01-29 00:00:00+00:00,40.90426133104135,40.90426133104135,40.16672100204672,40.61312484741211,305400
2024-01-30 00:00:00+00:00,40.37051105366627,40.71987185060393,40.24435586740296,40.681053161621094,327100
2024-01-31 00:00:00+00:00,40.74898835681845,40.74898835681845,39.419476002978534,39.58445358276367,489400
2024-02-01 00:00:00+00:00,39.88528695810489,40.45784964095051,39.671791581113396,40.44814682006836,350300
2024-02-02 00:00:00+00:00,39.95322114168974,40.3025819538398,39.82706594993318,40.07938003540039,301000
2024-02-05 00:00:00+00:00,39.6232718224823,39.982335442238195,39.138049313964736,39.41947555541992,559900
2024-02-06 00:00:00+00:00,39.341841386112506,39.76883585555422,39.32243204178054,39.47770309448242,316700
2024-02-07 00:00:00+00:00,39.44859671495964,39.44859671495964,38.77898719413235,39.06041717529297,272900
2024-02-08 00:00:00+00:00,38.963367313357125,39.42918045815471,38.76927757753635,39.18656921386719,761200
2024-02-09 00:00:00+00:00,39.16715941217559,39.20597809927666,38.80809581137504,39.02159118652344,621900
2024-02-12 00:00:00+00:00,39.05070907680041,40.01144756964708,39.05070907680041,39.846473693847656,522300
2024-02-13 00:00:00+00:00,38.846918099334,39.66209217193194,38.46844508383397,38.65283203125,510100
2024-02-14 00:00:00+00:00,39.196271430513704,39.29331814790488,38.54607508278466,39.24479293823242,510700
2024-02-15 00:00:00+00:00,39.322430032771365,40.44814603283495,39.322430032771365,40.32198715209961,442700
2024-02-16 00:00:00+00:00,39.933814380511656,40.05026674731734,39.37095448736855,39.38066101074219,672200
2024-02-20 00:00:00+00:00,38.953669795578655,39.506823264272754,38.594606107573895,39.23509979248047,659300
2024-02-21 00:00:00+00:00,39.21568296935451,39.61356527804813,38.6237109169668,38.80809783935547,613900
2024-02-22 00:00:00+00:00,38.67223227099868,39.46799688516758,38.65282662846631,39.03129959106445,741200
2024-02-23 00:00:00+00:00,39.0021839019385,39.49711293372063,38.97307173605271,39.41947555541992,876500
2024-02-26 00:00:00+00:00,39.21568688419399,39.74943095617011,39.13805320013868,39.62327575683594,346700
2024-02-27 00:00:00+00:00,39.78824566017812,39.97262888053406,39.584453095265665,39.846473693847656,563300
2024-02-28 00:00:00+00:00,39.66208945064287,40.3996297857941,39.56504642325917,40.370513916015625,503500
2024-02-29 00:00:00+00:00,40.98189225593486,40.98189225593486,39.933813571995586,40.08908462524414,736000
2024-03-01 00:00:00+00:00,40.0308612348067,40.283175337366174,39.79795277694428,39.992042541503906,449500
2024-03-04 00:00:00+00:00,40.10849623624253,40.157017749008375,39.87558779223069,40.04056167602539,365600
2024-03-05 00:00:00+00:00,39.71061293320856,39.99204290931061,39.30302775564369,39.54563903808594,613000
2024-03-06 00:00:00+00:00,39.77854332876514,40.118197607802195,39.49711338216071,39.58445358276367,524300
2024-03-07 00:00:00+00:00,42.68987836265512,42.68987836265512,39.82706479287818,42.068790435791016,1388800
2024-03-08 00:00:00+00:00,42.13672068089205,42.359926291566396,40.15701566816854,40.681053161621094,750000
2024-03-11 00:00:00+00:00,40.671351447071025,41.06923376508714,40.38021867568553,40.768394470214844,815000
2024-03-12 00:00:00+00:00,40.564603945068704,40.884852601102466,40.41903940301591,40.554901123046875,558700
