"('date', '')","('open', 'AL')","('high', 'AL')","('low', 'AL')","('close', 'AL')","('volume', 'AL')"
2024-01-02 00:00:00+00:00,40.306858909283605,40.694982427658594,39.81199651892697,39.918731689453125,609200
2024-01-03 00:00:00+00:00,39.23950736696043,39.66644801056466,38.201271404213145,38.249786376953125,928800
2024-01-04 00:00:00+00:00,38.288600107338404,38.929007375832505,38.24008513425427,38.676727294921875,842600
2024-01-05 00:00:00+00:00,38.56028666661081,39.53060083465234,38.56028666661081,39.055145263671875,1030700
2024-01-08 00:00:00+00:00,38.90960471218143,39.37535886653282,38.60880962675497,39.317138671875,652000
2024-01-09 00:00:00+00:00,38.79316745663825,39.06485429148783,38.705839016657244,38.84168243408203,389200
2024-01-10 00:00:00+00:00,39.22010365159477,39.520902428026965,39.10366696777975,39.336544036865234,558300
2024-01-11 00:00:00+00:00,39.123074379962816,39.452981407730036,38.74465237488243,39.43357467651367,404300
2024-01-12 00:00:00+00:00,39.637342005896144,39.87021909198476,38.686434332157766,38.705841064453125,459500
2024-01-16 00:00:00+00:00,38.37593153155983,38.589401871520074,37.987808015170394,38.57969665527344,547500
2024-01-17 00:00:00+00:00,38.01691329690309,38.80286918610478,38.01691329690309,38.676727294921875,707800
2024-01-18 00:00:00+00:00,38.98722997129549,39.13277860098858,38.414744370067645,38.58940124511719,611500
2024-01-19 00:00:00+00:00,38.6670247171318,39.22980880737305,38.317714666224454,39.22980880737305,384200
2024-01-22 00:00:00+00:00,39.38505886037484,39.850809295281536,39.33654388409495,39.82170104980469,485000
2024-01-23 00:00:00+00:00,40.171016294967664,40.43299791691102,39.9575459496525,40.22923278808594,908000
2024-01-24 00:00:00+00:00,40.724092982060256,40.724092982060256,39.918730323970124,39.93813705444336,481800
2024-01-25 00:00:00+00:00,40.55913841864817,41.626486406861936,40.50092192754289,41.16073226928711,1087300
2024-01-26 00:00:00+00:00,41.267470000307085,41.66529875386553,41.06370486587718,41.393611907958984,901400
2024-01-29 00:00:00+00:00,41.480932265631054,41.8787609416409,41.00547667651932,41.83024597167969,960400
2024-01-30 00:00:00+00:00,41.6458894034453,42.14075178618283,41.6458894034453,41.85935974121094,482100
2024-01-31 00:00:00+00:00,41.83995325656833,42.237781987455385,40.52032516344383,40.568843841552734,945500
2024-02-01 00:00:00+00:00,41.14132254990794,41.70410284732617,40.66586697494777,41.57796096801758,622600
2024-02-02 00:00:00+00:00,41.209249166579546,41.839951235519756,40.99577883786933,41.723514556884766,456400
2024-02-05 00:00:00+00:00,41.238360618325515,41.238360618325515,40.73379670305604,41.03459548950195,427700
2024-02-06 00:00:00+00:00,41.01519255156486,41.607084962712115,40.86964390239701,41.24806594848633,616900
2024-02-07 00:00:00+00:00,41.39360740188712,41.403308916132396,40.92785698755322,41.29657745361328,464400
2024-02-08 00:00:00+00:00,41.17043867822534,41.432424000155585,40.58825154157293,40.6076545715332,1136700
2024-02-09 00:00:00+00:00,40.675576054154845,40.85993815085027,40.40388921875804,40.77260971069336,660100
2024-02-12 00:00:00+00:00,40.77261123468486,41.442126833275815,40.77261123468486,41.2868766784668,423800
2024-02-13 00:00:00+00:00,40.112790866125884,40.31655596836191,39.59852550292397,40.14189910888672,572000
2024-02-14 00:00:00+00:00,40.67557650848264,41.06370373606087,40.21953127275212,41.03459548950195,806700
2024-02-15 00:00:00+00:00,41.30627783218955,42.014606799188606,41.27716958879875,41.84965515136719,924400
2024-02-16 00:00:00+00:00,41.57796940418418,41.79143975071878,39.734374316281425,39.85081100463867,1573100
2024-02-20 00:00:00+00:00,39.685857789765734,40.15160822648125,39.29773057510841,39.336544036865234,1197300
2024-02-21 00:00:00+00:00,38.98723066413093,39.24921598136093,38.18186798137326,38.686431884765625,1330800
2024-02-22 00:00:00+00:00,38.81257664351862,39.10367022805386,38.375934415987885,38.64762496948242,1080800
2024-02-23 00:00:00+00:00,38.686432681774036,39.41416845525375,38.22068223092168,38.78346633911133,880900
2024-02-26 00:00:00+00:00,38.56999514048228,38.95812235832718,38.40504347884425,38.57969665527344,816700
2024-02-27 00:00:00+00:00,38.96782433332839,39.08426101947479,38.44385369348632,38.62821578979492,765200
2024-02-28 00:00:00+00:00,38.33711744717655,38.880494803047945,38.27890095646365,38.58940124511719,776300
2024-02-29 00:00:00+00:00,38.60880804578709,38.92900984965441,38.240087564297234,38.909603118896484,1211700
2024-03-01 00:00:00+00:00,39.0454450006565,39.32683330529144,38.62820959892463,38.715538024902344,756600
2024-03-04 00:00:00+00:00,41.03459387963782,41.46153085205988,40.46210827722017,40.62705993652344,4022600
2024-03-05 00:00:00+00:00,40.35537552336656,42.13104892769869,40.35537552336656,41.45183181762695,2135800
2024-03-06 00:00:00+00:00,41.752621984106156,42.66471976968767,41.577965118843956,42.11164093017578,2880000
2024-03-07 00:00:00+00:00,42.49006169737118,42.975218820104935,42.140747976770065,42.5579833984375,1807600
2024-03-08 00:00:00+00:00,42.693834743653646,43.19839868934425,42.402741156147165,42.49977111816406,1527500
