"('date', '')","('open', 'CHPT')","('high', 'CHPT')","('low', 'CHPT')","('close', 'CHPT')","('volume', 'CHPT')"
2019-09-16 00:00:00+00:00,193.0,195.1999969482422,193.0,195.1999969482422,30
2019-09-17 00:00:00+00:00,195.1999969482422,195.1999969482422,195.1999969482422,195.1999969482422,0
2019-09-18 00:00:00+00:00,193.8000030517578,194.39999389648438,193.8000030517578,194.39999389648438,10
2019-09-19 00:00:00+00:00,194.39999389648438,194.39999389648438,194.39999389648438,194.39999389648438,0
2019-09-20 00:00:00+00:00,196.8000030517578,197.0,196.8000030517578,197.0,45
2019-09-23 00:00:00+00:00,197.0,197.0,197.0,197.0,0
2019-09-24 00:00:00+00:00,197.0,197.0,197.0,197.0,0
2019-09-25 00:00:00+00:00,197.0,197.0,197.0,197.0,0
2019-09-26 00:00:00+00:00,197.0,197.0,197.0,197.0,40
2019-09-27 00:00:00+00:00,194.0,194.0,193.1999969482422,193.1999969482422,1250
2019-09-30 00:00:00+00:00,193.6999969482422,194.1999969482422,193.6999969482422,194.1999969482422,40
2019-10-01 00:00:00+00:00,194.1999969482422,194.1999969482422,194.1999969482422,194.1999969482422,0
2019-10-02 00:00:00+00:00,194.1999969482422,194.1999969482422,194.1999969482422,194.1999969482422,0
2019-10-03 00:00:00+00:00,194.1999969482422,194.1999969482422,194.1999969482422,194.1999969482422,0
2019-10-04 00:00:00+00:00,194.1999969482422,194.1999969482422,194.1999969482422,194.1999969482422,0
2019-10-07 00:00:00+00:00,193.60000610351562,193.60000610351562,193.60000610351562,193.60000610351562,9345
2019-10-08 00:00:00+00:00,193.60000610351562,193.60000610351562,193.60000610351562,193.60000610351562,0
2019-10-09 00:00:00+00:00,193.60000610351562,193.60000610351562,193.60000610351562,193.60000610351562,0
2019-10-10 00:00:00+00:00,193.1999969482422,193.1999969482422,192.60000610351562,193.0,22525
2019-10-11 00:00:00+00:00,194.0,194.0,194.0,194.0,6500
2019-10-14 00:00:00+00:00,194.0,194.0,194.0,194.0,0
2019-10-15 00:00:00+00:00,194.6999969482422,195.0,194.6999969482422,194.6999969482422,210
2019-10-16 00:00:00+00:00,195.0,195.0,195.0,195.0,5
2019-10-17 00:00:00+00:00,194.0,194.1999969482422,194.0,194.1999969482422,8780
2019-10-18 00:00:00+00:00,194.1999969482422,194.1999969482422,194.1999969482422,194.1999969482422,5
2019-10-21 00:00:00+00:00,195.0,195.0,194.39999389648438,195.0,100
2019-10-22 00:00:00+00:00,195.0,195.0,195.0,195.0,0
2019-10-23 00:00:00+00:00,194.8000030517578,195.0,194.8000030517578,195.0,30
2019-10-24 00:00:00+00:00,194.8000030517578,195.0,194.8000030517578,195.0,15
2019-10-25 00:00:00+00:00,195.0,195.0,195.0,195.0,0
2019-10-28 00:00:00+00:00,195.0,195.0,195.0,195.0,0
2019-10-29 00:00:00+00:00,195.0,195.0,195.0,195.0,0
2019-10-30 00:00:00+00:00,195.0,195.0,195.0,195.0,0
2019-10-31 00:00:00+00:00,194.39999389648438,195.0,194.39999389648438,194.60000610351562,55140
2019-11-01 00:00:00+00:00,194.60000610351562,194.60000610351562,194.60000610351562,194.60000610351562,0
2019-11-04 00:00:00+00:00,194.60000610351562,194.60000610351562,194.60000610351562,194.60000610351562,1000
2019-11-05 00:00:00+00:00,194.60000610351562,194.8000030517578,194.39999389648438,194.8000030517578,14300
2019-11-06 00:00:00+00:00,194.39999389648438,194.39999389648438,194.39999389648438,194.39999389648438,2190
2019-11-07 00:00:00+00:00,194.39999389648438,194.39999389648438,194.39999389648438,194.39999389648438,0
2019-11-08 00:00:00+00:00,194.39999389648438,194.39999389648438,194.39999389648438,194.39999389648438,0
2019-11-11 00:00:00+00:00,194.39999389648438,194.39999389648438,194.39999389648438,194.39999389648438,0
2019-11-12 00:00:00+00:00,194.8000030517578,194.8000030517578,194.8000030517578,194.8000030517578,12500
2019-11-13 00:00:00+00:00,194.8000030517578,194.8000030517578,194.8000030517578,194.8000030517578,0
2019-11-14 00:00:00+00:00,194.0,196.0,194.0,195.39999389648438,55040
2019-11-15 00:00:00+00:00,195.39999389648438,195.39999389648438,195.39999389648438,195.39999389648438,20
2019-11-18 00:00:00+00:00,196.0,196.0,195.8000030517578,195.8000030517578,1200
2019-11-19 00:00:00+00:00,195.8000030517578,195.8000030517578,195.8000030517578,195.8000030517578,0
2019-11-20 00:00:00+00:00,194.0,195.8000030517578,194.0,195.8000030517578,15
2019-11-21 00:00:00+00:00,195.8000030517578,195.8000030517578,195.8000030517578,195.8000030517578,0
