"('date', '')","('open', 'BTX')","('high', 'BTX')","('low', 'BTX')","('close', 'BTX')","('volume', 'BTX')"
2021-03-26 00:00:00+00:00,12.529066106110701,12.579182322740548,12.529066106110701,12.541595458984375,6234900
2021-03-29 00:00:00+00:00,12.541593880315718,12.635561625310421,12.535329204667443,12.591710090637207,1205900
2021-03-30 00:00:00+00:00,12.65435980862634,12.673152646879034,12.604243581843992,12.64809513092041,775600
2021-03-31 00:00:00+00:00,12.654356589908602,12.717000961303711,12.629297885458724,12.717000961303711,859900
2021-04-01 00:00:00+00:00,12.742057809269305,12.87987707906935,12.716999108470413,12.873612403869629,1163100
2021-04-05 00:00:00+00:00,12.929994982758776,13.023963928222658,12.810969722936806,13.023963928222656,1037700
2021-04-06 00:00:00+00:00,13.042758371062266,13.305868822129728,13.011436181951941,13.280811309814453,1373300
2021-04-07 00:00:00+00:00,13.29960162118436,13.531389839150084,13.249485411200514,13.468744277954102,850300
2021-04-08 00:00:00+00:00,13.575242760054593,13.875940050669813,13.46248097735768,13.857147216796875,1074800
2021-04-09 00:00:00+00:00,14.00123215712077,14.32072349863679,13.969908773718277,14.00749683380127,965300
2021-04-12 00:00:00+00:00,14.15784542931526,14.15784542931526,13.55018493740562,13.969908714294434,663600
2021-04-13 00:00:00+00:00,14.057608635518452,14.389628031210988,13.78196892250626,14.195427894592285,729600
2021-04-14 00:00:00+00:00,14.095199893489633,14.40216188111962,14.0325543216567,14.283135414123535,472100
2021-04-15 00:00:00+00:00,14.377101876191283,14.408424059243762,14.251810754251983,14.364572525024414,396500
2021-04-16 00:00:00+00:00,14.408421214037753,14.439743390905097,14.289394791185828,14.37709903717041,424600
2021-04-19 00:00:00+00:00,14.289400140279984,14.339516358946911,14.095199942303749,14.314458847045898,369100
2021-04-20 00:00:00+00:00,14.276875862280702,14.276875862280702,13.688009236739031,13.844622611999512,390400
2021-04-21 00:00:00+00:00,13.731853728715453,14.439745295102787,13.731853728715453,14.37083625793457,507700
2021-04-22 00:00:00+00:00,14.377104369305387,14.377104369305387,14.176638300467019,14.283135414123535,356700
2021-04-23 00:00:00+00:00,14.389630341325985,14.40215969276176,14.25181106012661,14.270605087280273,368500
2021-04-26 00:00:00+00:00,13.68800546721859,13.938586559655139,13.437424374782038,13.70053482055664,1141700
2021-04-27 00:00:00+00:00,13.756912253537552,13.78197095608367,13.537654580582528,13.637887001037598,416000
2021-04-28 00:00:00+00:00,13.719324099718373,13.719324099718373,13.412362191688482,13.587769508361816,402700
2021-04-29 00:00:00+00:00,13.594042154044645,13.594042154044645,13.437428770679455,13.481280326843262,433200
2021-04-30 00:00:00+00:00,13.468746217186878,13.674849653301946,13.418629999987289,13.631624221801758,299400
2021-05-03 00:00:00+00:00,13.781977736136758,13.781977736136758,13.44995693325105,13.481280326843262,211900
2021-05-04 00:00:00+00:00,13.462477274906293,13.518858150748878,13.030224291734644,13.25574779510498,465800
2021-05-05 00:00:00+00:00,13.406099530276517,13.406099530276517,12.93625958509254,12.980111122131348,448500
2021-05-06 00:00:00+00:00,12.973849324083261,13.15552138338909,12.81097249177015,12.836030006408691,426600
2021-05-07 00:00:00+00:00,13.036490651773548,13.155517093370909,12.560386080248747,12.635560989379883,488600
2021-05-10 00:00:00+00:00,12.710740033906372,12.714497884437048,12.397513334537935,12.516538619995117,521000
2021-05-11 00:00:00+00:00,12.21584285543588,12.510275560774405,11.65829964080105,12.309810638427734,879700
2021-05-12 00:00:00+00:00,12.303541462695813,12.303541462695813,11.771057155436155,11.921405792236328,558100
2021-05-13 00:00:00+00:00,11.890081499587664,12.303540517749514,11.890081499587664,12.07175350189209,505800
2021-05-14 00:00:00+00:00,12.027902965849183,12.278484028707549,12.027902965849183,12.23463249206543,357000
2021-05-17 00:00:00+00:00,12.291014318187962,12.324842136950402,12.040432041349142,12.2221040725708,265700
2021-05-18 00:00:00+00:00,12.297282583960234,12.529070921753412,12.247166348067834,12.397516250610352,373100
2021-05-19 00:00:00+00:00,12.14692670465503,12.51653417421722,12.046694292048125,12.43509578704834,329200
2021-05-20 00:00:00+00:00,12.472683643049407,12.707603602968517,12.428832108376193,12.591710090637207,505100
2021-05-21 00:00:00+00:00,12.591711655217479,12.648092548192835,12.460155839986692,12.52906608581543,327400
2021-05-24 00:00:00+00:00,12.629296927919974,12.629296927919974,12.378715876743923,12.447626113891602,319700
2021-05-25 00:00:00+00:00,12.34112797036978,12.529063444085217,12.222101533088882,12.265953063964844,337100
2021-05-26 00:00:00+00:00,12.41630570510696,12.538463922090806,12.27848639271634,12.444496154785156,296100
2021-05-27 00:00:00+00:00,12.447627641550238,12.52280136869654,12.272220286767451,12.504007339477539,258100
2021-05-28 00:00:00+00:00,12.529063271053264,12.579179476342894,12.435095535493282,12.554121971130371,313400
2021-06-01 00:00:00+00:00,12.57918419884181,12.57918419884181,12.466422395890769,12.516538619995117,146500
2021-06-02 00:00:00+00:00,12.529066106110701,12.641827892244073,12.529066106110701,12.541595458984375,332900
2021-06-03 00:00:00+00:00,12.629299144123058,12.685680039889537,12.497744517244547,12.616769790649414,384700
2021-06-04 00:00:00+00:00,12.597974215772876,12.842290581055785,12.597974215772876,12.810968399047852,302600
2021-06-07 00:00:00+00:00,12.81096997084049,13.005170151818557,12.7295303758445,12.89240837097168,349400
2021-06-08 00:00:00+00:00,12.842292758763467,12.92999583914949,12.535330782547538,12.541595458984375,376100
