"('date', '')","('open', 'CIF')","('high', 'CIF')","('low', 'CIF')","('close', 'CIF')","('volume', 'CIF')"
1988-07-22 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,337500
1988-07-25 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,47300
1988-07-26 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,63600
1988-07-27 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,51600
1988-07-28 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,15300
1988-07-29 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,4900
1988-08-01 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,28900
1988-08-02 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,15200
1988-08-03 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,69300
1988-08-04 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,9000
1988-08-05 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,15800
1988-08-08 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,54100
1988-08-09 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,29000
1988-08-10 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,29000
1988-08-11 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.19152335822582245,0.19152335822582245,20500
1988-08-12 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.18912931624799967,0.19152335822582245,196100
1988-08-15 00:00:00+00:00,0.19152335822582245,0.19152335822582245,0.18912931624799967,0.19152335822582245,13800
1988-08-16 00:00:00+00:00,0.19152310830128344,0.19152310830128344,0.1891290694475174,0.1891290694475174,16700
1988-08-17 00:00:00+00:00,0.1891290694475174,0.19152310830128344,0.1891290694475174,0.1891290694475174,37900
1988-08-18 00:00:00+00:00,0.1891290694475174,0.1891290694475174,0.1891290694475174,0.1891290694475174,97300
1988-08-19 00:00:00+00:00,0.1891290694475174,0.19152310830128344,0.1891290694475174,0.1891290694475174,18400
1988-08-22 00:00:00+00:00,0.1891290694475174,0.19152310830128344,0.1891290694475174,0.1891290694475174,18500
1988-08-23 00:00:00+00:00,0.18912931624799967,0.19152335822582245,0.18912931624799967,0.19152335822582245,56600
1988-08-24 00:00:00+00:00,0.19152310830128344,0.19152310830128344,0.1891290694475174,0.1891290694475174,12600
1988-08-25 00:00:00+00:00,0.19047955328073257,0.19047955328073257,0.1880684196949005,0.1880684196949005,7000
1988-08-26 00:00:00+00:00,0.1904793977737427,0.1904793977737427,0.1904793977737427,0.19047939777374268,400
1988-08-29 00:00:00+00:00,0.1904793977737427,0.1904793977737427,0.1904793977737427,0.19047939777374268,47200
1988-08-30 00:00:00+00:00,0.1904793977737427,0.1904793977737427,0.1904793977737427,0.19047939777374268,13400
