"('date', '')","('open', 'BNH')","('high', 'BNH')","('low', 'BNH')","('close', 'BNH')","('volume', 'BNH')"
2020-10-21 00:00:00+00:00,18.85943725139435,18.896562978152033,18.651538846357994,18.673812866210938,317300
2020-10-22 00:00:00+00:00,18.69608672004054,18.71836073800846,17.983288404834546,18.688661575317383,245200
2020-10-23 00:00:00+00:00,18.688665708179705,18.74064031653406,18.56986619874065,18.72579002380371,159600
2020-10-26 00:00:00+00:00,18.673812866210938,18.696088302265547,18.606987974248774,18.673812866210938,151500
2020-10-27 00:00:00+00:00,18.673812866210938,18.896562978152033,18.629263410303384,18.673812866210938,786200
2020-10-28 00:00:00+00:00,18.621837405949183,18.621837405949183,18.154064599993507,18.45848846435547,585200
2020-10-29 00:00:00+00:00,18.54016129677744,18.63668676084987,18.399087797289322,18.525312423706055,375600
2020-10-30 00:00:00+00:00,18.555010335321253,18.71093552977344,18.391661412934546,18.599559783935547,1881200
2020-11-02 00:00:00+00:00,18.584715311799663,18.60995910839666,18.332266016215517,18.339691162109375,70400
2020-11-03 00:00:00+00:00,18.33969198815156,18.555015563964844,18.33969198815156,18.555015563964844,92300
2020-11-04 00:00:00+00:00,18.592138775161985,18.7035131210873,18.540162758608634,18.65896224975586,101400
2020-11-05 00:00:00+00:00,18.718362322118487,18.852012106042814,18.673812866210938,18.673812866210938,92400
2020-11-06 00:00:00+00:00,18.703514388725274,18.703514388725274,18.584714889526367,18.584714889526367,18100
2020-11-09 00:00:00+00:00,18.696087650692828,18.710937940878356,18.621837615966797,18.621837615966797,64600
2020-11-10 00:00:00+00:00,18.67381254233401,18.677525823046206,18.621095852314582,18.636688232421875,38800
2020-11-11 00:00:00+00:00,18.621837939847968,18.696087975865392,18.621837939847968,18.65896224975586,52300
2020-11-12 00:00:00+00:00,18.67381335425677,18.718362811328635,18.644114188276095,18.696088790893555,72800
2020-11-13 00:00:00+00:00,18.71093516654417,18.8520086537844,18.71093516654417,18.822309494018555,79000
2020-11-16 00:00:00+00:00,18.85201613367297,18.978240799212966,18.80004152130979,18.814891815185547,123400
2020-11-17 00:00:00+00:00,18.822307838089777,18.918831869088645,18.651533789906473,18.703508377075195,205600
2020-11-18 00:00:00+00:00,18.70351110399994,18.874285177081674,18.68866081515766,18.785184860229492,209000
2020-11-19 00:00:00+00:00,18.829735294958944,18.918834193566447,18.822310150708077,18.874284744262695,159000
2020-11-20 00:00:00+00:00,18.911414002907787,18.978238902468036,18.896565126718045,18.94853973388672,65400
2020-11-23 00:00:00+00:00,18.963385774058967,19.104459271540065,18.948535484997322,19.05990982055664,104000
2020-11-24 00:00:00+00:00,19.082187326807457,19.14158707330438,19.007937289635894,19.067337036132812,205300
2020-11-25 00:00:00+00:00,19.000512425661174,19.08218760937952,18.86686264001358,18.97081184387207,107000
2020-11-27 00:00:00+00:00,19.04506635843222,19.067341800009594,18.993091744287035,19.000516891479492,69600
2020-11-30 00:00:00+00:00,18.97823343477336,19.04505831508113,18.829734802246094,18.829734802246094,60100
2020-12-01 00:00:00+00:00,18.896564483642578,18.93368879715629,18.87428904581328,18.896564483642578,38400
2020-12-02 00:00:00+00:00,18.889137104904275,18.933686559095108,18.87428681477346,18.881711959838867,53800
2020-12-03 00:00:00+00:00,18.918835666670393,18.993085698759053,18.903985377012347,18.96338653564453,103500
2020-12-04 00:00:00+00:00,18.993083129782036,19.007933417431452,18.903982820086906,18.933683395385742,54300
2020-12-07 00:00:00+00:00,18.94111394309939,18.955964234985586,18.896564483642578,18.896564483642578,21700
2020-12-08 00:00:00+00:00,18.918833107736326,18.970807698307908,18.88170880481416,18.933683395385742,70500
2020-12-09 00:00:00+00:00,18.9782387401187,18.993089032383235,18.896564965067387,18.94111442565918,48300
2020-12-10 00:00:00+00:00,18.903982820086906,18.985657985957324,18.903982820086906,18.933683395385742,31900
2020-12-11 00:00:00+00:00,18.911414002907787,18.955964880082504,18.897307216477074,18.94853973388672,26300
2020-12-14 00:00:00+00:00,18.96338811462648,19.052487027590416,18.874287785460854,18.97081184387207,95300
2020-12-15 00:00:00+00:00,19.00794203867195,19.07476694720205,18.93369198294939,19.000516891479492,62600
2020-12-16 00:00:00+00:00,18.98566643612245,19.037641049826963,18.948542116676943,18.993091583251953,44400
2020-12-17 00:00:00+00:00,19.030211634339267,19.119311963706643,19.000512468684605,19.08218765258789,58400
2020-12-18 00:00:00+00:00,19.111888078454125,19.141588662268898,19.015364013459685,19.052488327026367,33700
2020-12-21 00:00:00+00:00,18.993082707337365,19.134157604466285,18.993082707337365,19.04505729675293,40900
2020-12-22 00:00:00+00:00,19.067332727731603,19.11188217348761,18.95595840524092,19.04505729675293,40800
2020-12-23 00:00:00+00:00,19.089611055943116,19.089611055943116,18.950765228360336,19.067337036132812,33200
2020-12-24 00:00:00+00:00,19.09703778654674,19.09703778654674,19.00793886750599,19.052488327026367,43300
2020-12-28 00:00:00+00:00,19.074762341696932,19.10446150709403,19.05248690549785,19.097036361694336,21400
2020-12-29 00:00:00+00:00,19.104461669921875,19.14158739723677,19.037636776956756,19.104461669921875,28400
2020-12-30 00:00:00+00:00,19.178804916052915,19.253896973935554,19.15627643931461,19.246387481689453,39900
2020-12-31 00:00:00+00:00,19.276423248588095,19.441627762262264,19.257650236262016,19.434118270874023,124400
2021-01-04 00:00:00+00:00,19.419102938771427,19.449139475466644,19.16378593156071,19.246387481689453,55900
2021-01-05 00:00:00+00:00,19.22385891632952,19.253895450648372,19.04363541354916,19.11121940612793,106800
2021-01-06 00:00:00+00:00,19.118728687024692,19.13374767128825,18.72824512219635,18.938505172729492,59500
2021-01-07 00:00:00+00:00,18.88593867961068,18.915976645783097,18.487945653849582,18.70571517944336,154500
2021-01-08 00:00:00+00:00,18.743264368248152,18.818357864063973,18.705718336484892,18.765792846679688,48900
2021-01-11 00:00:00+00:00,18.69820594416286,18.76578993668799,18.615604400634766,18.615604400634766,113500
2021-01-12 00:00:00+00:00,18.62311528715872,18.62311528715872,18.47292972830589,18.548023223876953,64700
2021-01-13 00:00:00+00:00,18.61560591544462,18.758281971461813,18.578058454159148,18.668170928955078,40800
2021-01-14 00:00:00+00:00,18.70571148340891,18.788314441772595,18.585562507037427,18.660655975341797,70700
2021-01-15 00:00:00+00:00,18.660662085873124,18.75602963304859,18.615606563052346,18.690698623657227,76200
2021-01-19 00:00:00+00:00,18.720730463527538,18.743257501416707,18.630618015104538,18.660655975341797,47200
2021-01-20 00:00:00+00:00,18.72824352666066,18.750770568847656,18.615604018858527,18.750770568847656,89900
2021-01-21 00:00:00+00:00,18.73575201502223,18.810844061343783,18.630620572051903,18.683185577392578,74100
2021-01-22 00:00:00+00:00,18.68318913113889,18.753778074353413,18.63813360831811,18.690698623657227,66400
2021-01-25 00:00:00+00:00,18.63062169630138,18.765789679499132,18.63062169630138,18.70571517944336,42900
2021-01-26 00:00:00+00:00,18.75077255849466,18.81084706451625,18.69820754476192,18.8033390045166,55000
2021-01-27 00:00:00+00:00,18.77329960364815,18.795828078796603,18.55552864074707,18.55552864074707,42800
2021-01-28 00:00:00+00:00,18.64564055253754,18.765789551831688,18.623112078061492,18.750770568847656,30200
2021-01-29 00:00:00+00:00,18.75077255849466,18.825866049093946,18.69820754476192,18.8033390045166,51100
2021-02-01 00:00:00+00:00,18.825865312853033,18.870920832534892,18.713225797503803,18.72824478149414,41800
2021-02-02 00:00:00+00:00,18.78080953211711,18.848393526845058,18.701962015697553,18.735754013061523,37000
2021-02-03 00:00:00+00:00,18.765792116551356,18.765792116551356,18.615606563052346,18.690698623657227,24500
2021-02-04 00:00:00+00:00,18.73575630772694,18.7733023394902,18.62311534785856,18.765792846679688,57100
2021-02-05 00:00:00+00:00,18.735756500578603,18.80334050427957,18.62311553955078,18.62311553955078,83100
2021-02-08 00:00:00+00:00,18.705718529027365,18.705718529027365,18.590075489591598,18.62311553955078,74800
2021-02-09 00:00:00+00:00,18.690695677239987,18.735752625247194,18.660659144190866,18.720733642578125,44900
2021-02-10 00:00:00+00:00,18.728246252523377,18.780811268329177,18.64564326637754,18.762788772583008,30500
2021-02-11 00:00:00+00:00,18.69069250329028,18.765785971594653,18.660655975341797,18.660655975341797,43900
2021-02-12 00:00:00+00:00,18.69820878272978,18.69820878272978,18.548023223876953,18.548023223876953,38000
2021-02-16 00:00:00+00:00,18.420360752043457,18.608093734477407,18.037385296003514,18.09745979309082,125500
2021-02-17 00:00:00+00:00,18.135005172913477,18.247644671917623,18.097459150675075,18.157533645629883,80800
2021-02-18 00:00:00+00:00,18.17255085788427,18.225115856815084,18.059909937559624,18.195077896118164,99300
2021-02-19 00:00:00+00:00,18.172555923461914,18.210101952510175,18.082443448541216,18.172555923461914,46600
2021-02-22 00:00:00+00:00,18.165048799217857,18.165048799217857,18.022371292114258,18.022371292114258,45900
2021-02-23 00:00:00+00:00,18.06741839436733,18.089946863601504,17.879685447615376,18.044891357421875,97600
2021-02-24 00:00:00+00:00,18.0148594204365,18.0148594204365,17.8271264109293,17.93976593017578,69500
2021-02-25 00:00:00+00:00,17.9322573391501,17.939766831782503,17.09872370900351,17.158798217773438,260400
2021-02-26 00:00:00+00:00,17.316490949607378,17.384074941968404,17.023627937568985,17.211360931396484,354800
2021-03-01 00:00:00+00:00,17.29396438760455,17.406603900573437,17.196342426019502,17.37656593322754,196600
2021-03-02 00:00:00+00:00,17.406605883031904,17.616865949243486,17.339021881095533,17.511735916137695,147100
2021-03-03 00:00:00+00:00,17.534263429256182,17.699467962514966,17.406604925100556,17.67694091796875,58200
2021-03-04 00:00:00+00:00,17.737014770507812,17.894709805678925,17.496715323316504,17.737014770507812,161300
2021-03-05 00:00:00+00:00,17.789580904759234,17.879691949889004,17.57180991983202,17.842145919799805,134300
2021-03-08 00:00:00+00:00,17.887202955009382,17.90222194123085,17.797091902259304,17.894712448120117,30200
2021-03-09 00:00:00+00:00,17.947275422430774,18.04489738945647,17.782070889688544,17.93976593017578,78700
2021-03-10 00:00:00+00:00,17.954785912790147,17.954785912790147,17.729506861773945,17.92474937438965,124800
2021-03-11 00:00:00+00:00,17.939763503483533,17.981064989154582,17.797087466805912,17.954782485961914,309900
2021-03-12 00:00:00+00:00,17.902220896372317,17.9390164078648,17.729506861773945,17.92474937438965,36400
2021-03-15 00:00:00+00:00,17.96980064042072,18.150024124989883,17.909726145564328,18.090700149536133,72800
2021-03-16 00:00:00+00:00,18.165046038544105,18.323491595408907,18.119989085913094,18.307722091674805,70600
2021-03-17 00:00:00+00:00,18.307719042418192,18.32273802412703,18.150024031342173,18.20258903503418,64700
2021-03-18 00:00:00+00:00,18.14251547007468,18.14251547007468,17.827123999473674,17.954782485961914,79000
2021-03-19 00:00:00+00:00,17.954786757902344,17.984824730005975,17.714488710230693,17.80459976196289,91800
2021-03-22 00:00:00+00:00,17.872179640098047,17.962292103312006,17.842143107219403,17.909727096557617,91600
2021-03-23 00:00:00+00:00,17.92474727184474,17.99232983339085,17.857163278009523,17.90146827697754,107900
2021-03-24 00:00:00+00:00,17.9022220655948,18.022371091622468,17.9022220655948,17.93225860595703,94000
2021-03-25 00:00:00+00:00,17.96228951819762,17.96228951819762,17.86842303899138,17.91948699951172,44300
2021-03-26 00:00:00+00:00,17.932256437920792,17.99984043592652,17.90221990119002,17.93976593017578,100300
2021-03-29 00:00:00+00:00,18.029877750632366,18.029877750632366,17.902219251508697,17.917238235473633,84900
2021-03-30 00:00:00+00:00,17.864674857782294,18.00735092163086,17.864674857782294,18.00735092163086,23700
2021-03-31 00:00:00+00:00,18.08259732631968,18.531050469712937,18.08259732631968,18.47784423828125,111900
2021-04-01 00:00:00+00:00,18.379033320608197,18.797083534696952,18.379033320608197,18.629863739013672,109400
2021-04-05 00:00:00+00:00,18.683071569794674,18.759081101519847,18.62226423436678,18.637466430664062,73300
2021-04-06 00:00:00+00:00,18.698273766091955,18.743878905222566,18.51585175980828,18.637466430664062,152800
2021-04-07 00:00:00+00:00,18.72107360421058,18.873092651367188,18.691430339440977,18.873092651367188,49100
2021-04-08 00:00:00+00:00,18.835089938063803,18.903498369115457,18.800124597918337,18.84649085998535,95900
2021-04-09 00:00:00+00:00,18.85028807223181,18.88449228301846,18.667866097956644,18.70587158203125,74900
2021-04-12 00:00:00+00:00,18.698272587999405,18.79100365995229,18.68459119209835,18.736276626586914,48600
2021-04-13 00:00:00+00:00,18.766684731494806,18.888299418757708,18.698276288689243,18.81989097595215,61900
2021-04-14 00:00:00+00:00,18.850291069771213,18.88069546186575,18.75984046788403,18.84269142150879,37400
2021-04-15 00:00:00+00:00,18.857892990112305,18.880696285177567,18.79708565303288,18.857892990112305,75500
2021-04-16 00:00:00+00:00,18.819885021470828,18.880692345863263,18.637463048293522,18.74387550354004,150000
2021-04-19 00:00:00+00:00,18.743876358137886,18.804683685302734,18.683069030973034,18.804683685302734,43800
2021-04-20 00:00:00+00:00,18.789487523490784,18.812290822159056,18.743882375915742,18.797088623046875,39700
2021-04-21 00:00:00+00:00,18.789484048305596,18.888296874497474,18.789484048305596,18.83509063720703,50500
2021-04-22 00:00:00+00:00,18.85029053399791,18.895897120843458,18.751479162021564,18.774282455444336,29400
2021-04-23 00:00:00+00:00,18.850291914721055,18.911099251874557,18.7970856759319,18.903499603271484,33900
2021-04-26 00:00:00+00:00,18.911100285425086,19.00231202102098,18.90350063640667,18.99471092224121,40000
2021-04-27 00:00:00+00:00,18.994707222770867,19.002308320070224,18.9491020887358,18.956703186035156,37000
2021-04-28 00:00:00+00:00,19.002310426875017,19.002310426875017,18.92630089521527,18.98710823059082,97800
2021-04-29 00:00:00+00:00,18.987108762626242,18.987108762626242,18.857892990112305,18.857892990112305,66500
2021-04-30 00:00:00+00:00,18.926303655906082,18.955946928151324,18.85029411315918,18.85029411315918,47800
2021-05-03 00:00:00+00:00,18.926302482984628,19.00231202102098,18.895899537626896,18.99471092224121,26900
