"('date', '')","('open', 'ALGT')","('high', 'ALGT')","('low', 'ALGT')","('close', 'ALGT')","('volume', 'ALGT')"
2024-01-02 00:00:00+00:00,80.17671630104687,81.5514563263223,77.84947766915066,79.62681579589844,161200
2024-01-03 00:00:00+00:00,77.96731514782726,78.02623011595172,74.46173220154374,74.9625244140625,291100
2024-01-04 00:00:00+00:00,75.581163084919,77.2701287950203,74.93306845543476,76.86752319335938,177600
2024-01-05 00:00:00+00:00,76.44527561751677,79.81338510803259,76.44527561751677,77.56470489501953,175800
2024-01-08 00:00:00+00:00,77.24066421283973,82.15044431815433,77.24066421283973,79.67591094970703,260800
2024-01-09 00:00:00+00:00,78.42883402297775,78.87071125787047,76.58275181631602,77.32904052734375,214500
2024-01-10 00:00:00+00:00,77.64326924181375,77.64326924181375,75.9543035355948,76.47473907470703,144500
2024-01-11 00:00:00+00:00,76.40600181100379,78.19316161491008,74.46173292665885,77.74146270751953,211800
2024-01-12 00:00:00+00:00,76.75950623785918,77.18174765887197,74.33407348169722,74.73667907714844,160500
2024-01-16 00:00:00+00:00,73.79399788585137,73.96092861459432,70.35715174671273,72.84149932861328,388300
2024-01-17 00:00:00+00:00,71.26054761705146,72.37015521554882,68.44233116061038,70.54371643066406,357400
2024-01-18 00:00:00+00:00,71.2703753114618,73.17536504508296,69.74834036456511,73.10662841796875,224000
2024-01-19 00:00:00+00:00,73.91182848011407,74.34389153884209,71.74170651176404,73.59760284423828,203800
2024-01-22 00:00:00+00:00,73.86273317293079,75.57133455351286,73.60742250952843,74.78577423095703,236500
2024-01-23 00:00:00+00:00,76.95589989047423,78.51720644549113,75.98375798728568,77.13265228271484,219600
2024-01-24 00:00:00+00:00,78.56630727346572,78.56630727346572,76.69076758337518,77.32904052734375,142800
2024-01-25 00:00:00+00:00,79.4304233492418,82.10134497244746,79.32240758567615,80.17671203613281,397400
2024-01-26 00:00:00+00:00,80.21599011394407,81.62018752996441,79.44024395485438,79.45006561279297,184000
2024-01-29 00:00:00+00:00,79.21439501786374,79.73483054055066,77.81019752659037,78.9001693725586,189500
2024-01-30 00:00:00+00:00,77.78073980344138,79.38132550870343,77.78073980344138,78.11460876464844,260600
2024-01-31 00:00:00+00:00,77.79056288850987,79.9312274709844,76.31762874896494,76.98535919189453,249600
2024-02-01 00:00:00+00:00,77.97713595457317,79.19475939680295,75.41422998493131,78.4779281616211,281200
2024-02-02 00:00:00+00:00,77.19156288638608,78.98854419063834,76.78895732447751,77.68254089355469,310300
2024-02-05 00:00:00+00:00,75.67934953709204,78.26189115135361,70.70083285645268,71.7809829711914,632200
2024-02-06 00:00:00+00:00,72.65492564077255,78.19315713286403,72.59601067545138,77.08354949951172,352400
2024-02-07 00:00:00+00:00,77.09337333054597,77.29958320671221,74.22605590584185,74.88397216796875,230800
2024-02-08 00:00:00+00:00,75.6106122192473,76.83805722280651,73.96092583479454,76.53365325927734,177100
2024-02-09 00:00:00+00:00,76.33726459693071,77.57453137219711,74.93306708381539,77.18174743652344,213200
2024-02-12 00:00:00+00:00,76.5140149953246,78.80197443102571,76.5140149953246,77.75128173828125,232300
2024-02-13 00:00:00+00:00,75.5909827706205,76.84788536159097,74.73667827907164,76.62203216552734,277500
2024-02-14 00:00:00+00:00,78.32408629814938,79.64020981279221,76.81994298147667,79.56104278564453,249500
2024-02-15 00:00:00+00:00,80.48134003610436,82.94535528572274,80.48134003610436,81.30268096923828,189000
2024-02-16 00:00:00+00:00,80.0162402216837,81.28288243086728,78.30428915628887,80.30321502685547,239500
2024-02-20 00:00:00+00:00,79.81832837681043,81.85683016359505,79.45218655451741,80.70893096923828,215300
2024-02-21 00:00:00+00:00,80.54070802996489,80.55060579553628,77.20587071201348,78.037109375,214100
2024-02-22 00:00:00+00:00,78.27460643850253,79.53135848047152,77.68086882369214,77.83920288085938,267400
2024-02-23 00:00:00+00:00,77.97774364124272,78.37356369594036,74.9298809014559,74.94966888427734,285300
2024-02-26 00:00:00+00:00,74.71217247776286,75.8105904519484,74.21738987857239,74.59342193603516,213700
2024-02-27 00:00:00+00:00,75.59288623126501,76.35485567531262,73.8314613550997,74.43509674072266,214000
2024-02-28 00:00:00+00:00,73.59396762827974,74.64290433840766,72.64398592952142,73.1486587524414,266800
2024-02-29 00:00:00+00:00,73.89083120096055,74.65280062798128,71.74347654259903,72.02055358886719,211900
2024-03-01 00:00:00+00:00,73.02001527759882,73.02001527759882,70.7835958648403,71.2289047241211,225600
2024-03-04 00:00:00+00:00,70.73412581998758,73.04970482963253,70.28881693751342,72.96064758300781,425600
2024-03-05 00:00:00+00:00,72.02055001340236,73.0200129233512,71.49608169474871,71.57524871826172,159300
2024-03-06 00:00:00+00:00,72.5153340326827,74.17780381071508,71.88201293150685,73.96009826660156,217000
2024-03-07 00:00:00+00:00,73.95020671875163,75.1772653864542,71.85232589028092,72.21846771240234,222300
2024-03-08 00:00:00+00:00,73.31688440397427,73.91062958291198,71.1794274290627,71.73358154296875,306900
2024-03-11 00:00:00+00:00,71.30806588199785,71.75337475177997,69.92268064209789,70.17996215820312,175600
2024-03-12 00:00:00+00:00,69.34872726132664,71.03098499004282,67.68625751363105,69.39820098876953,222400
2024-03-13 00:00:00+00:00,69.42789627310579,71.7929564363924,68.96279943308335,69.32893371582031,232200
2024-03-14 00:00:00+00:00,69.23987798727546,69.90288485679292,65.77639980051563,66.35034942626953,262700
2024-03-15 00:00:00+00:00,66.60763029276508,67.74563176728866,64.90557696388227,66.90450286865234,655900
2024-03-18 00:00:00+00:00,66.62743001651984,67.44877098500729,65.56859550224962,66.795654296875,187500
2024-03-19 00:00:00+00:00,66.5779469467571,67.3399163957883,66.48888970064834,67.20137786865234,177100
2024-03-20 00:00:00+00:00,66.15242967568258,69.89298478606757,65.81598114395963,69.54663848876953,274000
