"('date', '')","('open', 'AKAM')","('high', 'AKAM')","('low', 'AKAM')","('close', 'AKAM')","('volume', 'AKAM')"
2024-06-11 00:00:00+00:00,90.1500015258789,90.18000030517578,89.30999755859375,89.70999908447266,1383800
2024-06-12 00:00:00+00:00,89.91999816894531,90.55999755859375,88.31999969482422,88.4000015258789,1818700
2024-06-13 00:00:00+00:00,88.0,88.55999755859375,87.58999633789062,88.3499984741211,1362300
2024-06-14 00:00:00+00:00,88.33999633789062,89.7300033569336,88.0199966430664,89.08999633789062,1292500
2024-06-17 00:00:00+00:00,88.81999969482422,89.43000030517578,88.12999725341797,89.11000061035156,1162100
2024-06-18 00:00:00+00:00,88.5999984741211,89.87000274658203,88.22000122070312,88.4800033569336,1610800
2024-06-20 00:00:00+00:00,88.6500015258789,89.8499984741211,88.08999633789062,89.36000061035156,1499900
2024-06-21 00:00:00+00:00,89.4800033569336,89.98999786376953,88.41999816894531,88.91999816894531,4798900
2024-06-24 00:00:00+00:00,89.02999877929688,89.9800033569336,88.6500015258789,88.73999786376953,1580700
2024-06-25 00:00:00+00:00,88.73999786376953,88.8499984741211,87.88999938964844,88.25,1165700
2024-06-26 00:00:00+00:00,88.0,89.13999938964844,87.83000183105469,88.43000030517578,937900
2024-06-27 00:00:00+00:00,88.44000244140625,89.97000122070312,88.12000274658203,89.94000244140625,1382400
2024-06-28 00:00:00+00:00,90.0,90.47000122070312,89.51000213623047,90.08000183105469,2069700
2024-07-01 00:00:00+00:00,90.16999816894531,90.20999908447266,89.0199966430664,89.52999877929688,775300
2024-07-02 00:00:00+00:00,89.55999755859375,90.94000244140625,89.55999755859375,90.81999969482422,1071700
2024-07-03 00:00:00+00:00,91.0,91.27999877929688,89.9000015258789,90.33000183105469,739000
2024-07-05 00:00:00+00:00,90.38999938964844,90.91999816894531,89.94999694824219,90.47000122070312,880800
2024-07-08 00:00:00+00:00,91.20999908447266,93.26000213623047,90.94999694824219,92.94000244140625,1854000
2024-07-09 00:00:00+00:00,93.0,93.05000305175781,91.08000183105469,92.4800033569336,1748900
2024-07-10 00:00:00+00:00,92.91999816894531,93.81999969482422,92.37999725341797,93.77999877929688,1417300
2024-07-11 00:00:00+00:00,93.62999725341797,95.2699966430664,93.62000274658203,94.0999984741211,1460500
2024-07-12 00:00:00+00:00,94.27999877929688,96.25,94.20999908447266,95.13999938964844,1335200
2024-07-15 00:00:00+00:00,95.37999725341797,96.83999633789062,95.27999877929688,96.26000213623047,975600
2024-07-16 00:00:00+00:00,96.5,97.62000274658203,95.94000244140625,97.4800033569336,1181100
2024-07-17 00:00:00+00:00,97.0,97.62999725341797,96.0999984741211,97.19000244140625,1065600
2024-07-18 00:00:00+00:00,97.23999786376953,97.80000305175781,95.29000091552734,95.79000091552734,1636300
2024-07-19 00:00:00+00:00,96.05000305175781,96.18000030517578,94.45999908447266,95.05000305175781,1425600
2024-07-22 00:00:00+00:00,95.47000122070312,96.61000061035156,94.97000122070312,96.33000183105469,1043000
2024-07-23 00:00:00+00:00,96.1500015258789,96.44999694824219,95.16000366210938,96.05999755859375,947300
2024-07-24 00:00:00+00:00,96.0999984741211,97.29000091552734,95.0999984741211,95.22000122070312,1280200
2024-07-25 00:00:00+00:00,95.43000030517578,98.16999816894531,95.27999877929688,96.37000274658203,1358700
2024-07-26 00:00:00+00:00,96.79000091552734,97.30999755859375,96.08999633789062,96.97000122070312,713600
2024-07-29 00:00:00+00:00,98.94999694824219,98.9800033569336,96.97000122070312,97.31999969482422,1050200
2024-07-30 00:00:00+00:00,97.66000366210938,98.5199966430664,97.12999725341797,97.87999725341797,1335800
2024-07-31 00:00:00+00:00,98.12000274658203,98.9800033569336,97.75,98.27999877929688,1036700
2024-08-01 00:00:00+00:00,98.01000213623047,98.45999908447266,95.25,95.44000244140625,1223700
2024-08-02 00:00:00+00:00,95.19000244140625,95.5999984741211,93.80999755859375,94.55999755859375,1220600
2024-08-05 00:00:00+00:00,92.12999725341797,93.52999877929688,90.55999755859375,91.31999969482422,2465700
2024-08-06 00:00:00+00:00,91.9800033569336,94.0,91.47000122070312,92.31999969482422,1671800
2024-08-07 00:00:00+00:00,93.27999877929688,94.86000061035156,92.44999694824219,92.63999938964844,1256600
2024-08-08 00:00:00+00:00,92.62000274658203,93.31999969482422,91.27999877929688,91.56999969482422,4538500
2024-08-09 00:00:00+00:00,98.01000213623047,102.69000244140625,97.77999877929688,101.51000213623047,6536600
2024-08-12 00:00:00+00:00,101.22000122070312,101.66000366210938,99.48999786376953,99.58000183105469,2187400
2024-08-13 00:00:00+00:00,99.87000274658203,101.37000274658203,99.11000061035156,101.0199966430664,2215100
2024-08-14 00:00:00+00:00,101.30999755859375,101.80000305175781,99.6500015258789,99.7300033569336,1583900
2024-08-15 00:00:00+00:00,100.44999694824219,101.88999938964844,100.38999938964844,100.86000061035156,1633000
2024-08-16 00:00:00+00:00,100.75,101.23999786376953,100.05999755859375,100.5,1082300
2024-08-19 00:00:00+00:00,100.87999725341797,101.94000244140625,100.69000244140625,101.6500015258789,1244400
2024-08-20 00:00:00+00:00,101.58999633789062,102.58999633789062,101.25,101.69999694824219,885300
2024-08-21 00:00:00+00:00,101.30999755859375,102.37999725341797,100.44999694824219,102.11000061035156,1827400
2024-08-22 00:00:00+00:00,102.25,103.1500015258789,101.4000015258789,101.58000183105469,1100200
2024-08-23 00:00:00+00:00,102.4800033569336,102.4800033569336,100.93000030517578,101.83000183105469,1028200
2024-08-26 00:00:00+00:00,101.98999786376953,102.37000274658203,100.80000305175781,100.98999786376953,769300
2024-08-27 00:00:00+00:00,100.7300033569336,102.19999694824219,100.56999969482422,101.30999755859375,843500
2024-08-28 00:00:00+00:00,101.19000244140625,101.70999908447266,99.87999725341797,100.08000183105469,683900
2024-08-29 00:00:00+00:00,100.61000061035156,102.41000366210938,100.44999694824219,101.5999984741211,756700
2024-08-30 00:00:00+00:00,102.16000366210938,102.20999908447266,100.62000274658203,101.83999633789062,2305500
2024-09-03 00:00:00+00:00,101.31999969482422,102.11000061035156,99.66999816894531,99.95999908447266,989900
2024-09-04 00:00:00+00:00,99.88999938964844,100.72000122070312,99.63999938964844,100.12999725341797,682700
2024-09-05 00:00:00+00:00,99.9800033569336,100.13999938964844,98.7300033569336,99.12000274658203,1831900
2024-09-06 00:00:00+00:00,99.16000366210938,99.68000030517578,96.4800033569336,96.54000091552734,1223400
2024-09-09 00:00:00+00:00,96.6500015258789,97.0999984741211,94.7699966430664,95.06999969482422,1824800
2024-09-10 00:00:00+00:00,95.30000305175781,95.79000091552734,94.52999877929688,94.72000122070312,1106400
2024-09-11 00:00:00+00:00,94.43000030517578,96.75,93.5,96.66000366210938,1490900
2024-09-12 00:00:00+00:00,96.72000122070312,97.7699966430664,96.22000122070312,97.30000305175781,1256400
2024-09-13 00:00:00+00:00,97.30000305175781,98.77999877929688,97.19999694824219,98.52999877929688,1026300
2024-09-16 00:00:00+00:00,98.48999786376953,99.43000030517578,98.13999938964844,99.29000091552734,1100500
2024-09-17 00:00:00+00:00,99.54000091552734,99.54000091552734,97.5999984741211,97.87000274658203,1393100
2024-09-18 00:00:00+00:00,97.83000183105469,98.37000274658203,96.83999633789062,97.41000366210938,1013800
2024-09-19 00:00:00+00:00,98.9000015258789,99.77999877929688,98.75,99.44000244140625,1463800
2024-09-20 00:00:00+00:00,99.16000366210938,99.86000061035156,98.36000061035156,99.5199966430664,1881100
2024-09-23 00:00:00+00:00,99.70999908447266,100.80999755859375,99.44999694824219,100.72000122070312,1381000
2024-09-24 00:00:00+00:00,100.98999786376953,102.48999786376953,100.58000183105469,101.83999633789062,1457800
2024-09-25 00:00:00+00:00,101.75,101.75,99.48999786376953,99.63999938964844,1141700
2024-09-26 00:00:00+00:00,100.62000274658203,101.0,99.87000274658203,100.11000061035156,1451600
2024-09-27 00:00:00+00:00,100.5,102.31999969482422,100.48999786376953,101.56999969482422,1095900
2024-09-30 00:00:00+00:00,101.43000030517578,101.6500015258789,99.97000122070312,100.94999694824219,2401500
2024-10-01 00:00:00+00:00,100.58000183105469,100.75,99.36000061035156,99.81999969482422,1687900
2024-10-02 00:00:00+00:00,99.66000366210938,100.91000366210938,99.36000061035156,100.77999877929688,958100
2024-10-03 00:00:00+00:00,100.41999816894531,100.98999786376953,99.97000122070312,100.44999694824219,874200
2024-10-04 00:00:00+00:00,101.29000091552734,101.58999633789062,100.62999725341797,101.4800033569336,626800
2024-10-07 00:00:00+00:00,101.25,101.79000091552734,100.91999816894531,101.16999816894531,1067000
2024-10-08 00:00:00+00:00,101.1500015258789,101.44999694824219,100.19000244140625,101.33000183105469,1028300
2024-10-09 00:00:00+00:00,101.4800033569336,103.19000244140625,101.43000030517578,103.11000061035156,1067500
2024-10-10 00:00:00+00:00,102.97000122070312,103.55999755859375,102.70999908447266,103.41999816894531,762000
2024-10-11 00:00:00+00:00,103.41999816894531,104.58999633789062,102.79000091552734,104.22000122070312,989000
2024-10-14 00:00:00+00:00,104.70999908447266,104.70999908447266,102.87999725341797,103.56999969482422,870900
2024-10-15 00:00:00+00:00,103.29000091552734,104.69000244140625,103.05999755859375,103.29000091552734,1123000
2024-10-16 00:00:00+00:00,103.30999755859375,103.62999725341797,102.73999786376953,103.58000183105469,2306100
2024-10-17 00:00:00+00:00,103.66999816894531,105.16999816894531,102.70999908447266,104.7300033569336,1301500
2024-10-18 00:00:00+00:00,105.19999694824219,106.80000305175781,104.76000213623047,106.66999816894531,1622700
2024-10-21 00:00:00+00:00,106.5,106.76000213623047,105.4000015258789,106.1500015258789,1392000
2024-10-22 00:00:00+00:00,105.9800033569336,105.9800033569336,105.05000305175781,105.45999908447266,1083600
2024-10-23 00:00:00+00:00,105.45999908447266,105.5,102.5199966430664,102.72000122070312,1479400
2024-10-24 00:00:00+00:00,102.68000030517578,104.16999816894531,102.68000030517578,102.80000305175781,1188100
2024-10-25 00:00:00+00:00,103.3499984741211,103.70999908447266,101.56999969482422,101.97000122070312,898200
2024-10-28 00:00:00+00:00,102.94000244140625,103.23999786376953,102.23999786376953,102.8499984741211,930700
2024-10-29 00:00:00+00:00,102.83999633789062,103.8499984741211,102.27999877929688,102.95999908447266,1106900
2024-10-30 00:00:00+00:00,102.95999908447266,104.12999725341797,101.6500015258789,101.8499984741211,2247000
2024-10-31 00:00:00+00:00,101.72000122070312,101.97000122070312,100.54000091552734,101.08000183105469,1954300
2024-11-01 00:00:00+00:00,101.16000366210938,101.87000274658203,100.22000122070312,100.56999969482422,1373200
2024-11-04 00:00:00+00:00,100.5,101.05999755859375,99.83999633789062,100.04000091552734,1748700
2024-11-05 00:00:00+00:00,99.80000305175781,101.37000274658203,98.93000030517578,100.95999908447266,2436700
2024-11-06 00:00:00+00:00,103.3499984741211,105.26000213623047,102.81999969482422,104.70999908447266,2179300
2024-11-07 00:00:00+00:00,104.73999786376953,104.98999786376953,103.19000244140625,104.4000015258789,2611000
2024-11-08 00:00:00+00:00,97.91000366210938,98.30000305175781,89.2699966430664,89.37000274658203,9015300
2024-11-11 00:00:00+00:00,91.6500015258789,92.18000030517578,89.7699966430664,91.06999969482422,3312500
2024-11-12 00:00:00+00:00,91.5,91.5,89.73999786376953,90.08000183105469,2849000
2024-11-13 00:00:00+00:00,89.20999908447266,90.16000366210938,88.5,88.75,2402800
2024-11-14 00:00:00+00:00,88.73999786376953,89.54000091552734,88.23999786376953,88.3499984741211,2428100
2024-11-15 00:00:00+00:00,88.86000061035156,89.55999755859375,86.77999877929688,87.43000030517578,2616600
2024-11-18 00:00:00+00:00,87.43000030517578,88.18000030517578,85.58999633789062,85.95999908447266,2424700
2024-11-19 00:00:00+00:00,84.8499984741211,87.41999816894531,84.69999694824219,87.36000061035156,2370600
2024-11-20 00:00:00+00:00,87.08999633789062,88.19000244140625,86.55999755859375,87.95999908447266,1517100
2024-11-21 00:00:00+00:00,88.41999816894531,91.19999694824219,88.0,91.08000183105469,2083200
2024-11-22 00:00:00+00:00,90.95999908447266,93.19999694824219,90.73999786376953,92.9000015258789,2730100
2024-11-25 00:00:00+00:00,93.81999969482422,94.9000015258789,93.05000305175781,94.63999938964844,2929000
2024-11-26 00:00:00+00:00,94.66000366210938,94.9000015258789,92.83000183105469,93.0999984741211,1678500
2024-11-27 00:00:00+00:00,93.37999725341797,94.52999877929688,93.12000274658203,93.86000061035156,1540900
2024-11-29 00:00:00+00:00,93.76000213623047,94.86000061035156,93.68000030517578,94.0199966430664,830800
2024-12-02 00:00:00+00:00,95.5,98.69999694824219,95.3499984741211,97.93000030517578,3159500
2024-12-03 00:00:00+00:00,97.05999755859375,98.18000030517578,96.79000091552734,97.52999877929688,1853700
2024-12-04 00:00:00+00:00,97.52999877929688,99.02999877929688,97.22000122070312,98.30000305175781,1529800
2024-12-05 00:00:00+00:00,98.66999816894531,98.83999633789062,97.20999908447266,97.4000015258789,1523500
2024-12-06 00:00:00+00:00,98.08000183105469,99.22000122070312,97.79000091552734,98.05999755859375,1467700
2024-12-09 00:00:00+00:00,97.75,100.31999969482422,97.68000030517578,99.12000274658203,1344900
2024-12-10 00:00:00+00:00,99.12000274658203,99.5999984741211,97.76000213623047,98.77999877929688,1272800
2024-12-11 00:00:00+00:00,99.29000091552734,100.1500015258789,98.52999877929688,100.0199966430664,1371900
2024-12-12 00:00:00+00:00,99.19000244140625,100.38999938964844,99.01000213623047,100.0,1270000
2024-12-13 00:00:00+00:00,99.72000122070312,100.25,98.80999755859375,99.23999786376953,1564600
2024-12-16 00:00:00+00:00,98.41000366210938,99.83000183105469,97.19999694824219,97.30000305175781,1525900
2024-12-17 00:00:00+00:00,97.05999755859375,98.52999877929688,97.0199966430664,97.36000061035156,1552600
2024-12-18 00:00:00+00:00,97.75,97.80000305175781,93.97000122070312,94.12000274658203,1973200
2024-12-19 00:00:00+00:00,94.72000122070312,95.77999877929688,94.26000213623047,94.58000183105469,1518900
2024-12-20 00:00:00+00:00,94.25,96.31999969482422,93.93000030517578,95.88999938964844,3036100
2024-12-23 00:00:00+00:00,95.7300033569336,96.70999908447266,95.4000015258789,96.5999984741211,1365700
2024-12-24 00:00:00+00:00,96.12999725341797,97.16999816894531,96.05000305175781,96.91000366210938,541700
2024-12-26 00:00:00+00:00,96.72000122070312,98.11000061035156,96.5,97.95999908447266,946900
2024-12-27 00:00:00+00:00,97.51000213623047,97.68000030517578,96.12999725341797,96.97000122070312,724900
2024-12-30 00:00:00+00:00,96.23999786376953,96.44000244140625,95.22000122070312,95.55999755859375,1087500
2024-12-31 00:00:00+00:00,95.80999755859375,96.6500015258789,95.41000366210938,95.6500015258789,932100
2025-01-02 00:00:00+00:00,96.66999816894531,97.2300033569336,95.05999755859375,95.41999816894531,1010100
2025-01-03 00:00:00+00:00,96.0,96.0,91.81999969482422,93.55999755859375,2323600
2025-01-06 00:00:00+00:00,93.9800033569336,95.0999984741211,93.11000061035156,93.38999938964844,1519800
2025-01-07 00:00:00+00:00,93.41999816894531,94.91999816894531,92.2699966430664,92.54000091552734,1298500
2025-01-08 00:00:00+00:00,92.30999755859375,94.29000091552734,91.5,93.36000061035156,1792300
2025-01-10 00:00:00+00:00,92.3499984741211,92.63999938964844,88.81999969482422,88.93000030517578,2434300
2025-01-13 00:00:00+00:00,88.94999694824219,90.16000366210938,88.5,89.61000061035156,1530000
2025-01-14 00:00:00+00:00,89.87999725341797,91.41000366210938,89.66000366210938,90.58000183105469,1188900
2025-01-15 00:00:00+00:00,91.56999969482422,91.91999816894531,90.05999755859375,90.5199966430664,1095400
2025-01-16 00:00:00+00:00,90.0199966430664,90.95999908447266,89.55000305175781,90.5,1142600
2025-01-17 00:00:00+00:00,91.72000122070312,92.55000305175781,90.95999908447266,91.01000213623047,2346400
2025-01-21 00:00:00+00:00,92.0,94.97000122070312,91.86000061035156,94.70999908447266,2960600
2025-01-22 00:00:00+00:00,94.8499984741211,95.12999725341797,93.30000305175781,95.11000061035156,1370000
2025-01-23 00:00:00+00:00,95.19999694824219,96.05000305175781,93.4800033569336,95.88999938964844,1357700
2025-01-24 00:00:00+00:00,96.13999938964844,97.7699966430664,95.87000274658203,97.69999694824219,1805700
