"('date', '')","('open', 'BBUC')","('high', 'BBUC')","('low', 'BBUC')","('close', 'BBUC')","('volume', 'BBUC')"
2024-01-02 00:00:00+00:00,22.600746183845445,22.684287939179853,21.917660546323972,22.418916702270508,46100
2024-01-03 00:00:00+00:00,22.389435121795472,22.468063438194747,21.6326364047981,21.66212272644043,53600
2024-01-04 00:00:00+00:00,21.976635059092427,21.976635059092427,21.308293460747333,21.436063766479492,45700
2024-01-05 00:00:00+00:00,21.151039350448627,21.76040838049434,21.151039350448627,21.583494186401367,74400
2024-01-08 00:00:00+00:00,21.406582722667547,21.706351925033605,21.268981746957472,21.54418182373047,38600
2024-01-09 00:00:00+00:00,21.15103725471087,21.62280714244905,21.0134362981354,21.327951431274414,28600
2024-01-10 00:00:00+00:00,21.15103577070346,21.357434379114903,20.97412160655264,21.308292388916016,27100
2024-01-11 00:00:00+00:00,21.092064348571853,21.268978522919472,20.718580327452223,21.07240867614746,46600
2024-01-12 00:00:00+00:00,21.544180707871682,21.544180707871682,20.70875362044442,20.974124908447266,23900
2024-01-16 00:00:00+00:00,20.915154363632848,21.278809651463998,20.915154363632848,21.141210556030273,23700
2024-01-17 00:00:00+00:00,20.7185830267926,21.249325618983764,20.7185830267926,21.121553421020508,21300
2024-01-18 00:00:00+00:00,21.101895072642,21.662123968076003,21.00361107749464,21.603151321411133,27200
2024-01-19 00:00:00+00:00,21.86852099901006,22.22234935438667,21.347607239666374,22.12406349182129,32400
2024-01-22 00:00:00+00:00,22.045436090142466,22.61549186706543,22.045436090142466,22.61549186706543,23600
2024-01-23 00:00:00+00:00,22.900517051003366,22.900517051003366,22.035605615557905,22.428747177124023,38900
2024-01-24 00:00:00+00:00,22.81205691662117,22.81205691662117,22.222345590406906,22.300973892211914,24400
2024-01-25 00:00:00+00:00,22.802233734535616,22.802233734535616,22.34029074584789,22.576175689697266,32800
2024-01-26 00:00:00+00:00,22.841547407509715,22.851376181362554,22.369777510454913,22.73343276977539,16900
2024-01-29 00:00:00+00:00,22.61549093406056,23.480402400567968,22.325548670496442,23.283832550048828,48900
2024-01-30 00:00:00+00:00,23.097090008079842,23.302506320985447,22.96243974244621,23.264175415039062,18600
2024-01-31 00:00:00+00:00,23.352631936850823,23.4902310187679,22.527033696054566,22.576175689697266,40700
2024-02-01 00:00:00+00:00,22.930003193501594,23.5098876953125,22.51720408839293,23.5098876953125,28900
2024-02-02 00:00:00+00:00,22.900519410573956,24.296173503920976,22.900519410573956,24.011146545410156,45100
2024-02-05 00:00:00+00:00,23.549201163368075,24.14874321811947,23.539374264616896,23.676973342895508,66800
2024-02-06 00:00:00+00:00,23.509888049736123,24.551713664184305,23.509888049736123,24.119258880615234,34900
2024-02-07 00:00:00+00:00,24.23719950417279,24.27651459646739,23.807691681552885,23.981657028198242,34500
2024-02-08 00:00:00+00:00,24.13891406225608,24.237199920032175,23.79491449736316,23.961999893188477,32600
2024-02-09 00:00:00+00:00,24.27651868732016,24.27651868732016,23.868632971941114,24.148746490478516,36000
2024-02-12 00:00:00+00:00,24.325659112228102,25.141428615551288,24.325659112228102,24.935029983520508,47300
2024-02-13 00:00:00+00:00,24.060286760645972,24.512400975530092,22.79240495353327,23.64748764038086,102100
2024-02-14 00:00:00+00:00,24.188058124227364,24.188058124227364,23.588516074123085,23.775259017944336,29700
2024-02-15 00:00:00+00:00,23.90302962374944,24.51240045487241,23.559030051727447,24.296171188354492,54300
2024-02-16 00:00:00+00:00,24.099604491476097,24.27651868732016,23.853890747169807,24.148746490478516,30600
2024-02-20 00:00:00+00:00,24.15857088385775,24.296169955827505,23.509886866504967,23.637657165527344,24000
2024-02-21 00:00:00+00:00,23.618004635416572,23.618004635416572,22.949662983281222,23.13640594482422,29600
2024-02-22 00:00:00+00:00,23.00863135620387,23.215031844744985,22.615489800228907,22.80223274230957,62400
2024-02-23 00:00:00+00:00,22.723604841500258,23.136403951390776,22.6744609744616,22.782575607299805,19600
2024-02-26 00:00:00+00:00,22.595833889593198,22.821890066313284,22.330462617106,22.54669189453125,12900
2024-02-27 00:00:00+00:00,22.713778331524093,22.713778331524093,22.25183530856222,22.40909194946289,12400
2024-02-28 00:00:00+00:00,22.136085942790825,22.530318735089747,22.136085942790825,22.155797958374023,17100
2024-02-29 00:00:00+00:00,22.57959546251072,22.61901949117738,22.067094368891098,22.530317306518555,34300
2024-03-01 00:00:00+00:00,22.421905193971867,22.619021595965293,22.234644800062245,22.27406883239746,16800
2024-03-04 00:00:00+00:00,22.096663156909376,22.323345690082657,21.840412601210407,22.03752899169922,18500
2024-03-05 00:00:00+00:00,22.027673139281614,22.535245310578343,22.027673139281614,22.44161605834961,43500
2024-03-06 00:00:00+00:00,22.678154265905977,22.678154265905977,21.86998045485673,22.471181869506836,40000
