"('date', '')","('open', 'BRSP')","('high', 'BRSP')","('low', 'BRSP')","('close', 'BRSP')","('volume', 'BRSP')"
2018-02-01 00:00:00+00:00,10.143608093261719,10.939185403172837,9.820405077848342,10.143608093261719,1078200
2018-02-02 00:00:00+00:00,10.143609370772584,10.163996219139218,9.089470084810996,9.696097373962402,946900
2018-02-05 00:00:00+00:00,9.308251747819824,9.50714678195248,9.079523786329807,9.173998832702637,658500
2018-02-06 00:00:00+00:00,8.875657556390756,9.447478429551673,8.781182506542724,9.397754669189453,764600
2018-02-07 00:00:00+00:00,9.223725574494127,9.944718009547183,8.950246208592464,9.447482109069824,648000
2018-02-08 00:00:00+00:00,9.49720715587355,9.661294986986865,9.208810333056137,9.353008270263672,526700
2018-02-09 00:00:00+00:00,9.099413055417978,9.551897472750674,8.999966483095383,9.397754669189453,548200
2018-02-12 00:00:00+00:00,9.174000310696234,9.571788546244303,8.955216306943814,9.32317066192627,492200
2018-02-13 00:00:00+00:00,9.223725574494127,9.646376279580325,9.223725574494127,9.447482109069824,519600
2018-02-14 00:00:00+00:00,9.323171984655112,9.561844959845779,9.323171984655112,9.517093658447266,366500
2018-02-15 00:00:00+00:00,9.407703274967725,9.691127586495464,9.397758329341645,9.447482109069824,359200
2018-02-16 00:00:00+00:00,9.353007653917516,9.63146045983485,9.26350503404425,9.546930313110352,346500
2018-02-20 00:00:00+00:00,9.472343775061967,9.722951479770536,9.388808505760602,9.671238899230957,398000
2018-02-21 00:00:00+00:00,9.636427250423282,10.143607881603932,9.497201864265168,9.870128631591797,415300
2018-02-22 00:00:00+00:00,9.62151140632469,10.05907842420342,9.571787644465275,9.984493255615234,450400
2018-02-23 00:00:00+00:00,9.860188285379179,10.282839008333356,9.82289521190589,10.223170280456543,477200
2018-02-26 00:00:00+00:00,10.078967869539776,10.337530661231211,9.94968647369406,10.143608093261719,330300
2018-02-27 00:00:00+00:00,10.024275094650898,10.382284580744802,9.99444120791028,10.248031616210938,485700
2018-02-28 00:00:00+00:00,10.178417541138645,10.44195288391947,9.954661976953071,10.382284164428711,426500
2018-03-01 00:00:00+00:00,10.103828196555074,10.26294345187063,9.845265432466432,10.193330764770508,584400
2018-03-02 00:00:00+00:00,10.133663407897735,10.417088560804602,9.855211674328128,10.397198677062988,502000
2018-03-05 00:00:00+00:00,10.262947384303748,10.397201288068699,9.94968922392096,10.163500785827637,516300
2018-03-06 00:00:00+00:00,10.123719919166234,10.436978016499893,10.123719919166234,10.21322250366211,525300
2018-03-07 00:00:00+00:00,10.14060991570398,10.516188060730054,10.14060991570398,10.43105697631836,337800
2018-03-08 00:00:00+00:00,10.3960062469438,10.516191174318626,10.335913305683938,10.476129531860352,521000
2018-03-09 00:00:00+00:00,10.491151962638375,10.61634470226344,10.280828121862474,10.541228294372559,597600
2018-03-12 00:00:00+00:00,10.491151514372937,10.509679412470797,10.015418742066856,10.270812034606934,524100
2018-03-13 00:00:00+00:00,10.27582160478707,10.431060354228617,10.100551555987945,10.280829429626465,284900
2018-03-14 00:00:00+00:00,10.310871168683677,10.416032581480799,10.030439779413491,10.0654935836792,1050300
2018-03-15 00:00:00+00:00,10.040456308437363,10.126589347672647,9.369423216301916,9.70994758605957,995700
2018-03-16 00:00:00+00:00,9.70494157595461,9.790072684302672,9.394464090316893,9.419502258300781,1419600
2018-03-19 00:00:00+00:00,9.359409545939315,9.549702091209548,9.094000592263514,9.524663925170898,1232000
2018-03-20 00:00:00+00:00,9.504632006158547,9.880210203026037,9.364416757287323,9.38444709777832,1292800
2018-03-21 00:00:00+00:00,9.339380060357737,9.745004350752165,9.339380060357737,9.46958065032959,387000
2018-03-22 00:00:00+00:00,9.379439985802792,9.539686542473055,9.289301058889563,9.399471282958984,450700
2018-03-23 00:00:00+00:00,9.41449212711391,9.489608522951745,9.254245598929876,9.264261245727539,316400
2018-03-26 00:00:00+00:00,9.409486992186622,9.5146484375,9.364417528439509,9.5146484375,330200
2018-03-27 00:00:00+00:00,9.469579373865395,9.707445785882287,9.459563724799557,9.48961067199707,600200
2018-03-28 00:00:00+00:00,9.487082767837547,9.784815773571077,9.479513594601558,9.67884349822998,448900
2018-03-29 00:00:00+00:00,9.739404761797463,9.739404761797463,9.53755199788905,9.562784194946289,337000
2018-04-02 00:00:00+00:00,9.537548878628375,9.719216787986305,9.411390822131942,9.54764175415039,341400
2018-04-03 00:00:00+00:00,9.567825967893269,9.769679616168778,9.567825967893269,9.764633178710938,390100
2018-04-04 00:00:00+00:00,9.693983609479897,9.840327402079481,9.683891697497796,9.83023452758789,242700
2018-04-05 00:00:00+00:00,9.799957389219207,9.966485977172853,9.744447539064812,9.966485977172852,283900
2018-04-06 00:00:00+00:00,9.991716106706425,10.087596483957801,9.888266555267379,9.941253662109375,187000
2018-04-09 00:00:00+00:00,9.956392010484716,10.016948291514383,9.89079025500289,9.941253662109375,187700
2018-04-10 00:00:00+00:00,9.961438447446309,10.016443936571054,9.678844715163207,9.941253662109375,197400
