"('date', '')","('open', 'AFL')","('high', 'AFL')","('low', 'AFL')","('close', 'AFL')","('volume', 'AFL')"
2025-09-26 00:00:00+00:00,110.30000305175781,111.44249725341797,109.94000244140625,111.36000061035156,1431665
