"('date', '')","('open', 'ALL')","('high', 'ALL')","('low', 'ALL')","('close', 'ALL')","('volume', 'ALL')"
2024-02-15 00:00:00+00:00,156.5823257846988,156.94910165801053,154.56508793666217,156.25416564941406,1757300
2024-02-16 00:00:00+00:00,156.36035265176403,158.7057508722971,155.87775897074008,156.14801025390625,1777700
2024-02-20 00:00:00+00:00,155.87773049875756,157.27724897257872,154.07283517423159,154.15969848632812,1740600
2024-02-21 00:00:00+00:00,154.71951146621456,155.5013107436231,152.67330458268447,153.62884521484375,1977700
2024-02-22 00:00:00+00:00,153.62886236402895,155.3855103374564,151.003551702645,154.6133575439453,1851600
2024-02-23 00:00:00+00:00,154.58439745204805,155.58818573760644,153.3392976202233,153.5902557373047,1636300
2024-02-26 00:00:00+00:00,153.87977870232922,155.09592392471185,153.28136738819617,154.23690795898438,1311900
2024-02-27 00:00:00+00:00,153.8894672782702,154.59404989183156,152.75053859252904,153.98597717285156,1270600
2024-02-28 00:00:00+00:00,154.00529361697164,155.3565647646486,154.00529361697164,154.9994354248047,1083500
2024-02-29 00:00:00+00:00,155.28896123934172,155.28896123934172,152.78913003509962,153.96665954589844,2637200
2024-03-01 00:00:00+00:00,153.83077669173736,154.16084042084287,150.10294669429726,150.61746215820312,2931100
2024-03-04 00:00:00+00:00,149.81172165244723,151.87948602214684,149.3748560465616,151.81153869628906,1661800
2024-03-05 00:00:00+00:00,151.86007646707074,153.30655322167382,151.4329429867588,152.19015502929688,1356500
2024-03-06 00:00:00+00:00,151.84065483066306,152.61728665983844,150.2388489055475,152.45223999023438,1804100
2024-03-07 00:00:00+00:00,152.393998045513,152.5105024505313,150.860154227785,152.06393432617188,1316700
2024-03-08 00:00:00+00:00,151.60764962717107,152.8308346688837,151.0445919629805,152.3357391357422,1145300
2024-03-11 00:00:00+00:00,151.99598790768323,155.30635727519007,151.8794835019706,155.2675323486328,1582100
2024-03-12 00:00:00+00:00,155.32576270518817,156.00530995441954,153.4036105393568,154.9374542236328,1798600
2024-03-13 00:00:00+00:00,155.44226730951257,155.80146824333568,153.90842347700075,155.4034423828125,1457600
2024-03-14 00:00:00+00:00,155.09278085432737,155.86941269117784,153.50069225464296,154.72389221191406,1596700
2024-03-15 00:00:00+00:00,153.24829396654675,157.95661246532657,152.85998545269743,157.4615020751953,9247300
2024-03-18 00:00:00+00:00,156.61691975106112,158.5584919071821,156.13152671203088,158.24783325195312,1525800
2024-03-19 00:00:00+00:00,159.30602516786132,159.5001794499158,156.5586983783748,157.61685180664062,1994900
2024-03-20 00:00:00+00:00,157.37413493007946,158.1022245035368,155.8305885894748,156.4615936279297,1548400
2024-03-21 00:00:00+00:00,155.43255614003675,157.9760108685763,155.04424764254145,157.432373046875,1954600
2024-03-22 00:00:00+00:00,158.23812519944923,160.73305244321136,157.75273217736503,160.42239379882812,1572500
2024-03-25 00:00:00+00:00,161.6553140743564,164.70358199714826,161.36407526634014,164.0337371826172,2459700
2024-03-26 00:00:00+00:00,164.42202727658102,166.59659334444848,164.18904810671557,165.81996154785156,1704600
2024-03-27 00:00:00+00:00,166.0820759091886,166.58688879279637,163.52890390828958,164.8782958984375,1469600
2024-03-28 00:00:00+00:00,167.00430712682277,168.40224127606677,166.10148329636328,167.95567321777344,1735800
2024-04-01 00:00:00+00:00,168.02364472774914,168.43137307521042,166.28592947104855,167.52854919433594,1397800
2024-04-02 00:00:00+00:00,167.95569079896123,168.69349768441523,166.90724007727897,167.49942016601562,1503100
2024-04-03 00:00:00+00:00,167.59648686974694,168.72260213395512,167.266423199795,168.35369873046875,930300
2024-04-04 00:00:00+00:00,168.96531542915875,169.47012832419068,165.4122349212757,166.22769165039062,1242300
2024-04-05 00:00:00+00:00,166.90722649136555,168.3925426692784,166.24709913497625,167.771240234375,999000
2024-04-08 00:00:00+00:00,168.24693559925666,168.51875452056444,166.97520818606233,167.32469177246094,1004400
2024-04-09 00:00:00+00:00,167.4023613663373,167.86833455758156,162.05332034999523,163.4124298095703,1218600
2024-04-10 00:00:00+00:00,162.82024474677647,165.03363585436995,162.19894223961023,164.7909393310547,1288100
2024-04-11 00:00:00+00:00,163.9463556893651,163.9463556893651,160.69421644061492,160.77188110351562,1270300
2024-04-12 00:00:00+00:00,161.1504942343895,164.05315003551559,161.024287299943,161.93682861328125,1711200
2024-04-15 00:00:00+00:00,163.84927384479062,163.92693850896512,160.6359742812991,160.91749572753906,1127000
2024-04-16 00:00:00+00:00,161.54852253178535,161.84946386029446,159.28658908415727,159.4127960205078,974800
2024-04-17 00:00:00+00:00,157.52947161665088,159.2186300256135,156.3548138655606,158.1604766845703,1581500
2024-04-18 00:00:00+00:00,160.27678517209992,164.57736032753022,159.86904198955776,164.1696319580078,2068300
2024-04-19 00:00:00+00:00,165.04334976312222,168.77117987619107,164.81037056500753,167.9071807861328,2368200
2024-04-22 00:00:00+00:00,168.10132996063246,170.9748486124435,167.373240362549,170.2855987548828,1698300
2024-04-23 00:00:00+00:00,171.00394184251576,171.7611537103203,169.56718276168382,170.15936279296875,1410800
2024-04-24 00:00:00+00:00,169.74193428994656,169.74193428994656,166.3150609703982,167.2373046875,1772400
2024-04-25 00:00:00+00:00,167.26644240900933,168.02365435669088,166.28593900040696,167.30526733398438,1161200
2024-04-26 00:00:00+00:00,165.76173575065846,165.92676761923127,163.1211962274511,165.1016082763672,1279000
2024-04-29 00:00:00+00:00,165.62582406728308,165.79085593364945,164.11140005778358,164.62591552734375,1238400
2024-04-30 00:00:00+00:00,164.78122933594875,165.6937557793271,163.6162742264079,165.0918731689453,1124600
2024-05-01 00:00:00+00:00,165.09188599847852,168.71291409600934,165.09188599847852,166.54806518554688,1693800
2024-05-02 00:00:00+00:00,170.85834741841626,172.1883195871319,163.37358034048307,164.23757934570312,3182100
2024-05-03 00:00:00+00:00,163.05325585059984,164.12111177742213,160.41271621482335,163.26681518554688,1668300
2024-05-06 00:00:00+00:00,164.56765977486677,165.86850956176934,163.91723488141548,165.11129760742188,1183300
2024-05-07 00:00:00+00:00,165.37340589345447,165.75201185207908,162.89789855797696,163.27650451660156,1743400
2024-05-08 00:00:00+00:00,164.00460066372975,166.15974691928096,164.00460066372975,165.30545043945312,1295200
2024-05-09 00:00:00+00:00,164.82006044280752,166.6645480804038,164.4414544619106,166.45098876953125,986300
2024-05-10 00:00:00+00:00,167.1693793078161,167.97513362477736,166.31509753166986,167.66448974609375,901000
2024-05-13 00:00:00+00:00,167.85862542639052,168.6837847104053,164.70357065175855,164.91714477539062,1096000
2024-05-14 00:00:00+00:00,165.42194815818286,165.86851628904782,163.72307245603534,164.14051818847656,1135200
2024-05-15 00:00:00+00:00,162.7911120438541,164.2958333557593,160.27677977659775,161.41259765625,1482300
2024-05-16 00:00:00+00:00,162.7522863405225,164.7035759130365,162.2474882258306,164.14051818847656,1173700
2024-05-17 00:00:00+00:00,165.56757875943282,165.71319075489012,164.0240323555021,164.55795288085938,988200
2024-05-20 00:00:00+00:00,164.55795269937047,164.79094670486606,162.6649226954092,162.95616149902344,823400
2024-05-21 00:00:00+00:00,163.40271144048285,165.08216712227724,162.9367234813916,163.27650451660156,1901000
2024-05-22 00:00:00+00:00,163.2376580916254,164.05312958011214,160.26705533597834,161.3155059814453,1144600
2024-05-23 00:00:00+00:00,160.17970945776963,161.00488358321488,158.73323280937265,159.20892333984375,2039800
2024-05-24 00:00:00+00:00,159.69431981289563,160.16029301181626,159.2089267435555,160.02438354492188,988500
2024-05-28 00:00:00+00:00,159.55840316306202,160.41269966680892,158.05368175324247,159.85934448242188,1460200
2024-05-29 00:00:00+00:00,159.5098603652101,159.75255688814738,158.16046829019967,158.72352600097656,827900
2024-05-30 00:00:00+00:00,158.45171530166016,160.3932875858976,157.80129036400314,160.16029357910156,1366200
2024-05-31 00:00:00+00:00,160.65816488001596,163.78209764082214,160.3848067983644,163.5380401611328,2329200
2024-06-03 00:00:00+00:00,162.91327655914844,163.72354929339343,158.8521559499526,160.2188720703125,1503800
2024-06-04 00:00:00+00:00,159.2914496984927,160.6874663653692,158.3737911013731,159.53550720214844,1680300
2024-06-05 00:00:00+00:00,159.62335016279567,160.50196603563717,157.01681804259698,159.41835021972656,1181700
2024-06-06 00:00:00+00:00,159.6428878728347,160.61911785549552,158.090685775465,159.2426300048828,942100
2024-06-07 00:00:00+00:00,160.09196203839042,162.38609358606092,159.26216058526407,161.1365203857422,1351800
2024-06-10 00:00:00+00:00,161.08767149349356,161.14625779331652,159.07664051935217,159.91619873046875,818900
2024-06-11 00:00:00+00:00,159.652632047171,159.652632047171,157.35850070896726,157.75875854492188,1111100
2024-06-12 00:00:00+00:00,157.17302894410665,159.41836090823998,156.0405985766533,156.81182861328125,1280700
2024-06-13 00:00:00+00:00,156.7825513384606,157.08518026933183,154.6641190301852,157.007080078125,1188100
2024-06-14 00:00:00+00:00,154.6836282034238,155.49390082643282,153.03379725142477,153.33644104003906,1986600
2024-06-17 00:00:00+00:00,153.78552142085897,154.97652329550996,152.93620602844453,154.96676635742188,2557800
2024-06-18 00:00:00+00:00,153.54143789727777,157.99304386999302,153.14118006213016,156.25535583496094,1920000
2024-06-20 00:00:00+00:00,160.2676956077482,160.63866781684442,156.47016107008608,158.72525024414062,1909800
2024-06-21 00:00:00+00:00,157.22185948176178,157.22185948176178,154.90818403164488,156.69468688964844,2016600
2024-06-24 00:00:00+00:00,156.85086924117738,160.19934582157654,156.7337264102192,158.5495147705078,1301700
2024-06-25 00:00:00+00:00,159.02786025676667,159.1645318602487,156.63609974778748,157.50494384765625,1165000
2024-06-26 00:00:00+00:00,157.08516883412457,157.08516883412457,153.73669227429684,154.5957794189453,1196900
2024-06-27 00:00:00+00:00,154.93748626874793,156.34324510496396,154.1369704338172,156.20657348632812,1222200
2024-06-28 00:00:00+00:00,156.4408708557518,157.13400076920462,154.80081146585786,155.86489868164062,2576300
2024-07-01 00:00:00+00:00,157.50494020436847,157.89544113106118,155.80630958553874,156.7239532470703,1187300
2024-07-02 00:00:00+00:00,155.50366872118562,156.4115703588341,154.50792485549053,156.3725128173828,1245800
2024-07-03 00:00:00+00:00,156.0991581290527,156.9192025822453,154.99602844964315,155.6501007080078,701200
2024-07-05 00:00:00+00:00,155.40605259320037,155.40605259320037,153.75622154687895,154.6641082763672,920100
2024-07-08 00:00:00+00:00,155.1034259664424,156.77277091171467,154.6250679075527,155.7477264404297,1278700
2024-07-09 00:00:00+00:00,155.39627728670183,157.07539400314906,154.7714907105415,154.9472198486328,1050900
2024-07-10 00:00:00+00:00,155.50365166048684,156.61655313234903,154.42003589345632,156.16749572753906,1172700
2024-07-11 00:00:00+00:00,155.6500895281635,158.30543590947545,154.28335880173466,158.1882781982422,1085300
2024-07-12 00:00:00+00:00,158.63737146691315,160.3555308660557,157.97354223181966,159.79908752441406,1097000
2024-07-15 00:00:00+00:00,160.3457753194326,163.24517957169016,160.15053230130528,162.9425506591797,1259900
2024-07-16 00:00:00+00:00,164.07498106351176,165.20739652739357,162.9132649956198,163.82115173339844,1307200
2024-07-17 00:00:00+00:00,164.63142466178826,166.97437067571045,164.63142466178826,166.6424560546875,1079000
2024-07-18 00:00:00+00:00,169.37590569102994,175.65305746651777,168.9561339394394,172.49008178710938,2535100
2024-07-19 00:00:00+00:00,173.319860707036,173.319860707036,169.8932989068065,170.2349853515625,1239500
2024-07-22 00:00:00+00:00,171.32837349235126,171.53338835679196,169.87378535765916,170.67430114746094,960700
2024-07-23 00:00:00+00:00,170.36189927701162,171.7091015018004,169.26852639665452,169.47354125976562,903500
2024-07-24 00:00:00+00:00,170.4692723753306,172.24601806856654,168.1556121161552,168.24346923828125,1232700
2024-07-25 00:00:00+00:00,168.7804132845257,172.0312611488776,158.41285488735753,161.46844482421875,3802300
2024-07-26 00:00:00+00:00,162.50324414518087,167.11103580801066,162.50324414518087,165.14881896972656,1913700
2024-07-29 00:00:00+00:00,165.45145495906408,167.20867192479292,164.28973888460757,165.2073974609375,1471600
2024-07-30 00:00:00+00:00,165.94934134989995,169.77616112287447,165.94934134989995,169.46376037597656,1172900
2024-07-31 00:00:00+00:00,168.84874951964855,169.48329306935108,166.93533214083172,167.05247497558594,1194200
2024-08-01 00:00:00+00:00,170.35213388197758,176.57071417441696,168.8877888915881,173.16368103027344,2443500
2024-08-02 00:00:00+00:00,172.32413240064713,175.68236615219664,169.75664260532292,172.61700439453125,1699600
2024-08-05 00:00:00+00:00,172.64629413756873,172.64629413756873,164.35809546629235,165.00241088867188,1922600
2024-08-06 00:00:00+00:00,165.256202192459,168.1263205845131,165.18787384297931,165.7540740966797,2327900
2024-08-07 00:00:00+00:00,166.41793141520276,170.59619467683098,166.10553066109443,166.61317443847656,1155000
2024-08-08 00:00:00+00:00,165.9005206792897,167.50153720716816,165.1781051511166,166.46673583984375,1006800
2024-08-09 00:00:00+00:00,166.61317147408897,167.5894014691767,166.0957707683795,166.96461486816406,1000100
2024-08-12 00:00:00+00:00,168.73158991320446,168.91707599689536,166.48625793015094,167.28677368164062,1026100
2024-08-13 00:00:00+00:00,167.5015558857301,169.30757256342645,165.91029611734947,167.87252807617188,1066500
2024-08-14 00:00:00+00:00,171.81648335459613,177.02954808131653,171.58218278743004,176.64881896972656,2231000
2024-08-15 00:00:00+00:00,178.5329644963447,179.92896638172786,173.37847078770227,173.8763427734375,2263300
2024-08-16 00:00:00+00:00,174.296075261508,175.89709166005176,172.69505886296423,175.36993408203125,1236000
2024-08-19 00:00:00+00:00,174.7842149483987,176.5414319507665,174.7842149483987,176.32666015625,1039000
2024-08-20 00:00:00+00:00,176.44378544014901,176.84402835079302,175.13562614245106,176.1216278076172,1261500
2024-08-21 00:00:00+00:00,177.24428987551246,177.9374196259996,174.10082855453715,174.5889434814453,1866000
2024-08-22 00:00:00+00:00,175.14541889526262,176.9904929048212,174.11061753169147,176.92214965820312,2559700
2024-08-23 00:00:00+00:00,177.52742829655557,177.55671400434696,174.75492382490907,176.21926879882812,1527500
2024-08-26 00:00:00+00:00,176.16069897509763,179.63607536122967,175.86782699844986,178.73794555664062,1858100
2024-08-27 00:00:00+00:00,179.23583960186468,181.11019947335038,178.65985256270253,180.73922729492188,1204400
2024-08-28 00:00:00+00:00,180.8758830562112,183.14074367921242,180.34872544007777,182.6135711669922,1569700
2024-08-29 00:00:00+00:00,182.35976533907927,184.31222532151892,181.1101921420049,183.8729248046875,1397700
2024-08-30 00:00:00+00:00,183.90235521722946,185.66818250109634,183.27450185716003,185.35426330566406,1430400
2024-09-03 00:00:00+00:00,186.39414968985218,187.6989105339858,185.2855902199721,185.6093292236328,2314600
2024-09-04 00:00:00+00:00,187.090686564945,187.12992085311637,184.59888264370005,186.26661682128906,1212700
2024-09-05 00:00:00+00:00,186.56091360538824,186.56091360538824,180.34123899614255,182.23460388183594,1723700
2024-09-06 00:00:00+00:00,184.07892201350424,184.86374241349415,180.85136701716584,181.84219360351562,1687600
2024-09-09 00:00:00+00:00,182.88208202612648,185.46217414838762,181.9697389380111,183.64727783203125,1274300
2024-09-10 00:00:00+00:00,184.12798464198667,184.59887091615636,180.8317507843894,181.3614959716797,1298100
2024-09-11 00:00:00+00:00,180.95928845267142,181.4792288109688,177.65323479595216,180.89060974121094,1765600
2024-09-12 00:00:00+00:00,180.27257371367892,182.852666025809,179.49757302166273,182.56817626953125,994200
2024-09-13 00:00:00+00:00,183.9416046638249,185.0599690214127,183.07830060912337,184.72642517089844,1058500
2024-09-16 00:00:00+00:00,186.00175459880907,187.6694888024305,184.92262454218027,186.9435272216797,994900
2024-09-17 00:00:00+00:00,186.78654289133127,187.55173869025305,183.8631021475223,186.64920043945312,948800
2024-09-18 00:00:00+00:00,186.6296031970677,187.92454426246454,185.8349629199041,187.38497924804688,1235400
2024-09-19 00:00:00+00:00,187.86567859841918,188.84670041877646,183.74538994675962,187.0612335205078,1594900
2024-09-20 00:00:00+00:00,187.47326074970195,189.52359259640554,186.53147329160632,187.37515258789062,4397100
2024-09-23 00:00:00+00:00,188.00301657700072,190.28879916029936,187.83624466781646,189.2292938232422,1712000
2024-09-24 00:00:00+00:00,189.3371944066064,189.3371944066064,186.92387435777204,188.17959594726562,1339700
2024-09-25 00:00:00+00:00,188.925187926226,189.30778584542782,186.0998402341477,186.39414978027344,1234900
2024-09-26 00:00:00+00:00,185.5700902399519,187.30648807581537,184.4321013411949,185.1090087890625,835700
2024-09-27 00:00:00+00:00,184.43209462198976,185.92325191882136,184.43209462198976,184.78526306152344,890700
2024-09-30 00:00:00+00:00,185.41312305785337,186.27642704530535,182.47005761249062,186.05078125,1024500
2024-10-01 00:00:00+00:00,185.6289502279749,187.92453769725782,184.43210240842637,186.27642822265625,1142500
2024-10-02 00:00:00+00:00,185.9723119032821,187.2476282822648,185.78591536411253,186.60997009277344,729700
2024-10-03 00:00:00+00:00,186.7178654341967,186.89444215826722,183.50992022408434,184.27511596679688,1295500
2024-10-04 00:00:00+00:00,183.82386156523313,187.16913437906953,183.60803558121737,186.9533233642578,704700
2024-10-07 00:00:00+00:00,186.34508233330757,186.46281512483955,175.65195102135297,177.81019592285156,2924000
2024-10-08 00:00:00+00:00,178.78141104992687,180.41971559390933,178.1927920058547,179.39944458007812,1167900
2024-10-09 00:00:00+00:00,178.58519887948236,182.14631274368477,177.59437226707433,181.40074157714844,1003200
2024-10-10 00:00:00+00:00,188.1207238233778,188.1207238233778,181.58713039942066,182.26402282714844,1271600
2024-10-11 00:00:00+00:00,184.03969945685864,185.09918984977224,182.8232270108991,184.706787109375,1240600
2024-10-14 00:00:00+00:00,184.73620821882346,187.56155572347166,183.42164263176804,186.91407775878906,1200100
2024-10-15 00:00:00+00:00,188.33657928493676,192.1527538592223,187.35555738955017,189.34703063964844,2423500
2024-10-16 00:00:00+00:00,188.55239775617537,192.15274617190275,188.55239775617537,191.93692016601562,1459200
2024-10-17 00:00:00+00:00,193.75183008306522,195.01734177918217,189.91603076577317,191.79959106445312,1918200
2024-10-18 00:00:00+00:00,191.12268141049347,192.0055950758385,189.84735002894655,191.6622314453125,1051600
2024-10-21 00:00:00+00:00,191.25019727380567,191.57393626471566,188.76821331270062,188.98403930664062,1163200
2024-10-22 00:00:00+00:00,188.05207348482008,189.46474728877823,186.7080783929011,189.1213836669922,777700
2024-10-23 00:00:00+00:00,188.36599268058583,190.12203010633004,187.83624748870398,189.1213836669922,1166600
2024-10-24 00:00:00+00:00,189.7394302459943,190.76950613154742,187.96378318011557,188.35618591308594,977700
2024-10-25 00:00:00+00:00,188.35617382366513,189.45491338082462,184.37322795975814,184.5498046875,1154000
2024-10-28 00:00:00+00:00,185.41311946137066,186.33528234476978,184.67735311430172,185.619140625,1778300
2024-10-29 00:00:00+00:00,185.55046943276514,186.0311755212426,182.92133809792176,183.0292510986328,1207200
2024-10-30 00:00:00+00:00,183.83368974705147,186.15870681570055,183.83368974705147,185.84478759765625,1469100
2024-10-31 00:00:00+00:00,191.29925493556615,191.39736310526638,182.0972654721097,182.98019409179688,3914800
2024-11-01 00:00:00+00:00,182.6171948899121,183.9710097107374,180.26274865032423,180.6551513671875,1533700
2024-11-04 00:00:00+00:00,181.66561982159203,181.66561982159203,178.5557823392943,178.90895080566406,1431200
2024-11-05 00:00:00+00:00,179.06592835840684,181.969759803706,177.80041667867036,181.54791259765625,1626500
2024-11-06 00:00:00+00:00,191.48565633390402,191.48565633390402,183.3922261120927,185.2071075439453,2349500
2024-11-07 00:00:00+00:00,186.00174806009875,187.57137403277312,183.3137428121214,186.9337158203125,1282300
2024-11-08 00:00:00+00:00,189.8375293370378,194.79169258288678,188.1109363014895,193.16319274902344,2018600
2024-11-11 00:00:00+00:00,194.23252006232664,197.18539042050585,193.42807496593983,193.7714385986328,1339700
2024-11-12 00:00:00+00:00,193.87934214278187,195.43916320427735,192.8394614351182,194.34042358398438,959600
2024-11-13 00:00:00+00:00,194.2423306025025,195.9591188780297,193.2515039009695,193.5556182861328,1128100
2024-11-14 00:00:00+00:00,192.98661604241008,194.15403441788857,191.26002300652232,192.064453125,953100
2024-11-15 00:00:00+00:00,192.29990582148238,194.65435225657473,192.29990582148238,193.14358520507812,1397400
2024-11-18 00:00:00+00:00,192.88851280671665,196.2730501900212,192.6530771412385,196.17494201660156,1108700
2024-11-19 00:00:00+00:00,195.11541443717692,195.71383830092535,192.62362578911862,192.86888122558594,1134400
2024-11-20 00:00:00+00:00,193.9480141717365,194.8603722640894,192.4176225011629,193.54579162597656,983200
2024-11-21 00:00:00+00:00,195.85118146623017,199.67716030149737,194.12458857606927,199.61830139160156,2437200
2024-11-22 00:00:00+00:00,199.0002680487696,201.45282242467653,198.3724147273056,199.93223571777344,2346300
2024-11-25 00:00:00+00:00,198.9904565547085,201.28604395374168,197.9505758510031,198.19583129882812,4504400
2024-11-26 00:00:00+00:00,200.50123144207606,204.27815622417987,198.54899275715837,203.92498779296875,2010500
2024-11-27 00:00:00+00:00,203.80727670920243,205.89685791037363,202.70853709542823,204.2487335205078,1429600
2024-11-29 00:00:00+00:00,204.83998691494176,205.66769922406505,204.00241122208033,204.35714721679688,698700
2024-12-02 00:00:00+00:00,204.77098510798024,205.26367311027485,201.27289728455963,201.4010009765625,1282900
2024-12-03 00:00:00+00:00,202.2779877997172,202.5046200739075,199.62732390523328,200.42547607421875,1277300
2024-12-04 00:00:00+00:00,200.20869999378678,202.81995556556714,199.08537189051518,201.95281982421875,1360900
2024-12-05 00:00:00+00:00,202.74112297905842,203.86445107846433,201.12510685297192,201.24334716796875,1165000
2024-12-06 00:00:00+00:00,200.3072360773884,201.89369207049654,198.59267639031572,200.66197204589844,1050700
2024-12-09 00:00:00+00:00,199.74558527024413,201.43056989206315,195.99128989808972,196.12924194335938,2307200
2024-12-10 00:00:00+00:00,196.53324334526474,196.76973900189017,191.9512508860274,192.2074432373047,1667300
2024-12-11 00:00:00+00:00,192.2567185227825,193.20268613075015,188.3447744664237,190.4731903076172,1541400
2024-12-12 00:00:00+00:00,191.67534415524403,192.2764241180034,189.13307226532623,189.48780822753906,1113000
2024-12-13 00:00:00+00:00,190.98558771546536,194.79898810748816,190.79836386566618,193.389892578125,1803000
2024-12-16 00:00:00+00:00,194.12893379698892,195.69569317262844,192.03009299581336,192.1680450439453,1409100
2024-12-17 00:00:00+00:00,191.320611706822,191.66548429253436,188.82761157835603,190.57171630859375,1324400
2024-12-18 00:00:00+00:00,189.67503024535216,190.85747842944892,186.3247428488262,186.48240661621094,1378400
2024-12-19 00:00:00+00:00,186.8864224480587,189.32030245789952,185.6251423258309,187.01451110839844,1478500
2024-12-20 00:00:00+00:00,185.67440144016413,192.06949740219616,184.66932869723337,190.72938537597656,2351800
2024-12-23 00:00:00+00:00,189.73414724385685,191.0052756376015,188.89657164974346,190.79835510253906,1336100
2024-12-24 00:00:00+00:00,191.034841394566,192.9563366340047,190.09873719637343,192.6607208251953,453200
2024-12-26 00:00:00+00:00,192.60161334078373,193.0548779132173,191.67535742888177,192.75926208496094,563300
2024-12-27 00:00:00+00:00,191.3206173268044,192.92677006280843,189.77356971240556,190.96588134765625,1094400
2024-12-30 00:00:00+00:00,190.02977719899232,190.30568129005684,186.98495377832748,189.73416137695312,1041700
2024-12-31 00:00:00+00:00,189.71443449142973,190.571706774783,188.99511424258898,189.9706268310547,758000
2025-01-02 00:00:00+00:00,190.20713701141293,190.92645731521984,187.63530492918503,189.14292907714844,1721900
2025-01-03 00:00:00+00:00,189.90166980585823,190.67026190681707,188.0491580570626,188.65023803710938,1431600
2025-01-06 00:00:00+00:00,188.8177421374516,189.73414962544936,182.63944551415753,183.19125366210938,2622900
2025-01-07 00:00:00+00:00,183.36860774234785,184.85653505627636,181.49639944328004,183.3193359375,2265500
2025-01-08 00:00:00+00:00,185.960172359047,189.03454087324093,182.31428392235497,188.99513244628906,2401700
2025-01-10 00:00:00+00:00,185.86162494760683,187.96048073656976,173.8794636577552,178.3432159423828,4642100
2025-01-13 00:00:00+00:00,175.79107311920944,181.65407237218773,175.52503242376346,179.8705291748047,2381500
2025-01-14 00:00:00+00:00,180.60956663320246,184.33430187404213,179.2793180088587,184.07809448242188,1554500
2025-01-15 00:00:00+00:00,186.23607415367402,187.37911398454776,184.2160502364125,185.28025817871094,1672300
2025-01-16 00:00:00+00:00,185.65469505125677,189.15278284487042,185.033903362249,188.30535888671875,1502000
2025-01-17 00:00:00+00:00,188.5122873247033,190.0691832682,185.87148676136505,186.1375274658203,1519000
