"('date', '')","('open', 'AGCO')","('high', 'AGCO')","('low', 'AGCO')","('close', 'AGCO')","('volume', 'AGCO')"
2024-03-26 00:00:00+00:00,113.67194914290754,113.67194914290754,112.48066301654448,112.99945068359375,438200
2024-03-27 00:00:00+00:00,113.75840909452533,117.00562722138139,113.4605820874658,116.9383773803711,478900
2024-03-28 00:00:00+00:00,117.20738192004616,118.28338675340797,116.65016473867932,118.18730926513672,413000
2024-04-01 00:00:00+00:00,119.06154889758722,120.3200846677329,115.70865169524356,115.8143310546875,521500
2024-04-02 00:00:00+00:00,116.46762631238269,118.96548692701231,116.06411994419383,116.73662567138672,690800
2024-04-03 00:00:00+00:00,115.12262889408613,116.93838200282187,114.98812920674891,115.87198638916016,531600
2024-04-04 00:00:00+00:00,116.91916031553924,119.03274038421436,115.67023363511048,117.23619842529297,695700
2024-04-05 00:00:00+00:00,117.47637532080776,117.86066326529702,116.6693772340949,117.5244140625,435900
2024-04-08 00:00:00+00:00,117.9567292293694,118.34101716020939,116.35233499752127,116.59251403808594,364000
2024-04-09 00:00:00+00:00,117.28424179150336,119.5707438323477,117.14974210261154,119.05195617675781,520800
2024-04-10 00:00:00+00:00,118.12966999882002,120.59871048440174,116.99602452316286,120.44499969482422,673400
2024-04-11 00:00:00+00:00,120.67556141167383,120.81967030634851,116.4291976039812,117.09208679199219,614100
2024-04-12 00:00:00+00:00,116.94798043999253,117.45715882794252,115.25711795969914,115.29554748535156,629300
2024-04-15 00:00:00+00:00,116.43881382944853,116.99603104832154,113.29727472109748,113.4029541015625,692900
2024-04-16 00:00:00+00:00,112.81690486983999,112.9802248664687,111.00115181872955,112.4710464477539,458600
2024-04-17 00:00:00+00:00,113.43175736142756,113.69114750103853,110.81860821865587,111.67364501953125,610200
2024-04-18 00:00:00+00:00,112.29811232578538,113.12432881689486,111.14525585570284,112.14440155029297,552600
2024-04-19 00:00:00+00:00,112.0483314407754,114.3444426476779,111.42387175404907,114.08505249023438,735500
2024-04-22 00:00:00+00:00,111.83697683297235,115.28594448730301,110.86665141455966,114.4885482788086,849700
2024-04-23 00:00:00+00:00,114.623053416445,116.71741513416538,112.71123013168258,112.83612060546875,668800
2024-04-24 00:00:00+00:00,112.26929243150401,114.35404476534552,111.45268515134813,114.02740478515625,722800
2024-04-25 00:00:00+00:00,112.30772944556635,114.28680254607318,111.90423038560182,113.04747772216797,694000
2024-04-26 00:00:00+00:00,113.01865025717693,113.53743787131484,111.66404426166358,112.02911376953125,664000
2024-04-29 00:00:00+00:00,112.56710488679998,115.17064466619905,112.24046492753945,114.459716796875,630000
2024-04-30 00:00:00+00:00,112.48065472410472,112.81690392897224,109.55046737522444,109.70418548583984,913000
2024-05-01 00:00:00+00:00,109.5024322571995,109.5024322571995,107.40807071388004,107.73471069335938,1208600
2024-05-02 00:00:00+00:00,105.67877096609462,110.77056922633385,103.42108959775538,106.28401947021484,1545000
2024-05-03 00:00:00+00:00,106.21677600697264,108.36878547672413,105.88052681784978,107.41767120361328,1097600
2024-05-06 00:00:00+00:00,108.93560001221606,111.05878175301652,108.38799211825108,110.93389129638672,985800
2024-05-07 00:00:00+00:00,111.4334598518706,113.06668164115429,110.39589202078659,112.48064422607422,1103200
2024-05-08 00:00:00+00:00,111.81775233361158,112.403789772647,109.41596195385416,109.45439147949219,920400
2024-05-09 00:00:00+00:00,109.27185808512286,111.78893715742991,109.21421745885907,111.72168731689453,474500
2024-05-10 00:00:00+00:00,112.43260947450614,112.63435898574936,109.96356927069739,111.4911117553711,532400
2024-05-13 00:00:00+00:00,111.69285964088424,113.12432462630733,111.30857172186475,111.6832504272461,963100
2024-05-14 00:00:00+00:00,112.84863092640302,115.2949536228989,112.65601010066871,112.95457458496094,877900
2024-05-15 00:00:00+00:00,113.61913592711515,114.83266777846264,113.14720973137433,113.68655395507812,616900
2024-05-16 00:00:00+00:00,110.59492882288761,111.11501383433702,107.87893421732709,107.898193359375,1177200
2024-05-17 00:00:00+00:00,108.36119879274986,109.86840335525945,108.20357889604621,108.38089752197266,873700
2024-05-20 00:00:00+00:00,108.34149056837516,108.84388703469429,107.88833716293213,108.46955108642578,674800
2024-05-21 00:00:00+00:00,108.45970639700948,108.81434364535288,105.99695190336381,106.5289077758789,561800
2024-05-22 00:00:00+00:00,105.88858328819423,107.67162253751363,105.88858328819423,106.92294311523438,686800
2024-05-23 00:00:00+00:00,107.29729066639192,107.29729066639192,105.29753513263962,105.84918975830078,699300
2024-05-24 00:00:00+00:00,106.44025741753725,106.76533531461214,104.52915743214422,104.97245025634766,534800
2024-05-28 00:00:00+00:00,105.13006954222675,105.67187104465908,104.25332950609443,104.57841491699219,688300
2024-05-29 00:00:00+00:00,103.42583523821877,104.03660105610594,101.22906244660814,103.09090423583984,1314000
2024-05-30 00:00:00+00:00,103.29777950883114,104.54885553828787,102.4899963009327,103.1401596069336,764600
2024-05-31 00:00:00+00:00,103.28792410410978,105.82948859807793,103.17956230288188,105.7309799194336,802000
2024-06-03 00:00:00+00:00,106.3811320987114,106.3811320987114,103.55389498672132,103.78046417236328,570400
2024-06-04 00:00:00+00:00,102.6279089058843,103.16971791844345,101.68221205137876,102.18461608886719,850900
2024-06-05 00:00:00+00:00,102.44074055927622,102.56880861144678,100.37202815152969,101.98759460449219,760300
2024-06-06 00:00:00+00:00,101.98758461988812,102.29296376227985,101.13055089363262,102.0565414428711,598500
2024-06-07 00:00:00+00:00,101.01234075138507,101.9974425638436,100.38187619267005,101.56399536132812,543000
2024-06-10 00:00:00+00:00,100.69710816652018,102.08609780969282,100.06664360971794,100.10604858398438,481900
2024-06-11 00:00:00+00:00,99.45587467604804,100.98278543933097,98.74660019286448,100.32276153564453,544500
2024-06-12 00:00:00+00:00,101.86938453550475,103.43569284822723,101.21921371576522,102.22401428222656,838600
2024-06-13 00:00:00+00:00,102.0762524217398,104.01689667734188,101.04189251328705,103.89868927001953,898500
2024-06-14 00:00:00+00:00,102.6771697447971,103.58346164842695,101.42608617902636,102.13536071777344,785700
2024-06-17 00:00:00+00:00,101.42607738353018,101.73145652733572,99.93857160574795,101.17980194091797,840600
2024-06-18 00:00:00+00:00,101.37682652731586,102.51954066973315,100.35231978696206,100.80546569824219,850700
2024-06-20 00:00:00+00:00,100.91382510196021,100.91382510196021,99.22930202091393,99.43617248535156,700400
2024-06-21 00:00:00+00:00,99.18004514333978,99.86961336658592,98.39196073186139,99.49527740478516,1993700
2024-06-24 00:00:00+00:00,100.0567882094484,101.82997443242,98.98303086912073,100.36216735839844,693100
2024-06-25 00:00:00+00:00,98.65794918829556,98.8943715216787,95.71249683859527,96.93402099609375,1029700
2024-06-26 00:00:00+00:00,96.40206292328439,97.78120694892009,95.16083254863923,97.73194885253906,582100
2024-06-27 00:00:00+00:00,97.27880623368321,97.7024003234819,95.86025718584939,97.34776306152344,819700
2024-06-28 00:00:00+00:00,97.54478371737052,98.38212631822671,95.73219988678055,96.42176818847656,983200
2024-07-01 00:00:00+00:00,97.49552313834272,97.49552313834272,93.61421976910628,94.1560287475586,792400
2024-07-02 00:00:00+00:00,94.19544328452471,94.97367466180773,93.95901342497719,94.60918426513672,856300
2024-07-03 00:00:00+00:00,95.32829077400402,96.4907111119949,94.82589430477478,95.22978210449219,350600
2024-07-05 00:00:00+00:00,94.83575172568,94.93426792319504,92.6980825164633,92.90495300292969,1649200
2024-07-08 00:00:00+00:00,93.71272634982594,94.22498346632787,92.78673581969224,93.16107177734375,713600
2024-07-09 00:00:00+00:00,92.87539693837677,93.11181926708444,91.3681923798036,92.16612243652344,966600
2024-07-10 00:00:00+00:00,92.30403822434592,92.99361401298854,91.5947712218065,92.80644226074219,880800
2024-07-11 00:00:00+00:00,93.5846711330546,95.85040828256804,93.25958573481715,95.75189208984375,772100
2024-07-12 00:00:00+00:00,96.44146662697099,97.55462894265564,96.352803557799,96.5892333984375,753400
2024-07-15 00:00:00+00:00,96.37250595367772,97.7614955122401,96.2148860662134,97.308349609375,690800
2024-07-16 00:00:00+00:00,97.25910229280143,100.11589144945718,96.30355236126299,99.8006591796875,744600
2024-07-17 00:00:00+00:00,99.44602590048787,101.57384944304239,99.09138864339545,101.24876403808594,845600
2024-07-18 00:00:00+00:00,100.57889847454922,103.6130140092874,99.83021895601092,100.71681213378906,975500
2024-07-19 00:00:00+00:00,100.77591516124944,101.18965610532447,99.67259846131923,100.50993347167969,680600
2024-07-22 00:00:00+00:00,101.07144623070174,101.07144623070174,98.04718391395363,100.20455932617188,700100
2024-07-23 00:00:00+00:00,99.11109384744276,99.25886062230067,97.20984705078794,97.41671752929688,611800
2024-07-24 00:00:00+00:00,97.34776151440394,98.24420777781044,96.29370286803776,96.37251281738281,653100
2024-07-25 00:00:00+00:00,96.43161251605657,102.23386139136355,96.09668151884775,100.32276153564453,869700
2024-07-26 00:00:00+00:00,101.65265953706967,103.1401578787176,101.2093592072087,101.97773742675781,562200
2024-07-29 00:00:00+00:00,101.4556307652541,102.07624970007026,99.8991756564103,100.5296401977539,818300
2024-07-30 00:00:00+00:00,94.41215195915223,96.67788908275875,92.12671610666426,94.79634857177734,1761000
2024-07-31 00:00:00+00:00,94.26438909850305,94.42200147071804,92.57001288174477,93.0133056640625,1369300
2024-08-01 00:00:00+00:00,92.91479761645836,93.58466711326673,89.28962284238894,89.98904418945312,1593800
2024-08-02 00:00:00+00:00,88.51139247846525,89.31917562875337,86.80717062619242,88.23556518554688,1203000
2024-08-05 00:00:00+00:00,84.90593298572621,88.127212809085,83.09334162809178,86.3343276977539,1031400
2024-08-06 00:00:00+00:00,86.33432160846255,87.44748394270133,85.08324562275101,85.68415832519531,1320000
2024-08-07 00:00:00+00:00,87.43763439771487,88.25526314726805,85.68415446591337,85.8614730834961,806300
2024-08-08 00:00:00+00:00,86.24565689883603,88.02868857199225,85.96982210943919,87.58539581298828,561500
2024-08-09 00:00:00+00:00,87.30957264952563,87.93019161364676,85.0536885527448,86.1570053100586,1182300
2024-08-12 00:00:00+00:00,86.41313190520664,86.62985550574666,83.50707705863967,83.72380065917969,1018700
2024-08-13 00:00:00+00:00,84.20650702991922,85.39847933234635,83.58588807215065,85.03398895263672,1395800
2024-08-14 00:00:00+00:00,85.1817534953292,85.93043296462945,84.1670998480531,84.20650482177734,660600
2024-08-15 00:00:00+00:00,85.5409087743672,87.96262085236488,85.16529853580404,87.112548828125,1132800
2024-08-16 00:00:00+00:00,86.75670768684566,88.31846867857655,86.06479207851655,87.36955261230469,1093000
2024-08-19 00:00:00+00:00,87.71550938772795,89.73195883289938,87.6166653793137,88.93131256103516,904100
2024-08-20 00:00:00+00:00,88.93130501388944,89.01038323043566,87.43873572716329,87.73527526855469,607200
2024-08-21 00:00:00+00:00,88.13066273963845,88.5655778674075,87.80447073782605,88.44696807861328,523400
2024-08-22 00:00:00+00:00,88.5853578920399,88.91154237720471,87.2707106638513,87.38932800292969,527500
2024-08-23 00:00:00+00:00,87.95274602215643,90.24596175863857,87.36955353925063,89.99884796142578,904600
2024-08-26 00:00:00+00:00,90.5721440317356,91.06637161411369,89.48484485876669,90.1273422241211,687000
2024-08-27 00:00:00+00:00,89.73196408783781,89.92965965755832,87.99228078087165,88.83247375488281,677100
2024-08-28 00:00:00+00:00,88.50628224371084,89.40577258197987,88.07135952907113,89.28716278076172,562400
2024-08-29 00:00:00+00:00,90.0383868032036,90.05816013171349,88.87201682583711,89.3958969116211,726900
2024-08-30 00:00:00+00:00,89.75174074435932,90.20642925960858,88.92143440336685,89.98896789550781,727000
2024-09-03 00:00:00+00:00,89.02027025447403,89.32669648546577,86.81601944708649,87.0631332397461,1062100
2024-09-04 00:00:00+00:00,86.99394022387631,89.77149679367568,86.99394022387631,88.54581451416016,651500
2024-09-05 00:00:00+00:00,88.4568580486671,88.4568580486671,86.81602625816087,87.80448150634766,999100
2024-09-06 00:00:00+00:00,88.09112851240465,88.71385256203371,86.30201950534384,86.54913330078125,771100
2024-09-09 00:00:00+00:00,86.4898373788794,88.87201823394618,86.4898373788794,88.06147766113281,1066500
2024-09-10 00:00:00+00:00,88.0021644569545,88.09112934563704,86.55902078290737,87.75505065917969,618300
2024-09-11 00:00:00+00:00,87.62655603497716,88.1899752040547,85.65953227504885,87.92308807373047,621000
2024-09-12 00:00:00+00:00,87.97251299632171,88.42720148437864,87.01371024357167,88.288818359375,673900
2024-09-13 00:00:00+00:00,88.96097010524169,89.96919111492254,88.72374296319586,89.88023376464844,533700
2024-09-16 00:00:00+00:00,90.3744616853348,91.19488133347039,88.88189218134225,90.10758209228516,639400
2024-09-17 00:00:00+00:00,90.66111798506543,91.72865147968159,89.77150673955197,91.63968658447266,586300
2024-09-18 00:00:00+00:00,91.77806005179572,94.8916953125,91.66932938094499,92.66767120361328,528000
2024-09-19 00:00:00+00:00,94.48642865307247,95.376039838557,93.52763344677129,94.72366333007812,570000
2024-09-20 00:00:00+00:00,94.18990126541732,94.50620664238102,92.57872192983896,93.64624786376953,1623000
2024-09-23 00:00:00+00:00,93.71543385955772,94.1108174425924,92.46998575377316,93.666015625,610900
2024-09-24 00:00:00+00:00,94.94112163875836,96.07783904574396,94.31839005820981,95.21788787841797,647000
2024-09-25 00:00:00+00:00,95.41557412990484,95.48476568853981,92.81593980826048,93.3299331665039,747400
2024-09-26 00:00:00+00:00,94.95100291347364,95.99877054048801,94.51608775899683,95.61327362060547,640800
2024-09-27 00:00:00+00:00,96.58195434260064,98.11406288193594,96.45345788459306,97.1750259399414,659200
2024-09-30 00:00:00+00:00,97.36283532186674,98.15360248313868,96.09761389688327,96.730224609375,784200
2024-10-01 00:00:00+00:00,96.55231333578769,97.96580470663373,94.88182147715636,97.36284637451172,816500
2024-10-02 00:00:00+00:00,97.31341382964102,98.29198993158383,96.66103730299403,96.99710845947266,643800
2024-10-03 00:00:00+00:00,96.25576281964682,96.35461437080744,94.26897333540289,95.15857696533203,640500
2024-10-04 00:00:00+00:00,96.39414273059379,96.52264672629602,95.53419157813387,96.324951171875,450800
2024-10-07 00:00:00+00:00,96.06796548297915,96.33484507486166,95.1388151606569,95.72200012207031,423800
2024-10-08 00:00:00+00:00,95.020196133239,96.02842466538466,92.96421503842292,93.9823226928711,586700
2024-10-09 00:00:00+00:00,94.00208886577848,96.31507797627643,94.00208886577848,96.00865173339844,362900
2024-10-10 00:00:00+00:00,95.56384719422189,97.01687751680322,94.60504446210687,96.730224609375,612700
2024-10-11 00:00:00+00:00,96.25576608534688,98.80598234899593,96.25576608534688,98.41059875488281,494000
2024-10-14 00:00:00+00:00,97.590181395534,98.18325298406454,96.29530000610794,98.13382720947266,609900
2024-10-15 00:00:00+00:00,97.38260681087598,99.14206347068937,97.38260681087598,97.60995483398438,895400
2024-10-16 00:00:00+00:00,98.57864088047415,100.66427442433007,97.97568260231687,98.92459869384766,646000
2024-10-17 00:00:00+00:00,99.22112639464329,99.93281531752031,98.22279211129332,99.70547485351562,704500
2024-10-18 00:00:00+00:00,100.17005369961453,101.10909073331895,99.1618326398,100.56543731689453,726600
2024-10-21 00:00:00+00:00,100.33809567276018,100.50613125724314,97.36284322507541,97.48146057128906,595400
2024-10-22 00:00:00+00:00,97.60007132029253,98.28210787031696,96.12727507847339,97.49134063720703,581700
2024-10-23 00:00:00+00:00,97.34306930378627,98.5984040623922,97.15526040663724,98.45013427734375,1024400
2024-10-24 00:00:00+00:00,98.54897986174652,99.08274657166183,97.2145668576156,98.91471099853516,517200
2024-10-25 00:00:00+00:00,99.58686556249882,100.34797278013286,98.89494991010423,99.26067352294922,539500
2024-10-28 00:00:00+00:00,99.6857050317808,101.55388474935498,99.6857050317808,100.71369934082031,529800
2024-10-29 00:00:00+00:00,100.15028861132198,100.21948017923025,98.67749235652299,99.0728759765625,721800
2024-10-30 00:00:00+00:00,98.31175885724737,100.70381876686257,98.31175885724737,99.34963989257812,691900
2024-10-31 00:00:00+00:00,99.12229303127079,99.85374781774833,97.91637639815242,98.68737030029297,622000
2024-11-01 00:00:00+00:00,98.77632805120149,100.27877663114486,98.15360399251112,98.24256134033203,592300
2024-11-04 00:00:00+00:00,98.5193271245566,99.5275556429989,95.82084867496168,96.7401123046875,1089500
2024-11-05 00:00:00+00:00,94.80274220370626,96.1865734557908,86.54913522001995,89.18831634521484,2241600
2024-11-06 00:00:00+00:00,93.05317695003377,94.10093710539738,90.86869174501835,93.42878723144531,2087100
2024-11-07 00:00:00+00:00,94.17012660200865,94.88181557541378,92.53918150282266,93.03340911865234,1035000
2024-11-08 00:00:00+00:00,91.61991147758243,92.11413905911422,90.66110876280048,90.79949188232422,1041900
2024-11-11 00:00:00+00:00,90.67100260012772,91.73852852930287,90.00873185707556,90.72042083740234,584000
2024-11-12 00:00:00+00:00,90.01861753976175,90.8983420915994,89.25751033045718,89.28716278076172,1122100
2024-11-13 00:00:00+00:00,89.28715134323537,89.8011446790739,87.92307847344247,88.42719268798828,1423000
2024-11-14 00:00:00+00:00,89.18832068132369,91.87691263131096,88.5161708084981,91.25418853759766,980400
2024-11-15 00:00:00+00:00,92.16641780096268,94.09998361610018,91.70038630959594,92.91009521484375,1196600
2024-11-18 00:00:00+00:00,92.18625509273123,93.99091201359612,91.78962561851388,93.55461883544922,923600
2024-11-19 00:00:00+00:00,92.37465722339266,93.8917579880338,90.94679412016423,90.98645782470703,1169600
2024-11-20 00:00:00+00:00,90.96663048298085,92.2259286305164,90.49068111523293,91.2046127319336,563300
2024-11-21 00:00:00+00:00,91.7896280992888,98.2348326430103,91.53181779931805,96.62848663330078,1302200
2024-11-22 00:00:00+00:00,96.57891155057196,98.19516779389146,95.80548822474941,97.60022735595703,776600
2024-11-25 00:00:00+00:00,98.54222261176405,102.98445948338176,97.74897116099281,100.188232421875,1181500
2024-11-26 00:00:00+00:00,98.1654275968996,99.4445537733959,97.15402955029337,98.55213928222656,946600
2024-11-27 00:00:00+00:00,98.66120679186064,101.5169254308502,98.66120679186064,100.60468292236328,839400
2024-11-29 00:00:00+00:00,100.05932220440721,101.38802223869399,100.05932220440721,100.3567886352539,463200
2024-12-02 00:00:00+00:00,100.61460988410964,101.55659836532176,99.94034197632158,100.64435577392578,883900
2024-12-03 00:00:00+00:00,100.75342412689724,100.77325219744031,98.66121090845637,99.71227264404297,685100
2024-12-04 00:00:00+00:00,99.32555649331212,100.20805311177511,97.917529030717,98.591796875,653700
2024-12-05 00:00:00+00:00,98.9289289725831,99.15699338600533,96.51941373070004,96.6384048461914,852500
2024-12-06 00:00:00+00:00,97.76879398550697,98.08609606180372,95.24029519269557,95.63691711425781,1049100
2024-12-09 00:00:00+00:00,96.63841145245229,101.37811484989986,96.02363532800443,98.81986999511719,1290500
2024-12-10 00:00:00+00:00,98.06626737386887,98.30424203832246,95.6270062592546,97.22343444824219,688200
2024-12-11 00:00:00+00:00,97.81838186850037,98.67113267244683,96.8168940517579,97.80846405029297,951000
2024-12-12 00:00:00+00:00,97.32259504681782,97.4514964207853,95.21054614783694,95.9542236328125,722800
2024-12-13 00:00:00+00:00,95.78565654541816,96.65824295116174,94.43712079570392,96.30127716064453,919400
2024-12-16 00:00:00+00:00,95.84514968524877,97.48123395999295,94.82382633869803,95.53775787353516,945000
2024-12-17 00:00:00+00:00,95.12130431703832,97.15402571302263,95.09155842935397,96.04346466064453,1330300
2024-12-18 00:00:00+00:00,96.01372266325409,97.73905230455792,93.29681548013272,93.33647918701172,2035800
2024-12-19 00:00:00+00:00,93.88184826238263,96.16246229715404,87.64487203067148,89.78666687011719,2897200
2024-12-20 00:00:00+00:00,89.64784442282775,93.21749479400323,88.92399501767667,92.7117919921875,5206500
2024-12-23 00:00:00+00:00,92.57297240745635,93.34639576865642,91.65081203869968,92.70187377929688,851700
2024-12-24 00:00:00+00:00,92.34490509860035,93.25715518604183,91.5219078040108,93.22740173339844,303100
2024-12-26 00:00:00+00:00,92.67213315441911,93.91159567932588,92.36474886906748,92.8406982421875,513900
2024-12-27 00:00:00+00:00,92.24574919786653,93.30672871829746,91.63098068411365,92.41431427001953,483900
2024-12-30 00:00:00+00:00,92.27549132598062,92.92001326598334,90.34193307105035,92.31515502929688,579700
2024-12-31 00:00:00+00:00,92.95968375638466,93.59428792562197,92.13667887390932,92.69196319580078,473700
2025-01-02 00:00:00+00:00,93.37614344083775,94.07024696766786,90.36176978608526,90.54025268554688,468900
2025-01-03 00:00:00+00:00,90.80798002944127,91.9284513765701,90.10396625575021,91.52191162109375,575600
2025-01-06 00:00:00+00:00,92.66221351769298,93.37614512844245,90.23287004257813,90.38160705566406,1031400
2025-01-07 00:00:00+00:00,90.56009273389151,91.67064632680207,89.94531659133105,90.85755920410156,738600
2025-01-08 00:00:00+00:00,89.78666243450006,89.80649050496186,88.45795476120763,89.4693603515625,692600
2025-01-10 00:00:00+00:00,88.38854561007231,90.540250607188,87.45646742704886,90.0841293334961,905900
2025-01-13 00:00:00+00:00,89.73708731409783,96.96563370831365,89.39003931816407,96.27153015136719,1054900
2025-01-14 00:00:00+00:00,96.39052193897791,97.25319059056913,94.85359292785022,96.48967742919922,819300
2025-01-15 00:00:00+00:00,98.00678030471774,98.57198249681223,96.38060602470586,96.53926086425781,659100
2025-01-16 00:00:00+00:00,96.90612970574003,99.45446404745454,96.53924611912225,99.15699005126953,497700
2025-01-17 00:00:00+00:00,100.03949701391848,101.1798040305718,99.2264099139279,100.83275604248047,736700
2025-01-21 00:00:00+00:00,101.0508958901724,103.47032139170274,100.81291365848489,102.26060485839844,550800
2025-01-22 00:00:00+00:00,101.86398969143316,103.21251793503978,101.17980396884283,102.43909454345703,539300
2025-01-23 00:00:00+00:00,102.61756910313015,104.98742061135545,102.37959444008693,104.22391510009766,806400
