"('date', '')","('open', 'AMRK')","('high', 'AMRK')","('low', 'AMRK')","('close', 'AMRK')","('volume', 'AMRK')"
2025-09-26 00:00:00+00:00,25.969999313354492,27.0,25.75,26.649999618530273,388136
