"('date', '')","('open', 'ATXS')","('high', 'ATXS')","('low', 'ATXS')","('close', 'ATXS')","('volume', 'ATXS')"
2024-01-02 00:00:00+00:00,7.550000190734863,8.1899995803833,7.321000099182129,7.789999961853027,247700
2024-01-03 00:00:00+00:00,7.769999980926514,7.869999885559082,7.230000019073486,7.269999980926514,255500
2024-01-04 00:00:00+00:00,7.445000171661377,7.445000171661377,6.889999866485596,7.019999980926514,273100
2024-01-05 00:00:00+00:00,6.940000057220459,7.800000190734863,6.579999923706055,7.71999979019165,4129100
2024-01-08 00:00:00+00:00,7.699999809265137,8.180000305175781,7.409999847412109,7.960000038146973,407500
2024-01-09 00:00:00+00:00,7.909999847412109,8.09000015258789,7.710000038146973,7.920000076293945,241300
2024-01-10 00:00:00+00:00,7.880000114440918,8.199999809265137,7.385000228881836,7.460000038146973,322800
2024-01-11 00:00:00+00:00,7.389999866485596,7.755000114440918,7.320000171661377,7.619999885559082,183800
2024-01-12 00:00:00+00:00,7.739999771118164,7.815000057220459,6.909999847412109,6.989999771118164,962600
2024-01-16 00:00:00+00:00,6.960000038146973,7.440000057220459,6.940000057220459,7.360000133514404,284700
2024-01-17 00:00:00+00:00,7.300000190734863,7.599999904632568,6.989999771118164,7.559999942779541,291300
2024-01-18 00:00:00+00:00,7.650000095367432,7.650000095367432,7.099999904632568,7.110000133514404,248500
2024-01-19 00:00:00+00:00,7.130000114440918,7.75,6.954999923706055,7.730000019073486,312600
2024-01-22 00:00:00+00:00,7.769999980926514,8.899999618530273,7.699999809265137,8.880000114440918,1133200
2024-01-23 00:00:00+00:00,8.949999809265137,9.010000228881836,8.399999618530273,8.600000381469727,549200
2024-01-24 00:00:00+00:00,8.800000190734863,8.800000190734863,8.390000343322754,8.5,375500
2024-01-25 00:00:00+00:00,8.619999885559082,9.880000114440918,7.940000057220459,9.850000381469727,1247600
2024-01-26 00:00:00+00:00,9.899999618530273,11.079999923706055,9.548999786376953,10.75,1765200
2024-01-29 00:00:00+00:00,10.800000190734863,12.1899995803833,10.229999542236328,12.09000015258789,1216200
2024-01-30 00:00:00+00:00,13.100000381469727,13.550000190734863,12.100000381469727,12.890000343322754,2138300
2024-01-31 00:00:00+00:00,12.979999542236328,13.800000190734863,12.5,13.029999732971191,1310200
2024-02-01 00:00:00+00:00,13.0,14.050000190734863,12.119999885559082,13.5600004196167,1017600
2024-02-02 00:00:00+00:00,13.319999694824219,13.779999732971191,12.65999984741211,13.100000381469727,783000
2024-02-05 00:00:00+00:00,12.65999984741211,14.369999885559082,12.65999984741211,14.010000228881836,938600
2024-02-06 00:00:00+00:00,14.9399995803833,15.40999984741211,14.010000228881836,14.885000228881836,1249700
2024-02-07 00:00:00+00:00,14.770000457763672,15.0,13.869999885559082,14.789999961853027,677400
2024-02-08 00:00:00+00:00,14.960000038146973,15.654999732971191,14.449999809265137,15.260000228881836,474800
2024-02-09 00:00:00+00:00,15.369999885559082,15.595000267028809,14.6899995803833,15.0,481600
2024-02-12 00:00:00+00:00,15.0,15.5600004196167,14.6899995803833,14.979999542236328,661900
2024-02-13 00:00:00+00:00,14.5,14.760000228881836,14.057999610900879,14.350000381469727,562100
2024-02-14 00:00:00+00:00,14.630000114440918,14.744999885559082,13.664999961853027,13.90999984741211,603900
2024-02-15 00:00:00+00:00,14.100000381469727,14.394000053405762,13.789999961853027,14.199999809265137,409800
2024-02-16 00:00:00+00:00,14.1899995803833,14.1899995803833,13.449999809265137,13.970000267028809,335200
2024-02-20 00:00:00+00:00,13.859999656677246,14.300000190734863,13.520000457763672,13.949999809265137,532300
2024-02-21 00:00:00+00:00,13.989999771118164,14.100000381469727,12.902000427246094,12.979999542236328,684300
2024-02-22 00:00:00+00:00,12.979999542236328,13.574999809265137,12.520000457763672,12.619999885559082,715500
2024-02-23 00:00:00+00:00,12.59000015258789,12.949999809265137,12.25,12.890000343322754,508900
2024-02-26 00:00:00+00:00,13.100000381469727,14.170000076293945,12.9350004196167,14.109999656677246,613000
2024-02-27 00:00:00+00:00,14.25,14.774999618530273,13.800000190734863,13.979999542236328,734800
2024-02-28 00:00:00+00:00,13.84000015258789,15.0600004196167,13.84000015258789,14.930000305175781,930800
2024-02-29 00:00:00+00:00,15.25,15.5,13.949999809265137,14.220000267028809,623200
2024-03-01 00:00:00+00:00,14.300000190734863,15.449999809265137,14.125,14.979999542236328,852000
2024-03-04 00:00:00+00:00,15.079999923706055,15.149999618530273,14.069999694824219,14.260000228881836,606200
2024-03-05 00:00:00+00:00,13.59000015258789,14.260000228881836,12.510000228881836,13.850000381469727,1313400
2024-03-06 00:00:00+00:00,14.0600004196167,14.880000114440918,13.795000076293945,14.699999809265137,570400
2024-03-07 00:00:00+00:00,14.819999694824219,15.399999618530273,14.305000305175781,14.600000381469727,1124900
2024-03-08 00:00:00+00:00,14.880000114440918,15.270000457763672,13.949999809265137,14.350000381469727,827100
2024-03-11 00:00:00+00:00,14.390000343322754,14.991000175476074,14.220000267028809,14.529999732971191,757500
2024-03-12 00:00:00+00:00,14.529999732971191,15.005000114440918,14.180000305175781,14.479999542236328,762100
2024-03-13 00:00:00+00:00,14.399999618530273,15.15999984741211,14.187000274658203,15.0,569500
2024-03-14 00:00:00+00:00,14.920000076293945,15.180000305175781,14.0649995803833,14.609999656677246,798600
2024-03-15 00:00:00+00:00,14.619999885559082,16.040000915527344,14.619999885559082,15.460000038146973,5990700
2024-03-18 00:00:00+00:00,15.399999618530273,16.200000762939453,15.079999923706055,15.609999656677246,1691700
2024-03-19 00:00:00+00:00,15.800000190734863,16.799999237060547,15.6899995803833,16.690000534057617,1829700
2024-03-20 00:00:00+00:00,16.610000610351562,16.6200008392334,14.15999984741211,15.720000267028809,1876300
2024-03-21 00:00:00+00:00,15.819999694824219,16.43000030517578,14.989999771118164,15.989999771118164,1395300
2024-03-22 00:00:00+00:00,16.239999771118164,16.25,14.920000076293945,15.130000114440918,539900
2024-03-25 00:00:00+00:00,16.75,16.899999618530273,14.510000228881836,14.75,4508700
2024-03-26 00:00:00+00:00,15.4399995803833,15.4399995803833,13.5,13.529999732971191,1821300
2024-03-27 00:00:00+00:00,13.550000190734863,13.890000343322754,12.829999923706055,13.600000381469727,1536800
2024-03-28 00:00:00+00:00,13.5600004196167,14.78499984741211,13.380000114440918,14.074999809265137,1355500
2024-04-01 00:00:00+00:00,14.039999961853027,14.039999961853027,13.220000267028809,13.510000228881836,834900
2024-04-02 00:00:00+00:00,13.260000228881836,13.329999923706055,12.614999771118164,12.800000190734863,856700
2024-04-03 00:00:00+00:00,12.699999809265137,12.789999961853027,11.989999771118164,12.100000381469727,1587700
2024-04-04 00:00:00+00:00,12.130000114440918,12.5600004196167,11.520000457763672,11.539999961853027,651100
