"('date', '')","('open', 'BCAL')","('high', 'BCAL')","('low', 'BCAL')","('close', 'BCAL')","('volume', 'BCAL')"
2025-09-26 00:00:00+00:00,17.100000381469727,17.100000381469727,16.899999618530273,16.93000030517578,57250
