"('date', '')","('open', 'BTE')","('high', 'BTE')","('low', 'BTE')","('close', 'BTE')","('volume', 'BTE')"
2006-04-03 00:00:00+00:00,7.9959648164345385,8.074720008254467,7.968169126265464,7.991332054138184,87000
2006-04-04 00:00:00+00:00,7.968167504764991,8.083983887778384,7.912575252130655,7.949636459350586,90200
2006-04-05 00:00:00+00:00,7.986699291841828,8.023760506603614,7.949638077080042,7.991332054138184,155000
2006-04-06 00:00:00+00:00,8.10251262620167,8.130308305831482,8.014491943163748,8.083982467651367,129400
2006-04-07 00:00:00+00:00,8.083985907712796,8.083985907712796,7.954271208226967,8.07472038269043,132700
2006-04-10 00:00:00+00:00,8.172008001814119,8.292457209547239,8.15347783026021,8.232233047485352,152000
2006-04-11 00:00:00+00:00,8.269288827633977,8.338778471508125,8.246125023936752,8.264656066894531,150100
2006-04-12 00:00:00+00:00,8.236863440969175,8.278557419478954,8.22296515359622,8.24612808227539,193500
2006-04-13 00:00:00+00:00,8.250760743847371,8.250760743847371,8.176638312649446,8.218332290649414,102800
2006-04-17 00:00:00+00:00,8.222959827298247,8.278552057171956,8.222959827298247,8.255388259887695,211800
2006-04-18 00:00:00+00:00,8.352679068557196,8.445331658197203,8.310985093956038,8.422168731689453,266200
2006-04-19 00:00:00+00:00,8.394368006713588,8.593571352545828,8.394368006713588,8.561142921447754,284800
2006-04-20 00:00:00+00:00,8.65380103715685,8.732556219839672,8.380474278646407,8.385107040405273,290900
2006-04-21 00:00:00+00:00,8.454598982761063,8.612109390662882,8.385109304830072,8.593578338623047,147200
2006-04-24 00:00:00+00:00,8.602845353101626,8.700131625924778,8.487028908641756,8.681600570678711,182800
2006-04-25 00:00:00+00:00,8.709392824397808,8.848373032933017,8.695495422070586,8.764985084533691,164300
2006-04-26 00:00:00+00:00,8.82898373266325,8.908397909300545,8.758912609983913,8.76358413696289,138200
2006-04-27 00:00:00+00:00,8.74022844188676,8.81030047112065,8.57205788833287,8.712200164794922,121400
2006-04-28 00:00:00+00:00,8.726213333884763,8.852341896850554,8.726213333884763,8.828984260559082,111300
2006-05-01 00:00:00+00:00,8.885039456799072,9.025181675208145,8.875696404637802,9.015838623046875,155500
2006-05-02 00:00:00+00:00,9.043866514306055,9.155980451549226,9.039194988878961,9.090579986572266,157500
2006-05-03 00:00:00+00:00,9.155980320167318,9.155980320167318,9.015837232372533,9.071894645690918,114600
2006-05-04 00:00:00+00:00,9.001825237838519,9.048539609209746,8.922411073808194,8.99248218536377,96600
2006-05-05 00:00:00+00:00,9.039199354705428,9.216712951660156,9.015841716288488,9.216712951660156,94500
2006-05-08 00:00:00+00:00,9.19335893697177,9.412915457337357,9.118616253825905,9.380215644836426,93900
2006-05-09 00:00:00+00:00,9.482979885117055,9.739908455818759,9.482979885117055,9.716550827026367,154900
2006-05-10 00:00:00+00:00,9.763268200606776,10.034210541029262,9.71655381963682,9.959467887878418,168700
2006-05-11 00:00:00+00:00,10.076250808483094,10.235079128412101,10.052894069494556,10.1603364944458,131500
2006-05-12 00:00:00+00:00,10.207052417407736,10.207052417407736,9.70253911582387,9.777281761169434,248100
2006-05-15 00:00:00+00:00,9.553054773409233,9.604439790308367,9.347512032804584,9.440939903259277,172200
2006-05-16 00:00:00+00:00,9.525022178339782,9.786622259760366,9.473637179955555,9.702536582946777,133400
2006-05-17 00:00:00+00:00,9.660499363043561,9.777284895206074,9.366199323032404,9.459628105163574,114800
2006-05-18 00:00:00+00:00,9.482984855194918,9.529699246260503,9.426928298718535,9.459628105163574,91900
2006-05-19 00:00:00+00:00,9.431598881536472,9.501670015609726,8.936427633279479,9.39889907836914,200000
2006-05-22 00:00:00+00:00,9.296127550134077,9.436270713806152,9.039199753239531,9.436270713806152,96100
2006-05-23 00:00:00+00:00,9.482982117688824,10.00618154278322,9.482982117688824,9.814653396606445,108100
2006-05-24 00:00:00+00:00,9.646481819160112,9.763267315496197,9.55772459246395,9.623125076293945,105400
2006-05-25 00:00:00+00:00,9.646480110190614,10.16967943312749,9.646480110190614,10.090265274047852,111700
2006-05-26 00:00:00+00:00,10.109088122883813,10.137326446115628,9.934956284545487,10.038494110107422,133600
2006-05-30 00:00:00+00:00,10.118504518092989,10.212630500577868,10.029084924497543,10.123210906982422,82300
2006-05-31 00:00:00+00:00,10.165564368795165,10.306752401252085,10.11850139209232,10.222039222717285,123200
2006-06-01 00:00:00+00:00,10.11850506208595,10.297343361239683,10.047911020252949,10.259693145751953,56600
2006-06-02 00:00:00+00:00,10.259687843312014,10.589127731806588,10.259687843312014,10.495001792907715,124800
2006-06-05 00:00:00+00:00,10.579723373558531,10.810331119870852,10.542073147582073,10.570310592651367,143200
2006-06-06 00:00:00+00:00,10.45265289412144,10.49030401548026,10.302051999294713,10.476184844970703,133400
2006-06-07 00:00:00+00:00,10.51853650847239,10.51853650847239,10.160859102767787,10.165565490722656,116900
2006-06-08 00:00:00+00:00,9.977319382468949,9.977319382468949,9.163131817682743,9.765536308288574,281900
2006-06-09 00:00:00+00:00,10.029082736720168,10.30675333706149,9.73258748257948,10.245572090148926,104100
2006-06-12 00:00:00+00:00,10.165566786564776,10.396174439839466,9.996140389198949,10.024377822875977,199200
2006-06-13 00:00:00+00:00,9.742001992258563,9.81259602746151,9.181954304031724,9.20077896118164,235900
2006-06-14 00:00:00+00:00,9.200782992857587,9.516103992742469,9.200782992857587,9.436097145080566,135200
2006-06-15 00:00:00+00:00,9.459622312666168,9.939663054261688,9.459622312666168,9.873774528503418,143400
