"('date', '')","('open', 'CMSA')","('high', 'CMSA')","('low', 'CMSA')","('close', 'CMSA')","('volume', 'CMSA')"
2018-03-13 00:00:00+00:00,16.345147848562508,16.377773641890126,16.292947823785077,16.358198165893555,194100
2018-03-14 00:00:00+00:00,16.35819942617227,16.443025250812525,16.32557487487793,16.32557487487793,193900
2018-03-15 00:00:00+00:00,16.351674267004032,16.37124974450875,16.319049715709692,16.32557487487793,203100
2018-03-16 00:00:00+00:00,16.377778764890497,16.403878163169775,16.339281187904525,16.39082908630371,365800
2018-03-19 00:00:00+00:00,16.34514910783579,16.34514910783579,16.299474238204972,16.32557487487793,189300
2018-03-20 00:00:00+00:00,16.325575759877516,16.410400344569204,16.31905060035555,16.345149993896484,112300
2018-03-21 00:00:00+00:00,16.345145052529137,16.377118697884757,16.319045666878417,16.338621139526367,84800
2018-03-22 00:00:00+00:00,16.37125181929184,16.43650217469677,16.32557694387249,16.384302139282227,58000
2018-03-23 00:00:00+00:00,16.377775791506306,16.410400344569204,16.33210091939948,16.345149993896484,56800
2018-03-26 00:00:00+00:00,16.41039945497133,16.41039945497133,16.319049715709692,16.32557487487793,51800
2018-03-27 00:00:00+00:00,16.33209877577822,16.3712484832246,16.31904845844717,16.358198165893555,51900
2018-03-28 00:00:00+00:00,16.351672952411125,16.37777358698572,16.286422610521388,16.29294776916504,41100
2018-03-29 00:00:00+00:00,16.319049954796064,16.358199665832217,16.286424158476876,16.312524795532227,78900
2018-04-02 00:00:00+00:00,16.29295094051977,16.32557674008849,16.260326385498047,16.260326385498047,64100
2018-04-03 00:00:00+00:00,16.28446911207849,16.28446911207849,16.18202547194828,16.27337646484375,40300
2018-04-04 00:00:00+00:00,16.273374094701335,16.273374094701335,16.16244888305664,16.16244888305664,32500
2018-04-05 00:00:00+00:00,16.214652334629825,16.244014933460296,16.11025225979861,16.116777420043945,60600
2018-04-06 00:00:00+00:00,16.071099515892666,16.142875026083704,16.064575600917955,16.11025047302246,26400
2018-04-09 00:00:00+00:00,16.142876816478218,16.142876816478218,16.084151618817277,16.116777420043945,36700
2018-04-10 00:00:00+00:00,16.11677629588995,16.149400850293976,16.08415049693895,16.12199592590332,51300
2018-04-11 00:00:00+00:00,16.123299547518805,16.149400185605337,16.064575600917955,16.11025047302246,49300
2018-04-12 00:00:00+00:00,16.058048724896153,16.116120522701422,15.999323540025719,16.03194808959961,32600
2018-04-13 00:00:00+00:00,16.051524060242254,16.051524060242254,15.894923977282186,15.92102336883545,31700
2018-04-16 00:00:00+00:00,15.927550170922373,16.01889991760254,15.927550170922373,16.01889991760254,45400
2018-04-17 00:00:00+00:00,16.077626699326064,16.110252501041288,16.025426661128787,16.103727340698242,40400
2018-04-18 00:00:00+00:00,16.0058508427532,16.110250908829663,16.0058508427532,16.01889991760254,62700
2018-04-19 00:00:00+00:00,15.973224136927337,16.01889900767293,15.764424016634988,15.797048568725586,43000
2018-04-20 00:00:00+00:00,15.82314688117676,15.849247514651841,15.712221678001075,15.751371383666992,15000
2018-04-23 00:00:00+00:00,15.751375549929406,15.815973763683862,15.699175513718963,15.784001350402832,29100
2018-04-24 00:00:00+00:00,15.783999610278954,15.907973904769188,15.738324739198669,15.842724800109863,41800
2018-04-25 00:00:00+00:00,15.845988383636989,15.845988383636989,15.777476069985838,15.790526390075684,33700
2018-04-26 00:00:00+00:00,15.924939237571298,16.03194911110251,15.924939237571298,16.012374877929688,22400
2018-04-27 00:00:00+00:00,16.005849718689788,16.018898792622714,15.921023893117985,16.012374877929688,6400
2018-04-30 00:00:00+00:00,16.097198450821676,16.103723609652917,15.986925382303246,16.069141387939453,20300
2018-05-01 00:00:00+00:00,16.11025047302246,16.11025047302246,16.025424643788156,16.11025047302246,38800
2018-05-02 00:00:00+00:00,16.11025225979861,16.116777420043945,16.097201939307944,16.116777420043945,25200
2018-05-03 00:00:00+00:00,16.292946165438526,16.292946165438526,16.124601320461654,16.17549705505371,26400
2018-05-04 00:00:00+00:00,16.22117749487516,16.22117749487516,16.10372709955328,16.116777420043945,40200
2018-05-07 00:00:00+00:00,16.2929511402231,16.29947630021682,16.06457676317785,16.182025909423828,40400
2018-05-08 00:00:00+00:00,16.222481154656705,16.222481154656705,16.162451673989672,16.182025909423828,12400
2018-05-09 00:00:00+00:00,16.182025909423828,16.214651709392445,16.149401354002226,16.182025909423828,18700
2018-05-10 00:00:00+00:00,16.219871621299326,16.240751386913704,16.149401634508905,16.23422622680664,16500
2018-05-11 00:00:00+00:00,16.27272380025538,16.27272380025538,16.193772225418115,16.23422622680664,7300
2018-05-14 00:00:00+00:00,16.273376904788943,16.273376904788943,16.182025909423828,16.182025909423828,13700
2018-05-15 00:00:00+00:00,16.227699620277388,16.227699620277388,15.731798735297096,15.92102336883545,121600
2018-05-16 00:00:00+00:00,15.960174293118751,16.11025047302246,15.921024580535876,16.11025047302246,40000
2018-05-17 00:00:00+00:00,16.110248804019395,16.11677396286503,16.051523618955482,16.097198486328125,69000
2018-05-18 00:00:00+00:00,16.01237734521273,16.116777420043945,16.01237734521273,16.116777420043945,19200
2018-05-21 00:00:00+00:00,16.14939852624172,16.17549916164639,15.954300881414948,15.960172653198242,26200
2018-05-22 00:00:00+00:00,15.966699972150069,16.168322803105127,15.966699972150069,16.14940071105957,14500
2018-05-23 00:00:00+00:00,16.116771877587986,16.17549705505371,16.064571858123635,16.17549705505371,22600
2018-05-24 00:00:00+00:00,16.123297929854893,16.21464890944551,16.012373962756996,16.16244888305664,24900
2018-05-25 00:00:00+00:00,16.208126068115234,16.208126068115234,16.149400874462522,16.208126068115234,7300
2018-05-29 00:00:00+00:00,16.247276547020764,16.247276547020764,16.175502274937156,16.23422622680664,14200
2018-05-30 00:00:00+00:00,16.440391930626227,16.440391930626227,16.24814606366563,16.36747169494629,34800
2018-05-31 00:00:00+00:00,16.39995387007215,16.40061642494074,16.24814535359766,16.261404037475586,25300
2018-06-01 00:00:00+00:00,16.274659647524643,16.367469159933904,16.221626182326872,16.241514205932617,48000
2018-06-04 00:00:00+00:00,16.241521546334933,16.407251358032227,16.241521546334933,16.407251358032227,57200
2018-06-05 00:00:00+00:00,16.403933858643764,16.440393347416844,16.274663570671038,16.34095573425293,62500
2018-06-06 00:00:00+00:00,16.440390353997888,16.546457290649414,16.2812899490206,16.546457290649414,35400
2018-06-07 00:00:00+00:00,16.559718734123756,16.559718734123756,16.340955482762812,16.506685256958008,40800
2018-06-08 00:00:00+00:00,16.506681582038002,16.55971504739679,16.44038943423513,16.480165481567383,17700
2018-06-11 00:00:00+00:00,16.50667800244074,16.559711456298828,16.480161907720337,16.559711456298828,16000
2018-06-12 00:00:00+00:00,16.559720299931975,16.559720299931975,16.420507883365307,16.45365333557129,27800
2018-06-13 00:00:00+00:00,16.519945155324773,16.519945155324773,16.347586025776224,16.400619506835938,25300
2018-06-14 00:00:00+00:00,16.533202064874597,16.533202064874597,16.354213611377194,16.374101638793945,16400
2018-06-15 00:00:00+00:00,16.559716200146518,16.559716200146518,16.380727767944336,16.380727767944336,15200
2018-06-18 00:00:00+00:00,16.440389384319875,16.440389384319875,16.20836876434059,16.241514205932617,58500
2018-06-19 00:00:00+00:00,16.248144995078686,16.29454912320982,16.115560688060306,16.208370208740234,152900
2018-06-20 00:00:00+00:00,16.307814462359467,16.36084795392738,16.215004903801994,16.274667739868164,111800
2018-06-21 00:00:00+00:00,16.41388144549529,16.41388144549529,16.274667739868164,16.274667739868164,33600
2018-06-22 00:00:00+00:00,16.374101037174963,16.374101037174963,16.30316846618766,16.36747169494629,12900
2018-06-25 00:00:00+00:00,16.40724754451179,16.40724754451179,16.215000400706042,16.287921905517578,26700
2018-06-26 00:00:00+00:00,16.400614486754407,16.400614486754407,16.307806239412162,16.38735580444336,20900
2018-06-27 00:00:00+00:00,16.340959180469685,16.500059647968914,16.307813723897475,16.407251358032227,31800
2018-06-28 00:00:00+00:00,16.400619600953622,16.500057220458984,16.354215462812316,16.500057220458984,11800
2018-06-29 00:00:00+00:00,16.533203936572725,16.533203936572725,16.341619331363713,16.500057220458984,22100
2018-07-02 00:00:00+00:00,16.506682889386177,16.572975042439467,16.460278761574173,16.47353744506836,53000
2018-07-03 00:00:00+00:00,16.572970135867667,16.572970135867667,16.429117382239305,16.559711456298828,12300
2018-07-05 00:00:00+00:00,16.572975853119384,16.572975853119384,16.433763462873685,16.440391540527344,21700
2018-07-06 00:00:00+00:00,16.5398298152465,16.55308723449707,16.48016700315709,16.55308723449707,28500
2018-07-09 00:00:00+00:00,16.527237389576623,16.572978973388672,16.526574834570056,16.572978973388672,25800
2018-07-10 00:00:00+00:00,16.539833521209076,16.572978973388672,16.539833521209076,16.572978973388672,36600
2018-07-11 00:00:00+00:00,16.572978973388672,16.58623766002769,16.539833521209076,16.572978973388672,13900
2018-07-12 00:00:00+00:00,16.572974798735302,16.572974798735302,16.466907861176807,16.519941329956055,36900
2018-07-13 00:00:00+00:00,16.55971587329108,16.56634521484375,16.51994108839266,16.56634521484375,9900
2018-07-16 00:00:00+00:00,16.55441843079705,16.55972140004199,16.460283772400164,16.486801147460938,62000
2018-07-17 00:00:00+00:00,16.539835713157313,16.539835713157313,16.38736332543803,16.407251358032227,226200
2018-07-18 00:00:00+00:00,16.50668741996747,16.50668741996747,16.423159966980126,16.460283279418945,20600
2018-07-19 00:00:00+00:00,16.50005224081596,16.50005224081596,16.380726627654298,16.480165481567383,37300
2018-07-20 00:00:00+00:00,16.473540658958406,16.473540658958406,16.44702328679665,16.46691131591797,16300
2018-07-23 00:00:00+00:00,16.413875689688968,16.539830662151303,16.413875689688968,16.51331329345703,34000
2018-07-24 00:00:00+00:00,16.513313395906785,16.52657208033618,16.48016794925104,16.493425369262695,19600
2018-07-25 00:00:00+00:00,16.506680610966004,16.506680610966004,16.414534922910292,16.420501708984375,16100
2018-07-26 00:00:00+00:00,16.493425266936324,16.51331329345703,16.473538504833353,16.51331329345703,25100
2018-07-27 00:00:00+00:00,16.51331590690448,16.51331590690448,16.473541111985924,16.500057220458984,8900
2018-07-30 00:00:00+00:00,16.519943838496072,16.526573181152344,16.433764912800207,16.526573181152344,13800
2018-07-31 00:00:00+00:00,16.50668765770014,16.533205032348633,16.427138062590693,16.533205032348633,21400
2018-08-01 00:00:00+00:00,16.48680065368553,16.523260146675085,16.460283279418945,16.460283279418945,11000
2018-08-02 00:00:00+00:00,16.466909264821645,16.513313395906785,16.40724644930711,16.493425369262695,83100
2018-08-03 00:00:00+00:00,16.493423963357614,16.533200013255275,16.47154827388977,16.519941329956055,6000
2018-08-06 00:00:00+00:00,16.572978120975378,16.61275291442871,16.5066859556079,16.61275291442871,47600
2018-08-07 00:00:00+00:00,16.5630322779773,16.612750446302957,16.52060474210162,16.5994930267334,26400
2018-08-08 00:00:00+00:00,16.606121063232422,16.61937974718688,16.572975617763973,16.606121063232422,25500
2018-08-09 00:00:00+00:00,16.63926670750553,16.63926670750553,16.527895539605296,16.56634521484375,31600
2018-08-10 00:00:00+00:00,16.533865182694242,16.533865182694242,16.447022437094308,16.506685256958008,13700
2018-08-13 00:00:00+00:00,16.480824462373597,16.559711456298828,16.47618405096623,16.559711456298828,17000
2018-08-14 00:00:00+00:00,16.572978973388672,16.572978973388672,16.46028266579291,16.572978973388672,15800
2018-08-15 00:00:00+00:00,16.572973316254767,16.60611875712027,16.55971463414156,16.58490562438965,11100
2018-08-16 00:00:00+00:00,16.580266712124114,16.639266967773438,16.5729748156274,16.639266967773438,17800
2018-08-17 00:00:00+00:00,16.61606021225776,16.627329963449547,16.559711456298828,16.559711456298828,16600
2018-08-20 00:00:00+00:00,16.6061202594916,16.639266967773438,16.566345473971033,16.639266967773438,31000
