"('date', '')","('open', 'BXP')","('high', 'BXP')","('low', 'BXP')","('close', 'BXP')","('volume', 'BXP')"
1997-06-18 00:00:00+00:00,7.013592410310406,7.214939560845633,7.013592410310406,7.181381702423096,7918300
1997-06-19 00:00:00+00:00,7.214942896310152,7.248500770246478,7.114269274501173,7.1478271484375,1472400
1997-06-20 00:00:00+00:00,7.181386436896302,7.181386436896302,7.047154914711324,7.080712795257568,1030200
1997-06-23 00:00:00+00:00,7.080712772442394,7.080712772442394,7.013597011566163,7.013597011566162,628900
1997-06-24 00:00:00+00:00,7.030371633936746,7.047150563850677,6.996813774108887,6.996813774108887,541800
1997-06-25 00:00:00+00:00,7.047154446865649,7.131049142661669,7.047154446865649,7.097491264343262,570500
1997-06-26 00:00:00+00:00,7.181383185916476,7.248498916625976,7.131046387884351,7.248498916625977,488700
1997-06-27 00:00:00+00:00,7.248499369066815,7.282057236516199,7.181383634168048,7.214941501617432,586400
1997-06-30 00:00:00+00:00,7.198163578269678,7.382731875148387,7.047153153550734,7.315616130828857,629800
1997-07-01 00:00:00+00:00,7.282058644182805,7.282058644182805,7.1478271484375,7.1478271484375,269700
1997-07-02 00:00:00+00:00,7.080712795257569,7.147828556350058,7.080712795257569,7.080712795257568,350800
1997-07-03 00:00:00+00:00,7.09749033753301,7.181385022373826,7.09749033753301,7.1478271484375,173000
1997-07-07 00:00:00+00:00,7.214939560845633,7.231718490056902,7.11426598557802,7.181381702423096,449500
1997-07-08 00:00:00+00:00,7.164607048034669,7.2149438657023595,7.147828108812105,7.164607048034668,239400
1997-07-09 00:00:00+00:00,7.147828095379998,7.164607034571031,7.114270216997932,7.131049156188965,226000
1997-07-10 00:00:00+00:00,7.114270675803813,7.114270675803813,7.063933854984446,7.080712795257568,425100
1997-07-11 00:00:00+00:00,7.080712325184058,7.114270203502465,7.063933386024853,7.097491264343262,326300
1997-07-14 00:00:00+00:00,7.1646027732118265,7.298834206901978,7.147823844000557,7.181381702423096,311000
1997-07-15 00:00:00+00:00,7.231722804924924,7.231722804924924,7.1310491695895415,7.164607048034668,534400
1997-07-16 00:00:00+00:00,7.164604700443356,7.248499369066815,7.147825766718665,7.214941501617432,443700
1997-07-17 00:00:00+00:00,7.231722370306284,7.298838123162954,7.231722370306284,7.265280246734619,443800
1997-07-18 00:00:00+00:00,7.248500770246478,7.265279707214642,7.080711400564847,7.1478271484375,359600
1997-07-21 00:00:00+00:00,7.080708143594381,7.21493957759617,7.047150285093934,7.198160648345947,422700
1997-07-22 00:00:00+00:00,7.198160648345947,7.231718506846394,7.181381719095723,7.198160648345947,246500
1997-07-23 00:00:00+00:00,7.231718506846394,7.231718506846394,7.198160648345947,7.198160648345947,196900
1997-07-24 00:00:00+00:00,7.231722370306284,7.282059184948787,7.1813855556637805,7.265280246734619,481800
1997-07-25 00:00:00+00:00,7.298835780582385,7.34917257906916,7.282056847753459,7.332393646240234,225800
1997-07-28 00:00:00+00:00,7.298835780582385,7.34917257906916,7.24849898209561,7.332393646240234,127600
1997-07-29 00:00:00+00:00,7.3156147394202025,7.399509403863095,7.298835806531624,7.3659515380859375,350200
1997-07-30 00:00:00+00:00,7.365949665337733,7.416286451205644,7.248497164979272,7.399507522583008,126600
1997-07-31 00:00:00+00:00,7.399512323028838,7.516964899584852,7.382733383520836,7.483407020568848,203500
1997-08-01 00:00:00+00:00,7.500185960076849,7.500185960076849,7.315617625488828,7.483407020568848,85200
1997-08-04 00:00:00+00:00,7.500185960076849,7.516964899584852,7.298838685980827,7.483407020568848,115600
1997-08-05 00:00:00+00:00,7.433069757885403,7.6008591429392505,7.399511880874634,7.550522327423096,152900
1997-08-06 00:00:00+00:00,7.5169595921293215,7.886096000671386,7.500180664468318,7.886096000671387,234900
1997-08-07 00:00:00+00:00,7.869321814969055,7.886100752740844,7.852542877197266,7.852542877197266,358900
1997-08-08 00:00:00+00:00,7.785421371459961,7.785421371459961,7.516958565547549,7.785421371459961,387300
1997-08-11 00:00:00+00:00,7.751869597086093,7.768648535607924,7.416290826649465,7.567301273345947,164700
1997-08-12 00:00:00+00:00,7.584079699761648,7.617637574539355,7.500185012817382,7.500185012817383,437100
1997-08-13 00:00:00+00:00,7.516963433465893,7.584079178407553,7.382731943582573,7.433068752288818,323000
1997-08-14 00:00:00+00:00,7.399507505243475,7.449844290993431,7.382728576660156,7.382728576660156,89800
1997-08-15 00:00:00+00:00,7.416296005249023,7.449853905725263,7.382738104772783,7.416296005249023,120200
