"('date', '')","('open', 'AKR')","('high', 'AKR')","('low', 'AKR')","('close', 'AKR')","('volume', 'AKR')"
2025-09-26 00:00:00+00:00,20.110000610351562,20.219999313354492,19.959999084472656,20.09000015258789,1615866
