"('date', '')","('open', 'AKBA')","('high', 'AKBA')","('low', 'AKBA')","('close', 'AKBA')","('volume', 'AKBA')"
2024-01-02 00:00:00+00:00,1.2200000286102295,1.2999999523162842,1.2100000381469727,1.2699999809265137,1300900
2024-01-03 00:00:00+00:00,1.2899999618530273,1.3799999952316284,1.2699999809265137,1.3700000047683716,2889300
2024-01-04 00:00:00+00:00,1.3799999952316284,1.5199999809265137,1.3600000143051147,1.5199999809265137,4494400
2024-01-05 00:00:00+00:00,1.5299999713897705,1.5950000286102295,1.4550000429153442,1.4800000190734863,2408100
2024-01-08 00:00:00+00:00,1.4900000095367432,1.5800000429153442,1.4299999475479126,1.5700000524520874,2537100
2024-01-09 00:00:00+00:00,1.590000033378601,1.590000033378601,1.5199999809265137,1.559999942779541,1793700
2024-01-10 00:00:00+00:00,1.600000023841858,1.600000023841858,1.5,1.5800000429153442,2009200
2024-01-11 00:00:00+00:00,1.559999942779541,1.5800000429153442,1.5099999904632568,1.5499999523162842,1308300
2024-01-12 00:00:00+00:00,1.559999942779541,1.600000023841858,1.5399999618530273,1.5499999523162842,1157900
2024-01-16 00:00:00+00:00,1.5499999523162842,1.559000015258789,1.399999976158142,1.4500000476837158,3667200
2024-01-17 00:00:00+00:00,1.440000057220459,1.4800000190734863,1.399999976158142,1.4199999570846558,2260600
2024-01-18 00:00:00+00:00,1.4299999475479126,1.440000057220459,1.350000023841858,1.399999976158142,1934400
2024-01-19 00:00:00+00:00,1.409999966621399,1.4199999570846558,1.2899999618530273,1.399999976158142,2832400
2024-01-22 00:00:00+00:00,1.409999966621399,1.4299999475479126,1.3899999856948853,1.3899999856948853,1786000
2024-01-23 00:00:00+00:00,1.399999976158142,1.4450000524520874,1.3799999952316284,1.399999976158142,1512700
2024-01-24 00:00:00+00:00,1.409999966621399,1.5399999618530273,1.409999966621399,1.4700000286102295,1915900
2024-01-25 00:00:00+00:00,1.4800000190734863,1.5199999809265137,1.4700000286102295,1.5,872600
2024-01-26 00:00:00+00:00,1.4800000190734863,1.6399999856948853,1.4800000190734863,1.6200000047683716,2121300
2024-01-29 00:00:00+00:00,1.6299999952316284,1.8200000524520874,1.600000023841858,1.7899999618530273,3280000
2024-01-30 00:00:00+00:00,1.7999999523162842,1.809999942779541,1.5809999704360962,1.6399999856948853,3410300
2024-01-31 00:00:00+00:00,1.649999976158142,1.7799999713897705,1.590000033378601,1.6799999475479126,1964000
2024-02-01 00:00:00+00:00,1.7000000476837158,1.7400000095367432,1.6399999856948853,1.7100000381469727,2003600
2024-02-02 00:00:00+00:00,1.7100000381469727,1.7100000381469727,1.6200000047683716,1.649999976158142,1373600
2024-02-05 00:00:00+00:00,1.649999976158142,1.690000057220459,1.590000033378601,1.649999976158142,1007900
2024-02-06 00:00:00+00:00,1.6299999952316284,1.7300000190734863,1.6299999952316284,1.6799999475479126,1278000
2024-02-07 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.625,1.649999976158142,1182100
2024-02-08 00:00:00+00:00,1.6399999856948853,1.684999942779541,1.6200000047683716,1.6299999952316284,1438600
2024-02-09 00:00:00+00:00,1.6399999856948853,1.6799999475479126,1.6200000047683716,1.6399999856948853,1329700
2024-02-12 00:00:00+00:00,1.6200000047683716,1.6699999570846558,1.6100000143051147,1.6200000047683716,1898400
2024-02-13 00:00:00+00:00,1.6200000047683716,1.6339999437332153,1.5,1.5199999809265137,2112400
2024-02-14 00:00:00+00:00,1.5499999523162842,1.5800000429153442,1.5199999809265137,1.5299999713897705,1429200
2024-02-15 00:00:00+00:00,1.5299999713897705,1.5399999618530273,1.399999976158142,1.4700000286102295,3557000
2024-02-16 00:00:00+00:00,1.4500000476837158,1.4800000190734863,1.4299999475479126,1.4500000476837158,1936200
2024-02-20 00:00:00+00:00,1.4600000381469727,1.5099999904632568,1.4199999570846558,1.440000057220459,2490600
2024-02-21 00:00:00+00:00,1.4600000381469727,1.475000023841858,1.409999966621399,1.4199999570846558,1853600
2024-02-22 00:00:00+00:00,1.4199999570846558,1.465000033378601,1.3799999952316284,1.3899999856948853,2313200
2024-02-23 00:00:00+00:00,1.399999976158142,1.399999976158142,1.3200000524520874,1.350000023841858,3083000
2024-02-26 00:00:00+00:00,1.3799999952316284,1.5399999618530273,1.3700000047683716,1.5099999904632568,2936900
2024-02-27 00:00:00+00:00,1.5099999904632568,1.6799999475479126,1.4800000190734863,1.6399999856948853,4206900
2024-02-28 00:00:00+00:00,1.6799999475479126,1.6799999475479126,1.5399999618530273,1.5399999618530273,2506300
2024-02-29 00:00:00+00:00,1.5800000429153442,1.6349999904632568,1.5399999618530273,1.5800000429153442,1966900
2024-03-01 00:00:00+00:00,1.5700000524520874,1.7100000381469727,1.5700000524520874,1.7100000381469727,3513400
2024-03-04 00:00:00+00:00,1.7699999809265137,1.7899999618530273,1.6100000143051147,1.6200000047683716,3042700
2024-03-05 00:00:00+00:00,1.600000023841858,1.659000039100647,1.5800000429153442,1.600000023841858,2042500
2024-03-06 00:00:00+00:00,1.6399999856948853,1.6399999856948853,1.4600000381469727,1.4900000095367432,3950100
2024-03-07 00:00:00+00:00,1.5,1.559999942779541,1.4600000381469727,1.4600000381469727,2199700
2024-03-08 00:00:00+00:00,1.4900000095367432,1.5700000524520874,1.4500000476837158,1.4700000286102295,2472500
2024-03-11 00:00:00+00:00,1.5199999809265137,1.5499999523162842,1.4299999475479126,1.440000057220459,3167300
2024-03-12 00:00:00+00:00,1.4500000476837158,1.4500000476837158,1.3600000143051147,1.4199999570846558,3376800
2024-03-13 00:00:00+00:00,1.4500000476837158,1.5,1.4049999713897705,1.409999966621399,2066000
2024-03-14 00:00:00+00:00,1.4299999475479126,1.4299999475479126,1.340000033378601,1.3700000047683716,2804900
2024-03-15 00:00:00+00:00,1.600000023841858,1.8200000524520874,1.5199999809265137,1.7000000476837158,13541800
2024-03-18 00:00:00+00:00,1.7599999904632568,2.049999952316284,1.6950000524520874,1.8899999856948853,9670000
2024-03-19 00:00:00+00:00,1.8799999952316284,1.937000036239624,1.7920000553131104,1.8300000429153442,4344200
2024-03-20 00:00:00+00:00,1.8700000047683716,1.940000057220459,1.7799999713897705,1.940000057220459,5227400
2024-03-21 00:00:00+00:00,1.9600000381469727,2.0799999237060547,1.940000057220459,2.0399999618530273,6558700
2024-03-22 00:00:00+00:00,2.069999933242798,2.240000009536743,2.0199999809265137,2.1700000762939453,7876800
2024-03-25 00:00:00+00:00,2.240000009536743,2.3299999237060547,2.1480000019073486,2.2100000381469727,8573000
2024-03-26 00:00:00+00:00,2.200000047683716,2.2209999561309814,1.909999966621399,2.0,10250500
