"('date', '')","('open', 'ADC')","('high', 'ADC')","('low', 'ADC')","('close', 'ADC')","('volume', 'ADC')"
2024-01-02 00:00:00+00:00,58.31022115692768,59.21130424262476,58.180168658716724,58.997642517089844,987800
2024-01-03 00:00:00+00:00,58.644636506508164,58.718950691699774,57.81787126313946,58.07797622680664,1659500
2024-01-04 00:00:00+00:00,58.031537290650654,58.88617002644747,57.790008182767316,58.48672103881836,1319900
2024-01-05 00:00:00+00:00,58.18946300948139,58.84901706224715,57.8921991112302,58.65393829345703,1102400
2024-01-08 00:00:00+00:00,58.7932798262223,59.3878075977487,58.61677695778069,59.18343734741211,1016500
2024-01-09 00:00:00+00:00,58.77469648630519,59.12769865607527,58.52387943491577,59.0348014831543,1508500
2024-01-10 00:00:00+00:00,59.15556141464156,59.21129971403964,57.9665060434655,58.031532287597656,941400
2024-01-11 00:00:00+00:00,58.124428736058334,58.28235215353342,57.409136472156995,58.170875549316406,1095500
2024-01-12 00:00:00+00:00,58.68179790096763,58.904747566946966,58.096561672143224,58.39382553100586,440600
2024-01-16 00:00:00+00:00,58.14300896941717,58.61677214102608,57.734272045996434,57.957218170166016,597800
2024-01-17 00:00:00+00:00,57.223351342831435,57.88290891361122,56.554509369611104,57.00969314575195,814300
2024-01-18 00:00:00+00:00,56.85177301854815,56.916799272010614,56.220086376057,56.48948287963867,944000
2024-01-19 00:00:00+00:00,56.60094846024709,57.16760877428447,56.13647325774624,56.74958038330078,797600
2024-01-22 00:00:00+00:00,57.59492804935804,57.93863872452324,56.45231941813474,56.81460952758789,2058200
2024-01-23 00:00:00+00:00,57.056135458239005,57.269797182112,55.88565943977991,56.2293701171875,810300
2024-01-24 00:00:00+00:00,56.81460572385085,56.81460572385085,54.826652455775395,54.90096664428711,1361700
2024-01-25 00:00:00+00:00,55.37473475603422,55.653419171554184,55.00315317289787,55.43046951293945,1045600
2024-01-26 00:00:00+00:00,55.55123410624496,55.70915751949481,54.99386527473109,55.24468231201172,423100
2024-01-29 00:00:00+00:00,55.26326158184083,56.275817672901,55.14249703602689,56.201499938964844,1254100
2024-01-30 00:00:00+00:00,56.15206884429504,56.30131007906413,55.42451471137797,55.87224197387695,554900
2024-01-31 00:00:00+00:00,56.04947319127741,56.53450816619613,55.42452298117726,55.601749420166016,815900
2024-02-01 00:00:00+00:00,55.6017494170179,57.140799212965106,55.312592924815725,57.09416198730469,914100
2024-02-02 00:00:00+00:00,56.63710370585859,56.67441134588009,55.0141021655014,55.38720703125,949600
2024-02-05 00:00:00+00:00,54.79956752671328,54.79956752671328,53.73622329635666,53.85748291015625,788500
2024-02-06 00:00:00+00:00,53.79219297417679,54.47310996212139,53.71757412780813,54.333194732666016,669700
2024-02-07 00:00:00+00:00,54.3145306891142,54.58503152631335,53.96008143892882,54.221256256103516,690500
2024-02-08 00:00:00+00:00,54.09067708484285,54.57570846423927,53.988073061365625,54.072021484375,710000
2024-02-09 00:00:00+00:00,54.11865530754114,54.32386334160756,53.42841236634882,53.66160202026367,1031600
2024-02-12 00:00:00+00:00,53.79218289861375,54.482425778746226,53.736219663867494,54.23991012573242,1597600
2024-02-13 00:00:00+00:00,53.400431211877574,53.866810523771704,52.682206644577604,53.456398010253906,1410500
2024-02-14 00:00:00+00:00,52.86875178788018,53.63361346922072,51.79607809521926,52.42102813720703,2127100
2024-02-15 00:00:00+00:00,52.8874214181265,53.85749136441623,52.59826492696546,53.4843864440918,1039200
2024-02-16 00:00:00+00:00,53.16723932834571,53.75487823300529,52.92472366192599,53.195220947265625,948200
2024-02-20 00:00:00+00:00,53.213878712066446,53.45639794654978,52.327757308885246,52.486328125,1202000
2024-02-21 00:00:00+00:00,52.79413517801847,53.32580729376487,52.4583450719089,53.26984405517578,1127500
2024-02-22 00:00:00+00:00,53.2978223126396,53.41908191892014,52.66354622189878,53.20454788208008,759800
2024-02-23 00:00:00+00:00,53.21386489082234,54.05334885646878,53.0832792868753,53.6429328918457,709500
2024-02-26 00:00:00+00:00,53.50302941991937,53.62428902413798,52.59825251447298,52.607582092285156,762200
2024-02-27 00:00:00+00:00,52.952707290203186,53.12993014707364,52.187845506374465,52.24380874633789,1284200
2024-02-28 00:00:00+00:00,51.978662760815375,52.42836958376251,51.71633467425091,51.819393157958984,926800
2024-02-29 00:00:00+00:00,52.15667134162629,52.42837033457449,51.47274198189448,51.482112884521484,1741700
2024-03-01 00:00:00+00:00,51.53832270774555,53.09356012714471,50.85439336522173,52.99050521850586,2527600
2024-03-04 00:00:00+00:00,53.06545175997719,53.95549802058712,52.934287725057146,53.63695526123047,1480300
2024-03-05 00:00:00+00:00,53.53390390136268,53.86181760621045,53.22473200279736,53.50579833984375,1155600
2024-03-06 00:00:00+00:00,53.70254829552198,53.99298555667818,53.20599761175901,53.655704498291016,1319800
2024-03-07 00:00:00+00:00,53.78686650038504,53.79623382989146,52.990511256096646,53.58074951171875,1243800
2024-03-08 00:00:00+00:00,54.039832386285326,54.45206282858329,53.85245361289431,53.99298858642578,1355200
2024-03-11 00:00:00+00:00,54.01171739176536,54.611326502774254,53.814967748379395,54.517635345458984,905300
2024-03-12 00:00:00+00:00,54.33963325039934,54.60196137070196,53.48706328546324,53.60886001586914,1080700
2024-03-13 00:00:00+00:00,53.590115759278284,53.974240566813904,52.56890538208083,52.700069427490234,1232700
2024-03-14 00:00:00+00:00,52.78439450433405,52.92492946522862,51.49148501554252,51.74444580078125,1338900
2024-03-15 00:00:00+00:00,51.341584274042575,53.13104448379745,51.341584274042575,53.056095123291016,2343100
2024-03-18 00:00:00+00:00,52.775019697558264,53.11229712280484,52.26909819876037,52.34404754638672,916800
2024-03-19 00:00:00+00:00,52.41900308993275,52.709436740696184,52.0067691485361,52.16604232788086,846700
2024-03-20 00:00:00+00:00,51.95055521965561,52.88744529188041,51.71633270159941,52.81249237060547,648400
2024-03-21 00:00:00+00:00,52.95303157589522,53.16851588098794,52.69070347820882,52.793758392333984,595900
2024-03-22 00:00:00+00:00,53.093569806796516,53.093569806796516,52.14731220803669,52.29721450805664,785100
2024-03-25 00:00:00+00:00,52.597013124345224,52.887450361196336,52.512692866804734,52.540802001953125,954100
2024-03-26 00:00:00+00:00,52.70008104188102,52.70008104188102,52.372170856090506,52.465858459472656,839200
2024-03-27 00:00:00+00:00,52.83945285579902,53.526412345532485,52.83945285579902,53.33820343017578,771200
2024-03-28 00:00:00+00:00,53.58285923380756,53.9028132337194,53.507577840185384,53.75224685668945,828500
2024-04-01 00:00:00+00:00,53.789894014099744,53.85576658540249,53.37583733879873,53.7052001953125,892900
2024-04-02 00:00:00+00:00,53.441714388791326,53.84636226915461,53.07470900655165,53.488765716552734,1168300
2024-04-03 00:00:00+00:00,53.43228992663185,53.43228992663185,52.83002445153939,52.9805908203125,871700
2024-04-04 00:00:00+00:00,53.30996143552622,53.60168177883796,52.83944104718013,52.91472244262695,679400
2024-04-05 00:00:00+00:00,52.754750389676886,52.98059817931411,51.96427594637483,52.72651672363281,629700
2024-04-08 00:00:00+00:00,52.726520233868555,53.85577002659144,52.6512388289063,53.77107620239258,736300
2024-04-09 00:00:00+00:00,53.89340911171988,55.107352651781156,53.89340911171988,55.00383758544922,1752100
2024-04-10 00:00:00+00:00,53.86518026587718,53.86518026587718,52.50067030446718,53.18762969970703,1331400
2024-04-11 00:00:00+00:00,53.498162998980945,53.90281079200379,53.187621430954934,53.40406036376953,1114300
2024-04-12 00:00:00+00:00,53.49817623872967,53.658155065923204,52.86768052924994,52.90532302856445,937900
2024-04-15 00:00:00+00:00,52.99941567847295,53.03705817067893,52.199532462916906,52.406558990478516,690500
2024-04-16 00:00:00+00:00,52.26541643493525,52.27482526514715,51.55022328609213,51.663150787353516,760000
2024-04-17 00:00:00+00:00,51.738423048459104,52.086607141305926,51.61608673862101,51.926631927490234,979500
2024-04-18 00:00:00+00:00,52.077199420691635,52.57594990941703,51.804296719779835,52.53831100463867,794100
2024-04-19 00:00:00+00:00,52.54772255422916,53.676972321125575,52.54772255422916,53.22527313232422,1186200
2024-04-22 00:00:00+00:00,53.17823324949671,53.724038833872534,52.99943672519449,53.54524230957031,978700
2024-04-23 00:00:00+00:00,53.545230118593395,54.260419642757675,53.545230118593395,54.166316986083984,1178000
2024-04-24 00:00:00+00:00,54.58036662790101,55.36143221825953,53.705198393063874,54.928550720214844,1428300
2024-04-25 00:00:00+00:00,54.618009689435034,54.966193785368716,54.26982200371554,54.627418518066406,832700
2024-04-26 00:00:00+00:00,54.77799026949486,55.11676556997601,54.29806098700399,54.36393356323242,780900
2024-04-29 00:00:00+00:00,54.628564870221226,55.20509529155899,54.467894349068466,54.60021209716797,837800
2024-04-30 00:00:00+00:00,54.231607903697125,54.47734033253187,53.89136022885826,54.080387115478516,1111900
2024-05-01 00:00:00+00:00,53.98587594674224,55.1483865199813,53.91026734961661,54.363929748535156,636900
2024-05-02 00:00:00+00:00,54.85539490510489,55.3374100478917,54.56240304630473,54.817588806152344,696300
2024-05-03 00:00:00+00:00,55.365763408440365,55.809972428073856,54.883744686526185,55.554786682128906,631800
2024-05-06 00:00:00+00:00,55.77217139080899,56.05571353784032,55.18619125736137,55.535888671875,656700
2024-05-07 00:00:00+00:00,55.76272100032702,56.18803061039019,55.658756028379564,55.95174789428711,786100
2024-05-08 00:00:00+00:00,55.791073365784115,55.791073365784115,54.987713579045874,55.14838409423828,477000
2024-05-09 00:00:00+00:00,55.37521471531986,56.405407450122574,55.17673810903195,56.225833892822266,796900
2024-05-10 00:00:00+00:00,56.35815235525642,56.87797359024392,56.197478239489094,56.8496208190918,638600
2024-05-13 00:00:00+00:00,57.13316427487429,57.152067325735544,56.54718411972869,56.77401351928711,469300
2024-05-14 00:00:00+00:00,57.2182310138895,57.265486842323334,56.66060358543755,57.0481071472168,676700
2024-05-15 00:00:00+00:00,57.65299021426834,57.78530797560285,56.84017698848369,56.87798309326172,954800
2024-05-16 00:00:00+00:00,56.87798328054409,57.18987463251831,56.70785941387139,57.0481071472168,484900
2024-05-17 00:00:00+00:00,57.06699947858795,57.293828854611775,56.87797259497616,57.20876693725586,537600
2024-05-20 00:00:00+00:00,57.20876303843691,57.331631045219225,56.93467786153623,57.0953483581543,559000
2024-05-21 00:00:00+00:00,57.00084218468758,57.55846952378258,56.92522998699902,57.41669845581055,758800
2024-05-22 00:00:00+00:00,57.25603236782211,57.41670289224282,56.717304431135176,56.887428283691406,508400
2024-05-23 00:00:00+00:00,56.66059319787389,56.707849017644335,55.734365429898915,55.762718200683594,752200
2024-05-24 00:00:00+00:00,56.036806789953246,56.15967119981194,55.77216771054608,56.05570983886719,507600
2024-05-28 00:00:00+00:00,56.414856808198685,56.906325262543874,55.92338835385349,55.999000549316406,937800
2024-05-29 00:00:00+00:00,55.535888949441905,55.78162499737881,55.309059557148956,55.64930725097656,872400
2024-05-30 00:00:00+00:00,56.102970929649466,56.972489629059126,56.102970929649466,56.95358657836914,858500
2024-05-31 00:00:00+00:00,57.01052285756304,57.75079484793908,56.71631043093294,57.66537857055664,848900
2024-06-03 00:00:00+00:00,57.66538560285199,58.02603255360404,57.43761124899349,57.86469268798828,677800
2024-06-04 00:00:00+00:00,57.9216350250162,58.680892532957266,57.836218736393235,58.310752868652344,750900
2024-06-05 00:00:00+00:00,58.177882895011294,58.48158444482579,57.83621774636797,58.4531135559082,619600
2024-06-06 00:00:00+00:00,58.253804541474715,58.82324398801115,58.13042466724233,58.79477310180664,510300
2024-06-07 00:00:00+00:00,58.00704413994859,58.41514373285468,57.95010236818064,58.035518646240234,677300
2024-06-10 00:00:00+00:00,57.68436255682596,57.88366962522012,56.7732579771101,57.04848861694336,932500
2024-06-11 00:00:00+00:00,56.86817321798758,57.48506908740026,56.62141704246755,57.114933013916016,740900
2024-06-12 00:00:00+00:00,58.244311642718834,58.40565511163674,56.991541968093806,57.15288543701172,982900
