"('date', '')","('open', 'BGB')","('high', 'BGB')","('low', 'BGB')","('close', 'BGB')","('volume', 'BGB')"
2024-01-02 00:00:00+00:00,9.714552879333496,9.740320693789899,9.70596333480001,9.714552879333496,163000
2024-01-03 00:00:00+00:00,9.671603482027963,9.697371289840246,9.620067047259557,9.637246131896973,137200
2024-01-04 00:00:00+00:00,9.67160470784748,9.67160470784748,9.62006826654713,9.654425621032715,133000
2024-01-05 00:00:00+00:00,9.663013862886856,9.70596075499512,9.663013862886856,9.680192947387695,157500
2024-01-08 00:00:00+00:00,9.697369709190998,9.766084398252639,9.671601905578807,9.748906135559082,349300
2024-01-09 00:00:00+00:00,9.748908433171483,9.834801405169847,9.671604184972226,9.817623138427734,252400
2024-01-10 00:00:00+00:00,9.800444320322278,9.843391217066861,9.783266053110799,9.83480167388916,130000
2024-01-11 00:00:00+00:00,9.774677174539267,9.886338786009782,9.76608763077754,9.869159698486328,159200
2024-01-12 00:00:00+00:00,9.817624671915954,9.903517657330585,9.783267313921295,9.894928932189941,214100
2024-01-16 00:00:00+00:00,9.894926145862117,9.920693952316107,9.834800171944412,9.85197925567627,214400
2024-01-17 00:00:00+00:00,9.860569484278342,9.869159027456043,9.817623406677681,9.83480167388916,151100
2024-01-18 00:00:00+00:00,9.834800171944412,9.886336603996188,9.834800171944412,9.85197925567627,112300
2024-01-19 00:00:00+00:00,9.834801203015324,9.894927183236579,9.800443851093414,9.809033393859863,185600
2024-01-22 00:00:00+00:00,9.8605679783984,9.8605679783984,9.826210630078482,9.85197925567627,199900
2024-01-23 00:00:00+00:00,9.877749996427875,9.877749996427875,9.843392637901713,9.860570907592773,143000
2024-01-24 00:00:00+00:00,9.88633918762207,9.912107000810037,9.860570555290092,9.88633918762207,174000
2024-01-25 00:00:00+00:00,9.903518122842396,9.929286756907658,9.877750307921202,9.920697212219238,135600
2024-01-26 00:00:00+00:00,9.929286756907658,9.955054571828853,9.903518122842396,9.920697212219238,154300
2024-01-29 00:00:00+00:00,9.903518322203118,9.946465227365687,9.89492959648587,9.92928695678711,112300
2024-01-30 00:00:00+00:00,9.920696902753702,10.006589889526367,9.920696902753702,10.006589889526367,111000
2024-01-31 00:00:00+00:00,10.006588183789312,10.032356812658191,9.963642107295648,10.015177726745605,149600
2024-02-01 00:00:00+00:00,9.9980017626358,10.066716483824163,9.9980017626358,10.03235912322998,184700
2024-02-02 00:00:00+00:00,10.006590201671242,10.023769291048083,9.851982493000007,9.920697212219238,247900
2024-02-05 00:00:00+00:00,9.929286269185233,9.96364362710723,9.86916027846372,9.946464538574219,190500
2024-02-06 00:00:00+00:00,9.980822075408973,10.006589889526367,9.972232530988494,10.006589889526367,98400
2024-02-07 00:00:00+00:00,10.032356812658191,10.05812462238317,9.99799945997692,10.015177726745605,89700
2024-02-08 00:00:00+00:00,9.989411641755376,10.006589911489998,9.95505428314209,9.95505428314209,162200
2024-02-09 00:00:00+00:00,9.929286756907658,9.955054571828853,9.920697212219238,9.920697212219238,212300
2024-02-12 00:00:00+00:00,9.955053046046862,9.989410400390625,9.937873959303008,9.989410400390625,216500
2024-02-13 00:00:00+00:00,9.963645045932317,9.989412863257149,9.877751229324016,9.972233772277832,182600
2024-02-14 00:00:00+00:00,9.989411619829452,10.023768978367325,9.963643805712056,10.006589889526367,174100
2024-02-15 00:00:00+00:00,9.99800116424993,10.049536792484721,9.99800116424993,10.006589889526367,90800
2024-02-16 00:00:00+00:00,10.023770226071642,10.023770226071642,9.955055500442658,9.972233772277832,207400
2024-02-20 00:00:00+00:00,9.963643740320427,10.015179368216987,9.963643740320427,9.998001098632812,176900
2024-02-21 00:00:00+00:00,9.992804794682394,10.053419464385861,9.992804794682394,10.036101341247559,133000
2024-02-22 00:00:00+00:00,10.070739972139773,10.10537704959063,10.053421020507812,10.053421020507812,111300
2024-02-23 00:00:00+00:00,10.062078364763568,10.114034382839971,10.027441294650261,10.070737838745117,171200
2024-02-26 00:00:00+00:00,10.070738301365619,10.08805642431137,10.036101229661186,10.044760704040527,166400
2024-02-27 00:00:00+00:00,10.070737869406916,10.122693061828613,10.036100799188151,10.122693061828613,181500
2024-02-28 00:00:00+00:00,10.122693061828613,10.131352535836527,10.114034413633593,10.122693061828613,140400
2024-02-29 00:00:00+00:00,10.157331242351768,10.183309667215228,10.140013118255778,10.174650192260742,158700
2024-03-01 00:00:00+00:00,10.191968832509346,10.252583503723145,10.17464988312657,10.252583503723145,152000
2024-03-04 00:00:00+00:00,10.261242627052823,10.30453834740133,10.261242627052823,10.269901275634766,121200
2024-03-05 00:00:00+00:00,10.252583012360448,10.278560609376658,10.226605415344238,10.226605415344238,112800
2024-03-06 00:00:00+00:00,10.269900100737962,10.304537168541977,10.261241453146585,10.287219047546387,148500
2024-03-07 00:00:00+00:00,10.269902469779167,10.321858496376723,10.26124382019043,10.26124382019043,78300
2024-03-08 00:00:00+00:00,10.252583727898667,10.27856132672788,10.226606129069454,10.235264778137207,181800
2024-03-11 00:00:00+00:00,10.252583615716155,10.252583615716155,10.217946542385206,10.243924140930176,87800
2024-03-12 00:00:00+00:00,10.226606744396403,10.269902469779167,10.226606744396403,10.26124382019043,115900
2024-03-13 00:00:00+00:00,10.321856149576869,10.365152690928664,10.321856149576869,10.339174270629883,96900
2024-03-14 00:00:00+00:00,10.365155047572514,10.365155047572514,10.252584344788666,10.26124382019043,140200
2024-03-15 00:00:00+00:00,10.261242978414533,10.287220576675738,10.235264554340368,10.252583503723145,132100
2024-03-18 00:00:00+00:00,10.261242627052823,10.269901275634766,10.25258315265795,10.269901275634766,102200
2024-03-19 00:00:00+00:00,10.24392334514689,10.295879364013672,10.24392334514689,10.295879364013672,165300
2024-03-20 00:00:00+00:00,10.289769535958813,10.333407402038574,10.263587149240184,10.333407402038574,143500
2024-03-21 00:00:00+00:00,10.377047470539468,10.385774379749163,10.342137336730957,10.342137336730957,56000
2024-03-22 00:00:00+00:00,10.368316950190941,10.368316950190941,10.30722444048028,10.315951347351074,74800
2024-03-25 00:00:00+00:00,10.333405789237682,10.350860433551489,10.28104019165039,10.28104019165039,129000
2024-03-26 00:00:00+00:00,10.307227202922446,10.342137336730957,10.307227202922446,10.342137336730957,120900
2024-03-27 00:00:00+00:00,10.342134553321332,10.394499323779387,10.315951335769283,10.377044677734375,102200
2024-03-28 00:00:00+00:00,10.359590317024375,10.420682833257494,10.359590317024375,10.385772705078125,73200
2024-04-01 00:00:00+00:00,10.385772175475834,10.394499915156398,10.333407402038574,10.333407402038574,142900
2024-04-02 00:00:00+00:00,10.315951635257429,10.33340711413222,10.281041509830889,10.324679374694824,156900
2024-04-03 00:00:00+00:00,10.272315764735591,10.324680542637457,10.272315764735591,10.298498153686523,163400
2024-04-04 00:00:00+00:00,10.333407340900989,10.35958972746471,10.22867696232304,10.237403869628906,153200
2024-04-05 00:00:00+00:00,10.263586044311523,10.298496166952463,10.219948182929606,10.263586044311523,128000
2024-04-08 00:00:00+00:00,10.254859620518387,10.307225227355957,10.254859620518387,10.307225227355957,90900
2024-04-09 00:00:00+00:00,10.342134564932518,10.342134564932518,10.281041222898835,10.315951347351074,57400
2024-04-10 00:00:00+00:00,10.298495668287133,10.31595031260094,10.254857809018214,10.28104019165039,139100
2024-04-11 00:00:00+00:00,10.315950230972646,10.315950230972646,10.237402251374714,10.246129989624023,95500
2024-04-12 00:00:00+00:00,10.237404295569823,10.254859775553937,10.176311780271615,10.185039520263672,111300
2024-04-15 00:00:00+00:00,10.193765431984193,10.263585674752061,10.132672095320098,10.219947814941406,599000
2024-04-16 00:00:00+00:00,10.211221907916748,10.263587515545995,10.158857132610597,10.185039520263672,186400
2024-04-17 00:00:00+00:00,10.19376740813196,10.254859924316406,10.19376740813196,10.254859924316406,164500
2024-04-18 00:00:00+00:00,10.272314828144617,10.28976947507941,10.211221483065184,10.237403869628906,142900
2024-04-19 00:00:00+00:00,10.246130566829565,10.298496166952463,10.246130566829565,10.263586044311523,126800
2024-04-22 00:00:00+00:00,10.27502368080466,10.310212083589976,10.27502368080466,10.283820152282715,91900
2024-04-23 00:00:00+00:00,10.301413476402262,10.371790273113794,10.292616167073922,10.327804565429688,73800
2024-04-24 00:00:00+00:00,10.33660248549044,10.371790885925293,10.31021139490371,10.371790885925293,114100
2024-04-25 00:00:00+00:00,10.327806872618723,10.327806872618723,10.301415777695635,10.310213088989258,82900
2024-04-26 00:00:00+00:00,10.336602881765456,10.35419750213623,10.327805571580068,10.35419750213623,100000
2024-04-29 00:00:00+00:00,10.336602881765456,10.362993973363942,10.310211790166969,10.35419750213623,151200
2024-04-30 00:00:00+00:00,10.354195816886133,10.371789595435665,10.327803890625523,10.362992286682129,133900
2024-05-01 00:00:00+00:00,10.36299418319748,10.477356701050141,10.33660309106462,10.415777206420898,205700
2024-05-02 00:00:00+00:00,10.415778225452149,10.424575536676354,10.354198724798254,10.389387130737305,147700
2024-05-03 00:00:00+00:00,10.398182180309957,10.486153602600098,10.389385709247072,10.486153602600098,108900
2024-05-06 00:00:00+00:00,10.477356018085905,10.49495063766604,10.45096492767334,10.45096492767334,85600
2024-05-07 00:00:00+00:00,10.494951468534644,10.547733653538454,10.468559537075036,10.503747940063477,152500
2024-05-08 00:00:00+00:00,10.512547470264492,10.591721603445455,10.512547470264492,10.565330505371094,144900
2024-05-09 00:00:00+00:00,10.58292273061387,10.58292273061387,10.503748609107397,10.521343231201172,107800
2024-05-10 00:00:00+00:00,10.538936949566262,10.556531571551902,10.512545855545552,10.547734260559082,55600
2024-05-13 00:00:00+00:00,10.556530342844724,10.574124962782474,10.512544631958008,10.512544631958008,160000
2024-05-14 00:00:00+00:00,10.55653054544645,10.65329844008828,10.530139453990982,10.626907348632812,140200
2024-05-15 00:00:00+00:00,10.662095069885254,10.662095069885254,10.618109360961057,10.662095069885254,122800
2024-05-16 00:00:00+00:00,10.662094511695901,10.670891820811702,10.635703423306074,10.644500732421875,91100
2024-05-17 00:00:00+00:00,10.670894622802734,10.706083029548225,10.644503527483065,10.670894622802734,176400
2024-05-20 00:00:00+00:00,10.67968968903798,10.70608077880945,10.635703980113783,10.662095069885254,185600
2024-05-21 00:00:00+00:00,10.688487387899043,10.714879319660898,10.63570520229076,10.697284698486328,176100
2024-05-22 00:00:00+00:00,10.69994419560458,10.726539529577488,10.637890107181557,10.64675521850586,172000
2024-05-23 00:00:00+00:00,10.646755766114987,10.708809857729724,10.58470082907666,10.593565940856934,85800
2024-05-24 00:00:00+00:00,10.646756096520898,10.646756096520898,10.51378195196091,10.566971778869629,132400
2024-05-28 00:00:00+00:00,10.593564514841542,10.593564514841542,10.478320613481905,10.496050834655762,125500
2024-05-29 00:00:00+00:00,10.487185634588581,10.487185634588581,10.380806844723532,10.416266441345215,179900
2024-05-30 00:00:00+00:00,10.442861721381975,10.487186431884766,10.398537010879185,10.487186431884766,238500
2024-05-31 00:00:00+00:00,10.504918234125844,10.540377838776262,10.487188009088806,10.513782501220703,119700
2024-06-03 00:00:00+00:00,10.504915313786883,10.540374908579626,10.451725498886056,10.46945571899414,171500
2024-06-04 00:00:00+00:00,10.451726587929675,10.513780673926997,10.425132100419896,10.478321075439453,193700
2024-06-05 00:00:00+00:00,10.513782194916846,10.575837135314941,10.496052815819988,10.575837135314941,475400
2024-06-06 00:00:00+00:00,10.575836799085362,10.73540458757861,10.531512084616944,10.71767520904541,261200
2024-06-07 00:00:00+00:00,10.699944901446989,10.832919043812781,10.637890808930448,10.753134727478027,224000
2024-06-10 00:00:00+00:00,10.770863395351908,10.806322995225571,10.64675521850586,10.64675521850586,221800
2024-06-11 00:00:00+00:00,10.593564749352836,10.699943542480469,10.593564749352836,10.699943542480469,59100
2024-06-12 00:00:00+00:00,10.753132327099136,10.788591921396456,10.726537842732,10.73540210723877,105000
2024-06-13 00:00:00+00:00,10.770862737898891,10.770862737898891,10.66448394477126,10.699943542480469,90400
2024-06-14 00:00:00+00:00,10.708810097067005,10.726540321023815,10.664485382598587,10.71767520904541,82900
2024-06-17 00:00:00+00:00,10.7088096905078,10.717674802149643,10.655620711503904,10.664484977722168,188600
2024-06-18 00:00:00+00:00,10.682214325684232,10.699943702091558,10.620159394699817,10.629024505615234,110900
2024-06-20 00:00:00+00:00,10.664483936879865,10.673349047656481,10.566970254607567,10.584699630737305,168600
2024-06-21 00:00:00+00:00,10.630298940713885,10.648179571579911,10.549833970226612,10.585596084594727,99600
2024-06-24 00:00:00+00:00,10.594534456710523,10.648177189946619,10.585593716959217,10.639236450195312,88000
2024-06-25 00:00:00+00:00,10.666060727772637,10.710762729883962,10.621357873025273,10.630298614501953,211700
2024-06-26 00:00:00+00:00,10.657119308722383,10.692881419719331,10.585595086728487,10.594535827636719,168300
