"('date', '')","('open', 'CUZ')","('high', 'CUZ')","('low', 'CUZ')","('close', 'CUZ')","('volume', 'CUZ')"
1980-03-17 00:00:00+00:00,0.4635365307331085,0.48614800433850336,0.4635365307331085,0.4635365307331085,12843
1980-03-18 00:00:00+00:00,0.4635366417050182,0.47484231827039547,0.4522308707237244,0.45223087072372437,12551
1980-03-19 00:00:00+00:00,0.4522308707237244,0.47484231827039547,0.4522308707237244,0.45223087072372437,3795
1980-03-20 00:00:00+00:00,0.44092536163486223,0.44092536163486223,0.41831374168396,0.41831374168395996,21600
1980-03-21 00:00:00+00:00,0.4522308707237244,0.47484231827039547,0.4522308707237244,0.45223087072372437,41449
1980-03-24 00:00:00+00:00,0.4635365307331085,0.48614800433850336,0.4635365307331085,0.4635365307331085,52833
1980-03-25 00:00:00+00:00,0.49745377898216253,0.5200653787649165,0.49745377898216253,0.4974537789821625,31816
1980-03-26 00:00:00+00:00,0.49745377898216253,0.5200653787649165,0.49745377898216253,0.4974537789821625,7589
1980-03-27 00:00:00+00:00,0.4635367287924272,0.4635367287924272,0.4409251511096955,0.44092515110969543,13135
1980-03-28 00:00:00+00:00,0.47484213113784796,0.4974536956613204,0.47484213113784796,0.4748421311378479,17805
1980-03-31 00:00:00+00:00,0.47484213113784796,0.4974536956613204,0.47484213113784796,0.4748421311378479,2919
1980-04-01 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,5838
1980-04-02 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,7589
1980-04-03 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,4087
1980-04-07 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,21016
1980-04-08 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,6714
1980-04-09 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,584
1980-04-10 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,876
1980-04-11 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,11676
1980-04-14 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,3503
1980-04-15 00:00:00+00:00,0.4861479699611664,0.5087595363835069,0.4861479699611664,0.4861479699611664,2919
1980-04-16 00:00:00+00:00,0.48614826639437553,0.5031069436838439,0.4804953634738922,0.4804953634738922,30649
1980-04-17 00:00:00+00:00,0.4804953634738922,0.5031069436838439,0.4804953634738922,0.4804953634738922,1168
1980-04-18 00:00:00+00:00,0.4804953634738922,0.4804953634738922,0.4804953634738922,0.4804953634738922,0
1980-04-21 00:00:00+00:00,0.4635367287924272,0.4635367287924272,0.4409251511096955,0.44092515110969543,16346
1980-04-22 00:00:00+00:00,0.4522308707237244,0.47484231827039547,0.4522308707237244,0.45223087072372437,30941
1980-04-23 00:00:00+00:00,0.4578838050365448,0.4804952872432363,0.4578838050365448,0.4578838050365448,19849
1980-04-24 00:00:00+00:00,0.4578838050365448,0.4804952872432363,0.4578838050365448,0.4578838050365448,2627
1980-04-25 00:00:00+00:00,0.4578837404783852,0.47484231827039547,0.4522308707237244,0.45223087072372437,2627
1980-04-28 00:00:00+00:00,0.4522308707237244,0.47484231827039547,0.4522308707237244,0.45223087072372437,4378
1980-04-29 00:00:00+00:00,0.4522308707237244,0.47484231827039547,0.4522308707237244,0.45223087072372437,20433
1980-04-30 00:00:00+00:00,0.49745377898216253,0.5200653787649165,0.49745377898216253,0.4974537789821625,25395
1980-05-01 00:00:00+00:00,0.5144124031066895,0.5370239995614107,0.5144124031066895,0.5144124031066895,26562
1980-05-02 00:00:00+00:00,0.5144124031066895,0.5370239995614107,0.5144124031066895,0.5144124031066895,3795
1980-05-05 00:00:00+00:00,0.5257185101509094,0.5483299940001964,0.5257185101509094,0.5257185101509094,10508
1980-05-06 00:00:00+00:00,0.5257185101509094,0.5483299940001964,0.5257185101509094,0.5257185101509094,7005
1980-05-07 00:00:00+00:00,0.5257185101509094,0.5483299940001964,0.5257185101509094,0.5257185101509094,3211
1980-05-08 00:00:00+00:00,0.5370243787765503,0.559635802366371,0.5370243787765503,0.5370243787765503,11968
1980-05-09 00:00:00+00:00,0.5370243787765503,0.559635802366371,0.5370243787765503,0.5370243787765503,3795
1980-05-12 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,6422
1980-05-13 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,10508
1980-05-14 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,876
1980-05-15 00:00:00+00:00,0.5426770448684693,0.5426770448684693,0.5426770448684693,0.5426770448684692,0
1980-05-16 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,2043
1980-05-19 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,3211
1980-05-20 00:00:00+00:00,0.5426770448684693,0.5652886539712764,0.5426770448684693,0.5426770448684692,584
1980-05-21 00:00:00+00:00,0.542676972610242,0.5539827756562614,0.5313712954521179,0.5313712954521179,22184
1980-05-22 00:00:00+00:00,0.5313712954521179,0.5539827756562614,0.5313712954521179,0.5313712954521179,1459
1980-05-23 00:00:00+00:00,0.5313712954521179,0.5539827756562614,0.5313712954521179,0.5313712954521179,5254
1980-05-27 00:00:00+00:00,0.5652887369437828,0.5652887369437828,0.5370243787765503,0.5370243787765503,9107
1980-05-28 00:00:00+00:00,0.5511563420295715,0.5794208182443812,0.5511563420295715,0.5511563420295715,12610
1980-05-29 00:00:00+00:00,0.5511563420295715,0.5794208182443812,0.5511563420295715,0.5511563420295715,6305
1980-05-30 00:00:00+00:00,0.5511563420295715,0.5794208182443812,0.5511563420295715,0.5511563420295715,16346
1980-06-02 00:00:00+00:00,0.5511563420295715,0.5794208182443812,0.5511563420295715,0.5511563420295715,2802
1980-06-03 00:00:00+00:00,0.5511563420295715,0.5794208182443812,0.5511563420295715,0.5511563420295715,6538
1980-06-04 00:00:00+00:00,0.5652884840965271,0.5935529555093063,0.5652884840965271,0.5652884840965271,4203
1980-06-05 00:00:00+00:00,0.5652884840965271,0.5935529555093063,0.5652884840965271,0.5652884840965271,3736
1980-06-06 00:00:00+00:00,0.5652884840965271,0.5935529555093063,0.5652884840965271,0.5652884840965271,10508
1980-06-09 00:00:00+00:00,0.5652884840965271,0.5935529555093063,0.5652884840965271,0.5652884840965271,934
1980-06-10 00:00:00+00:00,0.5652884840965271,0.5935529555093063,0.5652884840965271,0.5652884840965271,1868
1980-06-11 00:00:00+00:00,0.5723546743392944,0.600619213824996,0.5723546743392944,0.5723546743392944,4904
1980-06-12 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,3269
1980-06-13 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,9574
1980-06-16 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,3036
1980-06-17 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,5137
1980-06-18 00:00:00+00:00,0.579420804977417,0.579420804977417,0.579420804977417,0.579420804977417,0
1980-06-19 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,7472
1980-06-20 00:00:00+00:00,0.579420804977417,0.6076851546571639,0.579420804977417,0.579420804977417,1868
1980-06-23 00:00:00+00:00,0.5864869952201843,0.614751412799192,0.5864869952201843,0.5864869952201843,467
1980-06-24 00:00:00+00:00,0.6076853275299072,0.6359498111381537,0.6076853275299072,0.6076853275299072,106249
1980-06-25 00:00:00+00:00,0.6500820517539978,0.6783464094226516,0.6500820517539978,0.6500820517539978,13310
1980-06-26 00:00:00+00:00,0.6571481227874756,0.685412476958176,0.6571481227874756,0.6571481227874756,65618
1980-06-27 00:00:00+00:00,0.6642138361930847,0.6924781744005511,0.6642138361930847,0.6642138361930847,3970
1980-06-30 00:00:00+00:00,0.6642138361930847,0.6924781744005511,0.6642138361930847,0.6642138361930847,11909
1980-07-01 00:00:00+00:00,0.6642142935322889,0.6783464094226516,0.6500820517539978,0.6500820517539978,14244
1980-07-02 00:00:00+00:00,0.6571481227874756,0.685412476958176,0.6571481227874756,0.6571481227874756,4203
1980-07-03 00:00:00+00:00,0.6571481227874756,0.685412476958176,0.6571481227874756,0.6571481227874756,8640
1980-07-07 00:00:00+00:00,0.6642138361930847,0.6783459423528971,0.6642138361930847,0.6642138361930847,7005
1980-07-08 00:00:00+00:00,0.6642138361930847,0.6783459423528971,0.6642138361930847,0.6642138361930847,22417
1980-07-09 00:00:00+00:00,0.6642142113301507,0.6783463254715445,0.6571481227874756,0.6571481227874756,28956
1980-07-10 00:00:00+00:00,0.6571481227874756,0.6783463254715445,0.6571481227874756,0.6571481227874756,10508
1980-07-11 00:00:00+00:00,0.6712800860404968,0.6854123228932005,0.6712800860404968,0.6712800860404968,12843
1980-07-14 00:00:00+00:00,0.6854121088981628,0.6995443413385902,0.6854121088981628,0.6854121088981628,13777
1980-07-15 00:00:00+00:00,0.7490075826644897,0.7772720672510489,0.7490075826644897,0.7490075826644897,92705
1980-07-16 00:00:00+00:00,0.7490075826644897,0.7631398249577693,0.7490075826644897,0.7490075826644897,14945
1980-07-17 00:00:00+00:00,0.777271807193756,0.7843379574482076,0.777271807193756,0.7772718071937561,13777
1980-07-18 00:00:00+00:00,0.78433758020401,0.8055357689958534,0.78433758020401,0.78433758020401,8640
1980-07-21 00:00:00+00:00,0.7914039492607117,0.8055361873683468,0.7914039492607117,0.7914039492607117,11909
1980-07-22 00:00:00+00:00,0.7914039492607117,0.8126023378941382,0.7914039492607117,0.7914039492607117,69821
1980-07-23 00:00:00+00:00,0.7914039492607117,0.8055361873683468,0.7914039492607117,0.7914039492607117,20316
1980-07-24 00:00:00+00:00,0.7914035382280993,0.8055357689958534,0.78433758020401,0.78433758020401,6305
1980-07-25 00:00:00+00:00,0.7843377346312126,0.7843377346312126,0.7702054381370544,0.7702054381370544,44601
1980-07-28 00:00:00+00:00,0.7702054381370544,0.7843377346312126,0.7702054381370544,0.7702054381370544,24052
1980-07-29 00:00:00+00:00,0.7702054381370544,0.7843377346312126,0.7702054381370544,0.7702054381370544,23351
1980-07-30 00:00:00+00:00,0.7702054381370544,0.7843377346312126,0.7702054381370544,0.7702054381370544,2335
1980-07-31 00:00:00+00:00,0.7702054381370544,0.7843377346312126,0.7702054381370544,0.7702054381370544,19615
1980-08-01 00:00:00+00:00,0.777271807193756,0.7843379574482076,0.777271807193756,0.7772718071937561,4904
1980-08-04 00:00:00+00:00,0.777271807193756,0.7843379574482076,0.777271807193756,0.7772718071937561,6772
1980-08-05 00:00:00+00:00,0.777271807193756,0.7843379574482076,0.777271807193756,0.7772718071937561,18681
