"('date', '')","('open', 'BCC')","('high', 'BCC')","('low', 'BCC')","('close', 'BCC')","('volume', 'BCC')"
2024-06-12 00:00:00+00:00,125.11197185630006,130.12790332785605,125.11197185630006,125.56969451904297,351700
2024-06-13 00:00:00+00:00,125.14056467640096,125.14056467640096,121.42154117316272,124.44444274902344,326100
2024-06-14 00:00:00+00:00,122.25117233300877,122.96637031610057,119.33316689011271,120.72541809082031,204500
2024-06-17 00:00:00+00:00,119.81949995334327,121.25943388644673,117.41643072819592,120.96381378173828,289300
2024-06-18 00:00:00+00:00,120.59191173320546,121.12592388444419,119.32362559864355,120.42980194091797,261700
2024-06-20 00:00:00+00:00,118.47493167693675,120.13896165707298,116.79660559407726,117.02546691894531,328200
2024-06-21 00:00:00+00:00,115.83346696522602,117.1780353955813,114.94566809817053,116.72985076904297,943700
2024-06-24 00:00:00+00:00,117.20664057083346,118.51306413685515,115.73809994430175,115.9383544921875,253300
2024-06-25 00:00:00+00:00,115.41387434497476,115.44725374100096,110.32166850708327,112.30514526367188,483900
2024-06-26 00:00:00+00:00,112.08582235217416,113.09663311549602,110.95103928932585,112.78194427490234,254400
2024-06-27 00:00:00+00:00,113.01081780128459,113.7632074661325,111.79021442413924,113.06803131103516,222100
2024-06-28 00:00:00+00:00,114.17421051143081,115.37573789832871,111.36109404760943,113.68787384033203,1196200
2024-07-01 00:00:00+00:00,114.09792413545036,114.3983023527979,110.87476044319432,112.22887420654297,375000
2024-07-02 00:00:00+00:00,111.79021206349653,112.41004447369212,110.3884229012489,110.4742431640625,285400
2024-07-03 00:00:00+00:00,111.02733144349435,112.87731249218137,110.5028500300924,112.01907348632812,156000
2024-07-05 00:00:00+00:00,111.30387832442008,112.1859514641101,110.15955719606892,110.4551773071289,280500
2024-07-08 00:00:00+00:00,111.45646218416157,111.59473788222685,109.9116390428173,111.54228973388672,410400
2024-07-09 00:00:00+00:00,110.98918303344735,111.25142373153403,109.19642282762038,109.272705078125,335500
2024-07-10 00:00:00+00:00,110.1404879314871,110.27875633854997,108.60519569950344,110.2453842163086,310100
2024-07-11 00:00:00+00:00,113.19199320278246,117.82647652372394,113.19199320278246,117.61668395996094,363800
2024-07-12 00:00:00+00:00,119.32361764800679,122.16152827425282,119.0327702045787,119.3140869140625,361700
2024-07-15 00:00:00+00:00,120.06743192263046,122.94252701781332,119.81949460324665,120.36304473876953,259400
2024-07-16 00:00:00+00:00,122.22253969663672,130.6332731811453,122.22253969663672,130.45208740234375,365200
2024-07-17 00:00:00+00:00,128.16347674381015,132.29255497429324,127.4006105119973,127.5150375366211,327600
2024-07-18 00:00:00+00:00,127.54362919018918,133.0363439828427,125.15963612121368,125.97019958496094,284600
2024-07-19 00:00:00+00:00,126.17046605980732,126.17046605980732,124.2155885355313,124.7686767578125,245800
2024-07-22 00:00:00+00:00,125.87482440034705,127.7534119588658,124.3109256489177,127.74388122558594,254400
2024-07-23 00:00:00+00:00,125.44572747176065,129.46036394823707,125.15011463747616,127.9250717163086,252600
2024-07-24 00:00:00+00:00,126.91426653297884,129.0217230574446,123.323973128648,123.41456604003906,189500
2024-07-25 00:00:00+00:00,124.26325118219859,131.58688538475215,124.26325118219859,129.0121612548828,382800
2024-07-26 00:00:00+00:00,133.2080136601284,137.3180158336991,132.19243017323984,134.495361328125,247100
2024-07-29 00:00:00+00:00,134.75282154129468,135.39172993597813,131.94448527995672,133.5894317626953,158500
2024-07-30 00:00:00+00:00,134.037628290962,136.1355393489557,132.48326010378415,134.40953063964844,293000
2024-07-31 00:00:00+00:00,135.69690491089773,140.71759434316147,132.85518890104163,135.49664306640625,323600
2024-08-01 00:00:00+00:00,135.1437934298178,136.64476027925468,125.64595912058532,127.40058898925781,262100
2024-08-02 00:00:00+00:00,123.21432257144544,123.31921886416777,119.4094638271436,122.90916442871094,326900
2024-08-05 00:00:00+00:00,114.41260585772996,121.45968923662744,112.39097698728888,118.45585632324219,432400
2024-08-06 00:00:00+00:00,114.73680942734553,127.00960743440469,114.20756271517311,123.63386535644531,541600
2024-08-07 00:00:00+00:00,123.63389129102913,123.95812545038551,117.05407535993216,118.39865112304688,572500
2024-08-08 00:00:00+00:00,119.67646520037474,121.67901814307588,118.35096549054364,120.97335815429688,309900
2024-08-09 00:00:00+00:00,121.73623527235407,123.8818292054999,120.42026633712112,121.21175384521484,263300
2024-08-12 00:00:00+00:00,120.62051165154965,122.06044550674044,118.86589623956762,120.7444839477539,252300
2024-08-13 00:00:00+00:00,122.12720487984141,123.44315916973623,120.02928659746446,122.76611328125,258100
2024-08-14 00:00:00+00:00,123.91996917370045,123.91996917370045,119.50481618876894,119.80996704101562,252900
2024-08-15 00:00:00+00:00,124.10115746330618,124.92125175917467,121.38340649461195,122.13674926757812,194200
2024-08-16 00:00:00+00:00,121.58366361002284,123.57192051138337,120.79217605376671,121.10686492919922,259100
2024-08-19 00:00:00+00:00,121.56458330062448,121.90787162482275,120.51562048229437,121.2403564453125,176700
2024-08-20 00:00:00+00:00,120.91613445849202,122.31792358293023,120.0102127039096,121.63133239746094,190000
2024-08-21 00:00:00+00:00,123.1380286529211,126.07511019386621,122.48957489806122,125.92253112792969,193800
2024-08-22 00:00:00+00:00,125.92252686903221,126.79983464238433,123.6720366501759,123.87228393554688,204700
2024-08-23 00:00:00+00:00,124.97845456442816,132.80272182862572,124.26325661944564,132.22579956054688,265200
2024-08-26 00:00:00+00:00,133.5036288990694,134.13300664177137,129.5271296986646,129.68923950195312,236600
2024-08-27 00:00:00+00:00,128.45909348783633,129.26296364018398,126.43745739912903,127.69621276855469,224200
2024-08-28 00:00:00+00:00,126.89518937134032,130.64281947108316,125.40756548174969,129.9180908203125,299200
2024-08-29 00:00:00+00:00,130.37581543634255,130.37581543634255,126.15137210908773,127.71527099609375,374400
2024-08-30 00:00:00+00:00,128.8786666346298,129.65109265442834,126.91425856498903,129.3268585205078,335600
2024-09-03 00:00:00+00:00,127.11538177278003,128.79134774103895,123.45603455737741,123.77337646484375,350600
2024-09-04 00:00:00+00:00,123.14860635450208,125.3105003694403,121.60156556866598,124.79481506347656,188400
2024-09-05 00:00:00+00:00,125.21133967746677,125.50884346406329,121.83957713384356,123.75354766845703,258700
2024-09-06 00:00:00+00:00,123.99154837586066,125.39975259386766,121.62139938895255,123.0990219116211,270100
2024-09-09 00:00:00+00:00,122.84118746786609,123.97171847321009,120.54045677344332,120.64954376220703,283700
2024-09-10 00:00:00+00:00,120.83796466193245,121.62635991715042,119.00333148146547,120.689208984375,260800
2024-09-11 00:00:00+00:00,119.69750372562528,121.86931674979431,116.71250921190874,121.07595825195312,273400
2024-09-12 00:00:00+00:00,121.4329671695768,126.49061428405265,120.60986662933146,126.42119598388672,237700
2024-09-13 00:00:00+00:00,129.05910488555696,135.65386640238356,128.83596759917532,134.73159790039062,333200
2024-09-16 00:00:00+00:00,134.98944015026493,135.55471323532194,132.44079334929856,133.69032287597656,308400
2024-09-17 00:00:00+00:00,134.87044257368962,136.7149948200532,133.38290092765627,134.11676025390625,265900
2024-09-18 00:00:00+00:00,134.90017170271332,140.8106762698307,134.2853260913483,135.92161560058594,277300
2024-09-19 00:00:00+00:00,142.3775730990124,143.50810411630184,139.00580304017927,143.48826599121094,279200
2024-09-20 00:00:00+00:00,142.81391185204245,142.81391185204245,135.98113771811128,136.3579864501953,3094900
2024-09-23 00:00:00+00:00,139.85864984240524,141.39081576304625,138.18268400725455,140.47349548339844,410800
2024-09-24 00:00:00+00:00,139.90824919032974,142.6998713758418,138.6587196811655,140.60243225097656,264000
2024-09-25 00:00:00+00:00,141.00900852000223,141.00900852000223,136.55629586813114,136.92323303222656,381500
2024-09-26 00:00:00+00:00,139.79915999354142,141.6734617937343,138.85705334524283,139.14463806152344,348700
2024-09-27 00:00:00+00:00,141.3065442800191,142.97754696754848,138.99589445041929,140.31484985351562,275400
2024-09-30 00:00:00+00:00,138.54961070777628,140.89992124450225,137.92483848629584,139.80905151367188,204200
2024-10-01 00:00:00+00:00,139.27354593414668,140.5627515137255,137.25048114599443,140.2156524658203,212300
2024-10-02 00:00:00+00:00,139.2735544830939,140.79084560131625,138.34135938937723,138.37110900878906,173700
2024-10-03 00:00:00+00:00,137.45875264945136,138.44053549056818,135.9811226398612,137.1414031982422,146000
2024-10-04 00:00:00+00:00,140.06691414856522,140.06691414856522,135.3662775254176,137.746337890625,160900
2024-10-07 00:00:00+00:00,136.15963666642864,140.38424913080786,134.9646431642294,140.09666442871094,209300
2024-10-08 00:00:00+00:00,141.63379736618938,141.812295089629,138.84712347203322,140.84043884277344,255300
2024-10-09 00:00:00+00:00,141.31643866355768,142.50646880483995,140.22556887368398,141.2073516845703,210400
2024-10-10 00:00:00+00:00,138.8074614440947,139.82394211513756,137.1414070426524,137.79592895507812,213100
2024-10-11 00:00:00+00:00,138.5694578395144,141.4800785572568,137.56586961794665,141.18753051757812,129800
2024-10-14 00:00:00+00:00,140.88010815120157,142.66516114966822,140.75118303318405,141.79246520996094,135100
2024-10-15 00:00:00+00:00,142.50646736335187,143.73617373840216,140.79084046759013,141.04867553710938,233200
2024-10-16 00:00:00+00:00,143.71635699281342,146.31459159354938,143.23042126776664,145.77908325195312,295600
2024-10-17 00:00:00+00:00,143.86510928427472,144.73284185660722,140.46855304616216,141.01893615722656,172600
2024-10-18 00:00:00+00:00,141.64371796061167,141.8797326411233,140.00741306370057,140.56277465820312,180000
2024-10-21 00:00:00+00:00,139.58098906943957,140.0669247808804,136.64556693960822,136.75465393066406,237100
2024-10-22 00:00:00+00:00,135.96128956535944,135.96128956535944,132.39118416428755,132.53993225097656,258700
2024-10-23 00:00:00+00:00,131.90525655672067,133.92832145115605,131.90525655672067,132.79779052734375,268200
2024-10-24 00:00:00+00:00,133.4523217120795,135.83238220214844,132.62921355014964,135.83238220214844,230100
2024-10-25 00:00:00+00:00,137.01249377400632,137.98434999113832,134.24565808887257,134.25558471679688,180100
2024-10-28 00:00:00+00:00,135.29686053596598,137.56784919946875,135.25719941783382,137.4686737060547,158000
2024-10-29 00:00:00+00:00,133.9878267888497,133.9878267888497,129.05910456479754,130.54664611816406,286500
2024-10-30 00:00:00+00:00,130.3482951264346,136.48688497791804,130.3482951264346,133.2539520263672,263400
2024-10-31 00:00:00+00:00,134.5332555167609,135.43570098256433,131.83584574709744,131.9250946044922,240700
2024-11-01 00:00:00+00:00,134.11675037428546,135.8670903102315,132.8176180548556,133.09530639648438,222500
2024-11-04 00:00:00+00:00,133.05563333951378,135.30678382231673,132.72837237779794,133.14488220214844,296100
2024-11-05 00:00:00+00:00,126.8377053856147,138.0537733201688,123.97170939831469,137.33975219726562,636100
2024-11-06 00:00:00+00:00,141.61396649810015,145.36257020296273,136.73483175735927,140.5825958251953,440600
2024-11-07 00:00:00+00:00,139.69999877608416,142.12966239635284,138.4018801235321,139.68017578125,222100
2024-11-08 00:00:00+00:00,139.3529017599313,141.79246151759463,138.83919873264432,141.13795471191406,291300
2024-11-11 00:00:00+00:00,142.8138953253456,143.98410250595072,141.10817986348366,141.9511260986328,192700
2024-11-12 00:00:00+00:00,141.1776198796416,143.57255527371152,139.6603286099464,139.9578399658203,236900
2024-11-13 00:00:00+00:00,141.86189030255096,144.29153861361996,140.9891943676471,141.3660430908203,235800
2024-11-14 00:00:00+00:00,142.51640460230465,143.96426990887375,137.71659235008178,139.18431091308594,250900
2024-11-15 00:00:00+00:00,142.54614595736547,142.54614595736547,137.91493533282735,138.92645263671875,193700
2024-11-18 00:00:00+00:00,138.83722286576113,140.95944838142694,137.97147252224016,140.3644256591797,183600
2024-11-19 00:00:00+00:00,138.96613420472772,139.14463192446593,136.38772284010653,137.03231811523438,165700
2024-11-20 00:00:00+00:00,136.40757441046924,137.56785509930694,135.72826613441123,136.26873779296875,128800
2024-11-21 00:00:00+00:00,136.83397656865102,140.4387950676929,135.9315462474938,139.1942138671875,246000
2024-11-22 00:00:00+00:00,140.85035028070683,143.40892357333638,140.04211694733843,142.5858154296875,219300
2024-11-25 00:00:00+00:00,145.17413030312107,154.12912876536825,144.93611821975927,151.23338317871094,515600
2024-11-26 00:00:00+00:00,150.43010895916126,151.05488120282246,145.7294725867733,147.17735290527344,312700
2024-11-27 00:00:00+00:00,148.4665726299611,149.2599160301446,144.03369753058362,145.18405151367188,164900
2024-11-29 00:00:00+00:00,146.44351047088952,147.05835615763405,144.68325896084218,146.3740997314453,121100
2024-12-02 00:00:00+00:00,146.59258037267233,147.36720291363753,144.23892074078702,146.50320434570312,243600
2024-12-03 00:00:00+00:00,146.75147542147897,148.95816004537116,143.87941070027605,145.4207000732422,169000
2024-12-04 00:00:00+00:00,144.83477504420355,146.46347052306274,142.79096141251574,145.88746643066406,191300
2024-12-05 00:00:00+00:00,144.68581167281584,146.41380875665536,142.36689935216282,143.44442749023438,177100
2024-12-06 00:00:00+00:00,146.45353285513224,146.45353285513224,143.0074493562718,144.85462951660156,170400
2024-12-09 00:00:00+00:00,145.38097630071044,146.41380121986174,143.76220656079497,144.318359375,207200
2024-12-10 00:00:00+00:00,143.31531937379677,145.15257403427978,140.21682928836205,141.44827270507812,277900
2024-12-11 00:00:00+00:00,143.58347169373022,143.58347169373022,141.16028717968052,141.49794006347656,217200
2024-12-12 00:00:00+00:00,141.1602635922005,141.1602635922005,138.65762908480255,138.87611389160156,206000
2024-12-13 00:00:00+00:00,138.39943959870166,138.61792442593324,134.8441135007518,135.32080078125,175800
2024-12-16 00:00:00+00:00,135.58895142666927,137.0885381378131,134.06949832461297,135.31088256835938,222600
2024-12-17 00:00:00+00:00,134.46672930855505,135.37046063513253,132.0832777268107,132.19252014160156,282300
2024-12-18 00:00:00+00:00,133.59280287562623,134.4965190332443,124.63497047571401,125.74725341796875,513700
2024-12-19 00:00:00+00:00,126.27359591837178,128.10785766344097,121.45702698265502,122.1621322631836,515000
2024-12-20 00:00:00+00:00,120.61288049319083,124.19799850996803,120.51357127695587,121.90392303466797,1703200
2024-12-23 00:00:00+00:00,121.10943601403977,122.56930500325234,120.72212476100064,121.3974380493164,372300
2024-12-24 00:00:00+00:00,121.03992082853013,122.98641032110278,120.84130238968288,122.34089660644531,179700
2024-12-26 00:00:00+00:00,121.28819088395254,122.77785182243944,120.5532936091384,122.08267974853516,282100
2024-12-27 00:00:00+00:00,120.88102147290799,122.35081603030429,118.84514848215981,119.79853057861328,251200
2024-12-30 00:00:00+00:00,119.77867698102682,119.77867698102682,116.94832257508487,117.97122192382812,158200
2024-12-31 00:00:00+00:00,118.6068118567716,119.79853765351594,117.91163973813872,118.04074096679688,187300
2025-01-02 00:00:00+00:00,119.17287811822938,119.68929058961307,115.44872567703472,116.4219741821289,300500
2025-01-03 00:00:00+00:00,116.37231718523157,118.4131530506254,114.81313898083681,117.92156219482422,267800
2025-01-06 00:00:00+00:00,118.75577696287957,121.15413208662932,118.75577696287957,119.39136505126953,188500
2025-01-07 00:00:00+00:00,119.17288122642356,119.61977650029955,116.03465838392668,117.4051513671875,272100
2025-01-08 00:00:00+00:00,116.04458538379855,117.70307274056032,115.26996290946944,116.5907974243164,261800
2025-01-10 00:00:00+00:00,113.85975815360321,115.26003556438208,112.59850758760295,115.0812759399414,342300
2025-01-13 00:00:00+00:00,114.53507076692526,119.85812668880658,114.53507076692526,119.67936706542969,426300
2025-01-14 00:00:00+00:00,120.84129818769136,123.05593083018735,120.16399978799599,122.75799560546875,333700
2025-01-15 00:00:00+00:00,126.99857027443065,127.21706268927448,125.33014955656714,126.30339813232422,396200
2025-01-16 00:00:00+00:00,126.23387634252131,127.9817398298365,125.40959542046701,127.57457733154297,365600
2025-01-17 00:00:00+00:00,129.26285147036282,129.36712349519416,126.79497919192077,127.08794403076172,486100
2025-01-21 00:00:00+00:00,128.22008536853198,130.36520079446902,127.94201653408994,128.23001098632812,256800
2025-01-22 00:00:00+00:00,127.55470434200652,129.6005029603268,126.86945787878733,127.03828430175781,193500
2025-01-23 00:00:00+00:00,126.01538365044351,128.24987505699502,125.69758962013958,127.56462860107422,275500
2025-01-24 00:00:00+00:00,127.44546359697405,127.96683887608545,125.71745141296805,126.23387145996094,196600
