"('date', '')","('open', 'BCC')","('high', 'BCC')","('low', 'BCC')","('close', 'BCC')","('volume', 'BCC')"
2024-01-02 00:00:00+00:00,121.6878076164723,123.11953759459536,119.98607881145666,121.91597747802734,250900
2024-01-03 00:00:00+00:00,120.62301679898047,120.80364942963712,118.3889065250393,118.89276885986328,203100
2024-01-04 00:00:00+00:00,119.68184500084702,120.25606298669334,118.06568190411286,118.14173126220703,269700
2024-01-05 00:00:00+00:00,116.86782038314995,122.60996420774563,116.41148795036574,121.8969497680664,310900
2024-01-08 00:00:00+00:00,122.49588274640438,125.81376721893318,122.01672464037037,125.78524780273438,260200
2024-01-09 00:00:00+00:00,123.9314187996664,123.9314187996664,120.75612401196989,122.15364074707031,311100
2024-01-10 00:00:00+00:00,122.94271496054048,125.33368956288707,122.79060172585719,124.36874389648438,324100
2024-01-11 00:00:00+00:00,123.58916904008873,125.99440324628672,122.05856413557038,125.22434997558594,208600
2024-01-12 00:00:00+00:00,126.83100808440892,126.93558411257636,122.49588274640438,125.78524780273438,163200
2024-01-16 00:00:00+00:00,124.79655477845645,126.00391554903875,123.97896424150116,125.11028289794922,173600
2024-01-17 00:00:00+00:00,123.95043579609596,125.42874544945164,122.63848457490147,125.16731262207031,176700
2024-01-18 00:00:00+00:00,126.74543233504335,128.45665509595136,124.49705529305245,125.9753646850586,206700
2024-01-19 00:00:00+00:00,126.43172944196476,126.95459510829171,123.4275583648836,126.85953521728516,205900
2024-01-22 00:00:00+00:00,128.01936336656124,131.50362071450206,127.53450428643028,130.7953643798828,311500
2024-01-23 00:00:00+00:00,132.08830512719464,132.08830512719464,126.25109411085906,126.31763458251953,252500
2024-01-24 00:00:00+00:00,128.03837821710243,128.03837821710243,123.88388521108998,124.96766662597656,201900
2024-01-25 00:00:00+00:00,127.38238419321374,127.94328528362833,125.88029902254287,127.85772705078125,223600
2024-01-26 00:00:00+00:00,128.02887290353053,128.86548116689997,127.29684067308227,128.33309936523438,133000
2024-01-29 00:00:00+00:00,128.86549383361603,130.69080926430843,128.3996524582111,130.12039184570312,172500
2024-01-30 00:00:00+00:00,129.939748989526,131.6205668593148,129.79239382743367,130.78587341308594,156600
2024-01-31 00:00:00+00:00,130.76685259791793,132.2689381083648,128.6468270353786,128.77992248535156,191400
2024-02-01 00:00:00+00:00,129.89222120982947,132.44005249902452,128.6040313504436,132.05978393554688,165300
2024-02-02 00:00:00+00:00,129.93974520245493,132.74428028488688,128.5992890736603,131.79359436035156,173800
2024-02-05 00:00:00+00:00,129.7020671280707,130.79536458949943,127.18275535864474,128.228515625,219500
2024-02-06 00:00:00+00:00,128.0764123773333,129.48342352192535,125.6711780837221,127.27783966064453,159300
2024-02-07 00:00:00+00:00,127.84824939621019,129.730618123379,127.3586466857813,128.35211181640625,229100
2024-02-08 00:00:00+00:00,128.6848465489167,131.37528943987644,128.64682549494373,130.74783325195312,204700
2024-02-09 00:00:00+00:00,130.89995910098418,133.78053655216678,129.65456274829486,133.637939453125,162500
2024-02-12 00:00:00+00:00,133.78052223319833,136.4804667323992,133.21010488545022,134.8643035888672,207700
2024-02-13 00:00:00+00:00,129.29328962292,131.7698224690022,127.5059953890525,128.84646606445312,331700
2024-02-14 00:00:00+00:00,131.4798415613418,133.15780132262967,129.29706209854862,133.02944946289062,224600
2024-02-15 00:00:00+00:00,133.69495628900947,136.04315150887655,132.0027366294077,135.62484741210938,220300
2024-02-16 00:00:00+00:00,134.75974470141858,135.22558607821634,133.0770263671875,133.0770263671875,238200
2024-02-20 00:00:00+00:00,130.66229230517146,132.02176638606608,128.3711354559178,129.16970825195312,411000
2024-02-21 00:00:00+00:00,125.50005029893539,125.50005029893539,117.57609082328119,118.94032287597656,703300
2024-02-22 00:00:00+00:00,120.17818595867708,122.47300375029617,116.73118994880879,120.49241638183594,554500
2024-02-23 00:00:00+00:00,120.9685190443162,124.95826608115266,120.91614730772811,123.23477172851562,282000
2024-02-26 00:00:00+00:00,122.63487888920338,125.11062584345188,122.61013507743134,124.36790466308594,282200
2024-02-27 00:00:00+00:00,125.9961950536218,127.90536260021933,125.33440338540193,126.62464141845703,288500
2024-02-28 00:00:00+00:00,125.691456471126,129.1479761735351,125.20106993046954,127.27212524414062,347900
2024-02-29 00:00:00+00:00,128.23386849197075,130.11923654121796,128.15769009721268,129.41461181640625,324900
2024-03-01 00:00:00+00:00,129.61457178596473,131.58564967714037,128.4624080338311,131.2047576904297,213200
2024-03-04 00:00:00+00:00,131.04287102715924,134.58033507890224,128.5776145423488,129.07180786132812,415300
2024-03-05 00:00:00+00:00,128.41478752612403,129.3955607264574,123.46805937309892,123.68231201171875,346400
2024-03-06 00:00:00+00:00,124.90113246252224,125.53911013437752,122.13973483454656,122.5015640258789,338300
2024-03-07 00:00:00+00:00,121.7302754928399,124.26315243179647,121.23513049574117,123.1490707397461,394800
2024-03-08 00:00:00+00:00,124.1584060793744,126.44846525920477,122.08735068104556,123.02527618408203,257700
2024-03-11 00:00:00+00:00,122.12068489565776,122.31588929342199,119.4687819353949,121.97785949707031,269900
2024-03-12 00:00:00+00:00,122.13020408004994,123.6251777517024,121.50175051994012,122.4729995727539,212600
2024-03-13 00:00:00+00:00,122.22544055021812,124.48216925014574,122.12069707096381,123.13003540039062,206800
2024-03-14 00:00:00+00:00,122.82532576513792,123.74896876732197,120.85424806061869,121.75885009765625,251900
2024-03-15 00:00:00+00:00,121.24465828334827,125.84857627866619,121.24465828334827,125.26297760009766,1275000
2024-03-18 00:00:00+00:00,126.36755418728755,128.11961375453726,123.99655058420225,126.47229766845703,350400
2024-03-19 00:00:00+00:00,126.67225287486012,129.51936056036544,124.65832734588018,129.39556884765625,283100
2024-03-20 00:00:00+00:00,129.56698067755767,138.43203696368107,129.4241407254993,137.15606689453125,392600
2024-03-21 00:00:00+00:00,140.8791775962969,145.0070058715329,139.9269695496446,144.87844848632812,512000
2024-03-22 00:00:00+00:00,144.87845343155362,145.4021707809971,143.08831212283172,144.145263671875,361500
2024-03-25 00:00:00+00:00,143.8215077098962,145.40217667242877,142.54555231921978,143.59298706054688,309000
2024-03-26 00:00:00+00:00,143.98338288502978,146.64955375050238,142.21227536465642,142.94546508789062,391600
2024-03-27 00:00:00+00:00,144.5928244778501,145.26411848908216,142.9169287064213,144.5737762451172,243800
2024-03-28 00:00:00+00:00,145.0498558821721,147.22088910197948,144.51185600221447,146.04014587402344,382800
2024-04-01 00:00:00+00:00,146.68764764118694,147.28087428075813,144.69277068706506,145.6402130126953,262800
2024-04-02 00:00:00+00:00,142.45033434958435,142.793129839012,139.746052364303,141.83139038085938,378200
2024-04-03 00:00:00+00:00,141.58382031005704,145.19268250381216,141.15532958429284,143.69772338867188,227600
2024-04-04 00:00:00+00:00,145.5545338463663,146.25917308600495,141.02677958500655,142.02183532714844,238000
2024-04-05 00:00:00+00:00,142.54552516673905,144.83083293171993,141.5123876923341,144.72608947753906,229700
2024-04-08 00:00:00+00:00,146.05920677859416,147.16852287450666,143.5644260881783,145.14508056640625,188300
2024-04-09 00:00:00+00:00,145.48785561898967,145.89254692960432,142.95499335198429,145.6687774658203,304100
2024-04-10 00:00:00+00:00,142.42178522458647,144.54520540916172,140.4078596823935,141.80284118652344,408300
2024-04-11 00:00:00+00:00,142.50748033568652,144.71184460685546,141.0344170643889,144.6213836669922,326400
2024-04-12 00:00:00+00:00,143.31683881058842,144.0262437395827,141.17437054208298,142.8217010498047,273700
2024-04-15 00:00:00+00:00,143.25017970354114,144.21190459224013,140.46020259407206,141.87899780273438,380600
2024-04-16 00:00:00+00:00,140.02219799541467,140.46020556605362,131.40471215472198,132.27122497558594,532100
2024-04-17 00:00:00+00:00,132.11885860052547,134.051839657687,130.65246468905636,131.21426391601562,286200
2024-04-18 00:00:00+00:00,132.69970392719114,133.3614809142057,127.63395052791999,128.2147979736328,340400
2024-04-19 00:00:00+00:00,127.23403003687935,129.58598499115433,126.42466194362231,127.21499633789062,282500
2024-04-22 00:00:00+00:00,127.61492778293214,128.6433142273564,126.20564939823491,126.6627197265625,431500
2024-04-23 00:00:00+00:00,127.50065870329531,133.06156504648143,127.40544661107675,132.490234375,400100
2024-04-24 00:00:00+00:00,132.6616454758793,135.02311760258434,129.2908205126339,130.66200256347656,202000
2024-04-25 00:00:00+00:00,128.71948691365313,132.35692891262676,126.68176211445338,131.84274291992188,282400
2024-04-26 00:00:00+00:00,132.58547595202685,134.33276987504655,131.7856100158217,132.75686645507812,218200
2024-04-29 00:00:00+00:00,133.63287724680626,134.74220778647788,130.9000447314722,131.65228271484375,207700
2024-04-30 00:00:00+00:00,128.59570762383552,129.19558885053877,125.5867265217238,125.94857025146484,350000
2024-05-01 00:00:00+00:00,126.11044581675075,129.08133050356338,124.67260225574006,125.70098876953125,287600
2024-05-02 00:00:00+00:00,127.41495509805381,128.23385459100285,123.92035334603342,128.0529327392578,235600
2024-05-03 00:00:00+00:00,131.0143066524731,132.24266321608297,128.46239596422132,129.54791259765625,328000
2024-05-06 00:00:00+00:00,131.395206421778,134.34704293698596,130.2782623219257,132.70924377441406,395800
2024-05-07 00:00:00+00:00,131.12857884492254,136.2133664179826,124.40597771039567,124.4250259399414,698900
2024-05-08 00:00:00+00:00,122.48252849152493,128.6147507769369,120.64475936409436,126.84364318847656,533900
2024-05-09 00:00:00+00:00,126.90079116511734,130.39539352336107,125.84383947957977,129.75741577148438,367500
2024-05-10 00:00:00+00:00,129.30033557773635,129.4812574471605,126.24375561702686,127.29117584228516,282400
2024-05-13 00:00:00+00:00,127.97676598273694,130.25254281665184,127.65301870784695,128.75758361816406,324700
2024-05-14 00:00:00+00:00,129.16702560420657,130.3287206724126,127.83394004866334,129.7954864501953,230800
2024-05-15 00:00:00+00:00,130.53820781474786,134.22326312293617,130.3620516370979,134.12803649902344,365800
2024-05-16 00:00:00+00:00,133.74715002067816,135.57538774577293,129.90973818546925,130.7286376953125,425700
2024-05-17 00:00:00+00:00,131.4427973839133,131.8427375647693,128.7337787549656,129.54791259765625,229900
2024-05-20 00:00:00+00:00,129.8335899034132,131.65706215753838,129.7859765889634,130.9952850341797,288300
2024-05-21 00:00:00+00:00,130.33824952361798,131.87130514751888,128.94801930306022,131.7189483642578,272100
2024-05-22 00:00:00+00:00,131.18573750699585,131.37617625520417,128.95280795010655,130.30970764160156,264700
2024-05-23 00:00:00+00:00,131.59515677296142,131.59515677296142,128.38145442913952,129.93832397460938,284300
2024-05-24 00:00:00+00:00,131.48089941579855,134.42321902986168,130.72864686180753,134.3660888671875,198100
2024-05-28 00:00:00+00:00,135.16594545743158,136.37525388936308,128.51001971541126,129.50982666015625,336400
2024-05-29 00:00:00+00:00,127.92917907223134,127.92917907223134,124.86781862871906,126.51038360595703,328000
2024-05-30 00:00:00+00:00,127.35782910404996,129.97640129123604,126.72461713178346,128.624267578125,175400
2024-05-31 00:00:00+00:00,128.9384964290245,130.88099447145586,127.38639264734046,130.7286376953125,251700
2024-06-03 00:00:00+00:00,132.08274119430507,132.08274119430507,126.8951847172416,128.40185546875,203600
2024-06-04 00:00:00+00:00,126.9905685459761,128.46864747889768,123.91998364428476,125.98928833007812,408100
2024-06-05 00:00:00+00:00,125.99882100430322,127.98230521466196,123.19524250072634,127.41014099121094,209700
2024-06-06 00:00:00+00:00,126.79030578295071,127.8297233672237,124.99753816916586,125.61737060546875,197600
2024-06-07 00:00:00+00:00,124.50165999563497,125.3122235133512,122.79472724692255,122.92823028564453,195000
2024-06-10 00:00:00+00:00,121.4883085769362,123.21432479491489,121.0019718723901,122.41329193115234,316900
2024-06-11 00:00:00+00:00,121.36431996976746,121.66947080167793,119.99114486385521,120.50608825683594,219200
