"('date', '')","('open', 'ASML')","('high', 'ASML')","('low', 'ASML')","('close', 'ASML')","('volume', 'ASML')"
2024-02-05 00:00:00+00:00,875.5164763391691,891.6506629925459,871.0677136335022,888.3091430664062,950100
2024-02-06 00:00:00+00:00,888.5662284067872,895.4470033932863,880.7067352397526,894.5869140625,1409500
2024-02-07 00:00:00+00:00,894.9822483766465,917.2260609419352,894.7548864903997,911.7293701171875,1492200
2024-02-08 00:00:00+00:00,907.1422751033838,917.1667744124239,900.5382810060208,912.4313354492188,1150800
2024-02-09 00:00:00+00:00,926.0248012444019,943.4540699725749,921.1015230928731,938.7877807617188,1588800
2024-02-12 00:00:00+00:00,928.9609725532486,935.7033270408245,916.7911370478679,918.6300048828125,1033600
2024-02-13 00:00:00+00:00,880.7066821060486,905.4616131571893,878.8876662928303,893.0347290039062,1297200
2024-02-14 00:00:00+00:00,904.3642013847732,915.2092662926411,902.9999094525247,913.9141845703125,1206400
2024-02-15 00:00:00+00:00,918.5014513723613,924.1068754870115,908.8723613025434,919.2528076171875,884300
2024-02-16 00:00:00+00:00,922.109862224691,937.7201149766472,915.1895646351046,918.363037109375,1161300
2024-02-20 00:00:00+00:00,908.1407758896843,909.505068006293,888.2795548657904,899.213623046875,1044100
2024-02-21 00:00:00+00:00,887.2315840426626,898.3238033801664,882.4664576565733,897.8690795898438,867500
2024-02-22 00:00:00+00:00,936.1382258385235,948.5354823457064,930.4833834838239,941.0120849609375,1780800
2024-02-23 00:00:00+00:00,941.4373147029229,943.6913231162939,922.1691782660413,922.6239624023438,879000
2024-02-26 00:00:00+00:00,930.7899304985513,940.8836403187731,925.5403928332626,936.8007202148438,671300
2024-02-27 00:00:00+00:00,942.1490740761152,946.854886031285,929.6529795353661,930.6514892578125,807500
2024-02-28 00:00:00+00:00,928.3479502706086,932.7571898699441,924.4528091944806,928.802734375,519700
2024-02-29 00:00:00+00:00,928.8027452929566,941.6053071763711,927.7350254015141,940.8440551757812,777600
2024-03-01 00:00:00+00:00,940.7452741216636,980.1613072582722,939.4501922680881,979.6571044921875,1698200
2024-03-04 00:00:00+00:00,981.2981463931053,996.2064611037769,976.5033930487655,986.6762084960938,1433000
2024-03-05 00:00:00+00:00,978.4410830515144,980.7445099897069,947.7742606160497,957.8087158203125,1259500
2024-03-06 00:00:00+00:00,975.7026049991866,998.1342568065439,970.2948555886178,992.4991455078125,1304500
2024-03-07 00:00:00+00:00,1004.1053719543764,1044.3122787297173,1003.2650743515818,1035.4642333984375,1580300
2024-03-08 00:00:00+00:00,1027.051285183126,1028.3660983172551,981.9210333515947,983.008544921875,1638500
2024-03-11 00:00:00+00:00,968.3473121217876,969.8599203475113,946.5978063875565,951.7089233398438,1432100
2024-03-12 00:00:00+00:00,955.7919160418212,973.7748054768592,939.6577297911157,973.082763671875,1165200
2024-03-13 00:00:00+00:00,971.9656018191894,971.9656018191894,948.1400312975444,957.7493896484375,851100
2024-03-14 00:00:00+00:00,957.5616152226837,960.4087678941451,939.7368766879722,948.8519287109375,876600
2024-03-15 00:00:00+00:00,943.9088115183613,943.9088115183613,921.1805271966308,929.5046997070312,1727400
2024-03-18 00:00:00+00:00,938.5505300969853,947.2997998052819,929.0499644684548,930.6218872070312,821400
2024-03-19 00:00:00+00:00,927.8535882181719,945.6981158512837,917.433620330425,941.0713500976562,817600
2024-03-20 00:00:00+00:00,945.1841580671651,963.2065712889337,936.1086891351305,959.8650512695312,838600
2024-03-21 00:00:00+00:00,993.5669107404423,994.2094736007116,976.8296838886848,979.5087890625,1112400
2024-03-22 00:00:00+00:00,962.6232263440189,979.7954443185366,961.4961920584572,968.8020629882812,692800
2024-03-25 00:00:00+00:00,967.9815483277887,980.9818454582968,965.3419660675238,967.7838134765625,860900
2024-03-26 00:00:00+00:00,975.504862533374,978.1247134843181,959.7760420549629,960.2406616210938,706000
2024-03-27 00:00:00+00:00,967.6356299152887,968.0508308957527,953.0930964026218,962.919921875,572100
2024-03-28 00:00:00+00:00,958.5105970854405,960.8041885800282,950.7005834599383,959.4201049804688,685700
2024-04-01 00:00:00+00:00,968.604465986068,1011.0159705435847,968.604465986068,981.644287109375,1108500
2024-04-02 00:00:00+00:00,957.1068178281572,962.7518251437184,946.2221687026404,955.7030029296875,964000
2024-04-03 00:00:00+00:00,954.8824128277424,975.2379395423949,951.1454232666039,969.1085815429688,892100
2024-04-04 00:00:00+00:00,980.695124714652,985.4503553137912,942.5346510769194,942.5543823242188,1269700
2024-04-05 00:00:00+00:00,965.3814682047364,975.3664444054373,955.9105301979573,968.396728515625,878400
2024-04-08 00:00:00+00:00,978.5795320403137,984.8572670692309,968.970233038736,971.5208740234375,929000
2024-04-09 00:00:00+00:00,982.4252686510875,988.8117368262104,958.3228544561401,978.559814453125,717500
2024-04-10 00:00:00+00:00,951.84736827128,972.2820011532959,951.84736827128,963.5130004882812,722800
2024-04-11 00:00:00+00:00,970.3739639592138,980.8928303637705,952.361447618435,980.8829345703125,964700
2024-04-12 00:00:00+00:00,958.777608952175,961.0810964007189,945.6092636127388,950.8884887695312,1031000
2024-04-15 00:00:00+00:00,974.1999265199202,977.4623404359975,940.2706890442627,943.9483642578125,1077500
2024-04-16 00:00:00+00:00,947.3887055682593,967.4674518295892,946.3012543945218,965.7966918945312,1506500
2024-04-17 00:00:00+00:00,932.0750380778903,932.0948296641066,885.6398736810345,897.2758178710938,3774100
2024-04-18 00:00:00+00:00,890.8597793202165,893.3115225565008,876.3074112413341,878.907470703125,1653700
2024-04-19 00:00:00+00:00,877.3355259022452,886.0056891543578,845.848197177161,849.753173828125,2486800
2024-04-22 00:00:00+00:00,860.0941420317257,869.9802815953087,852.6400145232587,862.1207885742188,1143900
2024-04-23 00:00:00+00:00,869.2881759635934,897.7207209163198,865.0371483312632,891.3046264648438,991300
2024-04-24 00:00:00+00:00,902.6539202302147,904.5817294265416,871.9277829518132,882.1599731445312,860600
2024-04-25 00:00:00+00:00,865.0371694906864,900.6865845991744,861.082713858729,892.2339477539062,1114200
2024-04-26 00:00:00+00:00,903.7584341750314,917.7466880959763,903.0451204165898,910.3958740234375,865100
2024-04-29 00:00:00+00:00,903.342288055668,904.7292500465594,892.6728147754013,901.28173828125,650800
2024-04-30 00:00:00+00:00,887.739245764757,898.7158848478759,863.091374577338,864.3297119140625,1093000
2024-05-01 00:00:00+00:00,862.9823699793629,872.3739609634131,841.2173831182513,844.8828735351562,1458200
2024-05-02 00:00:00+00:00,866.8361501228586,869.8081597804227,854.3041518805202,862.1602172851562,876800
2024-05-03 00:00:00+00:00,886.2433574714581,896.5165988599447,880.378548491959,893.2176513671875,1038000
2024-05-06 00:00:00+00:00,900.7170479460009,909.7915572500418,896.5859715641344,908.364990234375,642000
2024-05-07 00:00:00+00:00,916.2012271787784,917.7367533747151,899.1716097993799,899.7461547851562,655000
2024-05-08 00:00:00+00:00,896.0015032646437,908.1768147920691,894.891957793479,902.9658813476562,555700
2024-05-09 00:00:00+00:00,906.1657514490828,909.6033469096062,898.91404067064,905.0165405273438,756000
2024-05-10 00:00:00+00:00,916.3696077732188,930.2389856205973,916.3696077732188,921.6102294921875,814100
2024-05-13 00:00:00+00:00,919.0246025260851,920.3322939887117,905.7298300212483,908.6820068359375,745700
2024-05-14 00:00:00+00:00,904.38254413111,907.8300559129995,897.4280223283563,906.49267578125,592000
2024-05-15 00:00:00+00:00,910.078874243074,928.6737060546875,902.153515509656,928.6737060546875,883000
2024-05-16 00:00:00+00:00,927.7623544354899,930.0507994688066,910.3661935397693,910.9605712890625,811100
2024-05-17 00:00:00+00:00,912.2088282487541,922.2839241618411,907.6616872863777,916.3399047851562,703700
2024-05-20 00:00:00+00:00,917.1423424758035,937.8869106290183,917.1423424758035,930.6748657226562,669300
2024-05-21 00:00:00+00:00,912.3475892031021,924.8696719244763,906.7998616509467,916.63720703125,746400
2024-05-22 00:00:00+00:00,922.5217015284655,924.790313738816,904.9670001779493,913.7245483398438,668600
2024-05-23 00:00:00+00:00,958.5523056497756,960.4444583700499,918.7570560975552,925.5332641601562,1357200
2024-05-24 00:00:00+00:00,929.5059471924628,949.6264503810119,925.0181835357199,947.29833984375,684900
2024-05-28 00:00:00+00:00,963.7236373028486,983.6163052199519,956.2440918785734,982.5958862304688,1184000
2024-05-29 00:00:00+00:00,952.5785513600908,956.4917092341448,947.0209081931364,948.9428100585938,902000
2024-05-30 00:00:00+00:00,948.0711132352133,960.1077769468907,943.9102874789734,957.1060180664062,846500
2024-05-31 00:00:00+00:00,962.7429305706352,970.8565196174948,924.2256793224326,951.3898315429688,1040400
2024-06-03 00:00:00+00:00,960.2959554686134,963.1886945498178,939.5414096621295,956.471923828125,752800
2024-06-04 00:00:00+00:00,953.2621306765,954.7184467735422,934.2016527591894,941.9387817382812,765400
2024-06-05 00:00:00+00:00,1009.8392048906896,1031.8420626945301,999.486754176707,1031.6240234375,2586500
2024-06-06 00:00:00+00:00,1038.2220886257317,1044.6019449400678,1023.35212327348,1042.7890625,1370700
2024-06-07 00:00:00+00:00,1030.544411024002,1034.001839460016,1016.9425320184371,1018.8248291015625,936200
2024-06-10 00:00:00+00:00,1006.659346036425,1036.3596108599672,1004.4600273740144,1031.99072265625,1039500
2024-06-11 00:00:00+00:00,1017.9034667389279,1029.2169612086823,1010.1762531500411,1026.343994140625,789500
2024-06-12 00:00:00+00:00,1049.2679638491454,1067.169314283497,1045.7807867343574,1058.8873291015625,978400
2024-06-13 00:00:00+00:00,1043.8984419719764,1051.1006305804865,1029.048311729048,1042.887939453125,1106300
2024-06-14 00:00:00+00:00,1011.929654014066,1021.3806226832737,1007.114952554574,1018.3095703125,1047200
2024-06-17 00:00:00+00:00,1034.4476142787964,1044.5426041218163,1023.0351978470173,1042.650390625,844400
2024-06-18 00:00:00+00:00,1032.4760718713867,1059.4421971634602,1032.2779862734442,1051.4771728515625,1025300
2024-06-20 00:00:00+00:00,1048.3565086756632,1053.2306477458433,1035.2697989965015,1040.9364013671875,1150300
2024-06-21 00:00:00+00:00,1028.4938027456901,1029.3060989113415,1013.6634418514559,1026.928466796875,1626000
2024-06-24 00:00:00+00:00,1023.5304400308179,1025.0559894075748,992.6611328125,992.6611328125,1027000
2024-06-25 00:00:00+00:00,995.7816831154225,1013.9406784563906,993.2852362018322,1013.7921142578125,621600
2024-06-26 00:00:00+00:00,1004.5392118167331,1014.0496180381903,994.5334706782066,1007.1149291992188,885100
2024-06-27 00:00:00+00:00,1019.8351082246223,1031.9906465841277,1015.0799655226235,1018.4185180664062,784300
2024-06-28 00:00:00+00:00,1018.4085935362758,1039.0244909135797,1005.975699161631,1013.187744140625,837600
2024-07-01 00:00:00+00:00,1025.8881889673755,1028.424240843258,1006.3223993946937,1023.8473510742188,791000
2024-07-02 00:00:00+00:00,1017.1900948460169,1038.2120799074773,1016.2885514273923,1038.113037109375,748700
2024-07-03 00:00:00+00:00,1048.515154539824,1064.276746878911,1045.5629775176749,1061.4136962890625,779800
2024-07-05 00:00:00+00:00,1069.6758056847539,1072.6874808257521,1059.362898346608,1064.4549560546875,771100
2024-07-08 00:00:00+00:00,1073.044036374611,1077.6407588368481,1065.792265593245,1067.3377685546875,881900
2024-07-09 00:00:00+00:00,1069.6263439651705,1071.429431075522,1049.466233777019,1050.0804443359375,925400
2024-07-10 00:00:00+00:00,1059.2141901488508,1090.311329821597,1055.063341715358,1088.696533203125,925400
2024-07-11 00:00:00+00:00,1099.6237805337905,1099.7327397134304,1051.6556203126909,1052.5867919921875,1151400
2024-07-12 00:00:00+00:00,1062.7510259627747,1090.3510741992388,1056.3513372611915,1075.1343994140625,1053800
2024-07-15 00:00:00+00:00,1087.2007874324122,1088.4787903842378,1050.4767050704172,1053.706298828125,1365600
2024-07-16 00:00:00+00:00,1064.4946507370892,1067.0010746322032,1050.8431903576698,1058.2236328125,1197600
2024-07-17 00:00:00+00:00,969.4497518774048,970.8465698087422,920.0351332332486,923.36376953125,5188400
2024-07-18 00:00:00+00:00,944.6037244950459,948.2791314938183,902.5002548662682,915.527587890625,2242200
2024-07-19 00:00:00+00:00,906.690740810906,911.7531096611694,883.340645361925,887.0160522460938,2133600
2024-07-22 00:00:00+00:00,919.5298431809763,933.7756803479942,913.4075108125242,932.4779052734375,1926800
2024-07-23 00:00:00+00:00,926.652779286569,931.6358172445258,920.5106140561116,924.1067504882812,1056200
2024-07-24 00:00:00+00:00,909.5934082487829,911.0893294056373,862.6356933605736,864.6071166992188,1912000
2024-07-25 00:00:00+00:00,864.8548463101052,878.1000983974386,842.2477513190597,854.5816040039062,2075900
2024-07-26 00:00:00+00:00,885.5796304934936,887.2142600339964,873.9986968076549,880.1012573242188,1681600
2024-07-29 00:00:00+00:00,880.3423651160823,891.2698593874217,862.5070719515275,864.0255737304688,1231500
2024-07-30 00:00:00+00:00,885.8111443155369,887.2403546353568,849.584694155854,853.7929077148438,1682100
2024-07-31 00:00:00+00:00,918.5836669023207,935.1783290110395,910.1671794620088,929.6798706054688,2406800
2024-08-01 00:00:00+00:00,916.1221691421083,920.8068261639363,865.2761365223286,877.0869750976562,1808500
2024-08-02 00:00:00+00:00,818.0229826164124,822.3800959666395,789.9251564847051,803.2842407226562,3624100
2024-08-05 00:00:00+00:00,769.1916864809897,832.5929364012792,761.6585438262877,814.2017822265625,2815600
2024-08-06 00:00:00+00:00,834.061852967252,853.5646089995829,829.2680953313053,836.6920166015625,1995700
2024-08-07 00:00:00+00:00,870.4272159663041,871.8068129795216,828.3747679727358,830.0818481445312,1521600
2024-08-08 00:00:00+00:00,854.5174167701351,872.0450975264972,842.8952163319249,870.0799560546875,1447700
2024-08-09 00:00:00+00:00,848.8203888119896,858.814925635404,842.1805251458969,854.1005249023438,950500
2024-08-12 00:00:00+00:00,855.2915271799891,860.4723762829896,846.4284612404764,846.4681396484375,1151200
2024-08-13 00:00:00+00:00,854.3486363911934,866.1296706455506,849.9022315830927,862.9735107421875,1526600
2024-08-14 00:00:00+00:00,880.9379545614102,883.7169577548929,863.9363310567455,872.9879760742188,887700
2024-08-15 00:00:00+00:00,893.6419655207656,923.8339632958125,889.5825917175355,921.2931518554688,1459000
2024-08-16 00:00:00+00:00,909.2938216734382,915.5466548505883,906.1873351576716,911.7750854492188,804200
2024-08-19 00:00:00+00:00,910.2664720351238,926.7122947750622,902.634102625352,926.156494140625,1024600
2024-08-20 00:00:00+00:00,928.9652499819015,929.3622764008024,910.4748682384175,919.2387084960938,921300
2024-08-21 00:00:00+00:00,926.7221317591062,937.9672351303668,924.6875077634884,936.5380249023438,646500
2024-08-22 00:00:00+00:00,935.9325984854277,936.9151691455908,897.8104924696095,900.9071044921875,1092600
2024-08-23 00:00:00+00:00,906.0681297371017,915.2190615474376,896.3614578719004,900.4605102539062,1395900
2024-08-26 00:00:00+00:00,896.7683686724661,897.860161033809,875.8364622776531,876.6900024414062,1251500
2024-08-27 00:00:00+00:00,873.4047957056183,889.0466912847822,867.9261462385929,883.2107543945312,661600
2024-08-28 00:00:00+00:00,884.0246232486248,890.733969834807,873.8216380666257,881.473876953125,727300
2024-08-29 00:00:00+00:00,899.2694570337304,907.6760094285679,876.3723497603539,881.0570068359375,1173800
2024-08-30 00:00:00+00:00,893.3045081844672,900.1329504504552,882.277787296719,897.0958862304688,991200
2024-09-03 00:00:00+00:00,885.9103428722037,886.0393734272761,835.3422385179906,839.05419921875,1870800
2024-09-04 00:00:00+00:00,798.9668388529831,816.5540052843412,793.2400633685075,805.3982543945312,2350900
2024-09-05 00:00:00+00:00,789.7266202061579,801.9939723502561,784.5755147827674,789.6372680664062,1672000
2024-09-06 00:00:00+00:00,786.8582838182582,786.9972491155278,745.2425388821052,747.1481323242188,3286800
2024-09-09 00:00:00+00:00,758.3535767801145,758.5520899845031,732.6179178808599,744.200439453125,2539900
2024-09-10 00:00:00+00:00,744.289703811636,746.3640667684217,728.7470957775448,745.7487182617188,1524000
2024-09-11 00:00:00+00:00,764.2589865412646,795.5923297072088,753.0436267024601,794.143310546875,2559100
2024-09-12 00:00:00+00:00,795.383922765093,802.6292001216569,787.7713626763831,794.1730346679688,1318700
2024-09-13 00:00:00+00:00,798.0934427340203,812.484771130172,797.8453163823625,810.24169921875,1069200
2024-09-16 00:00:00+00:00,802.8971597360809,803.1650949910663,786.2032122719974,797.021484375,1150100
2024-09-17 00:00:00+00:00,802.6391232881012,805.6861221133815,790.5702237879005,799.6516723632812,734600
2024-09-18 00:00:00+00:00,794.0936770652502,804.8325322514581,780.4764713923793,781.9354858398438,1249000
2024-09-19 00:00:00+00:00,826.4294561257909,833.3571850246374,816.0577625592936,821.9532470703125,1644300
2024-09-20 00:00:00+00:00,803.4927095061292,804.1179927857128,783.7418268242858,789.3197631835938,2748600
2024-09-23 00:00:00+00:00,801.5573323789449,801.5573323789449,792.02930404703,797.4781494140625,965600
2024-09-24 00:00:00+00:00,803.4828135175104,810.3807388418137,794.9969036280377,807.8994750976562,881200
2024-09-25 00:00:00+00:00,810.2317937815249,821.0104489265146,807.8994302226599,812.048095703125,878200
2024-09-26 00:00:00+00:00,853.8822129421519,855.5396800473022,833.4068210896976,846.0513305664062,1566400
2024-09-27 00:00:00+00:00,846.0613008383001,847.7485722544832,831.9180978770715,835.2330322265625,1038400
2024-09-30 00:00:00+00:00,830.2803826670979,835.848323438624,813.5566908595907,827.005126953125,994700
2024-10-01 00:00:00+00:00,833.3869649400262,834.9650752520625,805.8151951733226,816.1868286132812,1244100
2024-10-02 00:00:00+00:00,814.6484732196692,832.9800806510583,810.3807118374788,825.953125,898400
2024-10-03 00:00:00+00:00,819.7201016706077,831.2332005646947,817.615995085739,826.17138671875,651900
2024-10-04 00:00:00+00:00,829.7842097323733,833.0495915915035,819.769863178124,826.757080078125,862500
2024-10-07 00:00:00+00:00,805.6364769409942,816.8319672461714,804.9318368568556,811.1250610351562,898200
2024-10-08 00:00:00+00:00,816.3357612207801,824.6033488706521,813.9239801621238,818.0825805664062,1265900
2024-10-09 00:00:00+00:00,823.6107943103679,839.7786858858619,820.1767037297157,839.5603637695312,1004900
2024-10-10 00:00:00+00:00,818.8169215305534,829.3672583475221,815.343152772545,827.7196655273438,876300
2024-10-11 00:00:00+00:00,823.7001012781066,838.667100338213,822.2014083649478,834.389404296875,964700
2024-10-14 00:00:00+00:00,846.1306852402258,866.7053018793569,845.7832720190934,865.732666015625,1769200
2024-10-15 00:00:00+00:00,860.720548384815,867.1024117449664,712.1226612959495,724.9557495117188,9350700
2024-10-16 00:00:00+00:00,705.6415647785294,712.1027848961613,672.1941798568229,678.3973388671875,10296200
2024-10-17 00:00:00+00:00,687.4489994715252,698.6047512000948,672.0452952775772,695.3493041992188,7209100
2024-10-18 00:00:00+00:00,712.2914061676621,721.0155682939755,707.83506615919,717.8395385742188,4537800
2024-10-21 00:00:00+00:00,718.573935961717,719.4175413515768,703.4779064659217,708.7481079101562,2184800
2024-10-22 00:00:00+00:00,717.5814431308629,718.6831096459782,712.261628436901,715.507080078125,2067000
2024-10-23 00:00:00+00:00,708.6984398996533,710.9415117047618,694.8529780178296,703.3091430664062,1681400
2024-10-24 00:00:00+00:00,714.5939807390554,714.6039154858731,701.1554789141492,705.4827880859375,1854700
2024-10-25 00:00:00+00:00,710.6239151261808,717.8295138550317,705.8995798396218,706.3660888671875,1380100
2024-10-28 00:00:00+00:00,703.0809281564909,706.1676054702795,698.7138800827182,703.3389892578125,1182800
2024-10-29 00:00:00+00:00,704.0661837718174,712.2236305476805,700.0372190544589,711.4277954101562,1445500
2024-10-30 00:00:00+00:00,689.9498499307903,692.0091120861329,679.0765935842686,680.2803344726562,3085200
2024-10-31 00:00:00+00:00,679.4347513413943,679.4546669547735,663.756549018544,669.0588989257812,2398300
2024-11-01 00:00:00+00:00,675.0276558117961,679.2158236907194,669.9641118464899,671.2274780273438,1801700
2024-11-04 00:00:00+00:00,672.5406562911742,674.9083067234867,667.337824310767,667.676025390625,1232500
2024-11-05 00:00:00+00:00,670.0139093105432,681.9615767204522,669.974078085466,672.9486083984375,1282000
2024-11-06 00:00:00+00:00,665.0796180336482,669.5463012205122,651.3711800778349,657.99658203125,3208600
2024-11-07 00:00:00+00:00,670.6107574631337,676.3110549764924,666.3330904153431,673.6947021484375,1758300
2024-11-08 00:00:00+00:00,666.5221510574371,667.7557047265503,658.4542631745002,665.994873046875,1726800
2024-11-11 00:00:00+00:00,668.2828903661157,668.5017192108188,658.5039004705365,667.8252563476562,1520100
2024-11-12 00:00:00+00:00,669.1484212782583,673.0281404165884,659.3893462364509,665.7063598632812,1711000
2024-11-13 00:00:00+00:00,661.1700175667754,670.1829855619892,653.370748244123,669.9143676757812,2453700
2024-11-14 00:00:00+00:00,702.0168572652761,708.3040578741787,687.9403453550931,689.3629150390625,3925300
2024-11-15 00:00:00+00:00,674.838684665132,676.3508139228777,654.1068970798759,655.2111206054688,3063200
2024-11-18 00:00:00+00:00,647.6903849604503,665.388017453649,644.6363136573862,661.77685546875,2010600
2024-11-19 00:00:00+00:00,659.3793863399205,667.9247626542899,650.0778846632264,658.7227783203125,1640700
2024-11-20 00:00:00+00:00,653.1220451441051,655.0618743072434,642.0995433558768,655.0121459960938,1677800
2024-11-21 00:00:00+00:00,650.5255296905923,669.5661898521754,645.6510016813062,668.6708374023438,2859000
2024-11-22 00:00:00+00:00,664.3334988127834,671.2971624496435,662.761683447903,669.3871459960938,1275600
2024-11-25 00:00:00+00:00,681.4442701836824,683.1454156948573,674.4806061088127,680.9169921875,1511300
2024-11-26 00:00:00+00:00,676.0623741104567,678.3105917765668,663.3685996951126,668.4818725585938,1424100
2024-11-27 00:00:00+00:00,666.2833393608614,669.198122680047,656.1860029081187,666.9995727539062,1231800
2024-11-29 00:00:00+00:00,675.3460853029311,696.0182486612516,675.0177812810829,683.0458984375,1706500
2024-12-02 00:00:00+00:00,678.2110974103873,709.9753443820738,677.1665600090865,707.7767944335938,2325900
2024-12-03 00:00:00+00:00,699.0026596212699,717.5856868871772,696.9831679421684,714.3326416015625,1647200
2024-12-04 00:00:00+00:00,720.0328899360514,721.176944741302,713.2085137667838,716.1829833984375,1529800
2024-12-05 00:00:00+00:00,725.3650446832809,725.4346278848064,704.3248089423753,707.806640625,1801100
2024-12-06 00:00:00+00:00,708.0454265119447,713.4870639192932,703.409642773606,705.2997436523438,1215400
2024-12-09 00:00:00+00:00,709.5475848213453,719.455905235598,701.9870600099844,702.8525390625,1267500
2024-12-10 00:00:00+00:00,712.9001294082768,714.5714014968732,696.9334546677296,701.6090698242188,1214700
2024-12-11 00:00:00+00:00,708.1946423713952,714.2729112077423,702.8226491139783,710.721435546875,1217600
2024-12-12 00:00:00+00:00,709.637181662858,716.143211607539,706.9412270233887,709.3983764648438,868700
2024-12-13 00:00:00+00:00,714.8499145507812,721.2166561324182,712.5021190126946,714.8499145507812,1455700
2024-12-16 00:00:00+00:00,716.3122658310061,727.2054373994654,709.6271779589438,718.6301879882812,1542800
2024-12-17 00:00:00+00:00,736.15874769299,741.2521655222642,728.8767376593408,731.3737182617188,1753300
2024-12-18 00:00:00+00:00,744.6245674333618,753.2595031151867,711.765993791577,715.7551879882812,2257000
2024-12-19 00:00:00+00:00,714.0242305510918,717.0882595760446,705.1008220810609,706.5731201171875,1620800
2024-12-20 00:00:00+00:00,696.5156437667571,716.6605288548931,692.6657372518243,702.0169067382812,2701800
2024-12-23 00:00:00+00:00,703.4294780988757,718.3018860290973,703.4096232056844,717.297119140625,1232600
2024-12-24 00:00:00+00:00,712.6712866487836,716.461506789616,711.2884874643913,715.9740600585938,586800
2024-12-26 00:00:00+00:00,710.5026443496783,716.7599718637695,707.4186996427917,712.14404296875,734000
2024-12-27 00:00:00+00:00,713.765583381703,713.7755411878021,704.9118186746222,709.8858642578125,942300
2024-12-30 00:00:00+00:00,696.366367688078,699.1617788210641,690.8650442385444,692.536376953125,1202600
2024-12-31 00:00:00+00:00,697.7491608983437,699.3308733462121,683.8616041694021,689.4822998046875,965000
2025-01-02 00:00:00+00:00,701.6786842249309,708.2643156743643,692.7254022366985,696.7841796875,1115100
2025-01-03 00:00:00+00:00,699.5099807565454,713.8452147242253,698.9330351621597,710.65185546875,1062900
2025-01-06 00:00:00+00:00,747.1613209963579,777.0354674453066,745.7586668799601,764.520751953125,2761100
2025-01-07 00:00:00+00:00,770.97708011422,774.3494976564094,749.5787258918588,753.6475219726562,1490200
2025-01-08 00:00:00+00:00,749.0913011240616,749.4196051495918,733.1743544866313,740.1181030273438,1185400
2025-01-10 00:00:00+00:00,747.1016406589395,747.4000712478937,731.582642850027,735.1738891601562,1515800
2025-01-13 00:00:00+00:00,717.45636830082,725.2158674966238,713.8651218558496,723.6340942382812,1321800
2025-01-14 00:00:00+00:00,733.7115290332526,735.681292466641,724.2807575874314,732.468017578125,1022600
2025-01-15 00:00:00+00:00,735.6215681128358,740.6055107625557,721.4256226490429,722.5298461914062,1864400
2025-01-16 00:00:00+00:00,754.861169667682,767.5549441162905,744.5748770754179,746.3854370117188,2407600
2025-01-17 00:00:00+00:00,763.9238374839636,765.2071800965015,747.5990466933905,752.4039916992188,1933600
2025-01-21 00:00:00+00:00,759.039306640625,763.7447340265014,751.5682809455211,759.039306640625,1332000
2025-01-22 00:00:00+00:00,773.712773081388,780.7460806641936,761.9143517955481,762.7301025390625,1699900
