"('date', '')","('open', 'BDX')","('high', 'BDX')","('low', 'BDX')","('close', 'BDX')","('volume', 'BDX')"
2024-03-26 00:00:00+00:00,235.34313744049882,235.97470343148,233.76905580059827,235.02249145507812,879000
2024-03-27 00:00:00+00:00,236.37306365522537,239.59893072487745,235.80950543874056,239.54063415527344,839600
2024-03-28 00:00:00+00:00,239.73495133548963,241.3770405020407,238.37464867891967,240.43453979492188,1093900
2024-04-01 00:00:00+00:00,240.11390576777816,240.78434597686277,235.84836707971377,237.13095092773438,667300
2024-04-02 00:00:00+00:00,236.03297102378536,236.23702383533916,233.42895884547679,234.1868438720703,1227600
2024-04-03 00:00:00+00:00,234.68236553174134,238.29690074752344,233.50667862582452,236.6839599609375,1215800
2024-04-04 00:00:00+00:00,238.82159520356805,239.91956329044186,236.05240451865353,236.15928649902344,952600
2024-04-05 00:00:00+00:00,236.15928635814942,239.29770839632175,235.38196421284897,239.19082641601562,1234600
2024-04-08 00:00:00+00:00,238.64671852298306,238.64671852298306,234.71153699166013,234.86700439453125,2086000
2024-04-09 00:00:00+00:00,235.7900567245738,239.12282044304143,234.18684183446447,238.84103393554688,945000
2024-04-10 00:00:00+00:00,236.45079183502398,236.82973435478837,232.43787669086683,234.15769958496094,831400
2024-04-11 00:00:00+00:00,234.09940265792036,236.40222102912998,232.8459818846802,233.78848266601562,1010500
2024-04-12 00:00:00+00:00,232.35040645988855,233.21517338880324,227.11321947610915,228.50267028808594,1028400
2024-04-15 00:00:00+00:00,230.38770078046693,231.32049036746176,227.97801535116258,228.06546020507812,872300
2024-04-16 00:00:00+00:00,228.16262750403257,228.43468804056977,224.16914948234836,224.46063232421875,1064100
2024-04-17 00:00:00+00:00,224.19827707476102,226.04440409176405,222.89625625442832,225.62660217285156,1510600
2024-04-18 00:00:00+00:00,226.0152635985558,226.63711833556093,223.93593543174003,226.53994750976562,891600
2024-04-19 00:00:00+00:00,228.04601057501557,228.9496518278471,226.4622328337692,227.48245239257812,1265200
2024-04-22 00:00:00+00:00,228.0654644744462,229.37719661248468,226.71487289822477,227.24928283691406,768400
2024-04-23 00:00:00+00:00,227.92944697084988,229.48407663045572,226.78289332668405,227.71568298339844,800500
2024-04-24 00:00:00+00:00,225.743210118482,227.91970917897615,223.50841449116706,227.20068359375,779800
2024-04-25 00:00:00+00:00,227.27842732230025,228.0363123767932,223.86792975089435,223.94566345214844,885100
2024-04-26 00:00:00+00:00,223.47926218236861,226.54967647324594,223.47926218236861,224.98532104492188,738200
2024-04-29 00:00:00+00:00,225.26711763692037,227.8517077306578,225.26711763692037,226.82176208496094,913000
2024-04-30 00:00:00+00:00,226.20959259347657,228.17232764911122,225.48085587158212,227.9488525390625,1685900
2024-05-01 00:00:00+00:00,227.3950198603529,229.39661447724842,225.86953860256057,227.09381103515625,2721600
2024-05-02 00:00:00+00:00,236.1107068129936,236.38276734668315,223.72218207280568,233.5358428955078,3789500
2024-05-03 00:00:00+00:00,232.00063649902995,235.4208303132814,227.49218572007376,228.02658081054688,1722300
2024-05-06 00:00:00+00:00,230.09618628959734,231.252450916369,228.8816250978097,229.87271118164062,1255400
2024-05-07 00:00:00+00:00,231.1164214723475,232.77794771210432,229.41603579783822,230.42654418945312,1120100
2024-05-08 00:00:00+00:00,230.29051245603364,230.29051245603364,226.56909519590334,226.957763671875,1749900
2024-05-09 00:00:00+00:00,227.50189044361517,229.74639720397286,227.28812648299188,228.33750915527344,1921800
2024-05-10 00:00:00+00:00,228.33753753430994,229.62012145745618,227.10353903119596,228.98854064941406,2034400
2024-05-13 00:00:00+00:00,229.8921704987229,231.70914947261252,228.61929779288906,230.23223876953125,1073200
2024-05-14 00:00:00+00:00,231.28160436381881,232.17551964179492,227.7253655565625,228.33750915527344,1049500
2024-05-15 00:00:00+00:00,229.3480302665642,230.98040834479445,227.92943098698248,230.56259155273438,1168000
2024-05-16 00:00:00+00:00,229.94070833976323,231.58279736784436,228.8816145874433,229.91156005859375,1291500
2024-05-17 00:00:00+00:00,230.36827372961784,230.36827372961784,228.07518133852125,229.60067749023438,1785000
2024-05-20 00:00:00+00:00,229.70754653487936,230.5917506942755,228.24034703768217,230.40713500976562,967100
2024-05-21 00:00:00+00:00,230.93180827667635,231.41763276032137,227.62820771836493,228.20147705078125,1557700
2024-05-22 00:00:00+00:00,227.78366345498898,229.3577448857101,227.39500979313925,227.8031005859375,1364200
2024-05-23 00:00:00+00:00,227.14238896917217,227.91971112786584,223.0420290375954,223.81935119628906,1302600
2024-05-24 00:00:00+00:00,223.50839305223317,224.16912200726136,221.62339183283942,222.3035430908203,1373400
2024-05-28 00:00:00+00:00,220.93353801583896,221.9246092476474,219.20400410991522,220.36997985839844,1452800
2024-05-29 00:00:00+00:00,218.8153301545848,220.01045415483978,217.64935443534688,218.68902587890625,2680500
2024-05-30 00:00:00+00:00,218.98052679410688,220.50602281565696,217.64937243031912,220.35055541992188,1691700
2024-05-31 00:00:00+00:00,220.76837350420544,225.62661845338644,219.9036064962987,225.39341735839844,4733900
2024-06-03 00:00:00+00:00,228.33749057186472,234.83782405863218,227.1909519910942,232.06861877441406,2081200
2024-06-04 00:00:00+00:00,232.34069887197242,232.95284247248426,230.46542346102635,231.73828125,2104700
2024-06-05 00:00:00+00:00,231.47595307291604,232.40874270073,228.5221464328502,229.60067749023438,1166700
2024-06-06 00:00:00+00:00,228.80388039318612,233.97305969328184,228.01684715096673,233.3609161376953,1749800
2024-06-07 00:00:00+00:00,232.4378784357565,236.32447449377275,231.30105086792923,233.8079071044922,1571000
2024-06-10 00:00:00+00:00,233.44696225332333,234.50050430864852,231.6617950111017,233.64205932617188,777000
2024-06-11 00:00:00+00:00,232.8031184282052,233.33964651900328,228.87185378510148,229.18402099609375,1132900
2024-06-12 00:00:00+00:00,228.65725275007904,229.63275300052297,227.4378774370241,228.25730895996094,1101500
2024-06-13 00:00:00+00:00,227.291552983854,227.94513635001672,223.7114689354957,226.2867889404297,869000
2024-06-14 00:00:00+00:00,226.9013721682549,228.237802795068,225.09669068763392,228.00367736816406,1053900
2024-06-17 00:00:00+00:00,226.93062844873276,228.4231426439095,224.85280814821303,227.0476837158203,1288600
2024-06-18 00:00:00+00:00,226.71602473257508,229.00844147057805,226.25753840798387,228.00367736816406,1035800
2024-06-20 00:00:00+00:00,227.43788857117272,233.39819598856823,226.39411099227522,232.55926513671875,1655700
2024-06-21 00:00:00+00:00,233.71035374241416,233.71035374241416,231.45695052663257,232.4519500732422,2014200
2024-06-24 00:00:00+00:00,232.88116720799067,233.69083419018835,229.56447235906603,230.13026428222656,895700
2024-06-25 00:00:00+00:00,229.51568713347336,229.74004801292665,227.46713074817265,228.14022827148438,729500
2024-06-26 00:00:00+00:00,228.32558121670448,228.86210931964155,225.03815020817999,225.9453582763672,1695400
2024-06-27 00:00:00+00:00,226.5891949497226,227.27204214191744,223.4578475094605,225.2820281982422,1471800
2024-06-28 00:00:00+00:00,226.57945385312124,229.0864818286701,224.86256383660543,227.9841766357422,2404000
2024-07-01 00:00:00+00:00,228.0329408468489,231.88617887352908,223.50662012810773,223.6529541015625,1057800
2024-07-02 00:00:00+00:00,223.4480899549798,225.477132307227,222.11165934533182,223.62368774414062,663000
2024-07-03 00:00:00+00:00,222.4140732925979,223.70174086170118,221.92632313186851,223.23348999023438,509800
2024-07-05 00:00:00+00:00,223.07739008466984,223.07739008466984,220.4337927420388,222.179931640625,617100
2024-07-08 00:00:00+00:00,222.17992442013502,222.98959138773222,219.67289659861663,220.01431274414062,826400
2024-07-09 00:00:00+00:00,219.72167689563278,220.20942701003753,215.24411953283354,216.04403686523438,1603000
2024-07-10 00:00:00+00:00,215.98550125006977,221.0678489187456,213.3906671649555,218.38522338867188,2109900
2024-07-11 00:00:00+00:00,219.07785068226227,221.88729620072667,218.67789200235117,219.4290313720703,1849400
2024-07-12 00:00:00+00:00,219.97528527062323,224.69670245526297,219.12660489773023,223.49684143066406,2220600
2024-07-15 00:00:00+00:00,223.38955078025475,225.116190340535,220.2777026912868,220.5410919189453,1260800
2024-07-16 00:00:00+00:00,221.15566099501427,225.311286565541,219.87774320594247,225.0478973388672,1147600
2024-07-17 00:00:00+00:00,224.90157569165507,229.53520167471584,224.1406867210223,228.31582641601562,1228400
2024-07-18 00:00:00+00:00,225.82831354038728,229.77909262899158,225.8185638962256,226.06243896484375,1063300
2024-07-19 00:00:00+00:00,229.29131740385952,229.29131740385952,223.82851051054496,225.0869140625,1074800
2024-07-22 00:00:00+00:00,225.60395777892808,226.53068008377502,223.428581400185,225.42835998535156,866700
2024-07-23 00:00:00+00:00,226.31604153688102,228.7060139985345,224.72597148186415,228.58895874023438,1353900
2024-07-24 00:00:00+00:00,229.68152792498307,232.33488976157824,228.71579221630077,231.5252227783203,1226400
2024-07-25 00:00:00+00:00,231.5252288917701,235.6808695393049,226.1404781561588,227.0769500732422,2070400
2024-07-26 00:00:00+00:00,229.0279564199925,233.35918008019434,226.68676168283355,231.48622131347656,1384400
2024-07-29 00:00:00+00:00,231.1447905674329,233.0177493366523,228.14024789026226,232.0129852294922,1032700
2024-07-30 00:00:00+00:00,231.18380254293416,236.3149283425846,231.18380254293416,235.8174285888672,1719200
2024-07-31 00:00:00+00:00,234.16883337744093,236.88072282823296,231.42768011052146,235.15408325195312,3515200
2024-08-01 00:00:00+00:00,221.97508975929455,231.90567537849807,220.4630613614621,230.22781372070312,3769900
2024-08-02 00:00:00+00:00,231.19356285634544,236.6075923052884,230.42292419620352,235.94424438476562,1802900
2024-08-05 00:00:00+00:00,235.2613786475572,237.8074347346503,229.13523865527102,230.00343322753906,1474200
2024-08-06 00:00:00+00:00,229.24253629056633,233.06649510972971,227.86707750043468,229.7400360107422,1277600
2024-08-07 00:00:00+00:00,229.98392270588758,232.92018784590647,226.52090889010938,226.9208526611328,1104400
2024-08-08 00:00:00+00:00,226.86233944119326,230.29610454472223,226.08193625153402,228.6475067138672,1127500
2024-08-09 00:00:00+00:00,228.76453876195822,230.6765256383005,227.33055232593932,230.1204833984375,801200
2024-08-12 00:00:00+00:00,229.32061269040523,230.38390444677935,228.08172313956422,228.39389038085938,1330600
2024-08-13 00:00:00+00:00,228.15973559442264,231.0179588505928,227.7792911211387,230.49118041992188,1255900
2024-08-14 00:00:00+00:00,229.9351628916683,230.9204127530835,227.89635612386152,228.3450927734375,1075000
2024-08-15 00:00:00+00:00,228.26706114437005,228.813338909106,226.3453244388114,228.2865753173828,2135500
2024-08-16 00:00:00+00:00,229.00843547572603,231.3301308556499,228.75481076693413,230.53997802734375,917500
2024-08-19 00:00:00+00:00,230.539956210344,231.4374145776226,229.66199712923682,230.1204833984375,1025200
2024-08-20 00:00:00+00:00,229.9156443313917,230.45217241794288,228.237782797969,228.98892211914062,791400
2024-08-21 00:00:00+00:00,229.7205567404502,229.91565381134444,228.29631984151268,229.0962371826172,1310000
2024-08-22 00:00:00+00:00,230.01318760214073,230.07173011800762,228.43288202762884,229.5352020263672,1031400
2024-08-23 00:00:00+00:00,230.25707896903737,230.69606600190775,228.54020383909133,230.58876037597656,822100
2024-08-26 00:00:00+00:00,231.1935410122492,233.60302763047255,229.84734601025926,230.48143005371094,778200
2024-08-27 00:00:00+00:00,230.97895331958432,232.54950935362467,230.46193936598277,232.13980102539062,923900
2024-08-28 00:00:00+00:00,232.38364884880505,233.79812110103197,231.30084307793732,233.04698181152344,980700
2024-08-29 00:00:00+00:00,233.91520138858513,235.54429992567043,233.41770161330783,235.06629943847656,707400
2024-08-30 00:00:00+00:00,235.42721593650276,236.6661053648192,234.40293774411364,236.47100830078125,893400
2024-09-03 00:00:00+00:00,236.07106016643158,238.9780467395373,235.7784071148546,236.24664306640625,2125200
2024-09-04 00:00:00+00:00,236.0515492769072,236.5295497639632,230.05222861842086,230.5497283935547,2258200
2024-09-05 00:00:00+00:00,230.53997343264933,232.0129734360017,227.21351404291042,227.53543090820312,2413600
2024-09-06 00:00:00+00:00,227.80858111180206,229.96444329809637,225.34056657346042,226.9696502685547,1487000
2024-09-09 00:00:00+00:00,227.90995142612584,234.0808016698392,227.61611351364488,232.3568878173828,1429300
2024-09-10 00:00:00+00:00,232.08262025803916,233.01314181925048,229.0853540975593,230.85824584960938,1235100
2024-09-11 00:00:00+00:00,229.34983820488168,230.15303509592894,224.60906346243954,228.89927673339844,1402100
2024-09-12 00:00:00+00:00,228.63478875093188,230.73091724128196,226.73455718617032,230.67214965820312,1020400
2024-09-13 00:00:00+00:00,230.8288662540191,232.6311418289436,228.99719194245952,229.3791961669922,772600
2024-09-16 00:00:00+00:00,230.9464000073435,232.1316010252378,228.07647353341488,229.2420654296875,950900
2024-09-17 00:00:00+00:00,228.7131494840732,229.9081401545718,224.89310714131688,226.52886962890625,965600
2024-09-18 00:00:00+00:00,226.83251079995193,230.22157092127588,224.93227925464237,226.84230041503906,1119100
2024-09-19 00:00:00+00:00,229.49674017202088,230.8386497296433,227.78261601465874,229.81997680664062,2218100
2024-09-20 00:00:00+00:00,228.52704271440825,229.38900712033936,226.78353467221297,228.71315002441406,2232000
2024-09-23 00:00:00+00:00,229.15392973574936,230.39789841970708,227.4496099874697,229.91793823242188,1495800
2024-09-24 00:00:00+00:00,230.9072363633319,233.80654675030388,228.43889323692682,232.09242248535156,1370900
2024-09-25 00:00:00+00:00,231.69082173533758,232.14139811381384,228.0960601065861,230.3782958984375,1777600
2024-09-26 00:00:00+00:00,230.31952965114854,232.9445962861481,228.80130231949354,232.40586853027344,1042000
2024-09-27 00:00:00+00:00,233.48331653405785,238.81179678740716,232.96418293803458,236.55894470214844,1284500
2024-09-30 00:00:00+00:00,236.59812044326242,237.44049065820147,233.15027782560756,236.1573486328125,1250200
2024-10-01 00:00:00+00:00,238.7922021043015,238.99790359756247,235.11907858589635,236.71566772460938,1279200
2024-10-02 00:00:00+00:00,236.49036984522908,237.117248949057,234.27669133329238,234.8448028564453,1235200
2024-10-03 00:00:00+00:00,234.25712077004712,234.86440572079093,232.4352509718384,232.4940185546875,904900
2024-10-04 00:00:00+00:00,232.74867430654615,234.0122370741769,231.73000136820295,233.3363800048828,712900
2024-10-07 00:00:00+00:00,233.33637898313322,234.41383444337345,231.28922855465348,232.5919647216797,1276800
2024-10-08 00:00:00+00:00,231.99447501955765,233.14048770262121,230.5741887114579,232.3079071044922,841900
2024-10-09 00:00:00+00:00,232.09242009759964,234.07101341366268,230.5154251922284,233.32659912109375,763100
2024-10-10 00:00:00+00:00,233.7183743246834,233.7183743246834,230.1040188087639,230.7113037109375,850700
2024-10-11 00:00:00+00:00,231.28924703253847,232.56258456512546,230.43707221100328,231.6516571044922,896600
2024-10-14 00:00:00+00:00,231.76917985111106,235.54025911510843,230.6231671656258,235.0994873046875,737100
2024-10-15 00:00:00+00:00,235.53047458350622,239.48764629368304,235.01132605801007,236.8625946044922,1127300
2024-10-16 00:00:00+00:00,236.45119534952497,237.9596330897985,234.3256830300283,235.3149871826172,1125700
2024-10-17 00:00:00+00:00,235.49128858270296,236.11816771966454,234.0906113493269,235.40313720703125,964400
2024-10-18 00:00:00+00:00,236.8037965725735,239.1252205786109,235.28558428619058,238.7530059814453,1082900
2024-10-21 00:00:00+00:00,238.35141432760327,238.35141432760327,235.03091148691755,235.5892333984375,586800
2024-10-22 00:00:00+00:00,235.20724069430466,235.52067279034998,233.777164720536,234.7958526611328,697800
2024-10-23 00:00:00+00:00,234.4040323795484,235.70676856045145,232.6409302194549,235.5892333984375,943900
2024-10-24 00:00:00+00:00,235.86351213986515,236.91156896426557,233.6204496340915,233.7281951904297,836800
2024-10-25 00:00:00+00:00,233.85551491187286,234.5019881945799,232.0336451716837,233.24822998046875,1002000
2024-10-28 00:00:00+00:00,233.70861032325314,235.9614474443971,232.99356485480737,234.0122528076172,925200
2024-10-29 00:00:00+00:00,233.8751245003416,235.15826658950306,232.57238823423737,232.6409454345703,625300
2024-10-30 00:00:00+00:00,231.16188884474244,232.76826747446853,230.9366081379452,231.75938415527344,849500
2024-10-31 00:00:00+00:00,230.4076633734081,231.88671718494524,228.66415545777497,228.80128479003906,1429900
2024-11-01 00:00:00+00:00,229.6926454182218,231.8671356238294,227.90994905583227,230.41748046875,1278400
2024-11-04 00:00:00+00:00,230.38808740242473,232.55277295991695,228.20379272379088,229.526123046875,1620500
2024-11-05 00:00:00+00:00,228.4486864309968,233.43435073010528,226.32317410267544,232.4352569580078,1877800
2024-11-06 00:00:00+00:00,239.32112382683766,239.32112382683766,231.16189088471995,235.13865661621094,2226200
2024-11-07 00:00:00+00:00,233.95347764011677,238.01839486623146,222.17009904056547,222.4541473388672,4041900
2024-11-08 00:00:00+00:00,223.9919558074919,229.0265979749639,221.61177901249863,226.8912811279297,3891300
2024-11-11 00:00:00+00:00,227.6259094912701,231.1619036147415,227.20473184095658,229.80039978027344,1439700
2024-11-12 00:00:00+00:00,230.4566575221494,231.03455868113457,226.33297270419672,226.52886962890625,1186900
2024-11-13 00:00:00+00:00,226.23501402660256,227.24389737530615,224.37397084545427,226.47988891601562,1215200
2024-11-14 00:00:00+00:00,225.71586114105966,225.71586114105966,220.8771313489765,222.5128936767578,2821000
2024-11-15 00:00:00+00:00,222.34639715684327,223.6295391719868,218.90835912761295,220.53431701660156,1965700
2024-11-18 00:00:00+00:00,220.58329993323366,223.40426347445703,219.38830926346415,219.505859375,1319500
2024-11-19 00:00:00+00:00,217.94846592440513,218.4284261426701,216.01885038118843,218.0758056640625,1379200
2024-11-20 00:00:00+00:00,217.62520061998254,218.34024604527553,216.28329103291455,217.83090209960938,1421000
2024-11-21 00:00:00+00:00,217.4978782814694,221.17100159759653,216.49878455460927,220.8281707763672,1618800
2024-11-22 00:00:00+00:00,221.33752864038146,221.60199772063996,218.55575332781464,219.4079132080078,1677600
2024-11-25 00:00:00+00:00,219.58420677191484,221.4942428931836,219.31975264870496,220.85755920410156,1914600
2024-11-26 00:00:00+00:00,220.70085800550837,220.95552252206346,218.13455887908717,219.6527862548828,2176600
2024-11-27 00:00:00+00:00,219.65277419473247,222.02316131337244,215.86211571709455,217.42930603027344,2373200
2024-11-29 00:00:00+00:00,216.46940849945517,218.6047104228014,215.77395721718608,217.3509521484375,1210300
2024-12-02 00:00:00+00:00,217.4489088754077,219.25118453310617,216.2049402118323,218.25210571289062,1886300
2024-12-03 00:00:00+00:00,218.19330934973863,218.25209187600484,216.46939556201357,216.72406005859375,2493600
2024-12-04 00:00:00+00:00,215.79354450507904,217.81131119640918,214.74548775345582,216.8905792236328,1780200
2024-12-05 00:00:00+00:00,215.73476582558635,218.61449675963144,215.65640407172393,217.68397521972656,2362000
2024-12-06 00:00:00+00:00,216.48900582580734,217.52727301068558,214.85324328695495,215.50950622558594,2794900
2024-12-09 00:00:00+00:00,215.55869776395895,220.33183845540609,215.4898149690819,219.47561645507812,2269200
2024-12-10 00:00:00+00:00,220.13500123297922,220.13500123297922,217.40891237878364,217.93051147460938,1804100
2024-12-11 00:00:00+00:00,218.0781363264296,219.39689578705898,215.37171958917216,217.53684997558594,1951200
2024-12-12 00:00:00+00:00,217.87145650488085,225.03607798114638,217.46795079946094,223.56968688964844,3489600
2024-12-13 00:00:00+00:00,223.15635694377735,223.38270758840912,219.0032363320446,221.98521423339844,2747900
2024-12-16 00:00:00+00:00,220.74519311867928,228.06728296881937,220.26295345864347,223.95352172851562,3053400
2024-12-17 00:00:00+00:00,222.51666589409612,225.50847992377382,219.8692958881234,222.06394958496094,2526200
2024-12-18 00:00:00+00:00,223.7173179651751,225.30178740565452,220.39088121201453,220.5384979248047,3387400
2024-12-19 00:00:00+00:00,219.79054756057513,222.22140287030783,219.2886357216313,220.28262329101562,2748900
2024-12-20 00:00:00+00:00,220.41056467115067,225.67576590227142,219.96768450644612,224.07159423828125,3104600
2024-12-23 00:00:00+00:00,222.75285142422737,224.25860204841308,221.72934045092904,222.8512725830078,1783700
2024-12-24 00:00:00+00:00,223.1268292913793,223.53033501046787,220.6369271976243,223.35317993164062,492300
2024-12-26 00:00:00+00:00,222.7429989294068,225.56750877849117,221.68994967237185,224.50462341308594,1154600
2024-12-27 00:00:00+00:00,223.15636059558227,226.4434231189174,223.12683725088456,224.86878967285156,1420900
2024-12-30 00:00:00+00:00,223.8157169054051,224.84907891259087,221.21755772511594,222.92013549804688,1695400
2024-12-31 00:00:00+00:00,223.77637145274156,225.61672994061402,222.27062086867136,223.27444458007812,1364000
2025-01-02 00:00:00+00:00,224.39636630806584,225.370681647933,222.59536735574375,222.9004669189453,1701900
2025-01-03 00:00:00+00:00,223.52047429088077,225.68561951161587,222.31980831100387,224.83924865722656,1244400
2025-01-06 00:00:00+00:00,223.95349680276462,228.78568392370462,223.89445011973223,227.04373168945312,1752300
2025-01-07 00:00:00+00:00,227.2897853664329,231.63973318377256,227.2897853664329,228.47076416015625,1912200
2025-01-08 00:00:00+00:00,228.89395885273765,230.83273851909527,226.35484616760496,230.71463012695312,2192800
2025-01-10 00:00:00+00:00,228.56918150345078,232.50578742816037,227.9786846079604,229.9666748046875,2597900
2025-01-13 00:00:00+00:00,230.55716260013824,234.33630053462736,227.6932782988785,232.4467315673828,2267800
2025-01-14 00:00:00+00:00,232.7518302943128,233.6375606396001,229.31713614517477,232.06292724609375,2588600
2025-01-15 00:00:00+00:00,233.24390504557564,234.22805654365823,224.0519336575546,228.90379333496094,3098700
2025-01-16 00:00:00+00:00,228.79554190782116,233.00770922574253,227.27995516956216,232.5550079345703,2257700
2025-01-17 00:00:00+00:00,232.76165217929582,234.71028284698446,231.7086179450028,233.6178741455078,2110700
