"('date', '')","('open', 'CNR')","('high', 'CNR')","('low', 'CNR')","('close', 'CNR')","('volume', 'CNR')"
2017-11-14 00:00:00+00:00,20.79856765404176,20.79856765404176,20.567472457885742,20.567472457885742,900
2017-11-15 00:00:00+00:00,23.10951805114746,23.10951805114746,23.10951805114746,23.10951805114746,100
2017-11-16 00:00:00+00:00,23.386830621055626,23.386830621055626,20.225448608398438,20.225448608398438,1400
2017-11-17 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-20 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-21 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-22 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-24 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-27 00:00:00+00:00,20.225448608398438,20.225448608398438,20.225448608398438,20.225448608398438,0
2017-11-28 00:00:00+00:00,20.21620665399713,20.567470543691265,19.827966690063477,19.827966690063477,3300
2017-11-29 00:00:00+00:00,19.827968240397592,22.554890456592812,19.73552981068736,21.464120864868164,5301200
2017-11-30 00:00:00+00:00,21.491854125803165,21.981776596511157,20.105282891880382,20.33637809753418,1549300
2017-12-01 00:00:00+00:00,20.428811803950815,20.854026037637475,19.689306259155273,19.689306259155273,1106100
2017-12-04 00:00:00+00:00,19.874184635232474,19.920402964021406,18.071641602604434,18.127105712890625,1370000
2017-12-05 00:00:00+00:00,18.182567382717853,19.615356679194797,18.03466662036344,19.45821189880371,748400
2017-12-06 00:00:00+00:00,19.51367792233233,19.975868290833873,18.857366682239647,19.596872329711914,778900
2017-12-07 00:00:00+00:00,19.41199649495704,22.675061302402685,19.41199649495704,22.04648208618164,1077900
2017-12-08 00:00:00+00:00,23.275907160184005,24.653234242031303,21.72294724523458,23.451539993286133,938400
2017-12-11 00:00:00+00:00,23.109516855013574,27.953271376250473,23.109516855013574,27.269229888916016,1628500
2017-12-12 00:00:00+00:00,27.32468997728527,28.22134028554522,26.15997021248378,27.56502914428711,1018200
2017-12-13 00:00:00+00:00,27.57427386948944,28.359997750406727,26.5666988509807,26.714599609375,444500
2017-12-14 00:00:00+00:00,26.714598859838805,27.269227569814174,25.642317510007263,25.68853759765625,601500
2017-12-15 00:00:00+00:00,25.651565284421086,27.07511245641092,25.577614896468127,26.548213958740234,1860600
2017-12-18 00:00:00+00:00,26.99191680593329,28.591094973682246,26.936452695186816,27.592763900756836,1020900
2017-12-19 00:00:00+00:00,27.722179083689632,30.023886989661726,27.722179083689632,29.857498168945312,616600
2017-12-20 00:00:00+00:00,29.709597917201105,30.476835662672798,29.339845955183467,30.042375564575195,570500
2017-12-21 00:00:00+00:00,30.042373482495346,31.53062700997926,30.042373482495346,31.31801986694336,285300
2017-12-22 00:00:00+00:00,31.50289513944413,33.65670028148303,31.133141458448193,33.25921630859375,451200
2017-12-26 00:00:00+00:00,33.53653117857504,35.86597100121476,33.27770570702593,35.70882797241211,531500
2017-12-27 00:00:00+00:00,35.77353578137378,38.72230910864436,34.645790136367545,35.00629806518555,839000
2017-12-28 00:00:00+00:00,35.19116914022355,36.725640794316234,33.804598240998885,36.143280029296875,968300
2017-12-29 00:00:00+00:00,36.189511320837696,37.030697744754235,35.76429345421453,36.52228546142578,333500
2018-01-02 00:00:00+00:00,36.37437794945361,36.3836237308426,35.41302473271059,35.5331916809082,471500
2018-01-03 00:00:00+00:00,35.56092503966208,36.03235762367343,34.20208434408385,34.211326599121094,525700
2018-01-04 00:00:00+00:00,34.20208794591954,34.765960770846796,32.78778651871247,33.00963592529297,517500
2018-01-05 00:00:00+00:00,32.99113853158196,33.249967467505485,32.15919820347335,32.35331726074219,577300
2018-01-08 00:00:00+00:00,32.13146737527871,33.03736344580494,30.39363442560357,32.0667610168457,652800
2018-01-09 00:00:00+00:00,32.002061715765066,33.360902594984886,31.32726416741473,31.52138328552246,356000
2018-01-10 00:00:00+00:00,31.401212534795846,32.00205785544618,30.96675249085809,31.660037994384766,329500
2018-01-11 00:00:00+00:00,31.92811230964282,33.032747036192134,31.844917900159775,32.889469146728516,600600
2018-01-12 00:00:00+00:00,33.0928254108355,33.471821323070955,32.20542086407429,32.399539947509766,310800
2018-01-16 00:00:00+00:00,32.344083918634254,32.66761576988687,29.11799355711328,30.070104598999023,581100
2018-01-17 00:00:00+00:00,30.070100485145705,33.38862705695456,30.070100485145705,33.0373649597168,426700
2018-01-18 00:00:00+00:00,32.96341329202703,33.33316695639629,31.54911204934433,31.687767028808594,413000
2018-01-19 00:00:00+00:00,31.382721742365554,33.16677656354041,31.038850639480756,32.42727279663086,180400
2018-01-22 00:00:00+00:00,32.455004508266946,34.59956728940511,32.34407981992732,34.47939682006836,491900
2018-01-23 00:00:00+00:00,34.47940033694461,35.03403088767921,31.558357387020077,32.917198181152344,328100
