"('date', '')","('open', 'BST')","('high', 'BST')","('low', 'BST')","('close', 'BST')","('volume', 'BST')"
2014-10-29 00:00:00+00:00,8.722955703735352,8.722955703735352,8.696786221218268,8.722955703735352,950673
2014-10-30 00:00:00+00:00,8.722955703735352,8.722955703735352,8.701148783817706,8.722955703735352,74180
2014-10-31 00:00:00+00:00,8.722955703735352,8.805824188280523,8.701148783817706,8.722955703735352,149776
2014-11-03 00:00:00+00:00,8.744763465521505,9.141657321586623,8.701148783817706,8.722955703735352,79948
2014-11-04 00:00:00+00:00,8.788381234751528,8.788381234751528,8.70115267421146,8.736043930053711,79341
2014-11-05 00:00:00+00:00,8.722955703735352,8.740401744790573,8.71859398300442,8.722955703735352,93104
2014-11-06 00:00:00+00:00,8.722955703735352,8.727316582597778,8.71859398300442,8.722955703735352,33194
2014-11-07 00:00:00+00:00,8.728193502722815,8.736043930053711,8.722959603879257,8.736043930053711,29753
2014-11-10 00:00:00+00:00,8.722955703735352,8.744763465521505,8.71423226227349,8.722955703735352,41087
2014-11-11 00:00:00+00:00,8.722955703735352,8.73604002405964,8.71859398300442,8.722955703735352,27122
2014-11-12 00:00:00+00:00,8.722951403466661,8.740397435921281,8.714227966305307,8.725568771362305,63857
2014-11-13 00:00:00+00:00,8.727318963266107,8.766572776815272,8.722958083214106,8.74040412902832,31878
2014-11-14 00:00:00+00:00,8.729935558199225,8.866886542655694,8.722957308866754,8.766571998596191,43617
2014-11-17 00:00:00+00:00,8.731680751933839,8.775295441663275,8.722957308866754,8.766571998596191,32991
2014-11-18 00:00:00+00:00,8.762209506576724,8.805824188280523,8.722955703735352,8.722955703735352,34610
2014-11-19 00:00:00+00:00,8.744763465521505,8.744763465521505,8.722955703735352,8.722955703735352,37444
2014-11-20 00:00:00+00:00,8.744762946832436,8.744762946832436,8.722955186339794,8.723827362060547,45236
2014-11-21 00:00:00+00:00,8.76657038543915,8.76657038543915,8.722955703735352,8.722955703735352,37545
2014-11-24 00:00:00+00:00,8.722955703735352,8.73604002405964,8.722955703735352,8.722955703735352,31878
2014-11-25 00:00:00+00:00,8.722955703735352,8.76657038543915,8.722955703735352,8.722955703735352,48880
2014-11-26 00:00:00+00:00,8.727316582597778,8.757846943977286,8.722955703735352,8.722955703735352,50600
2014-11-28 00:00:00+00:00,8.76657038543915,8.76657038543915,8.722955703735352,8.722955703735352,25199
2014-12-01 00:00:00+00:00,8.722955703735352,8.744763465521505,8.644448939921112,8.722955703735352,136924
2014-12-02 00:00:00+00:00,8.762209506576724,8.762209506576724,8.701148783817706,8.722955703735352,58898
2014-12-03 00:00:00+00:00,8.740401744790573,8.744763465521505,8.70550966268013,8.722955703735352,42504
2014-12-04 00:00:00+00:00,8.76657038543915,8.76657038543915,8.701148783817706,8.722955703735352,37343
2014-12-05 00:00:00+00:00,8.722955904498043,8.831992190332803,8.705509863041293,8.813673973083496,58190
2014-12-08 00:00:00+00:00,8.696785592919692,8.696785592919692,8.090540971727032,8.291169166564941,455602
2014-12-09 00:00:00+00:00,8.2868096550013,8.330424345179672,8.221387198799407,8.247556686401367,160503
2014-12-10 00:00:00+00:00,8.308616256397302,8.352230940462157,8.142880120203431,8.23447036743164,107980
2014-12-11 00:00:00+00:00,8.330421538422032,8.330421538422032,7.743802595714623,7.90299654006958,178011
2014-12-12 00:00:00+00:00,7.889911629180446,7.924802861826202,7.602054119110107,7.602054119110107,161920
2014-12-15 00:00:00+00:00,7.807041540357223,7.807041540357223,7.261856988239759,7.370894908905029,213836
2014-12-16 00:00:00+00:00,7.414510098014377,7.497377711308241,7.196435924950574,7.244411468505859,351164
2014-12-17 00:00:00+00:00,7.205165247607776,7.588974960707643,7.20080268299239,7.571528911590576,219300
2014-12-18 00:00:00+00:00,7.58030261507779,7.839120820731765,7.527661236603194,7.549595355987549,322423
2014-12-19 00:00:00+00:00,7.659258089254154,7.698738460610231,7.510108890692304,7.56274938583374,346812
2014-12-22 00:00:00+00:00,7.6197801130414975,7.72944812797364,7.505725106553317,7.720674991607666,238630
2014-12-23 00:00:00+00:00,7.804024387354846,7.8785998724630515,7.6811962187411815,7.72944974899292,234885
2014-12-24 00:00:00+00:00,7.804022010764565,7.821569128578902,7.553977910461817,7.6241655349731445,170623
2014-12-26 00:00:00+00:00,7.716290550140566,7.782091204275884,7.632941925907444,7.676809310913086,190560
2014-12-29 00:00:00+00:00,7.698741894307094,7.764544236073902,7.562752758878425,7.632941246032715,349950
2014-12-30 00:00:00+00:00,7.676807166290294,7.760154920492773,7.637325938092443,7.755768775939941,276984
2014-12-31 00:00:00+00:00,7.742608453195117,7.8347301977427835,7.510111442738158,7.716289043426514,612058
2015-01-02 00:00:00+00:00,7.7206775842125905,7.804025371288908,7.681197187189027,7.7996392250061035,184690
2015-01-05 00:00:00+00:00,7.764538525999053,7.764538525999053,7.624161654924225,7.6460957527160645,81365
2015-01-06 00:00:00+00:00,7.580301110480954,7.711903260426394,7.580301110480954,7.66803503036499,113951
2015-01-07 00:00:00+00:00,7.742608557633528,7.891758655636456,7.689968043894018,7.76015567779541,134090
2015-01-08 00:00:00+00:00,7.786475942812152,7.970718567803743,7.786475942812152,7.948785305023193,86931
2015-01-09 00:00:00+00:00,8.001423058544074,8.032130293262487,7.874207976671903,7.979489803314209,81061
2015-01-12 00:00:00+00:00,8.023356349769816,8.023356349769816,7.909300567201041,7.953167915344238,80150
2015-01-13 00:00:00+00:00,7.8958292648997235,8.089917291315762,7.864951701737401,7.9134745597839355,111219
2015-01-14 00:00:00+00:00,7.891415100987767,8.00610350398581,7.825248681894967,7.957581520080566,209383
2015-01-15 00:00:00+00:00,7.997277202305567,8.094320274281444,7.820834634028165,7.8464179039001465,111016
2015-01-16 00:00:00+00:00,7.900238373795586,7.961993482807237,7.816427503804508,7.825250148773193,121744
2015-01-20 00:00:00+00:00,7.891417649470509,7.97522853081705,7.732618532941483,7.772317886352539,126804
2015-01-21 00:00:00+00:00,7.754676017958212,7.869363632005168,7.754676017958212,7.8120198249816895,144008
2015-01-22 00:00:00+00:00,7.851720666856469,7.99728585809226,7.80760997704433,7.869364261627197,153925
2015-01-23 00:00:00+00:00,7.842893987576261,8.067859496884164,7.741438686847686,7.939937114715576,138644
2015-01-26 00:00:00+00:00,7.966411204523998,8.076687543676686,7.904656045905867,8.072277069091797,95735
2015-01-27 00:00:00+00:00,8.067858450688572,8.072268920821465,7.944348258125368,8.041391372680664,155949
2015-01-28 00:00:00+00:00,8.032569329832642,8.072269524090382,7.935526208024973,7.975226402282715,147246
2015-01-29 00:00:00+00:00,8.028157739379058,8.098734622796984,7.904647554816146,8.010513305664062,212520
2015-01-30 00:00:00+00:00,8.045803130422753,8.050215304145969,7.944349529498449,7.966404438018799,140466
2015-02-02 00:00:00+00:00,8.072273470060464,8.072273470060464,7.675276442072001,7.8120198249816895,116178
