"('date', '')","('open', 'BAK')","('high', 'BAK')","('low', 'BAK')","('close', 'BAK')","('volume', 'BAK')"
2025-09-26 00:00:00+00:00,2.859999895095825,2.865000009536743,2.511199951171875,2.609999895095825,8891392
