"('date', '')","('open', 'AMT')","('high', 'AMT')","('low', 'AMT')","('close', 'AMT')","('volume', 'AMT')"
2024-01-02 00:00:00+00:00,204.0884305829614,208.55265903008777,204.0884305829614,208.276611328125,1566300
2024-01-03 00:00:00+00:00,207.02016247619974,208.44795334415323,204.27879936197226,204.35494995117188,1533500
2024-01-04 00:00:00+00:00,203.35549736678496,207.19149441084392,202.4417048029783,205.087890625,2033000
2024-01-05 00:00:00+00:00,203.41259504571192,205.83984233415325,202.78436360178796,203.9646759033203,1884000
2024-01-08 00:00:00+00:00,203.14607180589456,205.8112841847216,202.2894031418111,205.6780242919922,1703200
2024-01-09 00:00:00+00:00,204.0313166092467,204.09793929576495,200.1477237860386,201.6611785888672,1578800
2024-01-10 00:00:00+00:00,201.42323566840045,201.88012472028393,198.33920188864454,198.9103240966797,2088900
2024-01-11 00:00:00+00:00,198.26305989927636,198.691408836018,196.16896925264422,197.65386962890625,2271600
2024-01-12 00:00:00+00:00,199.5766115642595,201.6231205821871,198.42486836430194,199.34815979003906,1763400
2024-01-16 00:00:00+00:00,198.91031697009583,200.69029170005456,197.5586766186965,198.03460693359375,2400000
2024-01-17 00:00:00+00:00,195.5121661626291,200.26195590032304,192.9611866645185,195.08383178710938,2629300
2024-01-18 00:00:00+00:00,195.36937697432234,196.83523582380545,192.78982850521413,194.09388732910156,2881000
2024-01-19 00:00:00+00:00,194.80776402513712,195.26465297632603,193.01826172364346,194.0557861328125,1986400
2024-01-22 00:00:00+00:00,194.27475899119702,196.7400745192945,192.22824993691623,194.1986083984375,2185500
2024-01-23 00:00:00+00:00,194.9029514291752,195.4074363339908,191.6856728044673,192.52330017089844,2108900
2024-01-24 00:00:00+00:00,193.32286166322373,193.60840817655665,186.5265786853838,187.28805541992188,3308500
2024-01-25 00:00:00+00:00,189.79147360655767,191.93315983416156,188.46838802914087,190.57200622558594,2510500
2024-01-26 00:00:00+00:00,189.61062925948005,190.2103060872747,187.5926894283796,187.79257202148438,1831100
2024-01-29 00:00:00+00:00,187.59268753577382,189.7058192155746,186.33622458054523,189.52496337890625,2466000
2024-01-30 00:00:00+00:00,188.94433128488743,189.42026159039094,185.9554895472951,186.14585876464844,2428100
2024-01-31 00:00:00+00:00,187.42134736300127,191.20023512776228,185.37485287142107,186.2315216064453,2454100
2024-02-01 00:00:00+00:00,185.93645229565124,188.87769816155222,184.06128568941233,188.83963012695312,2700800
2024-02-02 00:00:00+00:00,185.61281178463335,186.1363380047713,180.21576407718894,184.1945343017578,2914000
2024-02-05 00:00:00+00:00,181.8529710360696,182.46216124077904,178.7784653563829,180.34902954101562,2489100
2024-02-06 00:00:00+00:00,180.3490097840665,183.2997831386429,180.04440745296043,182.44309997558594,1777000
2024-02-07 00:00:00+00:00,183.03327895705027,184.5277071570177,181.3770507128847,184.29925537109375,2254800
2024-02-08 00:00:00+00:00,183.3569242982234,184.89893392567652,182.40506363451334,184.31829833984375,2001100
2024-02-09 00:00:00+00:00,184.08981463821172,185.1463803727344,182.41454538923173,185.0797576904297,1903900
2024-02-12 00:00:00+00:00,185.60330717188478,186.0030868886207,182.2241990724205,182.53831481933594,1589700
2024-02-13 00:00:00+00:00,179.1115984604554,179.61608339145235,175.1899376310485,179.3495635986328,3512500
2024-02-14 00:00:00+00:00,179.75886910644402,180.88205757399462,177.84562012214903,179.41619873046875,1818100
2024-02-15 00:00:00+00:00,180.82496701329245,181.54837587124803,178.70232185205165,180.3395233154297,2411900
2024-02-16 00:00:00+00:00,177.78850134365626,178.57854729407984,176.113232108254,178.1216583251953,2127500
2024-02-20 00:00:00+00:00,178.0835856414689,179.62560959880147,176.8271372763438,179.3305206298828,2241000
2024-02-21 00:00:00+00:00,180.11105550193858,180.52987647030267,177.64574014862382,179.15919494628906,1863200
2024-02-22 00:00:00+00:00,179.91115006234716,179.91115006234716,176.67483013271857,178.95928955078125,2149700
2024-02-23 00:00:00+00:00,179.06401509571737,182.0623847617391,178.42627022355006,180.78688049316406,1458600
2024-02-26 00:00:00+00:00,180.0920229391771,182.16708660351546,177.73141271371708,178.6832733154297,3310700
2024-02-27 00:00:00+00:00,180.0824927818217,181.43413296739914,172.4390540242234,177.6933135986328,4672100
2024-02-28 00:00:00+00:00,177.52200743330482,186.40286885102728,177.52200743330482,184.43251037597656,4059100
2024-02-29 00:00:00+00:00,185.80317424726795,191.13359907362266,185.74606493882484,189.2869873046875,4676900
2024-03-01 00:00:00+00:00,189.32505679739887,192.3234262319643,186.70744029579248,192.04737854003906,3473500
2024-03-04 00:00:00+00:00,191.733275718406,196.57825726217692,189.41074803015292,196.22605895996094,2851800
2024-03-05 00:00:00+00:00,196.026175806254,199.51950249240372,194.78875411182116,195.5312042236328,2469900
2024-03-06 00:00:00+00:00,196.521137567592,197.25405974118786,195.12190138274244,196.09278869628906,1865400
2024-03-07 00:00:00+00:00,197.63482467148023,197.92037123735554,193.98919676332136,194.87442016601562,2085800
2024-03-08 00:00:00+00:00,196.6544025726628,199.09116334516966,195.97857516698414,197.33021545410156,2156000
2024-03-11 00:00:00+00:00,196.01664750768094,198.29160829796538,194.99816421245956,196.79718017578125,2006300
2024-03-12 00:00:00+00:00,195.8072358262738,196.31172074474338,191.8760471934458,194.3508758544922,1746100
2024-03-13 00:00:00+00:00,194.46510334440038,195.17899872046334,191.5999939396216,192.60897827148438,1690400
2024-03-14 00:00:00+00:00,191.34304207870665,192.7993877885126,186.7645944332423,189.60113525390625,2010400
2024-03-15 00:00:00+00:00,186.16489478524417,189.18229109399815,185.7365604272378,187.8401641845703,3346800
2024-03-18 00:00:00+00:00,187.1357900098746,188.30657442002666,186.0982509715636,186.47900390625,1833500
2024-03-19 00:00:00+00:00,186.72649015502597,187.4023175644382,185.32725392610422,187.1643524169922,1463500
2024-03-20 00:00:00+00:00,186.01258354731485,187.25000514460606,184.48008750878074,185.2606201171875,2154800
2024-03-21 00:00:00+00:00,186.43139114963125,187.08817719398508,184.33730103267217,184.60382080078125,2658000
2024-03-22 00:00:00+00:00,185.36532545000583,185.36532545000583,182.32888802545037,183.50918579101562,2581900
2024-03-25 00:00:00+00:00,184.36588406982227,186.77409025373072,184.21358288624347,186.14585876464844,2144800
2024-03-26 00:00:00+00:00,185.86031190565845,186.06020903993942,184.56578079461215,184.75616455078125,1823400
2024-03-27 00:00:00+00:00,186.23150569941083,188.23041860938304,184.67998292186905,187.87823486328125,2494200
2024-03-28 00:00:00+00:00,188.82057507657967,188.82057507657967,186.5741835688095,188.078125,2170500
2024-04-01 00:00:00+00:00,187.08819185389822,187.11674650813038,182.93807932269786,183.71859741210938,2195800
2024-04-02 00:00:00+00:00,182.5954158628709,184.49913701305556,182.12899895234935,182.92855834960938,2321300
2024-04-03 00:00:00+00:00,182.15754066920528,183.9470430710291,181.0248243414227,183.0522918701172,2270400
2024-04-04 00:00:00+00:00,184.7466137577685,185.42244115025238,180.9391714940025,181.13906860351562,2265400
2024-04-05 00:00:00+00:00,180.13962504235542,182.9856935676561,179.6922493822925,181.0153350830078,2538800
2024-04-08 00:00:00+00:00,180.9487046617237,181.31992971227587,177.65526061704432,179.14968872070312,2296800
2024-04-09 00:00:00+00:00,180.25384115830377,183.69958648294664,179.7493561910926,183.5282440185547,1962900
2024-04-10 00:00:00+00:00,178.1787884049048,178.46434949034105,171.84890668732197,173.2005615234375,4136500
