"('date', '')","('open', 'AMSC')","('high', 'AMSC')","('low', 'AMSC')","('close', 'AMSC')","('volume', 'AMSC')"
2025-09-26 00:00:00+00:00,58.86000061035156,59.75,57.4900016784668,58.56999969482422,709532
